,X600519.SH,X000858.SZ,X002415.SZ,X000568.SZ,X600809.SH,X600276.SH,X002304.SZ,X600690.SH,X002475.SZ,X000651.SZ,X300124.SZ,X600104.SH,X000725.SZ,X002129.SZ,X600031.SH,X000063.SZ,X300014.SZ,X000596.SZ,X003816.SZ,X002371.SZ,X000625.SZ,X000338.SZ,X002179.SZ,X600703.SH,X002049.SZ,X600089.SH,X000661.SZ,X000100.SZ,X002180.SZ,X002241.SZ,X600702.SH,X601877.SH,X300142.SZ,X600741.SH,X000157.SZ,X000733.SZ,X600522.SH,X002074.SZ,X000977.SZ,X600584.SH,X000799.SZ,X600460.SH,X002236.SZ,X000066.SZ,X300003.SZ,X600183.SH,X000800.SZ,X002007.SZ,X600884.SH,X601799.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0390609294878564,1.73472347597681e-18,0,0.123703233742905,0,0.26831203292715,0.0536383444678315,0.0802193491142872,0,0,0,0,0,0,0.0635194977826699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0271788370142667,0,0,-0.127979526728952,0,0,0.012786221460355,0,0,0,0.0723644403434641,0,0,0,0,0.0396114980185029,0,0,0,0,0,0.00325410225087,0,0,0,0,0,0,0
X000858.SZ,0,0,0.074977044029661,0,0.118159609489372,0,0.58620009790631,0.0365351153272257,0,0.180796845828591,0,0,0,0,0.0712703503131017,0,0,0.0195654497440227,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0.0264221524524282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0463721106230441,0.0149520526301881,0,0,0,0,0,0
X002415.SZ,0,0.194998619303949,0,0,0,0,0,0,0.0780878402125885,0,0,0,0,0,0,0,0.039635657201556,0,0,0.150270073540568,0,0,0,0,0.0502813191788997,0,0,0,0,0,-0.14813292385183,-0.0559360149428512,0,0,-0.0851321215720231,0.0629382463885729,-0.177619456213739,0,0,0,0,0,0.219964747010353,0,0,0,0,-0.0595830233042923,0,0,0,0.00842072590493354,-0.00912261574455266,0,0,0,0,0,0
X000568.SZ,0,0.494822324226657,0,0,0,0,0.331821133801778,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0.0381022490612238,0,0,0,0,-0.136736163561237,0,0,0,0,-0.0146899635887377,0,0,0,0,0,-0.062510643396884,-0.144258778356914,0,-0.064728100924882,0,0,0,0,0,0,0.274990548730662,0,0,-0.0884821135881348,-0.0153747957594499,0,-0.00570071473221907,-0.00265295236947607,0,0,0,0,0,0
X600809.SH,0,0.0511506280685993,0,0.0853232629624318,0,0,0.233051129797921,0.0894159750707913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0149165199380584,-0.0901326239828699,0,0,0,0.225801935615187,0,0,0,0,0,0,0,0,0.0295028701278846,0,0.0256117436551297,-0.0254240547367937,0,0,0,0,0,0
X600276.SH,0,0,0,0.147249185656931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000984134905862705,0,0.0626107297588344,0,0,-0.134530199849474,0,0.175730947881767,0,0.0654832153978797,0,0,0,0.0711322828397789,0.0695906019582171,0,0.0752629431021946,0.132746665126922,0.0469524598612457,0,0,0,0,0,0,-0.0408561073918137,0.0421582641956177,0,0,0,0,0,0
X002304.SZ,0,0.29509030983443,0,0.382646491127416,0,0,0,0,0,0,0,0,0,0,0.0807253987691278,0,0,0.18303370168084,0,0,0,0,0,0,0,0,0,0,0,-0.062386847766749,0,0,0,0,0,0,0,0,0.0172193178427654,0,0,0,0,-0.0655395321329314,-0.0192755982885469,0,0,0,0,0,0,-0.0020581370739796,-8.67361737988404e-19,0,0,0,0,0,0
X600690.SH,0,0,0,0.0473421422275072,0.0815053929389932,0,0,0,0,0,0.0546758010368267,0,0,-0.077994253160515,0.163500370343526,0,0,0.0835534927009976,0,0,-1.73472347597681e-18,0,0,0,0,0,0.0358824102931879,-0.00425765269687695,0,-0.00358293718113277,0,0,0,0,0,0,0,0,0,0,0.0379791180448576,0,0,0,0,0,0.0368764507457834,0,0,0,0,0,0.00166526747216132,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0.32993127120023,0,0,0.126411892757758,0,0,0.167714852377465,0,0,0,0,0,0,0,0,0,0,0,0,0.0461612989014904,0,0,0,0.0090740684247874,0,0.209017449997784,0.112229682574286,0.191210827553829,0,0,0,0,0,0,0,0,0,0.0790913025076902,0,0,0.501798676120948,0,-0.0220775883195131,0,0,0,0,0,0
X000651.SZ,0,0.191660713680657,0,0,0,0,0,0.323128331551131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0451513419339688,0,0,0,0,-0.0102022377107505,0,0,0.00632783732366364,0,0,0,0,0,0,0,0,0,0,0,0,-0.00290498523437945,0.0268205301289388,0,0,0,-0.0280401757012798,0,-0.00222423581745165,-0.0124753226040646,0,0,0,0,0,0
