,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X600276.SH,X002304.SZ,X000725.SZ,X600690.SH,X000063.SZ,X600031.SH,X000338.SZ,X000568.SZ,X002475.SZ,X600741.SH,X601877.SH,X600703.SH,X600271.SH,X000100.SZ,X300003.SZ,X002236.SZ,X300124.SZ,X000625.SZ,X600498.SH,X600487.SH,X002008.SZ,X600809.SH,X000661.SZ,X002007.SZ,X300142.SZ,X000157.SZ,X002179.SZ,X600066.SH,X600089.SH,X600177.SH,X000596.SZ,X002506.SZ,X600867.SH,X600522.SH,X300146.SZ,X002180.SZ,X002456.SZ,X600566.SH,X600372.SH,X002241.SZ,X600699.SH,X600118.SH,X002294.SZ,X600183.SH,X000977.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0.269084046586162,0,0.0841815361265942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00206971969809296,0,0,0,0,0,0,0,0,0,0,0.501132007406447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0087874962280655,0,0,0,0,0,0,0
X600104.SH,0,0,0.141352978571243,0,0,0,0,0,0,0.0452655714964896,0,0,0,0,0,0.157141430801636,0,0,0,0.0417215663026087,-8.67361737988404e-19,0,0,0.162852987277482,0,0,0.00134321501152319,0,0,0,0,0,0,0,0,0,0,-0.12192866181852,-0.109256755063005,0,0,0,0.421500738315742,0,0,0,-0.00682002773662478,0,0.112117896778508,0.0693975097070542,0,-0.0337832488894578,0.0484670995155257,0,-0.0602616714920484,0,0.0157475906333739,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0607364727919196,0,0,0,0,0.0102007167655615,0,0.764297857070635,0,0,0,0,0.0247551468805087,0,0,0,-0.026440872131111,0,0.135107187652778,0,0,0,0,0,0,0,0,0,0,0,0.0109901440151654,0,0,0,0,0.074084775629761,0,0.0397790856643294,-0.0208460399769897,0.00413116215653674,0,0,0,0,0,0
X000651.SZ,0.0205437858356785,0,0,0,0.116157557574622,0,0.0783522186797688,0,0.180039476008769,0,0,0,0,0,0.0634689278987788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0609628788621144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.233676681347561,0,0,0,2.16840434497101e-19,0,0,0,0,0,0
X000858.SZ,0.243946263096226,0,0,0,0,0,0.387933782172701,0,0,0,0,0,0,0,0.0974607324888849,0,0,0,0,0,0,0,0,0,0,0,0.0815977151705146,0,0,0,0,0,0.109547976629825,0,0,0,0,-0.0397135553032134,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00760244629020284,0.0377012136710421,0,0,0,0,0,0
X600276.SH,0,0,0.170488788910494,0,0,0,0,0,0,0.0979166838374833,0,0,0,0,0,0,0,0,0,0.421721859840369,0,0,0,0,0,0,0,0.00844156275832844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.046492944333272,0.0583840882760478,0,0,0,0.00990628531578366,0.026864300202654,0,0,0,0,0,0
X002304.SZ,0.0575988007585799,0,0,0,0,0,0,0,0,-0.0477817322849325,0,0,0.371345803695246,0,0,0,0,0,0,0.137573021352287,0,0,0,0,0,0,0.0723099865181216,0,0,-0.136004693731632,0,0,0,0,0,0.393282298811118,0,0,0,0.0790562080285978,0,0,0,0,0,0,0,0,0,0,0,-0.00719489348345702,0.0220690502744381,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0.0779211315654727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.084507317059937,0,0,0.00599068126284147,0,0,0,0,0,0,0,0,0,0,0.0916185706955418,0,0,0.18259913666852,0,0,0,0,0.109418468106001,0.277358745934579,0,0,0,-0.00663950292967784,0,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0.192927843428607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0607669769886736,0,0,0.0260161896502417,0,0,0,0,0,0,0,0,0,0.0472185168712232,0,-0.0302858858393599,0,0,0,0,0,0,0,0.541996666355596,0,-0.0177445296464611,1.73472347597681e-18,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0982838580557006,0,0,0,0,0,0,0,0.137641320060186,0,0.392915406642132,0.141904761129757,0,0,0,0,0.0212544032257781,0,0,0,0,0,0,0,0,0,0,0,0.00497318491730934,0,0.211550476748568,0,0,0,0,0,0.100339800025472,0,0.0282578418481901,-0.0541577823477158,0,0,0,0.121729075637329,0,0
