,X600519.SH,X000858.SZ,X600809.SH,X000568.SZ,X002415.SZ,X002304.SZ,X600690.SH,X600276.SH,X002475.SZ,X300014.SZ,X000651.SZ,X300124.SZ,X600104.SH,X000596.SZ,X600031.SH,X003816.SZ,X000725.SZ,X000625.SZ,X002129.SZ,X000063.SZ,X002371.SZ,X002049.SZ,X002179.SZ,X000338.SZ,X600703.SH,X600089.SH,X002180.SZ,X000661.SZ,X000100.SZ,X300142.SZ,X002241.SZ,X000733.SZ,X601877.SH,X600741.SH,X002074.SZ,X600702.SH,X600522.SH,X000157.SZ,X600460.SH,X000799.SZ,X600779.SH,X600584.SH,X300003.SZ,X600884.SH,X300146.SZ,X601799.SH,X002007.SZ,X600487.SH,X000800.SZ,X002414.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0857266062900583,0.223261399628978,0.0699432309473683,0,0,0,0,0,0.0939873788919793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0245348297723506,0,0,0,0,0,0,-0.119596260804093,0,0,0,0.0941756150016236,0,0,0,0.0595922820665744,0.0668026930729953,0,0,0,0,0,0,0,0,0,0,-0.0294039139147788,0.00107508573299188,0,0,0,0,0,0
X000858.SZ,0,0,0.164402083968992,0.423711849292707,0,0,0,0,-0.0105252703679645,0,0,0,0,0,0.100662979205164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0495341300712459,0,0,-0.00778724539119724,-0.0144924055426878,0,0,0,0,0,0
X600809.SH,0.285509736478559,0,0,0.455030269621068,0,0,0,0,0,0.0149388096134866,0,0,0,0,0,0,0,0,0,0,0,-0.0559242150056438,0,0,0,0,0,0,0,-3.46944695195361e-18,0,-0.09233691354937,0,0,0,0.0349898158790804,0,0,0,0.0437521869079513,0.122865490192095,0,0,0,0,0,0,0,-0.0391593940022961,0,0,0,0,0,0,0,0,0,0
X000568.SZ,0.551905384797193,0.121538870361321,0.371756634317897,0,0,0,0,0,0,0,0,0,0,0.295328874029185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0106975306368764,0,0,0,0.0142299801237645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0112268340693307,0.0553790572565256,0,0,0,0,0,0
X002415.SZ,0,0,0,0.00500410708822216,0,0,0,0.143801077718802,0,0,0,0,0,0,0,0,0,0.0750682390486683,0,0,0,0,0,0,0.125812483608724,0,0,0,0,0.0119533430523686,0.0708735980421545,0,0,0,0,0,0,0,0.148800720438948,0.0326449020192377,0,0,0,0,0,0.0637263764896543,0.141099350532553,0,0,0.0208607649827645,0,-0.00966582424508781,-0.0284461703129599,0,0,0,0,0,0
X002304.SZ,0,0,0,0.493220833703662,0,0,0,0,0.125907199747177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0386168350210921,0,0,0,0,0,0.0279993237494391,-0.0714373232342023,0,0,0,0,0,0,0,0.0986291212315192,0.0136595895678718,0,-0.0182825622008232,0,0,0,-0.00671697463662419,0,0,0,0,0,0,0
X600690.SH,0,0,0,0.201374901761983,0,0,0,0,0,-0.0869589808939922,0.303017193274164,0,0,0,0.25566298228914,0,0,0,0,0,0,0,0,0.0432402413628309,0,0,0,0,0.00716144570353452,0,0,0,0,0,0,0,0.0174621988237703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0264955709450983,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0731463263606617,0,0,0,0,0,0.232378312149122,0,0,0,0.0728850796481852,-0.214052856639594,0.123208972151673,0,0,-0.147780964017878,0,0,0,0.170796101161579,0,0.0142174640201166,0,0,0,0.00416907306779561,0,0,0,0,0.0115082599849575,0.0044713076263642,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0.0389656977005713,0,0,0,0,0.00833673553347667,0,0,0,0.0673632223007464,0,0.189627298380413,0,0,0,0,0,0,0,0,0,0.182461439029639,0,0,0,0.0544103000238931,0,0,0,0,0,0.0178034543939465,0,0,0.00375224625463609,0,0.0229337053383458,0,0,0,0,0,-0.00636804235215145,0,0,0,0,0,0,0
X300014.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0483605450727275,0,0,0,0,0,0.0867057980593584,0,0,0,-0.101984528966723,0,0,0,0,0.0212043863328734,0,0,0,0,0,0,0,0.0607482762812672,0,0,0,0,0,0,0,0,0.80512811892144,-0.057524594053711,0,0,0,0,0,0,0.0108623087125091,0.0474891237135773,-0.280495655479338,0,0,0,0,0
