,X600519.SH,X000858.SZ,X600276.SH,X002475.SZ,X002415.SZ,X000651.SZ,X600104.SH,X002304.SZ,X000661.SZ,X000063.SZ,X600031.SH,X000568.SZ,X000725.SZ,X600809.SH,X003816.SZ,X002241.SZ,X000338.SZ,X300142.SZ,X600703.SH,X002007.SZ,X600690.SH,X300014.SZ,X000596.SZ,X002371.SZ,X300124.SZ,X000100.SZ,X002049.SZ,X300003.SZ,X600584.SH,X601877.SH,X002129.SZ,X600741.SH,X600183.SH,X000157.SZ,X002236.SZ,X000800.SZ,X002414.SZ,X000977.SZ,X000066.SZ,X300136.SZ,X000625.SZ,X002456.SZ,X002179.SZ,X002185.SZ,X002008.SZ,X600118.SH,X002463.SZ,X601799.SH,X002180.SZ,X300146.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.326197962811998,0,0,0,0,0,0,0,0,0,0.0621199904329467,0,0,0,0,0,0.0900607540953868,0,0.0067171398431654,0,0,0.0728745409212638,0,0,0,0.0480395516308934,0,0.0274316075715621,0,0.00949699351528394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00728074241660048,-0.00382017519424571,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0.207368014367349,0,0,0,0.192583674057907,0,0.366239531068702,0,0.0732111564802235,0,0.0410370726755363,0.0444361962781977,0,0,0,0,0,0,0,0,0,0,0,0.00197537068670012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00954219873310782,0,-0.00642459877531631,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0.082414006668357,0.21056093227713,0,0,0,0,0.0964938758617975,0,0,0,0,0,0.0198924485426462,0,0,-0.0615158133951918,0.0590691181196938,0,0,0.0664244795664032,0.165492035037346,0,0,0,0,0,0,0,-0.0479630366297744,0,0.0547735464940473,0,0,0,0,0,0,-0.0101568662370719,0,0,0.0424006673312734,0,0,0,-0.0128116906022534,-0.00801204289546236,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.288880450037151,0,0,0,0,0.0669801095695714,0,0.073692390595321,0,0,0,0.0876984294974094,0,0.0385549236527187,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0.124940828069993,0,0,0,0,0,0,0,0,0,0,-0.0352029261773901,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0.136890543928664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.299505388205268,0,0,0.112166777334262,0.0399589484067539,0,0,0,0,0,0.0273591593185359,0,0,0,0,0,0,-2.16840434497101e-19,-0.00160322744533283,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0.0283628737357573,0,0,0,0.0793681060540256,0,0,0,0,0.112318023680809,0.0554281523609758,0,0,0.0372927705643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0370920731072934,0,0,0,0,0,0,0.0177652708741035,-0.0216079035757822,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,-0.0613444968937688,0,0,0,0,0,0,0,0,0,0,0,0.0598052086092566,-0.0733405617493664,0,0,0,0,0,0,0,0,0,0,0,0,0.186260380611006,0.0604764380559589,0,0,0.046950596395271,0,0.101201813759314,0,0,0.0880244219225701,0.0409210394566977,0,0,0,0,0,-0.0920287695165939,-0.0123622088374311,0.00778854282537478,0,0,0,0,0,0
X002304.SZ,0,0.302332810994257,0,0,0,0,0,0,0,0,0,0.301868337920183,0,0,0,0,0,0.0553957844801926,-1.35525271560688e-20,0,0,0,0.154164413082484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00430530367408535,0,0,0,0,0,0,0
X000661.SZ,0,0,0.124024324940913,0.229930073629577,0,0,0,0,0,0,0,0,-0.107695087419363,0.0499955386150662,0,0,-0.106785086286791,0,0,0.0970643446039748,0,0,0,0,0,0,-0.0381743119440881,0.0139318240543001,-0.0586791061440913,0,0,0,0,0,0,0,0,0,0.183432082952485,0,0,0,0,0,0,0,0,0,0,0.137165355262908,0,0.0189425756778409,-0.0275211228998807,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0452604952833228,0,0,0,0,-0.00953131088111825,0.0509965672691098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0752088940317187,0.202400795900853,0,0,0,0.0406177319196701,0,0,0,0,0,0.250053615608566,0,0,0,0.259174579531658,0,-0.0115318624222526,0.0104971595270123,-0.0228938556704846,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,-1.73472347597681e-18,-0.137383181161947,0,0,0,0,0,0,0,0.274644124189831,0.00958017190305449,0,0,0,0,0.181222877993175,0,0,0,0.0787736127234525,0.00872259049947144,-0.106057267476812,0,0,0,0,0.194731217049245,0,0,0,0,0,0.0944476921772281,0,0,0,0,0,0,0.17435723190581,0,0,0,0,-0.0103684497487107,-0.02008678628851,0,0,0,0,0,0
X000568.SZ,0,0.662119164847121,0.0749447915047153,0,0,0,0,0,0,0,0,0,0,0.128082932736097,0,0,0,0,0,0,0,0,0,0.0190135222523536,0,0,0.0711150360127057,0,0,0,-0.00347456701363842,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0941673805274822,0,0,0,0,-0.00678993316863654,0.00946143460862467,0.00679908924150307,-0.00464227628749327,0,0,0,0,0,0
