,X600519.SH,X600104.SH,X002415.SZ,X000858.SZ,X002304.SZ,X600276.SH,X000725.SZ,X000625.SZ,X600690.SH,X000063.SZ,X600741.SH,X600066.SH,X600703.SH,X000568.SZ,X002236.SZ,X600271.SH,X000100.SZ,X600031.SH,X600118.SH,X002241.SZ,X600177.SH,X002292.SZ,X002007.SZ,X600372.SH,X000338.SZ,X002475.SZ,X000559.SZ,X002506.SZ,X002456.SZ,X300003.SZ,X002074.SZ,X000157.SZ,X002180.SZ,X600867.SH,X600522.SH,X002426.SZ,X002294.SZ,X002508.SZ,X600089.SH,X000981.SZ,X300124.SZ,X000869.SZ,X002085.SZ,X601877.SH,X000050.SZ,X002465.SZ,X600498.SH,X002179.SZ,X600435.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.195270384611702,0.0886082375443294,0,0,0,0,0,0.318248721481431,0,0,0,0,0,0.0513774021486104,0,0,0,0,0,0,0,0.0134272452858408,0,0,0,0,0,-0.108944730736463,0,0.0487197091877039,0,0.00282114416746744,0,0,0,0,-0.0743332513931195,0,0,0.191854445919245,0,0,0,0,0,0,0,0,0,0.0329909957735987,0,0,0,0,0,0,0
X600104.SH,0.140201327046165,0,0,0,0,0,0,0.237606041214647,0.0581004096060753,0,0.0613540093958406,0,0,0,0,0,0,0,0,0,0,-0.0858866283796935,-0.0265602344895645,0,0,0,0.0364255172952079,-0.0568428467004997,0,0,0,0,0,0,0,0,0,0,0,0,0.0349381462676426,0,0,0,0,0,0.0827875514698662,0,0,0,0.0229260777078768,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0.0266208006523653,0.00624156872154591,0,0,0,0.0035031917659569,0,0,0,0,0,0.0938350559127912,0,0,0,0,0,0,0.0250995318384027,0.0582426784093763,0,0,0.0880855769646126,8.67361737988404e-19,0,0,0,0.0935253774888819,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0.0527314149426773,0.0128158278640102,0,0.0231619162223933,0,0,0,0,0,0,0
X000858.SZ,0.190754430526252,0,0,0,0.267799650239301,0,0,0,0.248672265935894,0,0,0,0,0.252798312866904,0,0,0,0,0,0,0,0,0,-0.0313608493927337,0,0,0,0,0,0,0,0,-0.0138465711436792,0,0,0,0,0,0,0,0,0.134455754034393,0.0817865056848279,0,0,0,0,0,0.0230373643333781,0,0.00636090963287208,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0.653493431981922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0516230746062315,0,0,0,0,0,0,0,0,0,0,0,0,0.0548896747040185,0.0435158823967939,-0.0330567552626245,0,0,0,0,0,0.00888361382243375,0.0414322117479536,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0.173548868778082,0,0,0.0760171174892403,0,0.0647118648394916,0,0,0,0,0,0,0,0,0,0,0,-0.0278994910652262,0,0,0,0,0,0,-0.0235314135411093,0,0,0.0169069398580458,0,0,0,0,0,0,0,0,-0.00900273775732935,0,0,0,0,0,0,0,0,0,0,0,0,0
X000725.SZ,0,0,0.0244712039144535,0,0,0,0,0,0,0,0,0,0.0678530220661323,0,0,0,0.243040897217379,0,0,0.0233887941727334,0,0,0,0.0415804104900001,0.174040929146511,0,0.0343609337247293,0.00186376678350251,0,0,0,0,0,0,-0.0322384091186311,0,0,0,0,0,0,0,0,0.0177915931155344,0.113953232455674,0.159266269936953,0,0,0,0,-0.0323178006101157,0.0390120778113935,0,0,0,0,0,0
X000625.SZ,0,0.576426664632124,0,0,0,0,0,0,0,0,0.0623432458138865,0,0,0,0,0.00357951125463975,0,0,0,0.108919105218427,0,0,0.0419063961320416,0,0,0,-0.0953911616113375,0.0906738408377716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0114325634148825,0,-0.0192314718173139,0.0940475771805323,0,0,0,0,0,0
X600690.SH,0,0,0.177181843845783,0.131720648088774,0,0,0,0,0,0,0,0,0,-0.0843994304642447,0,0,0,0,0,0,0,0,0.0445885410058152,0,0,0,0,0,0,0,0,0,0.0497220525787399,0,0,0,0,0.247651127833008,0,0,0,0,0,0,0.121060841269873,0,0,0.0485294382585401,0,0,0,0.0046750232187023,0,0,0,0,0,0
X000063.SZ,0,0,0,0.0588864173628489,0.0687514519234689,0,0,0,0.0258252698462692,0,0,0,0,0,0,0.0191210088857992,0,0,0,0,0,0.0601872923973506,0,0,0,0,0.0251811696442628,0,0.125128705620874,0,0,0,0,0,0,0,0,0.0417659116698704,0,0.109224259814487,0,0,0,0,0,0,0,0.0759260016927595,0.0436742636429068,0,0,0,0,0,0,0,0,0
