,X600519.SH,X000858.SZ,X000568.SZ,X002415.SZ,X600809.SH,X600276.SH,X600690.SH,X002475.SZ,X000651.SZ,X002304.SZ,X300124.SZ,X600104.SH,X003816.SZ,X000063.SZ,X000725.SZ,X000596.SZ,X600031.SH,X000625.SZ,X002371.SZ,X000338.SZ,X002129.SZ,X300014.SZ,X002179.SZ,X600703.SH,X000100.SZ,X600089.SH,X002049.SZ,X002236.SZ,X600372.SH,X000157.SZ,X600741.SH,X000661.SZ,X000977.SZ,X600584.SH,X002241.SZ,X600522.SH,X601877.SH,X601799.SH,X002463.SZ,X000733.SZ,X600702.SH,X002074.SZ,X002007.SZ,X000800.SZ,X002028.SZ,X300142.SZ,X002180.SZ,X600183.SH,X600487.SH,X002223.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0.325234826619401,0.0495601321625318,0,0,0,0,0,0,0,0.182626633859775,0,0,0,0,0,0.00780258345525877,0,0,0,0,0,-0.0224611143842497,0,0,0,0,0,0,0,0,0.0473932710556126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0404785513680689,0,-0.00751118286297271,0,0.0493033967099205,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.314393823299172,0,0.181722289874116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0260261577553609,0,0,0,0,-0.180272606655607,0.00753822975715584,0,0,0,0,0,0,0.225499153462911,0,0,0,0,-0.000750320182925659,0,0.00836752485336821,0,0,0,0,0,0
X000568.SZ,0.166909996096068,0.397315778925084,0,0,0,0.0734593160433153,0,0,0,0,0,0,0,0,0,0.261732908252219,0,0,0.116772707804624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0842315216179675,0,0,0,0,0,0,-0.0711082475878545,0,0,0,0.0270321938518423,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,-0.102672238120638,0,0,0,0,0,0,0,0.112632239688015,0,0,0,0.0395887238670217,0.121241423954771,0,0,0.0538152954770146,0,0,0,0,0,0.124194091996933,0,0,0,0,0.0213521699916683,0,0,0,0,0,0,0,0.189877784054706,0,0,0,0.038186780897465,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600809.SH,0,0,0.261886276562987,0,0,0,0.0319296364364851,0.0551789410537854,0,0.0302386663769532,0,0,0,-0.0100382618686398,0,0,0,0,0,0,0,0.0703725603475677,0,0,0,0,0,0.136869694554886,0,0,0.040950568680005,0,-0.0845853298413128,0,0.0225138290787207,0,0,0,0.0497586730110397,0,0.268581553020208,0,0,0,0,0,-0.130312559766356,0,-0.00389279620917037,0,-0.0271400909210956,0.00355083955082281,0,0,0,0,0,0,0
X600276.SH,0,0,0,-0.123678644109839,0,0,0,0,0,0,0.0452779889891753,0,0,0,0,0,0,-0.286377459699704,-0.232387082064536,0,0,0,0,0,0,0,-0.0284804649161134,-0.25632216932239,0,0,0,0.623024126189424,0.0539245296398376,0.154513379904253,0,0,0,0.127364563037223,0.0695018996228514,0,0,0,0,0,0,0,0,0,0,0,0,-0.038757942477153,0,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,8.67361737988404e-19,0,0.0408544684919966,0,0,0,0,0,0,0.0270815157326798,0,0,0.0548333207120031,0,0,0,0,6.93889390390723e-18,0,0.0622962812506139,0,0,0,0,0,0.0170200182205504,0,0,0,0,0,0.0244301131997737,0,0.0621436037745806,0,0.0625839756376896,0,0,0.045209553240692,0,0,0,0,0,0,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0.00576129206577015,0,0,0,0,0,0,0,0.126275405976516,0,0.156294711257613,0,0.0509617642144743,0,0,0,0,0,0,0,0,0.0859351063328023,0.0416015160277623,0,0,0,0,0,0,0,0,0,0,0.119268218437021,0.0734655147330147,0,0,0,0,0,0,0.130398800102035,0,0,0,0,-0.122692924618559,0.192175318363986,0,0,0,0,0,0
X000651.SZ,0,0,0,-0.117485165604659,0,8.67361737988404e-19,0.074779150491258,0.185174669752619,0,0,0,0,0,0,0,0,0,0.0851323809445256,0,0.0474898800129397,0.0574031376097527,0,0,0,0,0,0,-0.0263323322468534,0,0,0,0,0,0,0,0,0,0.00535430472746519,-0.0287969366643297,0,0,0,0,0,0,0,0,0,0,0,0,-0.00653285766580637,4.33680868994202e-19,0,0,0,0,0,0
X002304.SZ,0,0.433879918701379,0.0222533250746696,0,0.0939971048345075,0,0,0,0,0,0,0,0,0,0,0.0204874775846808,0,0.050101288072371,0,0.0168834244982876,0,0,0,0,0,0,0,0.00848831904545776,0,0,0,0,-0.0155319417622711,-0.0387873817737166,0,0,0,0,0,0,0.054502314697613,0,0,0,0,0.0290159727274674,0,0,0.0370411039126273,0,-0.0197932453212703,0,0,-0.129668266908195,0,0,0,0,0
X300124.SZ,0,0,0,0,0,0.0185037998523002,0,0,0.274512057690329,0,0,0,0,0,0,0.245357372338937,0.139708067849947,0,0,0,0,0,0,0.0731792258619887,-0.148736434564185,0,0,0,0,0.180532682097418,0,0,-0.0978740756521059,0.136062691301907,0,0,0,0,0,0,0,0,0,0,0,0,0.182816263185247,0,0,0,0,0.0595986746135587,-0.0736061744788412,0.0959112998042877,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0.0809009124440418,0,0.0791575461769439,0,0,0,0,0,0,0.104834376636122,0.103418380110157,0,0.11406784123296,0,0,0,0,0,0,0.00285556494692184,0,0,0,0.110089083344429,0,0,0,0,0,0,0,0,0,0.00653999825827404,0.0706193572138152,0,0,0,0,0,0,0,0,0,-0.0103729557184038,0,0,0,0,0,0,0
X003816.SZ,0,0,0,0.023222827474304,0,0,0,0,0,0,0,0.124545343061399,0,0,0.0887591324614458,0,0,0,-0.102197407512567,0,0,0,0,0,0,0,-0.164473284718753,0,0,0,0,0,0.0526108751333595,0,0,0,0.0329248625705622,0,0.0272737527596883,0,0,0,0,0,0,0,-0.0990013328645161,0.0008334856903125,0,-0.0226889195353724,0,0,0.0099105059218026,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0.112686804704638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0585857127318164,0,0,0,0.177896499839258,0.124877625223452,0,0,-0.0836581334335362,0,-0.140823638553814,0.0809315284702833,0,0.213246741614968,0,0.118242826614951,0,0,0,0,0,0,0.26452018610199,-0.164138556465533,2.16840434497101e-19,-0.0430061132134356,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,-0.0388246196889507,0,0.24423358593404,0,0,0.10554049099712,0,0,0,0,0,0,0,0,0,-0.054993244583,0,0,0,0.0412593467437203,0,0,0.0429542102490745,0,0,0,0,0,0,0,0,0,0,0.00903130910164531,0,0,0,0,0,0,-0.0779396975841901,0,0.137773331670803,0,0,0,-0.0108392019144696,-0.0339739440976206,0,0,0,0,0,0
X000596.SZ,0,0,0.418225910189256,0,0,0.00458148949838238,0,0,0,0,0.0287439903407685,0,0,0.0224158505293903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0819936371444297,0,0,0,0,0,0.0067133383339904,-0.0408383648487298,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0,0.0262469608996802,0,0,0,0,0,0,0.106471765315338,0,0,0,0,0,0,0.106995759890549,0,0,0.139895190592412,0,0.1686029422622,0,0,-0.0250885487312017,0,0,0,0,0,0,0,0.104671343109202,0,0,0.0534728989378153,0,-0.0849283917221982,-0.0271025140964719,0,0,0,0,-0.0150517926808048,0,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,0,0,0,0,0,0,-0.285577804591927,0,0,-0.106185909977697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.504104836794821,0,0,0,0,0,0.568631313296706,0.000769990310625815,0.0217059673986903,0,0,0,0,0,0,0,0,0.168742849092203,0,0,0,0,-1.38777878078145e-17,-0.169129283643698,0,0,0,0,0
X002371.SZ,0,0,0.181229997402829,0.047667712407438,0,0,0,0.0761637322665664,0,0,0,0,0,0,0,0,-0.207843475382684,0.257174264042743,0,0,0,0,0,0.349606531295779,0,0,0.307568519791964,0,0,0,0,0,0,0.131112214626402,0,0,0,0,0,0,0,0,0,0,0,0,0.110677288158525,-0.14108495626519,0,0,0,-0.0200154834014248,0,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0,0,0.194702438053943,0.0411680695748594,0,0,0,0,0,0,0,0,0.317015220880364,0,0,0,0,0,0,0,0,0,0,0.0250216976959294,0,0,0,0,0.0150277147381121,0,0,0,0,0,0,-0.0349540645328984,0.0740683561343503,0,0,0.123955349401871,0,0,0,0,0,0,-0.0743235633965318,-0.010598203474973,-0.0234782817206141,0,0,0,0,0,0
X002129.SZ,0,0,0,0,0,0,0,0,0,0,0,0,-0.0727293140754537,1.73472347597681e-18,0,0,0.128390301280836,0,0,0,0,-1.73472347597681e-18,0,0,0,0.293023712882526,0,0,0,0,0,0.103982100668221,0.0840211568686887,0,0.211121722810546,0,0,-0.00870686928472223,-0.0198253044078529,0,0,0.413769329295661,0,-0.14066482889976,0,0,0,0,0,0,0.106534976408593,0,0,0,0,0,0,0,0
X300014.SZ,0,0,0,0.131805067663001,0,0,0,0,0,0,0.0748779602143057,0,0,0,0,0,0,0.00708006900474984,0,0,0.164420850932539,0,0,0,0,0,0.0422632871215724,0,0,0,0,0,-1.73472347597681e-18,0,0.134059423050962,0,0,0,-0.030604875939485,0,0,0.293026874491291,0,0,0,0.0701897947977994,0.0173614984314974,0,0,0,0,0,0,0,0,0,0,0,0
X002179.SZ,0,0,0,0,0,-0.0388151664121669,0,0,0,0,-0.066972927695295,0,0,0,0,0,0,-0.0770419543188468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0630667904484821,0,0,0,0,-0.0922143111103474,0,0.332638631265166,0,0,0,0,0,0,0,0,0,0,0,0.00783284865255135,-0.0336373818333964,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,-0.0659065249482733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.202090781721636,0,0,0,0,0.0481911142154754,0,0,0,0,0.145240800892312,0,0.113159891030793,0,0,0,0.130520760105159,0,0.0907605568909381,0,0,0,0,0,0,0,0,0,0,0.0276153058042528,-0.0734756131545671,0,0,0,0,0,0
X000100.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.274589221187947,0,0.164067393613814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.074148536503657,0,0,0,0,0,0.16887199075187,0,0.0214233319178392,0,0,0,0,0.0446277764572767,0,0,0,0,0.061496191737017,-0.0288828753123378,0,0,0,0,0,0,0
X600089.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0201420873386604,0,0,0,0.183001566640589,0,0,0.244520975388254,0,0,0,0,0,0,0.0783104115600871,0,0,0,0,0.052516998377402,-0.0330150993334122,0,-0.0630441831317213,0,0,-0.061269552435852,-0.0448077533777633,0,0,0,0,0,0,0.0630330496429626,0,0,0,0,0,-0.0517212771898437,0,0,0,0,0,0
X002049.SZ,0,0,0,0,0,0,0,0,0,0,0.178874738339533,0,0,0,0,0,0,0,0.00928457803784519,0,0.174695274285496,0,0,0,0,0,0,0,0,0,0,0,0,0,0.341153388781503,0,0,0,0.0627038960171955,0,0.0652922743254301,0,0,0,0,0,0,0.0711279911422391,0,0,0,5.42101086242752e-20,0.0307390777238401,0,0,0,0,0,0
X002236.SZ,0,-0.0350624969070241,0,0.574009578153291,0,0,0,0,0,0,0.033521058872132,0,0,0,0,0,0,0,-0.225145878570055,0,0.226681996469066,0,0,0,0,0.419104341706504,0,0,0,0,0,0,0,0,0,0,0,0.165569691598046,0.249980979638702,0,0,0,0,0,0,-0.236312909365798,0,0,-0.116805451696056,0,0,0.104256979681448,-0.091621613771082,-0.148152881397511,0,0,0,0,0
X600372.SH,0,0,0,0,0,-0.0308962277518134,0,0,0,0,0,0,0.117413465378808,0,0.152547857360902,0,0,0.0349464057911694,0,0,0.094297683715315,0.0167689924736994,0.0706462103457811,0,3.46944695195361e-18,0,0,0.0513380739076537,0,0.0595787996998076,0,0,0,0,0.0994943240108404,0,0,0,0.00982501734565625,0,0,0,0,0,0,0,0,0.0366304284294351,0,0,0,0,0.00407164301823607,0,0,0,0,0,0
X000157.SZ,0,0,0,0,0,0,0,0,0,0,0.0341524785365027,0,0,0,0,0,0.214754712660951,0,0,0.320758281250115,-0.0379659255871185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000308736159752333,0,0,0,0,0,0,-0.00204974393898829,0,0,0,0,0,-0.0206224337437971,0,0,0,0,0,0,0
X600741.SH,0,0,0,0,0,0.120942702119029,0,0,0,0.173064118843937,0,0,0,0,0,0,0,0.227946074435523,0.083745834540019,0,0,0,0,0,0,0,-0.0205005684909364,0.0165328807005995,0,0,0,0.060951062033416,0,0.00776703743713926,0,0,0,0,0.0189378014618364,0,0,0,0,0.0309521985192674,0.0810757845867822,0,-0.0580581314849875,0,0,0,0,0,0.0123400057257031,0,0,0,0,0,0
X000661.SZ,0,0,0,0,0,0.15771493828329,0,-0.153162657451198,0,0,0,0,0,0.0440744307759465,0,0,0,0,0,0,0,0.146565978304214,-0.101280608915966,0,0,0,0,0,0,0,0,0,-0.0554054720997932,0,0.265877399829582,0,0,0,0,0,0.0810976172123115,0,0,0,0,0.217167239378747,-0.129549645685188,0,0,0,0,-0.0362196098985611,0,0,0,0,0,0,0
X000977.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.678816011149945,0,0,0,0,0,0,0,0,0,0.0885800318741375,0,0,0,-0.0448741670573517,0,0,0,0,0,0.0880023271955305,0,0.117736587623332,0,0.0842093983880432,0.358440276391141,-0.0987369096256922,0,0,0,0,-0.101453278946779,0,0.609322019283956,0,0,0,0,0.00940899542554494,0,0,0,0,0,0,0
X600584.SH,0,0,0,0,0,0.0360608574734625,0,0.040401215913872,0,0,0,0,0,0,0,0,0,0,0,0,0.202263412357582,0,0,0,0,0,0,0.0427868750858219,0,0,0,0,0.0112483652542254,0,0.074126603843465,0.295518257437543,0,0,0.153342445821956,0,0,0,0,0,0.00317534231150982,0.0892713875156065,0,0,0,0,0,0.0536346882639361,0,0,0,0,0,0,0
X002241.SZ,0,0,0,0,0,-0.0367360021990678,0,0,0,0,0,0,0,0,0,0,0,0.0905843484911235,0,0,0,0.218010723576134,0,0,0,0,0,0.0670776300951528,0,0,0,0,0.0367914668511921,0,0,0,0,0,0.0424720149056497,0,0,0,0.047912847648688,0,0,0.187545379705077,0,0.234529893049867,0,0,0,-0.0209543578007026,0,0,0,0,0,0,0
X600522.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.107499363842032,0,0,0,0,0.0183317461948434,0,0,0,0,0,0.0645515483921926,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0709739828651962,0,0,0,0,0,0
X601877.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0865948264779553,0,0.348637182601312,-0.0666609453880279,0,0.0625376624960887,0,0,0,0,0,0.0953339200666763,0,0,-0.0333632828493051,0,0,0.0107822833658195,0,0,0,0,0,0.00539128003406585,0,0,0,0,0,0,0,0,0,0,0,0,-0.0049516910473416,0,0,0,0,0,0,0
