,X600519.SH,X000858.SZ,X600809.SH,X000568.SZ,X002415.SZ,X002475.SZ,X002304.SZ,X600690.SH,X600276.SH,X300014.SZ,X600104.SH,X000651.SZ,X002129.SZ,X300124.SZ,X000625.SZ,X002371.SZ,X000725.SZ,X003816.SZ,X002049.SZ,X600031.SH,X000596.SZ,X002241.SZ,X000063.SZ,X600703.SH,X000338.SZ,X002179.SZ,X600089.SH,X600522.SH,X601877.SH,X000661.SZ,X002180.SZ,X002074.SZ,X300142.SZ,X600741.SH,X000733.SZ,X000100.SZ,X600884.SH,X600460.SH,X600702.SH,X000157.SZ,X000799.SZ,X002414.SZ,X002236.SZ,X600584.SH,X601799.SH,X600563.SH,X002176.SZ,X000800.SZ,X600487.SH,X600418.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.346839156052459,0,0,0,0,0,0,0,0,0,0,-0.0589752754824047,0,0,0,0,0,0,0,0,0.0297263067227004,0,0,0.00225455734128355,0.00103713069948328,0,0.0292246580260544,0,0,0,0,0.10569017018006,0,0,0.00554752405548055,0,0,0,0,0,0,0.0330101583886063,0.0147937497865238,0,-3.46944695195361e-18,0,0,-0.00372054770341365,0,0.00235604263340688,0,0,0,-0.00651907825700079,0,0
X000858.SZ,0,0,0.186184046903425,0,0.0038973705856101,0,0,0.0434852771238165,0,0,0,0,0,0,0,0.0214120216895265,0,0,0,0,0,0,0,0,0,0.108680818306747,0,0,0,0,0,0,0,0,0,0,0,0,0.271426598650839,0,0,0,0,0,-0.0177666071148691,0.0062673954196404,0,0,0,0,0,0.0167940011418927,0.00210681560471784,0,0,0,0,0,0
X600809.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.202680150191605,0.114787313832187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.146285068253163,0,0,0,0,0,0,0.276980345761655,0,0,0,0,0,0,0,0,0,0,-0.00914971187262634,0.148923734927684,0,0,0,0,0,0.0313997750480337,0,0
X000568.SZ,0,0.0968481831913765,0.184045365467857,0,0,0.0470961824310033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0419995709982744,0,0,0.0115920209991645,0,0,0,0,0,0.0373784481122798,0,0,0,0,0.0136604624012486,0,0,0,0.224433644178489,0,0.110044879449631,0,0,0,0,0,0,0,0,0,0,-0.0262027593341254,-0.00589639500616672,0,0,0,-0.00630141889237526,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.16840434497101e-19,0,0,0,0,0,0,0,0.0181896461981389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.054587241656559,0,0.0758084775628659,0,0.537101465699345,0,-0.0235238001270699,0,0,0,-0.0549731822208041,0,0,0,0.0449130697330566,0,0,0,0.0333859374670201,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0709380998648614,0,0,0,0,0,0,0.301282976295233,0,0.053962708858849,0,0,0,0,0,0,0,-0.090921779460743,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0.130410616326042,0.197500204587482,0,0,0,0.0106746442866995,0,-0.177232768560188,0,0,0,0,-0.0279575237788897,0,0
X002304.SZ,0,0,0,0.211015957370001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00853299517378708,0,0,0,0,0.0665873720295158,0,0,0,0.268000017781805,0,0,0,0,0,0,0,0.0294855355952097,-0.0394742323676311,0,0.0326843499508825,0,0.0131136227671364,8.67361737988404e-19,0,0,0,-0.0154773376424675,0,0
X600690.SH,0,0,0,0,0,0.108190407963039,0,0,0,0,0,0.282971294839169,0,0,0,0,0,0,0,0,0,0,0.0973228866283442,0,0,0,0,0,-0.0776079827384086,0.113335720019673,-0.0273575842570095,0,0,0,0,0.00542915751991642,0,0,0,0,0,0,0,0.0959295205864635,0,0,0,0,0,-0.0231223818764278,0,-0.0258824025758759,-0.0303525596380724,0,0,0,0,0,0
X600276.SH,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.243141300672362,0,0,0,0,0,0.0439917867668521,0,-0.0540082225694195,0.311409132485365,-0.0439557396568654,0,0.205295061276758,0,0,0,0,0,0,0,0,0,0.00571292924704482,-0.0138636380776086,0,-0.0287413145877006,0,0,0,0.0245460405032632,0,0,0,0.0274441849053515,0,0
X300014.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0157890352220991,0,0,0,0,0,0,0.130961682156091,0,0,0,0,0,0.13659786744304,0.146248204140322,0,0,0.186100859704477,0.133532190708209,0,0,0,0.0842012511775025,0,0.00395328657529703,0,0,0,0,0,0.147372515037603,0.0184258411665827,0,0,0,0.0421237046688512,0,0,0,0,0,0,0,0,0
