,X600104.SH,X600519.SH,X000651.SZ,X000725.SZ,X002415.SZ,X000625.SZ,X000858.SZ,X002304.SZ,X600031.SH,X000063.SZ,X600690.SH,X600276.SH,X000338.SZ,X000157.SZ,X600372.SH,X600741.SH,X002241.SZ,X600089.SH,X600703.SH,X000100.SZ,X600066.SH,X600271.SH,X000550.SZ,X601877.SH,X600118.SH,X000581.SZ,X000623.SZ,X002236.SZ,X000800.SZ,X300124.SZ,X000568.SZ,X002475.SZ,X600177.SH,X002294.SZ,X002129.SZ,X000869.SZ,X000559.SZ,X600582.SH,X000400.SZ,X002456.SZ,X600839.SH,X000050.SZ,X002465.SZ,X002292.SZ,X002007.SZ,X600252.SH,X000977.SZ,X600809.SH,X300003.SZ,X600312.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600104.SH,0,0,0,0,0,0.217547799087076,0,0,0.141104190779265,0,0,0,0,0,0,0.598872985765449,0,0,0,0,0.0245040209068268,-0.0362991420282002,0,0,0,0,0,0,0,0,0,0,0,0,-0.0121451384282745,0,0,0,0,0,0.00612086706349122,0,0,0,0,0,0,0,0,0.162508060067462,0,0,0.00217438554746122,-0.161967883014526,0,0,0,0,0
X600519.SH,0,0,0,0.00529255629846333,0,0,0.225770910130729,0.0621075295564272,0.00943250152095281,0,0.198652171951044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0729132155458284,0,0,0.113068516688293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0959033056824093,0,0,-0.00295238589487145,-0.0843040285369505,0,0,0,0,0
X000651.SZ,0.127702861651395,0,0,0.0830641644068726,0.283439536384968,0,0,0,0,0,0,0,0.0523418851700965,0,0.0322173178047093,0,0,0,0,0,0,0.0952890414290875,0,0.202053649367327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0867877279775418,0,0,0,0,0,0.0158750737235062,0,0,0,0,-0.0525042612085894,-0.0143298750182682,0,0,0,0,0,0
X000725.SZ,0,0,0.203658679822907,0,0,0,0,0,0,0,0,0,0,0.152469441860373,0.0318982027490364,0.0626752700419817,0,0,0,0.0779560387547926,0,0,0,0,0.163630869746215,0,0.0568279297901382,0,0.0737100141963573,0,0.105464011580615,0,0.0230399753633066,0,0,0,0,0,0,0,0,0,0.0446589971070761,0,0,0,0,0,0,0,0,-0.0231853959559331,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0.0561646190827706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.243455432439608,0,0.0251384406431758,0,0,0,-0.0686589915442506,0.198333475013293,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0607457640485805,0.082896859509119,0,0,0,0,0,0,0,0,-0.0166371605252032,-0.00483549281923282,0,0,0,0,0,0
X000625.SZ,0.371941465961678,0,-4.33680868994202e-19,0,0,0,0,0.0738714115398759,0,0.122865394755058,0,0,0,0,0,0,0,0.0982917428174655,0,0,0,0,0,0,0.0278776581071708,0,0.0988621141963825,0,0,0,0,0,0,0,0,0,-0.0079757616272321,0,0,0,0,0,0,0,0.0383010509456918,0,0,0,0,0,0,-0.03789034990941,-0.0325811209959295,0,0,0,0,0,0
X000858.SZ,0,0.0163952030719425,0,0,0,0,0,0,0,0,0,0,0.0448222185566359,0.0353659402591558,0,0.0707574422185633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.030478560663109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.037538094083533,0,0,0,-0.0151710803249013,-0.0249301952864988,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0.327889670823942,0,0,-0.0246844117497515,0,0,0,-0.00335787381019327,0.0343979724378365,0,0,0,0,0.174682212936039,0,0,0,0,0,0,-0.0990015217659026,-0.131404677424685,0,0,0,0,0,0,0,0.0623502328448299,0,0,0,0,0,0,0,0,0,0,0,0.386311363867395,0,0,0,0.0278479603885399,0.0185259461239229,0,0,0,0,0,0
X600031.SH,0,0.0377989240126677,0,0,0,-0.0374648054847519,0,0,0,0.0570163227678622,0,0,0,1.0357886833191,0,0,0,0,0.152185455559064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.044888436182726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00273553948424735,-0.000176936446656627,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0.0519027082253435,0,0,0,0,0.0675159076755203,0,0.0464521393569032,0,0,0,0,0,0,0,0,0.0452457523141944,0,0.00548709395245107,0,0,0,0,0,0.0756605662658384,0,0,0,0.0643394844325717,0,0,0,0.047009009248246,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,-0.00205213928969965,0,0,0,0,0,0
X600690.SH,0.018773051389901,0.134478454037835,0.0135787392621458,0,0,0,0,0,0,0,0,0,0.114144476322222,0,0,0.204120188476259,0,0,0,0.0184863165802152,0,0,0.111657306325094,0,0,0,0,0,0,0,0,-0.0143200510411877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0143816512627358,0.00199002598047132,0,0,0,0,0,0
X600276.SH,0,0,0,0,0.0219078234683858,0,0,0.0497763332493555,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0.0940408104383994,0,0.0363013076554475,0,0.0961988336876374,0,0,0,-0.14211642866979,0,0,-0.0194438281025625,0,0,0,0,0,0,0.0924180130427897,0.133256361014709,0,0,0,0,0,0.104289783086793,0.125210090885092,0,0,0,0,0,0,-0.0216855917475105,0.00920306874610799,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0,0,0,-0.0169305216987455,0,0,0,0,0,0.39580987233194,-0.122178066931577,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0297473294019585,0,0,0,0.0160953788829226,0.100745344537482,0,0,0,0,0.329834469903814,0.0693209660379435,-0.0604289959402102,0,0,0,-0.0104377956832304,0,0,0,0,0,0
X000157.SZ,0,0,0,0,0,0,0,0,0.335318256365202,0,0,0,0.352912998253605,0,0,0,0,0.0715508851351073,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0.010581151173494,0,0.00613280714044782,0,0,0,0,0.153819397109018,0,0,0,0,0,0,0.0237748942808942,0,0,0,0,0,0,-0.035951537603904,-0.0261970015827476,0,0,0,0,0,0
X600372.SH,0,0,0.11660282357891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0838784766771886,0,0,0.0501293365710568,0,0.118681161567655,0,0,0,0,0.00724696430347361,0,0,0.128461499614718,0,0,0,0,0,0.0259821333706268,0,0.104035947902842,0,-0.0377453506816714,0,0.0897082229075187,0,0,0,0,-0.0773820220046687,0.0133464517147444,0,0,0,0,0,0
X600741.SH,0.20920541966462,0,0.0210434779905641,0,0,0,0,0,0,0,0.0802417060312697,0,0,0,0,0,0,0.142567058363922,0,0,0,0,0,0,-0.0150106639539914,0,0.230412976098865,0,0,0.0197054375017514,0,0,0,0,0,0,0,0,0,0,0.0674274081581226,0.0195951257369938,0,0,0,0,0.0853858508473863,0,0,0,0,-0.0699158062633582,-0.0266088380779222,0,0,0,0,0,0
