,X600519.SH,X000858.SZ,X600809.SH,X002415.SZ,X000568.SZ,X002304.SZ,X600690.SH,X002475.SZ,X600104.SH,X600276.SH,X000651.SZ,X300124.SZ,X300014.SZ,X000725.SZ,X600031.SH,X003816.SZ,X002129.SZ,X002371.SZ,X002241.SZ,X000596.SZ,X000063.SZ,X002049.SZ,X000625.SZ,X000338.SZ,X002179.SZ,X600703.SH,X600089.SH,X300142.SZ,X601877.SH,X600741.SH,X000661.SZ,X600460.SH,X000100.SZ,X000733.SZ,X002180.SZ,X600522.SH,X002074.SZ,X000157.SZ,X600702.SH,X600884.SH,X002236.SZ,X000799.SZ,X601799.SH,X000800.SZ,X600584.SH,X600372.SH,X002056.SZ,X002176.SZ,X002414.SZ,X600563.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.088266252037737,0,0,0,0.058221855009798,0.0489274532243248,0,0,0,0,0,0,0,0,0.077780206760431,0,0,0,0.266537410023248,0.0493701969636475,0,0.00617760861825749,0,0,0,0,-0.00166867605707934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0409847889794796,0,0,0,-0.0237418474620912,0,0,0,0,0,0
X000858.SZ,0.0316169826215228,0,0,0,0.563896026853687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0108497730021143,0,0,0,0,0,0,0,0,0,0,0,0,0.00807879247326411,0,0,0,0,0,0.197095508830082,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0662403933821125,0,0,0,0,0,0
X600809.SH,0,0.35987032553973,0,0.15276339192494,0.276419291964811,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0.0308628426025954,0,0.1407952099864,0,0,0,0,0,0.198991254326266,0,-0.0507205322175872,0,-0.0262638455725969,0,0,0,0.158372375555888,0,0,0.00025614417801598,0,0.0712577551078426,0.027897728056269,0,0,0,0,0,0,-0.0206986307635562,0,0,0,0,8.67361737988404e-19,0.04289154446617,0,-0.0167445816619744,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0.427733049487402,0,0,0,0,0,0,0,0,0,0,-0.428471343852867,0,0,-0.0637768979462992,0,0,0,0,0,0,0,0,0,0,0,0,0.160716418458141,0.12394210486126,0.423063741216837,0,0,0.0201069703790223,0,0,0.112276062334864,0.0380047553361445,-0.0971966217872895,0,0,-0.0428737205541876,0.111673846324685,0,0,0,0,0,0
X000568.SZ,0,0.259280687788926,0.277179115570339,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0.121228123582439,0,0.172546080070325,0.0253562658444402,0,0,0,0,0,0,0.0738594809929253,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,-0.181295891342029,0,0,0,0,0,0.0134452100363152,0.0314482880084976,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0.166139496643984,0,0,0,0,0,0,0.145620128568058,0,0,0,0.334689908167813,0,0,0,0.123470926550808,0.0361610318330359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.199899479133622,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0546631968205525,0,0,0,0,0,0
X600690.SH,0,0,0,0,0.241465160341825,0,0,0,0,0,0.105895504434061,0,0,0,0.154625779443474,0.104692213226842,-0.139137875226853,0,0,0,0.0144174295796351,0,-0.0117453530851645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0275927334576777,0,0,0,0.144590848707975,0,0,0,0,-0.0295637779208173,-0.0674723158249226,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.116225844065924,0.384659328112646,0.0588993869895225,0,0,0,0,0,0,0,-0.0236022518324556,0,0,0,0,0,0,0.0176421312606257,0.0584595510718882,0,0,0,0,0.160788296193594,0,-0.000360464796203805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0628572678198256,0,0,0,0,0,0,0.103427186692029,0,0,0,0,0,0,0.164237163426199,0,0,0,0,0.0587124234335069,0.00882674404710135,0,0,0,0,0,0,0,0.168538026247594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0.209436672740037,0,0,0,0,-0.00244625208444332,0,0,0,0,0,0,0,0,0,0,0.0405073092974824,0,0,0.0807151666204075,0,0,0,0,0,0,0,0,0,0,0,0,0.117885383529788,0.0324728719390112,0,0,0,0.321093798067302,0,0.296845804479624,0,-0.0348507387837452,0,0,0,0,0.00736871567002774,0,0.160014272693279,0,0,0,0
X000651.SZ,0,0,0,0,0,0.103036649439096,0,0,0,0,0,0,0,0,0.175037902086751,0.160291802379679,0,0,0,0.0977821616051966,0.00972384706432294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018585647426363,0,0,0,0.0938369967088284,0,0.00688452525657725,0,0,0,0,0,-0.0406074861322656,-0.00533840398656435,0,0,0,0,0,0
X300124.SZ,0,0,0,0.0988513538216241,0,0.205973190050537,0,0,0,0,0,0,0,0,0,0,0.0367650226006564,0,0,0,0,0,0,0,0,0.0825214953756109,0,0,0.0533017862950704,0.00577936020458475,0,0,0,0,0,0.0932977102848964,0,0,0,0,0,0.0959862608113624,0,0,0,0,0.0428645552353287,0,0,0,-0.0939502176812672,0,-0.101681682700497,0,0,0,0,0,0
X300014.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0696036855630945,0,0,0,0,0,0,0,0,0,0,0.0207894520668925,0,0,0,0,0,0,0,0.387637396720784,0,0,0,0,0.193390332474304,0,0,0,0.0372151493146622,0,0,0,0,0,0,-0.0986925226027513,0,0,0,0,0,0
X000725.SZ,0,0,0,0.031287631773533,0,0.0186440759019692,0,0,0,0,0,0,0,0,0.0462330863481344,0,0,0,0,0.017264085432586,0,0,0,0.158080094969731,0,0,0,0.00248392932384515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.249076220458946,0.00936169239180172,0,0.0155126536245568,0,0.0183796626663885,0,0,0,-0.052263688022965,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0.174021444735487,0,0,0,0,0,0,0,0,0.0883369898568953,0,0,-0.0710690840906715,0.011524794385996,0.128180852746595,0.0232376633018213,0,0,0,0,0.0184667753118402,0,0,0,0,0,0,0,0.520101368642477,0,0,0,0,0.0207265047780355,0,0,0.0201719207481183,0.0202528489265512,0,0,0,0,0.00891851429626729,0,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0.182553240164538,0,0.20347191472198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0195732873718265,0,0,0,0,1.73472347597681e-18,0,0,0,0.104946330248153,0,0.0270634011741807,0,0,0,8.67361737988404e-19,0,0,-0.04054067799055,0,0,0,0,0,0
X002129.SZ,0,0,0,-0.0488868923285836,0,0,0,1.73472347597681e-18,0,0,0,0.266586612991312,0.132461588421056,0,0,0,0,0,-0.0751041888994453,0,0,0.0194212838548244,0.0517037741984299,0,0.170232679119542,0,0,-0.0886210256864417,0,-0.0589347175873003,0.0585311485072866,0,0,0,0,0.140932224637175,0,0,0,0.224749862069061,0,0,0,0,0,0,0,0,0,0,0,0.0605403684043753,0,0,0,0,0,0,0
X002371.SZ,0,0,0,0,0,0,0,0.0924749855391624,0,0,0,0,0,0,0,0,0,0,0.0716744158270763,0,0,0,0,0,0,0,0,-0.0201857792983623,0,0.115597708376759,0,0,0,0,0,0,0,0,0,0.366630788754073,0,0,0,0,0,0,-3.46944695195361e-18,0.0350987263916082,0,0.240922333853308,0,0.0143746658808855,0.175114472086322,0,0,0,0,0,0
X002241.SZ,0,0,0,0,0,0,0,0.609128507061783,0,0,0,0,0,0,0.0597866431941098,0,0,0.076664183066071,0,0,0,-0.0497085005062223,0.0116138596287562,0,0,0.0969653828452524,0,0,0,0,0,0.0476605839792829,0,0,0.0648841038619173,0,0,0,0,0,0,0,0,0,0,0.0524991560511764,0,0.0580667426508561,0,0,0,0.0535328097417369,0,0,0,0,0,0,0
X000596.SZ,0,0.237352736684071,0,0,0.148389047474192,0.0832905337778461,0,0,0,0,0,0,0,0,0,0,0,-0.0280483357408653,0,0,0.262423742118129,0,0,0,0,0,0,0,0,0,0,0,0.0124831022040854,0,0,0,0,0,0,0,0,0,0,0,0.053822471434597,0,0,0,0,0,0,0.0142452704310696,0,0,0.0801661733253038,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0.175374784616309,0,0,0,0,0,0,0,0,0,0,0.071192189705519,0,0.0031673944743033,0,0,0,0,0,0,0,0,0,0,0,0,0.0388502353406151,0,0.261088752549931,0,0,0,0,0.240713226854103,0,0,0,0,0,0,0.135400658528712,0,0,0.044605945552507,0,0,0,0,0,0,0,0,0
