,X600519.SH,X000858.SZ,X600809.SH,X000568.SZ,X002415.SZ,X600690.SH,X002475.SZ,X600276.SH,X002304.SZ,X000651.SZ,X600104.SH,X002371.SZ,X300014.SZ,X300124.SZ,X002129.SZ,X003816.SZ,X000596.SZ,X002049.SZ,X000725.SZ,X600031.SH,X000625.SZ,X000063.SZ,X002241.SZ,X002179.SZ,X600703.SH,X000338.SZ,X600089.SH,X600522.SH,X002180.SZ,X000733.SZ,X000661.SZ,X300142.SZ,X601877.SH,X000100.SZ,X600741.SH,X002074.SZ,X600460.SH,X600884.SH,X000157.SZ,X600702.SH,X601799.SH,X002236.SZ,X600584.SH,X002414.SZ,X000799.SZ,X600487.SH,X600563.SH,X600372.SH,X600418.SH,X002176.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.146997472075504,0,0,0,0,0.0514321796483405,0,0,0.00517473463264752,0,0,0,0,0,0,0,0,-0.0186013100926019,0,0,0,0,0,0,0,-0.0559361474997558,0,0.0209828747626604,2.16840434497101e-19,0,0,0,0,0,0,0,0.0501267851237899,0,0,0,0,0.0694947924778198,0,0,0,0,0,0,0,0.0265063341208614,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0.138786232486,0,0,0.0853768510614166,0,0,0,0,0.0295917875761249,0,0,0,0,0,0,0,0,0,0,0,0.0229107396533048,0,0,0,0,0,0,0,0,0,0,0.293158216487155,0,0,0,-0.0177435507132483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600809.SH,0,0,0,0.037843319379243,0,0,0,0,0,0,0,0,0,0,0,0,0.190945238550712,-0.0292756381675253,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0.0522479007470772,0,0,0,0,0.0110883159192255,0,0,0,0,-0.137884018075337,0,0,0,0,0.0690872353415006,0,0.0280752031254176,-0.123322778433806,0,0.300694513571369,0,-0.0102463905297488,-0.0048222529171216,0,0,0,0,0
X000568.SZ,0,0,0.0728674293057004,0,0,0,0.0104280103962246,0,0,0,0,0,0,0,0,0,0.0384459058164902,0,0,0.0566594013523861,0,0,0,0,0.0429256983282186,0,2.71050543121376e-20,0,-0.00578609896390342,0,0,0,0,0,0,0,0,0,0,0.387157439872092,0,0,0,0,0.0772587163071994,0,0,0,-0.0133713345225251,0,0,-0.018705717388746,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,-0.163726461681967,0,0,0,0,0,0,0,-0.0287981743662609,0,0,0,0.0503600347022105,0,0,0,0,0,0,0.0238571859270835,0.0933125231354469,0,0,0,0,0.238010060853987,0,-1.73472347597681e-18,-1.73472347597681e-18,0.524013778195975,0.17792450966879,0,0,0,-0.112559290326555,0,-0.0940470818279977,0,0,0,0,0,0,0,0,0,0
X600690.SH,0,0,0.10826490853409,0,0,0,0,0,0,0,0,-0.062434077428743,-0.000856487492127953,0,0,0,0.0619853264940907,0,0,0,0,0,0,0,0,0,0.224661223954928,0,0,0,0,0,-0.202192955098416,0,0,0,0,0,0,0.0529962200755432,0,0,0,0,0,0,0,0,-0.0823309892998662,0.0674459354240474,0,0,-0.010411558254022,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0654915047337405,0,0.292374574749371,0,0,-0.046835461432511,0,0,0,0.0732673959308087,0,0.257993903257902,0,0,0,-0.0757305568129551,0,0,-0.16316608855971,0,0,0,0,0,0,0.0286046826128715,0,0,0,0,0,0,0.100703606485619,0,-0.0309469730144788,0,0,0,0,0,-0.168503592630043,0.0274262891626135,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0309848043988151,0,0,0,0,0,0,0,0,0,-0.0388886446615057,0.0635596196713578,0,0,0,0.0601392723308858,0.0489789417734994,0.0118236263829065,0.181710826268916,0,0,-0.0951888142121719,0,0,0,0.136236687568256,-0.0335141631008723,0,0,0,0,0,0,0,0,0,-0.0447780581907195,0,0,-0.0166872111143391,0,0,0,0,0,0
X002304.SZ,0,0.280277017598073,0,0,0,0,0.0187529901793876,0.00177280962178088,0,0,0,0,0,0.0324573238860075,0,0,0,0,0,0,0.0135931660630285,0,0,0,0,0,0,0,0.151905736840493,0,0,0,0,0,0,0,0,0,0,0.0874419027367466,0,0,0,-0.0658145157718261,0,-0.0339523943683134,0,0,0,0,0,0,0.0472017138640913,0,0,0,0.0087039835663699,0,0
X000651.SZ,0,0,0,0,0,0,-2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0388935569263695,0,0,0.0926470853355325,0,-0.0360429734064264,0,0,0.0861583268674202,0.145341323079055,0,0,0.059301774741875,0,0,0,0,0,-0.00802615170650362,0,0,0,0,0,0,0,-0.0135047950260585,0.0685144498983509,0,0,-0.0816087879750547,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0726374123101966,0,0.0722544935791731,0,0,0.0399238215297767,0,0,0,0,0,0,0,0,0,0,0.0874323060211271,0.0548192962605653,0,0,0,0.0590323362341779,0.29722186538146,0,0,0,0,0.155534527659802,0,0,0.0776813944542512,0,0,0,-0.0650674795205791,0,0.103393902912833,0,0,0,0,0,0,0,-0.121440066298403,0,0
X002371.SZ,0,0,0.167965821044955,0,0,-0.0666586452670275,0.030240659967896,0,0,0,0,0,0,0,0,0,0,0,0,-0.0200956484981316,0,0,0,0,0.279233753979284,0,-0.184228516581689,0,0,0,0.16134097936965,0.0478979122825094,0,0,0,0,0.388516334998944,0,0,0,0,0,0,0.0924934012769263,0,0,0.0872197926473236,0,0.0444037304229427,0,0,0,-0.0506498038223676,0,0,0,0,0,0
X300014.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.159020128440763,0,0,-0.123865883795023,0,0,0,0.153002379825554,0,0,0,0.189393039611271,0.0426376099929958,0,0,0.346819871762195,0,0,0,0.0181543760284247,0.10257658147653,0,0,0.123967000389243,0,0,0.0290641934291858,0,0,0,0,-0.00957908889332128,-0.0113362143480248,0,0,0,0,0,0
X300124.SZ,0,0,-0.0896365921616041,0,0,0,0.256373598917231,0,0,0,0,0,0.0486724778212592,0,0,0,0,0,0,0,0,0,0.0253615183125193,0,0,0,0.0421465212852446,-0.0206857419718304,0,0,0,-0.0262750919215948,0,0,0,0,0,0,0,0,0,0,0,-0.0274024781611839,0,0,0,0.567517889506831,0,0,0,0,0.0134889226810818,0,0,0,-3.46944695195361e-18,0,0
X002129.SZ,0,0,0,0,0,0,0,0,0,0,0,0.110898824283988,0.0902602158651342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.281226089076213,0,0,0.0907219554118266,0,-0.0140812160960214,0.0716175777220107,-0.079897867292074,0.156537226166618,0,0,0,0,0,0,0,0.0640918558428473,0,0,0.0453689848083979,0,0.112738407049577,0,0,0,0,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0.139789764105504,0,0,0,0,0,-0.00952874065441404,0,0,0,0,-0.0231006649627418,0,0,0.0904950747657799,0,0,0,0,0,0,0.0502775517233178,0,-0.0238406585100846,0,0,0,0,0,0,-0.0129681898090021,0,0,0,0.0634499621364267,-0.0507859254109371,0,0,0,0,0,-0.0136111335755269,0,0,0.0452710390741872,0,0.0321644238055033,0.0175691915539591,0,0,0,0,0,0
