,X600519.SH,X600104.SH,X000651.SZ,X002415.SZ,X000858.SZ,X600276.SH,X002304.SZ,X000725.SZ,X000625.SZ,X000063.SZ,X600690.SH,X600741.SH,X600703.SH,X600031.SH,X000568.SZ,X600066.SH,X002475.SZ,X002241.SZ,X600271.SH,X002236.SZ,X002456.SZ,X000338.SZ,X600118.SH,X600177.SH,X002085.SZ,X000157.SZ,X002292.SZ,X300124.SZ,X600372.SH,X000559.SZ,X002007.SZ,X600867.SH,X300003.SZ,X002180.SZ,X002294.SZ,X000623.SZ,X002506.SZ,X600089.SH,X601877.SH,X600522.SH,X002426.SZ,X002074.SZ,X600498.SH,X000981.SZ,X002508.SZ,X000550.SZ,X000869.SZ,X000050.SZ,X002465.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.132470602420046,0,0,0.271278879373163,0,0,0.0307322418830969,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0.0561887546004813,0,0,0.0874811080796081,0.0128928333005355,0.122191601862895,0,0.00698168914650604,0.0339816480540643,0,0,0,0,0.0224650548754115,0,0,0,0,0,0,0,0,0,-0.115408562249047,0,0,0,0,0,0,0,0,0,0,0.0154177535685267,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0970118030894119,0,0,0,0.00918671897458977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0476305105746067,0.000851457200974898,0,0.127584466275363,0,0.00629904437050803,0,0,0,0,-0.0194531124786117,0,0.128168745790888,0,0,0,0,0
X000651.SZ,0,0,0,0,-0.00323853863839389,0,0,0,0,0,0,0,0,0,-0.0579475103353488,0,0,0,0,0.116099252960015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.107970560398197,0,0,0.181439589568466,0,0.105705589333565,0,0,0.0207945727619267,0,0.0151785943923174,0,0,0,0,-0.0566349662013486,0.098342115254887,-0.0658335558692329,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,-0.170753259048654,0,-0.124256845585144,0,0.226252228740116,0.0799907961140086,-0.0311346686286463,0,0,0,0,0,0,0.121514580977049,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0.220002029886476,0,0.0862991503733359,0,0,0.00204074773943273,0,0,0,0,0.0713764391099145,0.319296222354486,0,0,0,0,0,0,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.259020238884761,0,0,0,0,0,0,0,0,0,0.0522353901006396,0,0,0,0.116865853971985,0,0.0192114352950859,0,0,0,0,0.0635210531633827,0,0,0,0.119913973783673,0,0.153037755102252,0.0407857079059872,0,0,0,0,0,0,0,0,0.00597551368613556,0,0,0,0,0,0
X600276.SH,0,0,0.0227969424483736,0,0,0,0,-0.0138326121077436,0,0,0,0,0,0,0.0278145040593147,0,0,-0.0523519833956721,0,0,0.0368515422086774,0,0,0,-0.0249425775715078,0,0,0,0,0,0,0,0,0.113457644101802,0.142538591142104,0.189402310147939,0,0,0.0950937441559257,0,0,0.0129871834342499,0,0.162615498607258,0,-0.0932917823009132,0,0,0,0,0,-2.16840434497101e-19,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0.267232729119813,0,0,-0.00308801585959167,0,0,0,0,0,0,0,0.0160097365583443,0,0.0243663282485952,0,0,0,-4.33680868994202e-19,0,0,0,0,0.102258819616796,0,0,0.00439146336610222,0,0,0,0,0,0.111930069052354,0,0,-0.015524523498821,0,0,0,0,0.0573430068709487,0,0,0.0164889767887203,0,0,0,-0.0535062218436041,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0786314006263192,0,0,0,0,0,0,0.0778210941810665,-1.73472347597681e-18,0,0,0.0236307805666134,0,0,0,0,0,0,0,0,0,0,0.0622349409315105,0.0314874495528116,0,0,0,0,0,0.0815904423929204,0.0827393260504495,0,0.114060767603494,0,0,0,0,-0.0261583212423862,-0.0245738647261057,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0.0985802909383377,0,0,0,0,0,0,0.0684867915891842,-0.0648556481469687,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.121032125034383,0.039150109488574,0,0,-0.0286330594761902,-0.128349657948323,0,0,0,0.0801361142538587,0,0.156756751621408,0.00901015882799748,0.0125618516637088,0.0348081260779731,0,0,0,0,0,0,0.0585092813505953,-0.00737378615776084,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0758099443583464,0.0676303312486025,0,0,0.063913512237914,0,0,0,0.10214025390146,0,0,1.0842021724855e-19,0,0,0,0,0.028800872467424,0,0,0,0,0,0,0,0,0,0.0603607625625331,0,0,0,0,0,0.00761928894583376,0,0,0,0,-0.0805689232244093,0,0,0,0,0,0,0
X600690.SH,0,0,0.0331736924365342,0,0.0451446727420943,0,0,0,0,0.0994338313081722,0,0,0,0.017390802195693,0,0,0,0.0244431957473315,0,0,0,0,0,0.505728051036562,0,0,0,0,0,0,0,0,0,0,0,0,0.0352310273836804,0,0,0.08916630043551,0,0,0,0,0,0,0,0,0,0,0.0471751095969022,0.0499740864179648,0,0,0,0,0,0
X600741.SH,0,0,0,0,0,0,0,-0.026588135830901,0.155808887617604,0,0,0,0.0881289506324099,0,0,0,0.00767135838932509,0,0,0,0,0,0,0,0.00696051025488889,0,0,0,0,0.0388144153706258,0.0708270266247295,0,0,0,0,0.16513035450104,0,0.230759940042979,0.00831937725521061,0,0,0,0.0310345840095372,0.0487529350692331,0,0,0,0,0,0,0.0312215587022463,-0.0293587612592543,0,0,0,0,0,0
X600703.SH,0,0,-1.0842021724855e-19,0,0,0,0,0,0.122194455283483,0,0,0,0,0.054112824666969,0,0.242521702803826,0,-0.0247954947713126,0,-0.0745081847412823,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0.189436908150395,0,0,0,0,0,0.202423741599498,0,2.16840434497101e-19,0,0,1.0842021724855e-19,0,-0.0431734770966427,0,-0.0282398042463586,0,0,0,0,-0.010123400499209,0.0968229330674881,0,0,0,0,0,0
X600031.SH,0,0,-0.000465245470759313,0,0,0,0,0.10354177214632,0,0,0,0,0,0,0,0,0.0981060648772963,0,0,0,0,0.119373909492249,0,0.266331650134815,0,0,0,0,0,0,0,0,0,0,0,0,0,0.356804255086766,0.0730005109062908,0,0,-0.044631237073562,0.0480982910881622,-0.0768415881187256,0,0,0,0,0,0,0,-0.0467959973468607,0,0,0,0,0,0
X000568.SZ,0,0,0,0,0.42951940834006,0.127125872439176,0,0,0,0,0,0,0,-0.00192926485132008,0,0,0,0.0144058699422341,0,0,0.0748671462180368,0,0,0,0.0672375552327534,0,0,0,0,0.123510556926762,0,0,0,0.034094856946483,0,0,0,0,-0.0221047135436894,0,0,0,0,0,0,0,0,0,0,0,-0.0311598743775678,0,0,0,0,0,0,0
X600066.SH,0,0,-0.0514886827394583,0,0,0,0,-0.319756744743161,0,0,0,0,0.174332265919461,-0.081753212873514,0,0,0,0.0552574947791385,0,0,0,0.1990992801021,0,0,0.0922119305699301,0,0,0,0,0,0,0,0,0,0,0,0,0.01376109376585,0,0.206873022174329,0,0,0,0,0,0.0439322331620516,0,0,0,0,0,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,-0.121561108381037,0,0,0,0,-0.189231875211773,0,0,0,0,0.489041192578824,0,0,0.187255170937865,-0.10120587426629,0,0,0,0,0,0,-0.0719493303657483,0,0,0,0,0.10158624475914,0,0.0157720394010552,0,0,0.107666235504517,0,-0.0216460323782683,0,0.0522299170812066,-0.0572048192845241,0,0.0664406017300474,0,0,0,0,-0.040785056311092,0,-4.33680868994202e-19,0,0,0,0,0
X002241.SZ,0,0,0,0.276620430375837,0,0,0,0.0123755985442851,0,0,0,0,0,0,0,0,0,0,0,0,0.115485263592231,0,0,0,0.103448296356365,0,0,0.168952478302968,0,0,0,0.381741041695989,0,0.185321632871037,0,0,0,0,-0.220459681859639,0,0,0,0.262768982413417,0,0,0.155594825238649,0,0.317836578887087,0,0,0,0.0312838242893982,0,0,0,0,0,0
X600271.SH,0,0,-0.0524459714289775,0,0,0,0,0.0132446364068519,0,0,0,0,0,0.053338110190143,0,0,0,4.33680868994202e-19,0,0,0,0,0.0823555556166528,0.0187957624835733,0,0,0,0,0,0.135951983317272,-0.00408219891562584,0.00294157571404315,0,0,0,0,0,0,0,0.0927940979182261,0,0,0.0314394802829476,-0.0536334109094286,0,0,0,0.182999232543437,0,0,0.0258331215325202,-0.00598253777025782,0,0,0,0,0,0
X002236.SZ,0,0,0.012058244958491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0990996887467994,0,0,0,0,-0.293125738135718,0,0.0530542676221556,0,0,0,0,0,0,0.0718982710854666,0,0,0,0.0118631627964107,0,0,-0.153882911574566,0.152385333571136,0.0425919645600336,0,0,0,0,0,0,0,-0.0688904186519621,0,0,0,0,0,0
X002456.SZ,0,0,0.0985288006025397,0,0,0.100386159101317,0,0,0,0,0,0,0.111343911165217,0,0.0756787091641534,0,0.316070787041345,0.276634021412865,0,0,0,0.0590295135512772,0,0,0.03335068532013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0583064900569497,0,0,0,0.0605554099486641,-0.218138589779149,0.0556745380027488,0,0,0,0,0,0
X000338.SZ,0,0,-0.0545280541389073,0,-0.191146038317182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0334597168221271,0,0,0,0,0.244855668805685,0,0,0.298225351340639,0,0.0236868531339894,0,0,0,0.037249823350943,0,0,0,0,0,0.0753444230129762,0,0,0,0,0.187850521171732,0,0,0,0,-0.0450381034209598,0,0,0,0,0,0,0
X600118.SH,0,0,-0.000737718770658912,0,0,0,0,0,0,0,0,0,0,0.140481134717283,0,0,0,0,0,0.0168918014284333,0,0,0,0,0,0,0,0,0.50377466027321,8.67361737988404e-19,0,0.0527816944667586,0,0,0,0,0.019779072189595,0,0,0.106499166156545,0,0.052210058138848,0.0342135550742883,0.0160344932656093,0,0,0,0.0296734522545809,0,0,0,0.0197833044691055,0,0,0,0,0,0
X600177.SH,0,0,0,0,0.00286820442433955,0,0,0,0,0,0.152422838572428,0,0,0.208545207464447,0,0,0,0.0118983339393987,0,0,0.00611276644503035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0981364987305258,0,0,0.0817075734695239,0,0.00282605344701399,0,-0.000151372906046216,0,0,0,0,0,0,0,0.00377471522014923,0,0,0,0,0,0
X002085.SZ,0,0,-0.100472354176535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0810824089021289,0,0,0,0,0,0,0,0.245637540443663,0,0,0,0,0,-0.324317575519086,0,0,0,0,0,0,0,0.0798576201220553,0,0.101232539469738,0,0.192831915162588,0.220796618669283,0.138750875602302,0,0,0,0,-0.0279833977644917,-0.0464718211875233,0,0,0,0,0,0
X000157.SZ,0,0,0.102244611747448,0,0,-0.0676169225090093,0,0,0,0,0,0,0,0.20412348639306,-0.0601240359281435,0,0,0,0,0,0,0.18525674355501,0,0,-0.00623298097087569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0385645084536518,0,0.0124387464635873,-0.0208110977234536,0,0,0,0,0,0,0.017643115197065,0,0,-0.173167438598668,0,0,0,0
X002292.SZ,0,0,0,0.036905792566058,0,0,0.128268654541727,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0360172935786408,4.33680868994202e-19,0,0,0,0,0,0,0,0.216705041481863,0,0,0.0659121270463174,0,0,0.0416507997420175,0,0,0,0,0.0395532245034189,0.0240439348500685,0,0.0114932302549456,0,0.0252352619829267,0.040377847020523,0,0,0,0,-0.0341402620165537,0,0,0,0,0,0
X300124.SZ,0,0,0,0,0,0,0,0,0.125475732417952,0,0,0,0,0,0,0,0,0.20368149092994,0,0,0.0838788742925592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0941915533069368,0,0.0150190070941746,0.142277206786078,0,-0.0409293055316586,0,0,0,0,2.70243224241352e-05,-0.0704529547708443,0,0,0,0,0,0
X600372.SH,0,0,0,0,0.241915107970287,0,0,0,0,0,0,0,0,0.0511702640451501,0,0,0,0,0,0,0.0214906714756246,0.0756342762977399,0,0,0.0280194706355782,0,0,0,0,0.0389947222174361,0,0,0,0,0,0.0398505518863354,0,0,-0.0248214157692179,0.0160390120205185,0.14061819831492,0.089021730826798,0.0266925832693415,0,0,0.0298060016718747,0,0,0,0,0,0,0,0,0,0,0,0
