,X600104.SH,X600519.SH,X000651.SZ,X002415.SZ,X000725.SZ,X000625.SZ,X002304.SZ,X000858.SZ,X000063.SZ,X600276.SH,X600031.SH,X600690.SH,X000338.SZ,X600372.SH,X000157.SZ,X002241.SZ,X600741.SH,X600703.SH,X600089.SH,X600066.SH,X600271.SH,X000100.SZ,X600118.SH,X000550.SZ,X601877.SH,X002236.SZ,X000581.SZ,X002475.SZ,X600582.SH,X000800.SZ,X000623.SZ,X600177.SH,X000568.SZ,X300124.SZ,X600839.SH,X002294.SZ,X002129.SZ,X000559.SZ,X000400.SZ,X000050.SZ,X000869.SZ,X002456.SZ,X002292.SZ,X000977.SZ,X002465.SZ,X002007.SZ,X600312.SH,X600060.SH,X300003.SZ,X600435.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600104.SH,0,0,0,0,0,0.157003339529708,0,0,0,0,0.119624878033097,0,0,0,0,0,0.597447539412855,0,0,0.022175204940475,0,0,0,0,0,0,0,0,0,0.0307821774544403,0.00502137206123071,0,0,0,0.114089845129082,0,-0.112225271636277,0,0,0,0,0,0,0,0,0,0.142606127712769,0,-0.0642148506415078,0,0,0,0,-0.0239464152373251,0,0,0,0,0
X600519.SH,0,0,0,0,0.0542692784420141,0,0.209615727324798,0,-0.00348223806144431,0,0.161540356795233,0.247350602054743,0,0,0,0,0,0,0,0,0,0,0,0,0.0288447547463395,0.0915074222567075,0,0,0,0,0,0,0.180811367824515,0,0,0,0,0.0215235291818471,0,0,0,0,0,0,0,0,-0.0517000210781857,0,0,-0.0835318791222115,0,0.0118379337856885,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0.204817121617412,0.0500513394161684,0,0,0,0,0,0.0318563986093928,0,0,0,0,0.0035586689209164,0,0,0,0.046099911295897,0,0,0,0,0,0,0,0.01288825300955,0.125435991548621,0,0,0,0.0245058766565831,0,0,0,0,0,0,0,0,0,0,0.0192267256170031,0.192142273050166,0,0,0,0,0,-0.0467077059653316,-0.0289534923542164,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0.215720276779151,0.0836235860007777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0417076412060284,0,0.295646790089438,0,0,0,0,0,0,0,0,0.0468319776914134,0.0187543978943668,0,0,0.0763944272356489,0,0,0,0,0,0,0,0,0.0148816704766585,0,0,0,0,-0.000237532470390066,0,0,0,0,0,0
X000725.SZ,0,0,0.201587858648509,0,0,0,0,0,0,0,0,0,0,0,0.246858782669752,0,0,0,0,0,0,0.135464054073071,0.0768820867141015,0,0,0,0,0,0,0,0.0435324749994279,0.12626052398451,0.0762165967662228,0,0,0,0,0,0,0,0,0,0,0,0.115737933534936,0,0,0,0,0,0,0,0.0157801827998924,0,0,0,0,0,0
X000625.SZ,0.376082904402427,0,0,0,0,0,0.0989493393411068,0,0.21416152465291,0,0,0,0,0,0,0,0.136550729367807,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0535516029390227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0814140921795484,0,0,0,0.0263634857735779,0,0,0,0,0.0929982181865881,0,0,0,0
X002304.SZ,0.0142369205857771,0.0923786249071454,0,0,0,0,0,0.443924619837804,0,0.233852676429311,0,0,6.93889390390723e-18,0,0,0,0,0,0.0451236000077521,0,0,0,0,0,0,0,0.0350938917707944,0,0,0,0,0,0,-0.0431948745493581,0,0,0,0,0,0,0.152737152888101,-0.0610732737827597,0,0,0,0,0,0,0,-0.0256654745129674,0,0.00743317261495773,-0.00104056923560676,0,0,0,0,0,0
X000858.SZ,-5.42101086242752e-20,0,0.0484376770489516,0,0,0,0,0,0.103880894478298,0,0.0567576199517333,0,0.30700320373762,0,0,0,0,0,0,0,0,0,0,0.0209254868526884,0,0,0,0,0,0,0,0.00857632688884847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00611732623528988,-0.0196011813180346,0,0,0,0,0,0
X000063.SZ,0.127966879199063,0,0,0,0,0,0,0,0,0,0.0371253100521221,0,0.160139558704527,0,0.0365274760803021,0,0,0.0748555093942493,0,0,0,0,0,0,0,0,0.00523071349943058,0,0,0.0397767419428366,0,0.20474016340227,0,0,0,0,0,0,0,0,0,0,0,-0.0245869968030141,0,0,0,0,0,0,0,-0.0240029842193018,-0.0209170818193083,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0.0533272772155429,0,0,0,0,0,0,0,0,0,0,0.220924972301213,0,0.261543520309877,0,0,0.0267704644262358,0,0,0,0,0,0.00789038235814538,0,-0.0601829425410795,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,-0.0078865257429293,0,0,0,-0.0403472825368322,0.00552895547505844,0,0,0,0,0,0
