,X600519.SH,X000858.SZ,X600276.SH,X002475.SZ,X002415.SZ,X000651.SZ,X600104.SH,X000568.SZ,X002304.SZ,X000725.SZ,X000661.SZ,X600031.SH,X000063.SZ,X600809.SH,X003816.SZ,X600690.SH,X002241.SZ,X000596.SZ,X600703.SH,X000338.SZ,X002007.SZ,X300124.SZ,X000100.SZ,X300142.SZ,X002371.SZ,X300014.SZ,X600741.SH,X002049.SZ,X601877.SH,X300003.SZ,X002236.SZ,X000157.SZ,X000800.SZ,X600584.SH,X002129.SZ,X002414.SZ,X300136.SZ,X000625.SZ,X600183.SH,X002179.SZ,X000066.SZ,X000977.SZ,X002456.SZ,X601799.SH,X600118.SH,X002185.SZ,X000050.SZ,X002294.SZ,X002008.SZ,X300146.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.166810184615193,0,0,0,0,0,0.15195675056318,0,0,0,0,0,0.0797497122124094,0,0,0,0.0721266945131359,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0.048899991928386,0,0,0,0,0,0.0371284104989601,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0909233932177389,0,0,0,0,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0.104825288896015,0,0,0,0.0547444312243413,0.0456705020948646,0,0,0,0,0.428468966768708,0,0,0,0.116341755550992,0,0,0,0,0,0,0,-0.00432370438287882,0,0,0,0,0,0,0,0,0,0,0.0295098117237526,0,0,0,0,0,0,0,0,0.135492513374502,0,0,0,0.0329546169957999,0,4.33680868994202e-19,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0.0340247668619572,0.128577738585627,0,0.210217588841921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0351119519064012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0226278728466465,0.138207707882638,0,0,0,-0.00420394870286296,0.0121667660667674,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.284374040234549,0,0,0,0,0,0,0,0,0,0,0.0245806266514739,0,0,0,0,0,0.149405833879423,0.0427884090733816,0,0,0,0,0,0.00951933221654531,0,0.0093262388769441,0,0,0,0,0.135387064586796,0,0,0,0,-0.027480853885504,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.265908092217441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0765234445581537,0,0,-0.0378399782155583,0,0,0.0655433206710501,0,0.0760917439848549,0,0.00658237542988722,0,0,0,0,0,0,0,0,0.0713384280458116,0,0,-0.00305538503882871,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0.0792745208190759,0,0,0.169492817202963,0,0,0,0,0,0,0,0.0877085671134113,0,0,0,0.0898166137230114,0,0,0,0,0,0,0,0.0200940984474568,-0.0251614236964801,0,0,0,0.0678106601599979,0,0,0,0,0,0,0,0,0,0.0524729832393762,0,0,0,0,0,0.0820630855877544,-0.055019083593949,0,-0.0246969862121006,-0.00704594426722248,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,-0.0577648874122165,0,0,0,0,0.0193972308535637,0,0,0,0.132992433619892,0,0,0,-0.0183963766013344,0.0344763872041752,0,0,0,0,0,0,0,0.082869843627526,0,0,0,0,0,0.14376848710877,0,0,0,0.00390554323987539,0,0,0.125738244032455,0,0,0,0,-0.0737175250152703,-0.0271083598381491,0.0147692490498083,0,0,0,0,0,0
X000568.SZ,0,0.472221747533851,0.0418512164956862,0,0,0,0,0,0.138329469855624,0,0,0,0,0.0857560996086137,0,0,0.0228279990412186,0,0,0,0,0,0,0.0272645791919125,0,0,0,-0.0124256569502035,0,0,0,0,0,0.119869496148903,-0.0405811671002265,0,0,0.0535443892740979,0,0,0,0,0,0,0,0,0,0,0,-0.0287877434739649,0.0354674796724211,0,0.00750799372652669,0,0,0,0,0,0
X002304.SZ,0,0.313548133794864,0,0.0507210873070911,0,0,0,0.379778397140821,0,0.0358442132049692,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0724195007939828,0,0,0,0,0,0,0,0,0,0,0.0155781322353657,0,0,0,0,0,0,0,0,0,-0.0136214229462632,0,0,0,0,0,0,0.0150919184296987,-0.0105274081298438,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0.227853428174652,0,0,0,0,0,0,0.00604880110317321,0,0,0,0,0,0,0.451879774595065,0,0,0.0565758862625342,0,0,0,-0.124033249135753,0,0,0,0.0319885119767717,0.108981832432653,0,0,0,0.177926888617416,0,0,0,0,0,0,0,0,0,0,0,0,0.0230617998736939,0.00592314985257869,0,0,0,0,0,0
X000661.SZ,0,0,0,0.303652243176146,0,0,0,0,0,-0.180372583758273,0,0,0,0,0,0.035053873623258,0,0,0,-0.0513440251031474,0.113303241736373,0,0,0,0.175495309107583,0,0,0,0,0.0380214230374949,0,0,0,-0.0249943115848867,0,-0.0338126498776146,0,0,0,0,0,0,0,-0.0709935104879867,0,0,0,0.0948128636726173,0.0126902778589384,0,0,0,-0.0344800694754604,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0.0504905831641153,0,0,-0.0473973296600912,0,0,0,0,0,0,0.0250160138168418,0,0.358270350185694,0,0,0,0,0,0,0,0.0857218832082986,0,0,0,0.312099106150543,0,0,0,0,0.0530910219667447,0.0375043266723702,0,0,-0.0641229362569372,0,0,0,0,0,0,0,0,0,0,-0.0400814030639922,-0.0014180116785878,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.271849223200775,0,0,0.286634639536564,0,0,0,0.068398946189458,-0.0547932675340274,0,0,0,0,0,0,0,0,0,0,-0.0083759062924964,0,0,0,0,0,0.130739534025722,0,0,0,0,0,0,0,0,0,0,-0.0299249132838728,-0.0183403536669833,0,0,0,0,0,0
X600809.SH,0,0.689344696558714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0149250811072307,0,0,0.142617224194842,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0308080804426697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0525590853543218,-0.00319810102209129,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0.0265835820019226,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00322278061649662,0,0,0,0,0,0,0,0,0,0,0.037857016977692,0,0.00188019346407159,0,0,0,0,0,0.123761911558529,0,0,0,0.0664334132177307,0,0,0,0.00769663741139658,0.00696990727743799,0,-0.00541111055631483,0,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0522295248241983,0.176972018525394,0,0,0,0,0,0,0,0.0877218449887744,0.000341947485295877,0,0,0,0.121344604128419,0,0,0,0.0795173046557165,0,0,0,0.0251799536826573,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0135545738441766,0,0,0,0,0,0
X002241.SZ,0,0,0,0.447769645194927,0,0,0,0,0,0,0,0,0,0,0,0.0189989539993927,0,0,0,0,0,0.0112357494905618,0,0.0813683693183316,0.147801345479897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0324961662974704,-0.0119859663217171,0,0,0,0,0,0
