,X600519.SH,X000858.SZ,X600276.SH,X002475.SZ,X003816.SZ,X002415.SZ,X000651.SZ,X600690.SH,X600809.SH,X000568.SZ,X002371.SZ,X600104.SH,X000725.SZ,X600031.SH,X000625.SZ,X000063.SZ,X002304.SZ,X000338.SZ,X300124.SZ,X000596.SZ,X002179.SZ,X000100.SZ,X300014.SZ,X002241.SZ,X600089.SH,X002463.SZ,X600372.SH,X000157.SZ,X600584.SH,X600703.SH,X002028.SZ,X000977.SZ,X600066.SH,X600183.SH,X600418.SH,X600522.SH,X002236.SZ,X600741.SH,X002049.SZ,X601877.SH,X000800.SZ,X600177.SH,X002223.SZ,X002180.SZ,X601799.SH,X000661.SZ,X002074.SZ,X600487.SH,X000921.SZ,X600460.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.246847865293955,0,0,0,0,0,0,0.146037269417389,0.0994926616089073,0,0,0,0,0,0,0,0.0231704757948438,0,0.0292034029387234,0,0,0,0,0,0,0,0,0,-0.0134235660734854,0,0,0,0,0,0,0,0,0,0,0,0,-0.0365696038179513,0,0,0,0,0,0,0,0,2.16840434497101e-19,-0.0788944649068729,0,0,0,0.0145400602627292,0,0
X000858.SZ,0.199116369369256,0,0.076492201592142,0,0,0,0,0.0248656833609348,0.0711852942439603,0.179644614203592,0,0,0,0,0,0,0,0,0,0.0419556905350413,0,0,0,0,0,-0.0361579335444693,0,0,0,0,0,0,0,0,0,0,0,0.215820150748109,0,0,0,0,0,0,0,0.074138455177525,0,0,0,0,0,-0.0249978994251771,0,0,0,0,0.0218806611790141,0,0
X600276.SH,0,0,0,0,0,0.0687029022129688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0283687456534183,0,0,0,0,0,0,0.00308267947138,0,0,0,0,0,0,0,0,0,0,0.362088549601499,0,0,0,0.0201732760290373,0,-0.0467146274470936,0.0018557244260524,0,0,0,-0.00149816342689571,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.138730923894545,0,-0.0473089264896134,0,0,0.525802256156172,0,0.015675682859378,0,0,0.252999637740559,0,0.0528576108094528,0,0.0229028303026943,0,0,0.037741072598028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.023542469024255,0,0,0,-0.0342903138969142,0,0
X003816.SZ,0,0,0,0,0,0,0,-0.191357122120123,-0.0764874586181312,0,0,0,0,0,0.0894542727523225,0,0,0,-0.175503984674621,0,0,0,0,0,0,-0.103645876417399,0,0,0,0,0,0,0.161478992063077,0,0,0,-0.0447133484591875,-0.0624876963755406,0,0,0,0,0,-0.243392508029717,0,0,0,0,0,0,0,0.178226049483388,-0.101546898298824,0,0,0,-0.054536732321077,0,0
X002415.SZ,0,0,0.054078434252423,-0.0235380177794387,0,0,0,0.116231216499471,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12181280210458,0,0,0,0.0115293888889355,0,0,0,0,0,0,0,0,0,0,0,0,0.29013310616022,0,0,0,0,-0.126932952099355,0.0631903606732208,0,0,0.0242838783779091,0,0,0,0.0919280978216675,0,0,0,0,0.00166165437989073,0,0
X000651.SZ,0,0,0,0,0,0,0,0.0772008883149292,0.00516338902857804,0,0,0,0,0,0,0,0,0.0260746254909191,0,0.0386897753175356,0,0,0,0,0,0,0,0,-0.00252380773091886,0,0,0,0.059008288717682,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0610810771061399,0,0.128795936660686,-0.000608620122522434,0,0,0,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0.339633872955419,0,0,0,0,0,0.050597813193555,0.0470621108983222,0,0,0,0,0,0,0,0,0,0,0,0.117648196119974,0,-0.0335478977900658,0,0,0,0,0,0,0,0.159715580145727,0,0,0,0,0,0,0,0,-0.0215830258249118,0,0,0,0.0929218284536265,-0.0737828458034112,0,0,-0.0700856583075182,0,0,0,0.00955578043592041,0,0
X600809.SH,0.20892166971106,0,0,0,0.0108235228405986,0,0,0,0,0,0.145565747775844,0,0,-0.0782545697003866,0,0,0,0.106106611175847,0,0.403952282589301,0,0,0,0,0,0,0,0,0,0,0,-0.0900915776261253,0,0,0,0,0,-0.0324524677079749,0,0,0,0,0.208513578000456,0,0,0,-0.00980124839445044,0,0,0,0.039538432902825,0.00920694702131562,0,0,0,0,0.0142430643680204,0,0
X000568.SZ,0.495925551860628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.267375826145565,0,-0.0230091649096781,0,0,0,0,0,0.100580533260931,0,0,0,0,0,-0.0483990827898019,0,0,0,0,0,0,0,0,0,0,0,0.074322592054268,0,0,0,-0.0501418746457839,0,0,-0.0287767471526378,0,0,0,-0.00846259873044495,0,0
X002371.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0289801834474613,-0.144236557312821,0,0,0,0,0.150195795928527,0,0,-0.0965622955394054,0,0,0,0,0,0.394043275018361,0,0,0,0.166894476441607,0,0.111971756110313,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0502142120794428,0.0474030661302817,0,0,0,0,0,0,0.0182119826792287,0,0
X600104.SH,0,0,0,0,0,0,0,0.0505310672299029,0,0,0,0,0,0.256276784618288,0,0,0,0,0,0,0,0,-0.0566601958604393,0,0,-0.0178548598159336,0,0,0,0,0,0,0,0,0.0161382158969167,0,0,0,0,0,0,0,0,0,0.0427873462627135,0,0.0838542297109599,0,0,0.0882381259881176,0,0,0.0106279346322476,0,0,0,-0.0393447188728377,0,0
X000725.SZ,0,0,0,0,0,0,0,0.0471899459564074,0,0,0,0,0,0,0,0.0934989476553404,0,-0.0513103420327408,0,0,0,0.734825615989035,0,0,0,0.110735201881772,0,0,-0.115252525535061,0,0,0,0,-0.0141831641096069,0,0,0,0,0,0,0,0,-0.0409129623932015,0.251627719307422,0,0,0,0,0,0,0,-0.0282730373897943,0.0117030574167893,0,0,0,0,0,0
X600031.SH,-0.046099324475532,0,0,0,0,0,0,0.0649251189196853,0,0,0,0,0,0,0,0,0,0.252334890821224,0,0,0,0.246489006626522,0,0,0,-0.0285123187137316,0,0.056574849710898,0,0,0,0,0,0,0.105179372987168,-1.73472347597681e-18,0,0.0785221875965074,-0.101103503716515,0,0,0,0,0,0,0,0,0,0,2.16840434497101e-19,-0.027166675271736,-0.151207592549646,0,0,0,0,0.00404474781299441,0,0
X000625.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0242462092494275,0,0,0,0,0,0,0,0,0,0,0.294614788437867,0,0.00604951449161721,0,0,0,0.0506453100961319,0,0.0664421279064341,0,0,0.293794329595961,0,0,0,0,0,0.112756118182107,0,0,0,0,0,0.0298114885122477,0,0,0.0209381119341148,0,0.0914872407830424,0,0,0,0,-0.0162455249098067,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0701482713799748,0,0,0,0,0.0671321677569663,0,0,0,0,0,0.0562658157120425,0,0,0,0,0,0.0781621890575465,0,0.220682177503455,0,0,0,0,0.113076383858729,0,0,0,0,0,0,0,0.119115835840807,0,0,0,0,0,0,0,0.0413051534515174,0,0,0,0.0145369789204967,0,0
X002304.SZ,0,0,0.0690948940057552,0,0,0.105079692450062,0,0,0.19364324337045,0.13033956899927,0,0,0,0,0,0,0,0,0.0329953379244194,0.0171318461836137,0,0,0,0,0,0,0,0,0,0,0,0.115792277038904,-0.0187768334787184,0,0,-0.0492651977014375,0.0816834407241553,0,0,0,0,0,0,0,0,0.0556455364349182,0,0,0,0,0,0,0,0,0,0,0.0233351668276535,0,0
X000338.SZ,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0.311687575491916,0,0,0,0,0,0,0,0,0,0,0,0,0,0.155987061042842,0,0,0.0982547710395976,0,0,0,-0.208688223075003,0.294732921533929,0,0,-0.0289245409958916,0,0.0475708776246943,0,0,0,0,0,0,0.0264303759329378,0.230245133364281,0,0,0,-0.0961666330394298,0,0,0,-0.0278743348443408,0,0
X300124.SZ,0,0,0,0,0,0,0,0,0,0,-0.402484996707391,0,0,0,0,0,0,0,0,0,0.285322144852338,0,0.0425887417850496,0.0277291382191781,0.136571949686182,0,0,0,0,0,0,0,0,0.18929827010606,0,0,0,0,0,0,0,0,0,0.343089123718713,0,0,0,0.0552254939742271,0,0,0,-0.0480215126540859,0,0,0,0,-0.0310859162776108,0,0
X000596.SZ,0,0,0,0,0,0,0,0,0.381810850337551,0.382158392752938,0.183076034213006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00998964871847005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.162745757215141,0,0,0,0.124082035213335,-0.0133139404527965,0,0,0,0,0,0,0.0113807894540355,0,0
