,X600519.SH,X600104.SH,X002415.SZ,X000858.SZ,X600276.SH,X000651.SZ,X002304.SZ,X000725.SZ,X000063.SZ,X600690.SH,X000568.SZ,X600703.SH,X600741.SH,X002475.SZ,X000338.SZ,X002236.SZ,X300003.SZ,X600031.SH,X002008.SZ,X600809.SH,X300124.SZ,X600867.SH,X002456.SZ,X601877.SH,X600066.SH,X000625.SZ,X600271.SH,X600487.SH,X002294.SZ,X000596.SZ,X000100.SZ,X600566.SH,X002241.SZ,X000661.SZ,X000981.SZ,X300136.SZ,X300142.SZ,X002508.SZ,X002180.SZ,X002007.SZ,X000050.SZ,X000157.SZ,X002179.SZ,X002038.SZ,X600522.SH,X000869.SZ,X600177.SH,X600498.SH,X002049.SZ,X000977.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.404400535163845,0.0826874788637103,0.0566663078358703,0,0,0,0,0.0341967334911881,0,0.0259689113131063,0,0,0,0,0,0,0.0479429036318558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00257763982185793,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0.250207470278516,0,0,0,0,0,0.0418518945772801,0,0,0,0,0.144455448157048,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0.149226340220835,0,0,0.00152932084074144,0,0,0,0,0.0301801335841442,0,0,0,0,0,0,-0.0427219367640217,-0.0893427186005161,0,-0.0170112049846259,0,-0.0614589147362044,0,0,0,-0.0325417537087484,-0.0654939553570557,0,0,0,0,0,0
X002415.SZ,0.0967119704153133,0,0,0,0,0,0,0,0,0,0,0,0.019764706106028,0,0,0.230367266741327,0,0,0.00787003267098377,0,0,0,0,0,0,0,0,0.14465203437597,0,0,0,0.19652714361934,0.23042285522239,0,0,0,0.0266308371062205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00853475835788969,-0.016599467731498,-0.060194811886159,0,0,0,0,0
X000858.SZ,0.250917610362929,0,0,0,0,0.206748695202437,0.0344351284352966,0,0,0.0124111586255385,0.218809908884512,0,0.0662353922245945,0,0,0,0,0,0,0.0985283490190117,0,0,0,0,0,0,0,0,-0.0929651866689435,0.0374228694987623,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0109997701697157,0,0,0,0,0,0,0,0,-0.00190403252419002,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0.152889424661129,0,0,0,0,0,0.360692093505426,0,0,0.0844582603388948,0,0,0,0,0,0,-0.0470535833754408,0,0.0992302711175072,0,0,0.167808478179893,0,0.186977431412325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0477780658336874,0.0187807347279164,0,0,0,0,0,0
X000651.SZ,0,0,0,0.379130956115815,0,0,0,0,0,0.228491072021932,0,0.152334506079788,0,0,0,0.0445613405721672,0,0,0,0.0473387511067807,0,0,0,0,0,0,-0.0247134185107214,0,0,0,0,0,0,0,0,0,0,0,-0.078694850474276,-0.0155669937203173,0.223818970183213,0,0,0,0.104142320773326,0,0,0,0,-0.0800086533313415,0,0.0441252051707355,0.0830789717429059,0,0,0,0,0,0
X002304.SZ,0.0501927151696692,0,0.0722499990581445,0.0267268818175883,0,0,0,0,0,0.131735478036619,0,0,0.118865988451532,0,0,0,0,0,0.0363402080615326,0.198005499720263,0.0517676615301265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0.00883715874634618,-0.022513922416526,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0.0498841791568412,0,0,0,0,0,0,0,0,0,0,0,0.0253309027240419,0,0.17149581025828,0,0,0.116424935869234,0,0,0,0,0.0679828541490985,0,0,0.0858855416794125,0,0,-0.111362428749864,0,0,0,0,0,0,0,0,0.0166517526510638,0,0,0,-0.0130620452611193,0.0257245093597117,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021086983855832,0,0,0,0,0.0969761310384536,0,0,0,0,0,0,8.67361737988404e-19,0,0,0.123760047538201,0,0.173602331488445,0,0,0.0601158305336737,0,0,0.00953114441961895,0,0,0,0.0250721859733032,0.00438234688044231,0,0,0.019858135445453,-0.0303338322943804,0,0,0,0,0,0
X600690.SH,0,0,0,0.298712237281144,0,0,0.0720117152616199,0,0,0,0,0,0.18690918991252,0,0,0,0,0,0,0.0408386858458132,0.0367853179320027,0,0,0,0,0,0,0,-0.0372028074722188,0.0575702087841367,0,0,0,0,0,0,0,0,0.044850226676217,0,0,0,0,0,0,0,0,0,0,0,0,-0.00578199365819374,-0.0113483591615258,0,0,0,0,0,0
X000568.SZ,0.520272358951733,0,0,0,0.144464472017506,0.0798159902549621,0,0,0,0.0287264646412871,0,0,0,0,0,0,0,0,0.0396005228245481,0,0,0.109883783558299,0,0,0,0,0,0,0,0.0882396340626217,0,0,0,0,0,0,-0.0385209046487703,0,0.0142156247746281,0,0,0,0,0,0,0,0,0,-0.0113057949477527,0,0,0.00687608172175858,0,0,0,0,0,0,0
X600703.SH,0,0,0.199179301323379,0,0,0,0,0,0,0,-0.10091110413538,0,0,0,0,0.0447959787742666,-0.191990471557986,0,0,0,0,0,0.489039917738615,0.0591529436607122,0,0,0,0.058286883038086,0,0,0,0,0,0,-0.449949730873539,0,0,0,0,0,0,0,0.414659474157718,0,0,0,0,0,0,0,0,0.0237422963231829,0.00303335888871313,0,0,0,0,0,0
X600741.SH,0,0.349992280481361,0,0.0754396870414656,0,0,0,0,0,0.179401129805409,0,0,0,0,0,0,0.101309086487701,0,0.0947205095461211,0,0,0,0,0,0,0,-0.0612991249942001,0,0,0,0,0,0,0,0,0,0,-0.0289542080546671,0,0,0,0,0,0,0,0,0,-0.0159266589950195,0.0459308698925649,0,0,0.0291043254881724,-0.0339145907336643,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0.0674469368053475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.542852687559884,0,0,0,0.0222413691229319,0,0,0,0,0,0.0164298802167966,0,0,0.198789955165307,0,0,0,0,-0.00940149734108161,0,0,0,0,-0.183422873464942,0,0,-0.0414089257242249,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0
X000338.SZ,0.124039877752583,0,0,0,0,0,0,0.12644421820023,0,0,0,0,-0.0779806734908203,0,0,0,-0.0167528827625701,0.252202155431127,0,0.0522929041220446,0,0,0,0,0,0,2.16840434497101e-19,0.0193873397566338,0,0,0,0,0,0,0,0.0296605781289537,0,0,0,0,0,0,0,0,0,0,0,0.0159359939960238,-0.0340255226615874,-0.0234499766321007,0,-0.0194114391664585,0,0,0,0,0,0,0
X002236.SZ,0,0,0.433645067998689,0,0,0,0.0235744601564088,0,0,0,0,0,0,0.0489651389271313,0,0,0,0,0.163434312771164,0,0,0,0,0.162129578639423,0,0,-0.090470808071595,0,0,0,0,0,0,0,0,0,0,0.313032018741507,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0.005994592998309,-0.00935424210443037,0,0,0,0,0,0
