,X600519.SH,X600104.SH,X002415.SZ,X000858.SZ,X002304.SZ,X600276.SH,X000725.SZ,X000625.SZ,X600690.SH,X000063.SZ,X600703.SH,X600741.SH,X600066.SH,X600271.SH,X000100.SZ,X002292.SZ,X002236.SZ,X000568.SZ,X002241.SZ,X600118.SH,X600031.SH,X600372.SH,X600177.SH,X000559.SZ,X002506.SZ,X002456.SZ,X002475.SZ,X000338.SZ,X002007.SZ,X002074.SZ,X300003.SZ,X000157.SZ,X002426.SZ,X600522.SH,X002180.SZ,X300124.SZ,X000050.SZ,X000981.SZ,X002085.SZ,X002294.SZ,X601877.SH,X600867.SH,X002249.SZ,X002508.SZ,X600089.SH,X000869.SZ,X600498.SH,X002465.SZ,X600435.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0201342921953579,0.242193621002584,0,0,0,0,0,0.343231455309575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.14648930778437,0,0.0698679837508864,1.73472347597681e-18,0.0510040069344414,0,0,0,-0.0367651925008218,0,0.20876676566261,0,0,0,0,0,0,0,-0.0361073411731702,0,0,0,0,0,0,0.0312347916821202,0,0,0,0,0,0,0
X600104.SH,0.16267586484345,0,0,0,0,0,0,0.149636097869695,0.0603436539233553,0,0,0.0727077919236013,0,0,0,-0.0593516177091359,0,0,0,0.0226871932008133,0,0,0,0,-0.0871987590002041,0,0,0,-0.0206577878361694,0,0,0,0,0,0,0,0.0511957577103818,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0306358102797104,0.0479605786760522,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0.00551849602631774,0,0,0,0.0251344550865117,0,0,0,0,0,0,0.057234946386681,0.0378275420551024,0,0,0,0,0,0,0,0,0.0056546416417769,0.0363045131210888,0,0.0891655142814736,0.106542006408322,0,0,0,0,0,0.0733376341278086,0,0,0,0,0,0,0,0.0015682355594017,0,0,0,0,0,0,0.0242428441565536,0.0498788021153178,0,0,0,0,0,0
X000858.SZ,0.234432047471064,0,0,0,0.282729607164815,0,0,0,0.234683069064352,0,0,0,0,0,0,0,0,0.249865100280686,0,0,0,-0.0672789782549037,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0.0800051062537603,-0.0529633431604811,0,0,0,0,0,0,0,0,0,0,0.0998818965553448,0,0,0.0509078693225609,0,0.0126165154314284,0,0,0,0,0,0,0
X002304.SZ,0,0,0.046070666366103,0.74983309069475,0,0,0,0,0,0,0,0,0.125743442673391,-0.0611323543563327,0,0,0,0.0465932676639075,0,0,0,0,0,0,0,-0.0243390979373028,0,0,0,0,0.103768890872014,0,-0.00516530002162829,0,-0.0584830201059694,0,-0.0288773340577225,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0408333355247627,0,0,0,0,0,0,0
X600276.SH,0.0347675203128921,0,0,0.0611011168683688,0,0,0,0,0.0717869417153036,0,0,0,0.0929843074587795,0,0,0,0,0.00164193704584022,0,0,0,0.0367626126139205,0,0,0,0,-0.0264140465663519,0,0,0,0,0,0,-0.00568173454505573,-0.0301130865570485,0,-0.0318865523226399,0,0,0,0,0,0,0,0,0.0869049789077183,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0.0621668028126718,0,0,0,0.223492655740613,0,0,0,0.0180360096983525,0,0.0373705812913749,0.0671968535305906,0,0,0,0,0,0.198029457257132,0,0,0,0,0,0,0,0,0.0974354862280547,0.0132397919450124,0,0,0.0584117555502777,0,0,-2.16840434497101e-19,0,0,0,0.0169335695046806,0,0,-0.0337934438586698,0.0267435423913207,0,0,0,0,0,0
X000625.SZ,0,0.37637741248243,0,0,0,0,0,0,0,0,0,0.29963680825194,0,0,0,0,0,0,0.0554865013152831,0,0,0,0,-0.156247899288354,0.0634228583852408,0,0,0,0.0798404755109629,0,0,0,0.0291705113548644,0.0357789483520791,0,0,0,0,0,0,0.0240591076092656,0,0,0,0,0,0,0,0,0,0,0.0732401682026693,0,0,0,0,0,0
X600690.SH,0,0,0,0.155093347033658,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0534990107572817,0,0,0,0,0,0.125973166090054,0,0,0,0,0.0925204580947267,0,0,0,0,0.0515460819813775,0.0713913250254157,0,0.00606736911372859,0,0,0,0,0,0,0.0702486767817275,0,0.10615916643501,0,0,0,0,0.0078829481559571,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0.1193430938319,0,0,0,0,0,0,0,0,0.113176032902135,0,0.0800397226316032,0,0,0.112337950858878,0,0,0,0,0,0,0.024059592005992,0,0,0,0,0,0,0.0616092656282614,0,0,0,1.73472347597681e-18,0.0597024100198677,0,0,0,0,0,0.0382092496053216,0,0,0,0,0.0392999528087553,0,0,0.0314607684706394,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0.189790994541849,0,0,0,0,-0.0860110539325062,0,0,0,0,0,0,0,0,0,0.0865550149824311,0.329774550524376,0,0,0,0,0,0,0.00472549440165089,-0.29276076627089,0,0.000767336444986375,0,0.0178582724046526,0,0.0945287021348207,0,0,0,0,0,0,0,0,0.0138553009397157,0,0,0.00980352926618149,0,-0.00672417296847947,0.0527813261098383,0,0,0,0,0,0
X600741.SH,0,0.387845054818485,0,0,0.0230133375291948,0,0,0,0,0,0,0,0.296415449520999,0,0,0,0,0.103833793090117,0,0,0,0,0,0.0462078859839037,0,0.11163351292797,0,0,0,0,0.0320216568657299,0,0,0,0.0531352644999747,0,0.10655943385545,0.086890061956532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600066.SH,0,0,0,0,0,0.0887354637842774,0,0,0.100693004260468,0,0,0,0,0,0,0,0,0.047291479312147,0,0,0,0,0,0.149608634618938,-0.144911445926925,0.0767581532142412,0,0,-0.0237118500553709,0,0.000276441857305154,0,0,0,0.000450403454834682,0,0,-0.237784444553391,0,0,0,0,0,0,0,0,0,0,0.071718318631979,0,0,0,0,0,0,0,0,0
X600271.SH,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0.126407809011208,0,0,0,0,0,0.162809649311758,0,0.0499268077827598,0,0.0490416131188889,0,0,0.109425781874416,0,0,0,0,0.141659738519815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.138890904018752,0,-0.0558045915229813,0.0517565175669688,0,0,0,0,0,0
X000100.SZ,0,0,0,0,0,0,0.125911735519293,0,0.146745314570908,0,0,0,0,0,0,0,0,0,0,0,0,0.157274318759489,0,0,0,0.0906334739918955,0,0,0,0,0,0,0,-0.00942904623526424,-0.00169568856858733,0,0.034040476008673,0.00647617345921201,0,0,0.0386663187835363,0.0348919329232204,0,0,0,0.00243461235424371,0,0,0.00283016792856269,0,0,0.0109248158316396,0,0,0,0,0,0
X002292.SZ,0,0,0,0,0,0,0,0,0,0,0.170110944598383,0,0,0,0,0,0,0,0,0,0,0.0459974944719766,0,0.0677521786444961,0,0.132237959385676,0,0,0,0,0,0,0,0.128425094163534,0,0,0.203074044927903,0.155646929953196,0.110994412075372,0,0.111259896758878,0,0,0,0,0,0,0,0,0,0,0.231787509606779,0,0,0,0,0,0
X002236.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0733416807347177,0,0.0860536544734354,0,0,0,0,0,0,0,0,-0.0758048876413781,0.106485692114278,0,0,0,0.0686586157786662,0,0,0,0.0178662172947184,0.0209789746373508,0,0.0213593810876726,0,0,0,0,0,0,0.0575122867364185,0,0,0,0,0,0,0.0140591850337484,0,0,0,0,0,0,0
X000568.SZ,0.529022744501196,0,0,0,0,0,0,0,0,0,-0.249443228586491,0.0659898766757469,0.031082501858964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0239659465303572,0.0641602394006081,0,0,0.174190958854217,0,0,0,0,0,0,0,0,0,-0.0972158844532806,0,0,0.0410004104242125,0,0,0,0,0,0,0
X002241.SZ,0,0,0.0508591365027609,0,0,0,0,0,0,0,0.112539184039161,0,0,0.320109700412802,0,0.0210221952409308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106326744315914,0,0.00513721308857743,0,0.0600164075798184,0,0.256734423375206,0,0,0,0,0,0,0,0,0,0.0837467856914966,0,8.67361737988404e-19,0.0160384987468673,0,0,0,0,0,0
X600118.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00702465494755492,0,0,0,0,0,0.235455622240307,0,0,0.0184997974180862,0.0269606741649357,0,0,0,0,0,0,0,0,-0.0471317827212924,0,0,0,0,0,0.148119010115736,0,0.0550349635878728,0,0,0,0,0,0.220912671305244,0,0.00696365485799862,-3.46944695195361e-18,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.42101086242752e-20,0,0,0,0.0251581638121557,0,0.0355591827842727,0,0.0505667708420782,0,0,0,0.133076685343082,0,0,0,0,0,0.0446796019186733,0,0,0,0.122115841580392,0,0,0.0415914768189029,0,0,0,0,0,0,0,0.125965698846698,0,0.0127514688777438,0.0286064956187856,0,0,0,0,0,0
X600372.SH,0,0,0.0553897622500805,0,0,0,0,0,0,0,0,0,0,0.213852778284614,0,0,0,0.0451863927658543,0,0.464275663156189,0,0,0,0,0,0,-0.246388327153393,0,0,0,0,0,0,0,0,0,0,0,0.275371292075421,0,-8.67361737988404e-19,0,0,-0.0735253776525101,0,0,0,0,-0.0846118411223538,0,-0.00881998078274094,0.139635088867488,0,0,0,0,0,0
