,X600519.SH,X600104.SH,X002415.SZ,X000858.SZ,X002304.SZ,X600276.SH,X000725.SZ,X000625.SZ,X000063.SZ,X600690.SH,X600703.SH,X600066.SH,X600271.SH,X000568.SZ,X600741.SH,X002241.SZ,X600118.SH,X000100.SZ,X002236.SZ,X600031.SH,X600372.SH,X002292.SZ,X002074.SZ,X002475.SZ,X000559.SZ,X600177.SH,X002506.SZ,X000157.SZ,X300003.SZ,X000338.SZ,X300124.SZ,X002007.SZ,X002085.SZ,X002456.SZ,X000050.SZ,X002426.SZ,X002294.SZ,X600867.SH,X000869.SZ,X002249.SZ,X002180.SZ,X600089.SH,X002508.SZ,X000981.SZ,X002465.SZ,X002049.SZ,X600498.SH,X600699.SH,X002179.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.383783161540511,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0.0292142009470743,0,0,0,0,0,0,0,0.0982970439673539,0.136813949554286,0.0621977567242368,0,0,-0.0575384132127115,0,-0.109065733142291,0,0,0.0425358351392941,0,0,0,0,-0.0833049825901767,0,0,0,0,-0.1024554547586,0.0898092106779938,0,0,0,0,0,0
X600104.SH,0.0497566829700881,0,0,0,0,0,0,0.126560782445834,0,0.0879433004750797,0,0,0.00578911103783589,0,0.149103297436298,0,0,0,0.0212691729054094,0,0,0,-0.00801820906515808,0.0319161270240434,0,0,0,0,0,0,0,0.0211962920129252,0,0,0.014251033266102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00409156373711254,0.04944663739945,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0.0433386682674398,0,0,0,0,0,0,0,0,0,0,0,0.0757687393611027,0,0.0820717276421028,0,0,0,0.0685326402753482,0,0,0,0,0,0,0,0.0339851740547685,0.0846922027708393,0,0.0565101606117957,0.000695491808834246,0,0,0,0,0.115257873280222,0,0,0,0,0,0,0,0,0,0,0.000572480714394955,0.0306926209306202,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0.284249893767073,0,0,0,0,0.0283747165406989,0,0,0,0,0,0.00893427363111514,0,0,0,0,0,0.0322535089491071,0,0,0,0,0.0539857680632692,0,0,0,0,0.0143609752747115,0,0,0,0.100011289507078,0,0,0,0,-0.0105945530584359,0,0,-1.38777878078145e-17,0,0,0.0705481833372011,0,0,0,0.00109407851353653,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0.74101132124216,0,0,0,0,0,0,0,0.0451706248481303,-0.0812293498676783,0.20436528503522,0.0896574282649048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0993020762189473,0,0,-0.0287594167605763,0,0,0,0,0,-0.0647932012832477,0,-0.0936278774128884,0,0,0.0244647204860937,0,0,3.46944695195361e-18,0,0.0339971926634317,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0.0456703913633225,0,0,0.0468755544194966,0,0,0,0,0,0,0,0.0664740704427089,0,0,0,0,0,0,0,0,0,0,0,-0.0608157084539687,0.118581461819865,-0.0064051759241341,-1.73472347597681e-18,0,0,0,0,-0.063928174603375,0,0,-3.46944695195361e-18,0,0,0.00834285549870131,0,0,0,-0.0569415148124428,0,0.00423728942353526,0,0,0,0,0
X000725.SZ,0,0,0,0,-0.00314577302392904,0,0,0,0,0,0.0801409622786537,0,0,0,0,0,0,0.251420076425817,0,0,0,0.0399878386661274,0,0,0.175728285619713,0,0,0,0,0,0,0.0331452252782489,0,0.0546277688544219,0,0,0,0,0,0,0,0,0.00811997915268389,0,0.0781426460302322,0,0,0,0,0,-0.0138111004692567,0.0176592201222125,0,0,0,0,0,0
X000625.SZ,0,0,0,0.0129337187471414,0,0,0,0,0.25877670785982,0,0,0,0,0,0,0.206470404676675,0,0,0,0,-0.0809737071448606,0,0,0,-0.0752842790261091,0,0.0435517642896557,0,0,0,-0.0377759710924109,0,0,-0.0329312610131355,0,0.180510069489199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0261556487275402,0.0572407070463472,0,0,0,0,0,0
X000063.SZ,0,0,0,0.0340176408194519,0,0,0,0.0117550502895278,0,0.129567560816729,0,0,0,0,0,0,0.0798118825439712,0,0,0,0,0.0209242483745511,0,0.243125739575311,0,0,0,0,0,0,0,0,0,0,0,0.00937171853388191,0,0,0,0,0,0,0,0.0307982179463965,0,0.0799410854551354,0,0.106419111928956,0,0,-0.0156088547522102,0,0,0,0,0,0,0
X600690.SH,0,0,0,0.229273481320012,0,0,0,0,0.0439451035007144,0,0,0,0,-0.13093051112649,0,0,0,0,0,0,0,0,0,0,0.126458257504832,0,-0.0338294910496987,0,0,0,0,0.038913207564786,0,0.0166643118236402,0.0533943858184107,0,0,0,0.0418530119319367,0,0,0,0.0483706418847406,0,0,0,0,0,0.0532143473205118,0,-0.00807097843786991,0.0167165760434608,0,0,0,0,0,0
