,X600519.SH,X600104.SH,X002415.SZ,X000858.SZ,X000651.SZ,X000725.SZ,X600276.SH,X002304.SZ,X000063.SZ,X600690.SH,X600703.SH,X000568.SZ,X600741.SH,X002475.SZ,X002236.SZ,X000338.SZ,X600031.SH,X000625.SZ,X600487.SH,X002008.SZ,X002241.SZ,X002456.SZ,X000100.SZ,X601877.SH,X300136.SZ,X600066.SH,X600809.SH,X002508.SZ,X300124.SZ,X002294.SZ,X600522.SH,X300003.SZ,X600271.SH,X600867.SH,X002085.SZ,X600089.SH,X000981.SZ,X600498.SH,X000596.SZ,X002129.SZ,X600177.SH,X000157.SZ,X600699.SH,X000661.SZ,X600566.SH,X002179.SZ,X600118.SH,X002049.SZ,X300142.SZ,X600584.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.464379401520967,0,0,0,0.0152773052213787,0,0,0,0,0,0,0,0,0,0,0,0.0192305423128296,0,0,0.0641494023588104,0.141503035842729,0,0,0,0.010954417415858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.107610955411249,0,0,0,0.0145416082173125,0,0,-0.0928043324875496,0,-0.0259452192846316,0.0500283478825804,0,0,0,0,0,0
X600104.SH,0,0,0,0,0.116540970722136,0,0,0,0,0,0.0677351575206537,0,0.0260119715217587,0.144924736122536,0,0,0,0,0.0118153830927169,-6.93889390390723e-18,0,0,0.109610496479654,0,0,0,0,0,0,0,0,0,0,0.0866353909470784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.040019852866956,-0.115471091524963,0,-0.041427768718325,0.0603355096446168,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0.122799548984625,0,0,0,0.154151964561279,0.380065747555121,0,0.0120830556344873,0,0.0832856943105914,0,0,0,0.0134739871232972,0,0,0,0,0,0,0,0,0,0,0.0605099956730663,0,0,0,0,0.0715793657661451,0,0,0,0,0,0.063323852962961,0,-0.0182713473795615,0,0,0,0,0,0,0
X000858.SZ,0.0417249397301423,0,0,0,0,0,0,0.0965860356502488,-0.0650671227787353,0,0,0.418308428696708,0,-0.032109661458583,0,0,0,0,0.0575687936699765,0,0,0,0,0,0,0,0.234226306211315,0,0,0,0.0407732951444335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0140209439572133,0,0.0109363725379826,0,0,0,0,0,0,0
X000651.SZ,0,0.241526019494887,0,0.351136404557608,0,0,-0.0222273660560788,0,0.112967577777531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0.0576008786300846,0,0,0,0,-0.0862462884518009,0,0,0,0,0,0,0,0,-0.0298825215772974,3.46944695195361e-18,0,0,0.000365526502990916,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0.401260945833856,0,0,0,0,0,0,0,0.154146223248668,0,0,0,0,0,0,0.165584062524902,0,0,0.137837366283101,0,0,0,0,0,0,0,0,0,0,0,0.255260873946703,0,0,0,0,0,0,0,0,0,0,0.15974794129202,0,-0.089116582657696,0.12209508429992,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0.165841069372155,0,0,0,0.142513361633877,0,0,0,0,0,0,0,0,0.00218759962365236,0,0,0,0,0,0,0,0.0026089397217838,0,0.277267568065763,0,0,0,0,0,0,0,0,0,0.0150224303933663,0,0,0,0,0,0,0,0,-0.0640030418799401,0,0,0,-0.0436304534878989,0.07674260138187,0,0,0,0,0,0
X002304.SZ,0.195516160647539,0,0,0.108877076217172,0,0,0,0,0,0,0,0.174369339093799,0.0968742075591899,0,0,0,0,0,0,0.0735130720008297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.156371520046373,0,0,0,-0.0237753213013295,0,0,0,-0.0323761736059556,0.00880621532235407,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0.296660107751948,0,0,0,0,0,0,-0.0601609254305029,0,0.184596043474824,0,0,0,0,0,0,0,-0.0212447229084055,0,0,0,0,0,0.00263649215914454,0,0.337861778795146,0,0.11874933465051,0,0,0,0,0.257884998790051,0,0,0,0,0,0,0,0,0,0.184961444081448,0,0.0173518587458978,0,0,0.0092961483969496,0,0,0,0,0,0
X600690.SH,0,0.0257602913128452,0,0,0.181042461490673,0,0,0,0,0,0.110431523616163,0,0.0264696389374073,0.0691606579429329,0,0,-0.139373123498109,0,0,0.24213992870976,0.170894896120892,0,0,0,0,0,0,0,0,0,0.080196166427418,0,0,0,0,0,0,0,0.0387492621502701,0,0,0,0,0,0,0,0,0,0,-0.154422539586724,0,-0.00115980579428963,0,0,0,0,0,0,0
