,X600519.SH,X600104.SH,X000651.SZ,X000725.SZ,X002415.SZ,X000625.SZ,X002304.SZ,X000063.SZ,X000858.SZ,X600276.SH,X600690.SH,X600031.SH,X000100.SZ,X600372.SH,X000338.SZ,X600271.SH,X600118.SH,X000157.SZ,X002129.SZ,X600703.SH,X600089.SH,X600741.SH,X002241.SZ,X600177.SH,X600066.SH,X002236.SZ,X000800.SZ,X600582.SH,X002292.SZ,X601877.SH,X300124.SZ,X000581.SZ,X000623.SZ,X000869.SZ,X002475.SZ,X600839.SH,X000550.SZ,X000568.SZ,X600060.SH,X002294.SZ,X000977.SZ,X000559.SZ,X002007.SZ,X002456.SZ,X300146.SZ,X002465.SZ,X600867.SH,X000400.SZ,X000050.SZ,X600435.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.163343528932922,0,0,0,0,0,0,0,0,0,0,0,0.12964171999975,0.0620509806850325,0,0,0,0,0,0,0,0,0,0,-0.00630926408419451,0,0,0,0,0,0,0.0567905571708916,0,0,0,1.73472347597681e-18,0,-1.73472347597681e-18,0,0,0,0,0,-0.0128153006954235,0,0,0,0,0,0,0,0.046003312735501,0,0,0,0,0,0
X600104.SH,0,0,0.0505888105066944,0.0750099761093832,0,0,0,0.196764315964258,0,0,0,0,0,0,0,0,0,0,0,0,0.0776363255874751,0,0,0.0145722715434607,0,0.100663669793354,0,0,0,0,0,0,0.0132186958441,0,0,-0.0145865596735267,0,0.0418624331949492,0,0,0,0,0,0,0,0,0,0.0277431973236637,0,-0.0217593662361127,0,0.0045694716006815,-0.00624455858688433,0,0,0,0,0,0
X000651.SZ,0,0.287129819017364,0,0,0,0.0503527728616355,0,0.0427783125759263,0,0,0.00109678350040383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0041217990893553,0.242533267893068,0.050135499368999,0,0,0.0874858300370206,-0.0333830574843216,0,0,0,0,0,0,0,0,0,0.00150931481616939,0.00157458885955313,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.301184549501883,0,0,0,0,0,0,0,0,0,0,0,0.145010491398936,0.0667196838126751,0,0,0.0997321146588228,0.118246982961406,0,0.0610904306295104,0,0,0,0,0,0,0.13767636262103,0,0,0,0,0.231451561269873,0,0,0,-0.0361518992185889,0,0,0,0,0,0,0
X002415.SZ,0,0,0.0375605122058739,0,0,0.0512660218640297,0,0.0286498970498097,0,0,0,0,0.00779801160427403,0,0,0,0,0,0,0,0,0,0,0,0,0.043721809839162,0,0,0,0,0,0,0.193060703856125,0,0,0,0.164550169197387,0,0.0261544235261538,0,0,0,0,0,0,0,0,0.170870361150763,0,0,0,0.0130004669459067,-0.00309864662977698,0,0,0,0,0,0
X000625.SZ,0,0,0.0934309498589919,0,0.275544117001308,0,0,0,0,0,0.0896094142906869,0,0,0,0,0,-0.0880409457646491,0,0,0,0,0.121476400377715,0,0,0,0,0,0,0,0,0,-0.0596770900215102,0,0,0,0,0,0.0177484637694297,-0.00036032101179074,0,0,0,-0.131997787531786,0,0,0,0,0,0,0,0,0.0102055963986036,0.0454315920288998,0,0,0,0,0,0
X002304.SZ,0,0,0,0.0744454116447734,0,0,0,0.0555399339790921,0.537050326467686,0,0,0.0117646113350384,0,0,0,0,0,0,0,0,0,0,0,0.00262103375455237,0.170908512914352,0.0347627815397296,0,0,0,0,0,0,-4.33680868994202e-19,0.143209134554462,0,0,0,0,0,0,0,0.00471870567910243,0,0,0,0,0,0,0,0,0,0.0172264993686268,0,0,0,0,0,0,0
X000063.SZ,0.0303586869353236,0,0,0,0.00141725000922654,0.0511730638533869,0.0486236927054122,0,0,0,0,0,0.151669183619891,0.0228277957232416,0,0,0,0,0,0,0.00920315165524225,0,0,0,0,0.114271751308063,0,0,0,0,0,0,0.121561654810092,0,0,0.0720149008148688,0,0.0695340845462136,0,0,0.0720779529034974,0,0,0,0,0,0.090901353576899,0,0,0,0,0,0.0361111973570176,0,0,0,0,0,0
X000858.SZ,0,0,0,0.0618406069561101,0,0,0.0924956428340441,0,0,0,0,0.0123956628923543,0.0107352903660032,0,0,0,0,0,0,0,0.0616215459801005,0,0,0.0409494646551185,0,0,0,0,0,0,0,0,0.128883953716976,0,0,0.129148290769051,0,0.133908841186061,0,0,0,0,0,0,0,0,0,0,0.0358204552686144,0,0,0,0.00851239522486244,0,0,0,0,0,0
X600276.SH,0.0162343500448785,0,-0.0842505977425656,0,0,0,0,0,0,0,0,0,0.00928037563497795,0,0,0,0,0,0.0207576220180427,0,0,0,0,0,0,0,0,0.0388700910780211,0,0,-0.0341979781836585,0,0,0,0,0.00813384172735362,0,0,4.33680868994202e-19,0,0.0472215260939647,0,0,0,0,0,0,0,0,0,0,0.00709418693868142,0.0151710908821954,0,0,0,0,0,0
