,X600519.SH,X000858.SZ,X002415.SZ,X600276.SH,X000568.SZ,X000651.SZ,X600809.SH,X600690.SH,X600031.SH,X002475.SZ,X002304.SZ,X000725.SZ,X600104.SH,X000661.SZ,X300014.SZ,X000338.SZ,X300124.SZ,X003816.SZ,X000063.SZ,X000100.SZ,X000596.SZ,X002241.SZ,X600703.SH,X000157.SZ,X300142.SZ,X000625.SZ,X002129.SZ,X600741.SH,X002179.SZ,X002371.SZ,X002007.SZ,X002236.SZ,X601877.SH,X002049.SZ,X000799.SZ,X600584.SH,X002414.SZ,X601799.SH,X600183.SH,X600779.SH,X300003.SZ,X000800.SZ,X300146.SZ,X002008.SZ,X002074.SZ,X600089.SH,X600702.SH,X000977.SZ,X600707.SH,X600118.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.219560929305259,0,0,0.221851012631434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0100827657657822,0,0,0.107806566876349,0,0.00548244049778867,0,0,0,-0.038439719825419,0,0,0,0,0.0200157739819229,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0411465000615497,0,0,4.33680868994202e-19,-0.0201735682948692,0,0,0,-0.0125641259280293,0,0
X000858.SZ,0.00901056984835391,0,0,0,0.2820233927931,0,0.0969038112806905,0.0209618623485595,0,0,0.102043763189115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.073533777126423,0,0,0.0965431711795957,0,0,0.209034227093361,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0213285998319273,0,0,-0.0148008283393687,0,0,0,0,0.0137703368780673,0,0
X002415.SZ,0,0,0,0,0.106114203468131,0,0,0,0,0.257736639633229,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0243554750496989,0,0.192654457941703,0.33299865844466,0,0,0.119134859792647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0278533348959127,0,0,0,0,-0.0124882199344796,0,0
X600276.SH,0,0,0,0,0.0751988970631589,0,0.0530414875392407,0,0,0.069195962101102,0,-0.0328924362517125,0,0,0,0,-0.0560016619525559,0,0,0,0,0,0,0.0552121802805212,0,0,0,0,0.21495831306518,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.138389530865548,0,0,0,0,0,0,0,0,0.00222412372418667,0.00181067346210504,0,0,0,0.0306510003746582,0,0
X000568.SZ,0,0.728640245470541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0150878589211348,0,0,0,0,0,0,0,0,0,0,0,0,0,0.241840682532158,0,0,0,0,0,0,0,0,0.159784791105766,0,0,0,0,0,0.00991898380787253,0,0,0,0,0,0,-0.00872302910615279,0,0,0,-0.00372604263339791,0,0
X000651.SZ,0,0,0,0,0,0,0,0.139432268127817,0,0.0221888342799397,0.00903175281019316,0,0,0,-0.0343385853303758,0,0.0301936568252362,0,0,0.237500347954726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0535549997857752,0,0,0,0.00651536182967107,0,0,0,-0.0122549417703618,-0.0165382914925276,0,0,0,0,-0.0169320601235802,0,0
X600809.SH,0,0,0,0,0.0530044717985992,0,0,0,0.166124142662677,0,0,0,0,0,0.109317734682792,0,0,0,0,0,0.0102687241200367,0,0,0,0,0,0,0,0,0.0739794048562318,0,0,0,0.0611571501333514,0.371803608039711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0723592034056145,0,0,0,-0.0445391380167827,0,0
X600690.SH,0,0.105740107084027,0.0571225580832317,0,0,0.0677928244361555,0.200082127882935,0,0,0,0,0,0,0.162873293557561,0,0,0,0,0,0,0,0,0,0,0,0,0,0.201289806947816,0.0644314285834308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.013999258887888,0,0,-0.0158024487628142,0,0,0,0,-0.0309334019192422,0,0
X600031.SH,0,0,0,0,0,0,0.108699766813697,0,0,0,0,0,0,0,0,0,0.156248886118229,0,0,0,0,0.0107614282338658,0.10292634573265,0.137465246272298,0,1.38777878078145e-17,0.139727089264966,0,0.214444345898294,0,0,0,0,0.173371565961322,0,0,0,0.00803560394119915,0.0330854948951283,0,0,0,0,0,0,0,-0.128425353023486,0,0.024706502831147,0,0,-0.0310118916444526,0,0,0,0,0,0,0
X002475.SZ,0,0,0.0483710649270153,0.113509034303707,0,0.036668285094994,0,0,0,0,0,-3.46944695195361e-18,0.0391330279442436,0.0695713063482037,0.056982871282125,0,0.101436203669622,0,0,0,-0.0251349820341635,0.545992245979433,0.00826943212395025,0.0377584501648331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0337057156476954,0,0,0,0.0443794090297726,0,0
X002304.SZ,0.164889214252155,0.112518372887622,0,0,0.223373701966357,0,0.119481241131249,0,0,0,0,0,0,0,0,-0.194809894529166,0,0,0,0,0,0,0.0355814021088954,0,0,0,0,0.0313956928229276,0,0,0,0,0,0,0,0,0,0,0,0.0642153239220403,0,-0.0601466567872293,0,0.184912093008905,0,0,0,0,0.0222422434017001,0,0,-0.0177895318361841,0,0,0,0,0,0,0
X000725.SZ,0,0,0.108865204048386,0,0,0,0,0,0.097313403016926,0,0,0,0,0,0,0,0,0,0,0.194653896345017,0,0,0,0,0,0,0.0161580676775436,0,0,0.0562522880597063,0,0,0,-5.42101086242752e-20,0,0.0318173668005181,0,0,0,0,0.124775171923043,0,0,0,0,0,0.0214514866857014,0,0.0124146657717158,0,0,0.0133722316829075,0.038194599426663,0,0,0,-0.0437672345961531,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0334352015330559,0,0,0,0,0,0.186044447733372,0,0,0.00616862212878279,0,0,0.0239693528923927,0,0,0,0,0,0,0,0,-0.100599288573325,0,0,0,0,0.0985164403953612,0,0.143430395028127,0,0,0,0,0,0.0907280195145393,0,0,0,0.0267406290738078,0,0,0,0,0.0114341386411836,0,0
X000661.SZ,0,0,0,0,0,0,0,0,0,0.0141922313272576,0,0,0,0,0,0,0.143804736272191,0,0,0.141499445745305,0,0,0,0.143105756954014,0,0,0,0,0.0559087153327375,0,0,0,0,0,0,0,0,0.250200737168513,0,0,0,0,0,0,0,0,0,0,-0.063933294023198,0,0,-0.0213064989261853,0,0,0,0,0,0,0
