,X600519.SH,X000858.SZ,X002415.SZ,X600276.SH,X000651.SZ,X000568.SZ,X600809.SH,X600690.SH,X600031.SH,X002304.SZ,X002475.SZ,X600104.SH,X000725.SZ,X000661.SZ,X000338.SZ,X300124.SZ,X300014.SZ,X003816.SZ,X000100.SZ,X000063.SZ,X000596.SZ,X600703.SH,X000157.SZ,X002241.SZ,X002129.SZ,X600741.SH,X000625.SZ,X002371.SZ,X002236.SZ,X002179.SZ,X002007.SZ,X601877.SH,X300142.SZ,X002049.SZ,X600584.SH,X002414.SZ,X000799.SZ,X600183.SH,X601799.SH,X300003.SZ,X000800.SZ,X002074.SZ,X300146.SZ,X002008.SZ,X000066.SZ,X600707.SH,X600089.SH,X000977.SZ,X600460.SH,X002294.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.239578501736135,0,0,0,0.270020814181338,0,0.0230222398654683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0232091937891781,0,0,0,0,-0.0684402699980664,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0.0025552280929766,0,0,0,0,0,0,0,0,0,0,0,0.0083485911643307,-0.0199420536906801,0,0,0,-0.0163108371687079,0,0
X000858.SZ,0.0314210550383042,0,0,0,0,0.360061529320061,0.163495478137469,0,0,0.104692459620943,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0.0466229587445646,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0798111411141067,0,0,0,0,0,0,0,0,0.0139582698691593,0,0,0,0,0,-0.0182744889716694,-0.00504725766085727,0,0,0,-0.0475481584529747,0,0
X002415.SZ,0,0,0,0,0,0.0601493321708653,0,0,0,0.0894496682234689,0,0,0,0,0,0,0.0358397340026298,0,0,0,0,0,0,0,0,0,0,0,0.342597497320931,0,0.197137002497814,0,0,0,0,0.0713703084792351,0.0803381053565101,0,0.0196423595603094,0,-0.00120616363468131,0,0,0,0.0581605332554143,-0.0460252627283025,0,-0.0696850866538215,0,0,0,0.050614854986265,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0.0335510562659927,0.0716771121136934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0885505872961311,0,0,0,0,0,0,0.126482792728415,0.0374344043630647,0,0,0,0,0,0,0,0,0.0399461431702812,0,0,-0.150776216180698,0,0,-0.0258744323554786,0,0,0,0.0337646058289283,0,0,3.46944695195361e-18,0,0,0,-0.00888071581424192,0,0
X000651.SZ,0,6.93889390390723e-18,0,0,0,0,0.0298668633328768,0,0,0.12206240373049,0,0,0,0.0349166121925732,0,0,0,0,0.132607995762708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0427398141186483,0,0,0,0,0,0,0,0,-0.0234157497169756,-0.0857714644543729,0.058884478610934,0,0,0,-0.050306178169277,0,0
X000568.SZ,0,0.31704677240565,0,0,0,0,0.0707645954120729,0,0,0,0,0,0,0,0,0.0257423417570142,0.148588567991968,0,0,0,0,-0.140052982591307,0,0,0,0,0,0,0,0,0.0955503874568349,0,0,0,0,0,0.243558402369794,0,0,0,0,0,-0.0241480217731724,0,0,0,0,0,0,0,0,-0.0206045496621793,-0.0267769214498507,0,0,0,0,0,0
X600809.SH,0,0,0,0,0,0,0,0.0148678279647615,0.238468653759886,0,0.157459744677041,0,0,0,0,0.0332988928454228,0.100191681599811,0,0,0,0.191846236530392,0,0,0,0,0,0,0,0,0,0,0,0.0166667189217953,0,0,0,0.105087542735085,0,0.186316377920106,0,0,0,0,0,0,-0.0293283265459728,0,0,0,0,0,0.0150344182196639,-0.0944190852354857,0,0,0,-0.0842790683671875,0,0
X600690.SH,0,0,0.0942735838765088,0,0,0,0.29093663906985,0,0,0.0484036290619001,0,0,0,0.203496881310464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0567705128845517,0.0675634746090464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00299512947091763,0,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0.279361199078962,0,0,0,0,0,0,0,0,0.0528350246688157,-0.125016784306596,0,0,0,0,0.0615792352982795,0.0520935551226421,0,0.344808783690516,0,0.046120170603663,0,0,0.129431155952063,0,0,0,-8.67361737988404e-19,0,0,0,0,0.0945981470285759,0,0,0,0,0,0,0,0,0,0,0,0,-0.0252480960028085,0,0,0,0,0.0713710472313371,0,0
X002304.SZ,0,0.0673322048954131,0,0,0,0.334404618445567,0,0,0,0,0,0,0,0,-0.108895859220999,0,0,0,0,0,0,0.068775326702614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0596055255484602,0,0.059507028243805,0.0405628146750997,0,0.184325616548858,0,0,0,0,0,0,0,0,0,-0.0355446358787404,0,0,0,0,0,0,0
