,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X000568.SZ,X600276.SH,X002304.SZ,X002475.SZ,X600690.SH,X600104.SH,X000651.SZ,X300014.SZ,X600031.SH,X002371.SZ,X000725.SZ,X300124.SZ,X000063.SZ,X002129.SZ,X000625.SZ,X003816.SZ,X002241.SZ,X600703.SH,X000338.SZ,X601877.SH,X000596.SZ,X002049.SZ,X000661.SZ,X600089.SH,X002179.SZ,X300142.SZ,X600741.SH,X000100.SZ,X600460.SH,X002074.SZ,X000799.SZ,X600884.SH,X000157.SZ,X002236.SZ,X601799.SH,X600702.SH,X600779.SH,X000733.SZ,X600584.SH,X002414.SZ,X600183.SH,X002007.SZ,X000800.SZ,X002008.SZ,X300003.SZ,X600563.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.457254050330122,0,0.0783715380178595,0.0566835267221289,0,0,0,0,0,0,0,0,0,0,0.018251738979209,0.0520373560103408,0,0,0,0,0,0,0.0513207565770214,0,0,0,0,0,0.0211905345411129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000470832880377405,0,0,0,0.00511222584748373,0,0
X000858.SZ,0.113501069508205,0,0,0,0.166036156514709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00950937254089001,0.0624723273244012,0,0,0,0,0,0,0,0.168482059839838,0,0.00605726044416081,0,0,0,0.245023479267545,0,0,0,0,0,0,0,0,0,0,-0.00846704664955648,-0.0272188854284029,0,0,0,0,0,0
X002415.SZ,0,0.0826134862778742,0,0,0,0,0,0,0.222394756920036,0,0,0,0,0,0,0,0,0.0230339014657326,0,0,0,0.0292195996705086,0,-0.0462085858345067,0,0,0,0,0,0.00476712687920383,0,0,0,0,0,0.103782349892211,0,0,0,0,0.0694272067002207,0,0,0,-0.0759332265199305,0,0,-0.082525424367616,0,0,0,0,0,0,0,0,0.02818742673572,0,0
X600809.SH,0,0,0,0,0.056030488951079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.53071740994403,0,0,0,0,0.142304579040719,0.0200029373647727,0,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,-0.033501795828123,0,0,0,0,0,0
X000568.SZ,0.0805397877782252,0.396823383878155,0,0.226895190560489,0,0,0,0,0,0,0,0,0,-0.0690292862062743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0335425875597332,0,0,0,0,0.000479563177373622,-0.0591344073730119,0,0,0,0.0572036424208037,0.0595586564356916,0,0,0,0,0,0,0,0,0,0,0.000111578291961432,0,0,0,0,0,0,0
X600276.SH,0,1.38777878078145e-17,0,0,0,0,0,0,0.150981516389437,0,0,0.16734597270006,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0889338622318,0,0,0,0,0,0,0,0,0.289836781318739,0,0,0,0,0,0,0,-0.120626981392768,0,-0.0660982997020485,0,0,-0.129797203055174,0.189917764402219,0,0,-0.0241882693948045,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0.19673717309119,0.0318862405773663,0,0,0,0.00747547458689966,0,0,0,0,0,0,0,0,0,0.0579036063552589,-0.24039079859205,0,0,0,0,0,-0.0211905601407229,0,0,0,0.0399923736843119,0,0,-0.0555877739343981,0,0.191836900652718,0,0,0,0,0,0.0673105057933382,0,0,0,0,0,0,0,0,0,0,0,-0.0145036036868102,0,0,0,0,0,0
X002475.SZ,0,0,0,0.0102379374115852,0,0,0,0,0,0,0,0,0.0284088090079672,0,0,0.154476032724764,0,0,0,0,0.0559906107216338,0,0,-0.00877088366629075,0,0.0480623774328549,0,-0.228192851697004,0,0,0,0,0.0775786045376349,0,0.0140291121048504,0,0,0,0.0810083763327007,0,0,0,0.0383900991041757,0,0,0,0,-0.209464602429134,0,0,0,0,0,0,0,0,0.0309809317978969,0,0
X600690.SH,0,0,0.114720023588195,0,0,0,0,0,0,0,0,0.0395878754065928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0412281216226075,0,-0.0426598206864946,0,0,-0.0108773037383791,0,0,0,0,0,0,0,0.181455414157546,0,0,0,0,0,0,0,0,0.00691707409169331,0.088942684675015,-0.0014419216595545,0,0,0,0,-0.0306934518729732,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.155312855805002,0,0,0,0.0608009189327244,0,0,0,0,0,0,0.0700078792914792,0.189339409676873,0,0,0,0.066986699048928,0,0.0116110765200142,0,0,0,0,-0.00778814333196102,0.0215679886018571,0,0,0,0,-0.00411633455023606,0,0,0,-0.0152369989705828,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0.0926326381778212,0,0,0,0,0,0,0.0012901507211243,0,0,0,0,0,0,0.0696433982165616,-0.078696559099586,0,0,0,-0.0133782328365238,0,0,0,0,0,0,0,-0.0442226761444197,0.17256045924729,0,0,0,0.0716635915529623,0,0,0,0,0,0,0,0,0,0,0,0.0713932754030164,0,0,0,-0.0227643976107253,0,0
X300014.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0805477680597526,0.225652842066336,0,0,0,0,0,0,0,0.39964144487185,0,0,0,0,0,0,0.496222680400316,0,0,-0.0189913961528162,0,0,0,0.0042725929556955,0.159482426229349,0,0,0,0,0.184167913167268,0,0,0,0,0.0296072875357762,0,0,0,0,0.118273918399787,0,0
X600031.SH,0,0,0,0,0,0,0,0.117396261320037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0125727149400434,-0.00948078961391799,0,0,-0.0102185002307443,0,-0.0543470696337684,0,0,0,0,0,0,0.383194194163266,0,0,0,0,0.108124797301593,0,0,0,0,0,0,0,0,0,0,0.0067483221533866,0,0,0,0.152454274754874,0,0
X002371.SZ,0,0,0,0,0,0,-7.34229821893091e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25150737086516,0,-0.155302604210618,-0.25402401866663,0.379242815932116,0.284588937141968,0,0,0,0,0,0.380558354024877,0,0,0.34596701490328,0,0,-0.224988085789842,0,0.108525893655908,-0.173068318949925,0,0,0,0,0,-0.0689872524045906,0,0.0437859932491788,0,0,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,-0.0517831717607303,0,0,0,0,0,0,0,0,0,0,0,0,0.096727008600031,0,0,0,0,0,0,-0.0151895030842368,0,0.0022701531122409,0,0.0958604597577447,0,0.315558987389449,0,0,0,0,0.0587489833789573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00460898420528514,0,0,0,0,0,0,0
X300124.SZ,0.503945793015858,0,0,0,0,0,0,0,0,0,0,0.11077943976718,0,0,0,0,0,0.0213727340686745,-0.0960759740747505,0,0,0,0.647030378042497,0,0,0,0,0.0266572264351883,0,0.000588616400024985,0,0,0,0,0,-0.00452802903652543,0,0,0,0,0,0,0,0.361409162492472,0,0,0,0,0,0.09230024059516,0,-0.0360211655422977,0,0,0,0,0.0369933345523011,0,0
X000063.SZ,0,0,0,0,0,0.106754249667437,0,0,0,0,0,0,0,0,0,0.135100348170276,0,0,0,0,0,0.0650901189875775,0,0,0,0.0411414691907545,0,0,0,0,0,0,0,0,0.0659447907957949,0,0.14522398718647,0,0,0,-0.353852608308713,0,0,0,0.393622938687237,0.0322941963978477,0,0,0,-0.0422888583421674,0,0,-0.0449562639410707,0,0,0,0,0,0
X002129.SZ,0,0,0,0,0,0,0,0,0,0,0,0.194115980204091,0,0,0,0,0,0,0,0,0,0.150546477820675,0,0.298364893665603,0,0,0,0,0,0,0,0,0.173785946821364,0.0643925193467398,0,0,0,0,0,-3.46944695195361e-18,0,0.0241523041373292,0,0,-0.0935129782379202,0,0,-0.0424900060454803,0,0,0,0,-0.0297300691288381,0,0,0,0.0456596035445154,0,0
X000625.SZ,0,0,0,0,0,0,0,0,0,0.566640471594131,0,0,0,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0.015826304111706,0,0,0.0797149310939671,-0.136326074393659,0,0,0,0,0,0,0,0,0.27212550745965,0,0,0.126267562153405,0,0,0,0,-0.0083108867538925,0,0,0,0,0.0856074331507052,0,0
X003816.SZ,0,0,0,-0.0582776520102958,0,0,0,0,0,0,0,-0.0251635514509157,0,-0.00921319007827024,0,0.168097716152369,0,0,0,0,0,0,0,0,0,0,0,0,0.0543918532074457,0,0,0,0,0,0,-0.0875251861613189,0.109645031500645,0,0,0,-0.0184097717437298,0,0,0,0.093196674415655,0,0,0.0482366496457198,0,0,0,-0.0328875971899917,0,0,0,0,-0.186554079406162,0,0
X002241.SZ,0,0,0,0,0,0,0,0.355276627770789,0,0,0,0,0,0,0,0,0,0,0,0.344226156355864,0,0,0,0,0,0,0,0,0,0,0,0,0.0160060012758079,0,0,0,0,0,0.167933308740615,0,0,0,0,0,0,-0.0503306518294201,0,0.181424029719906,0,0,0,0,0,0,0,0,-0.0123002809068904,0,0
X600703.SH,0,0,0,0.0463295787104647,0,0,0,0.0051386797614989,0,0,0,0,0,0.215574261020249,0,0,0,0.251300755411228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00390460290284764,0,0,0,-0.00368491240307565,0,0,0,0.0602163443834902,0.152876479037202,0.0771158599180205,0,0,0,0,0.103769824705877,0,0,0,0,-0.0134111050532407,0,0,0,0,0,0
X000338.SZ,0,0,0,0.132596140110779,0,0,0,0,0,0,0,0,0,0,0,0.242307411038619,0,0,-8.67361737988404e-19,0,0,0,0,0.0205150582008659,6.93889390390723e-18,0,0,0,0.033283152587266,0,0.0579595251764064,0,0,0,0,0,0.0345855237560465,0,0,6.93889390390723e-18,0,0,0.00858352888420281,0,0,0,0.207742352514511,0,0,-0.0691473680203007,0,0,0.0129857868184752,0,0,0,0,0,0
X601877.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0736267940676834,0,0,0,0.488925127324037,0,-0.0325382768183043,0,0,0,0,0,0,0,0.149269485193539,0,0.140306185460497,0.260321277207805,0,0,0.26546522704801,0,0.320220122685027,0,0,-0.348348438889752,0,0,0.0439321177319899,0,0,0,0,0,0,0,0,0,0.031849258821495,0,0,0,0,-0.0683104899933782,0,0
X000596.SZ,0,0,0,0,0.0637163096318343,0,0,0,0,0,0,0,0,-0.118663942532011,0,0,0,0,0.0285089359827888,0,0,0,0,0,0,0,0.258118454875722,0,0,0.0594265146153841,0,0,-0.00864795125853645,0,0,0.0944757259394591,0,0,0,0.132933158966491,0.120139968342652,0,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0
X002049.SZ,0,0,0,-0.0688564437393805,0,0,0,0,0,0,0,0,0,0.349098012649248,0,0,0,0,0.0897998857064685,0,-0.145165642986194,0,0,0,0.0695113337391659,0,0,0.173893438241704,0.124133439005109,0.0449954542439642,0,0,0,0,0,0,0,0,0,0,0,0.0734320171580555,0,0,0,0,-0.366631660052676,0,0,0,0,0,0.0537282980547433,0,0,0,-0.15982331494177,0,0
X000661.SZ,0,0.012405782726857,0,0,0.36994317985733,0.0603322291843469,0,0,0,0,0,0.276814385551527,0,0,0,0,0,0,0,0,0,0,0,-0.0256696326954395,3.46944695195361e-18,0,0,0,0,0,0,0,0,-0.353192135286565,0,0,0,0.296662608271109,0,0.124825751349463,0,0,0,0,0,0,0,0,0,0,0,0,-0.0781270525741605,0,0,0,0.0332812579567322,0,0
