,X600519.SH,X000858.SZ,X600809.SH,X000568.SZ,X002415.SZ,X002475.SZ,X002304.SZ,X600690.SH,X600276.SH,X600104.SH,X300014.SZ,X000651.SZ,X300124.SZ,X002129.SZ,X002371.SZ,X000625.SZ,X000725.SZ,X003816.SZ,X000596.SZ,X600031.SH,X002049.SZ,X000063.SZ,X002241.SZ,X600703.SH,X000338.SZ,X002179.SZ,X600089.SH,X600522.SH,X000661.SZ,X300142.SZ,X601877.SH,X002180.SZ,X002074.SZ,X600741.SH,X000100.SZ,X000733.SZ,X600460.SH,X600702.SH,X600884.SH,X000157.SZ,X000799.SZ,X002414.SZ,X002236.SZ,X600584.SH,X601799.SH,X600563.SH,X600487.SH,X000800.SZ,X002176.SZ,X600183.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.327761344677941,0,0,0,0,0,0,0.0211318086673558,0,0,0,0,-0.0541280321353533,0,0,0,0,0,0,0,0.0246490757310699,0,0,0,0,0.0233570634228877,0,0,0.0327183279359119,0,0,0,0.107745359340279,0.00175547611092195,0,0,0,0,0,0,0,0.0104726415456727,0,0,-0.0165864093125243,0,0,0,-0.00299839958492737,0.0041258262270749,0,0,0,-0.00483870650271254,0,0
X000858.SZ,0,0,0.0951717464880484,0,0,0,0.183025810737555,0.117105602053663,0.0376387596366505,0,0,0,0,0,0.0607468293128835,0,0,0,0,0,0.0517499391148652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.244179927612098,0,0,0,-0.0313459639274843,0,0,0,0,0.0126334368130295,0,0,0,0,0.0305729825456362,0.00667970286713098,0,0,0,-0.00473731469872944,0,0
X600809.SH,0,0,0,0.302114665559844,0,0,0,0,0,0,0,0,0,0,0.125188988550056,-0.0733782639872258,0,0,0.0188580704796661,0,0,0,0,0,0,0,-0.0381866127671648,-3.46944695195361e-18,0,0,0,-0.114504832987111,0.142415674948481,0,0,0,0,0.158328557385024,0,0,0,0,0,0,0,0,0,0,0,0,0.245210511065855,-0.0253854186351637,1.73472347597681e-18,0,0,0,0,0,0
X000568.SZ,0,0.211276478485721,0.168145596962663,0,0,0.0405667878897373,0,0.00626800647015735,0.0169831285943282,0,0,0.0389297443625989,0,0,0,0,0,0,0.0742676120219051,0,0,0,0,0.00671901974596256,0,0,0,0,0.0252611654718226,0,0,0,0,0,0,0.0332753392585921,0,0.192104313416062,0,0,0.0639441178320309,0,0,0,0,0,0,0,0,0,0,-0.0403428710518288,-0.00756256432465547,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0599980469698215,0,0,0,0,0.543792240678829,0,-0.0358724578724555,0,0,0,0,0,0,-0.0343710834701701,0.0311099382111305,0,0,0,0.0437514366781444,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0.0282735119699287,0,0,0,0.0575497452364962,0.148723601918815,0,0,0,0,0,0,0.285909725709893,0,0,0,-0.0563655945224957,0,0,0,0,0,0,0,0,0,0.0321515675645734,0,0,0,0,0.0526890568597969,0,0,-6.93889390390723e-18,0.0997233590020831,0,0,0,0,0,-0.164105791260222,0,0,0,0,-0.0130467653839445,0,0
X002304.SZ,0,0.107543607064937,0,0.00518504031382029,0,0.0454804580235365,0,0,0,0,0,0,0,0,-0.0184526046692477,0.0569218835285899,0,0,0.0022281922960675,0,0,0,0,0,0,0,-0.122918825556424,0,-1.73472347597681e-18,0,0,0.216990864718158,0,0,0,0,0,0.235440598459259,0,0,0,-0.0706484307887068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00253314892691125,0,0
X600690.SH,0,0,0,0,0,0.0714740774509803,0,0,0,0,-0.0224531448576712,0.109869693171625,0,0,0,0,0,0,0,0.0201393000521324,-0.122381080791202,0,0,0,0,0,0,0,0.167581431148322,0,-0.108441335968845,0,0,0,0,0,0,0,0,0,0,0.0526666655099368,0,0.192376783619565,0,0,0,0,0,0,0,-0.0720226710736884,-0.0677001713577661,0,0,0,-0.00640941189354552,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.292416799457544,0,-0.0751594463850585,0,0,0.0988572331859397,0.276912471706409,0,0.050561515696911,-0.0899798311893938,0,0.201207405469788,0.026172019269216,0,0,0,0,0,0,0,0,0,0,-0.0210889007709729,0.0238701686861963,-0.0422891665186031,0,0,0,-1.73472347597681e-18,0,0,0,0.0589387478378186,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0.0552479141357342,0,0,0.0807382084914804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0187121732047664,0.0261710119529825,0.258306779656503,0,0,0,0.0733463949668741,0,0,0,0,0,0,0,0,0,0.153218263338582,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0
X300014.SZ,0,0,0,0,0,0.250073295053808,0,0,0,0,0,0,0,0,0,0.0613491994425938,0,0,0,0,0,0,0,0,0,0,0,0,0,0.147944574481007,0.169319712057649,0,0.209573913780908,0,0,0,0,0,0.00875982963315521,0,0,0.0218163758593905,0,0,0,0.0285058815605034,0.00817280760656111,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0551906587298484,0,-0.0798697598713162,0,0,0,0.121549983989098,0,0,0.115897376931295,0,0.136035126669069,0,0,0,0,0.161340597373392,0,0,0,0.10492585764389,0,0,0,0.0366520411687325,-0.140831061135326,0,0.168699291804066,0,0,0,0,0,0.0422059058166585,0,0.0213625960690858,0,0,0,-0.003061177272045,0,0,0,0.0168764101606181,0,0
X300124.SZ,0,0,0,0,0,0,0,0,0,0,0.139393857619158,0,0,0,-0.0527656678272752,8.67361737988404e-19,0,0,0,0,0,0,0.0503439379495572,0,0,0,0.126451878166496,0,0,-0.105322394630351,0,0.103781623768755,0.00128587191267045,0,0,0,-0.0895937485746266,0,0,0,0,0,0,0,0,0.231974928088414,0.0785453155057754,0,0,0,0,0,0,0,0,0,0.0224625168226179,0,0
X002129.SZ,0,0,0,0,0,0,0,0,0,0,0.134790760515151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0362301857275083,0.132222320263731,0,0,0,0,0.263891549466017,0,0.0604055976869254,0,0,0.0876944805910127,0,0,0,0.0757510938765185,0,0,-0.0304104866484944,0.0326134932711527,0,0,0,0,0,0.0458215572905303,-0.0412434647045007,0,0,0,0.0986355821260998,0,0
X002371.SZ,0,0,0,0,0,0.166994201622119,0,-0.0485756755372816,0,0,0,0,0,0,0,0.0472953241297967,0,0,0,0,0.116688042873039,0,0,0.350819614021667,0,0,-0.251542704601713,0,0.103650118063305,0.174417424386234,0,0,0,0,0,0,0.462336424146722,0.0456056512704589,0,0,0,0,0,0,0,0,0,-0.0734948447509922,0,0,0,0,-0.0190568547226464,0,0,0,-0.0336302838490558,0,0
X000625.SZ,0,0,0,0,0,0,0,0,-0.312251366550069,0,0.155611702011284,0,0,-0.164305794624385,0,0,0,0,0,0,0,0,0.0453055127193825,0,0,0,0,-0.116605991260783,0,0,0,0,0.0771350526769337,0.122664669419614,0,0,-0.0207303575159211,0,0.588171193702778,0,0,0,0,0,0,0,0,0.129801022339659,0.0438825296316949,0,0,0,-0.029891712541266,0,0,0,0.0643167345522474,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0426314309061795,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00703262335174734,0,0,0,0,0,0.480564624425088,0,0,0,0,0,0,0,0,0,0,0,0,0.0147178967714366,0.0605202108163803,0,0,0,-0.000599352572940291,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0.0261924695731029,0,0.0495323009759824,0.0425369836586447,0,0,0,0,-0.0450731309697192,0,0,0,0,0,0,0.117646341919572,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,-0.00588288781321408,-0.00451373934694075,-0.0392773423711487,0,0,0,0,0,0,0,0,0,0.0946957820624137,0,0,0,0,0,0.0487036567389765,0,0,0.0331428253967746,0,0,0,0,0.00914391587156807,0,0
X000596.SZ,0,0.0539875007399694,0.347383967304111,0,0,0,0.29009223724676,0,0,0,0.130291376644833,0,0,0,0,0,0,0,0,0,0.125476594287033,0,-0.141889006330974,0,0,0.0857097259259417,0,0,-0.0450151116646063,0,0,0,0,0,0,0,0,0.187694567772312,0,0,0,0,0,0,-0.13923174983016,0,0,0,0,0,0,-1.0842021724855e-19,-0.000633717237005452,0,0,0,-0.0283863121043351,0,0
X600031.SH,0,0,0,0,0.20655236400423,0,0,0.0730008604165648,0,0,0.0854204181921319,0,0,0.0543648137177341,0,-0.0271171576174954,0,0,0,0,0,0,0,0,0.184792213433604,0,0,0,0,0,-0.0446689807755788,0,0.0503455823898698,0,0.160928583931246,0,0,0,0,0.24671771599444,0,0,0,0,-0.0816990014195866,0,0,0,0,0,0,0.0231653518439827,-0.0116900660214394,0,0,0,0,0,0
X002049.SZ,0,0,0,0,0,0,0,0,0,0,0.149537612644787,0,0,0.13198990844317,0.22060247468669,0,0,0,0,0,0,0,0.0426882970154073,0,0,0,0,-0.201874407411496,0,-0.065970081258038,0,0,0.146388203430281,0,0,0.0316618816868532,0,0,-0.111338916195441,0,0,0,0,0,-0.0602290875927402,0.156961977436577,0,0.143974041514482,0,0,0,0.0304784293335644,0.00754776632732395,0,0,0,0.00163027473936433,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0.123470742648017,0,0,0,0,0,0,0,0,0,-0.0109830594046718,0,0,0,0,0,0,0,0,-0.0867067844811577,0,0,0.0690165301044132,0,0,0,0,0,0.110792263799371,0,0,0,0,0,0,0.239623888523581,0,0,0,0,0,0,0,0,-0.0152487072489992,0,0,0,0.0469768315613073,0,0
X002241.SZ,0,0,0,0,0,0.723935906849641,0,0,0,0,0,0.268538318402794,0.0568043918021179,0,0,0.0646444342648037,0,0,0,0,0.0625402544241663,0,0,0,0,0,0,0,0.363405971502613,0,0,0,0,0,0,-0.165035563601941,0,0,0,0,0,0,0,0,0,0,-0.151669717999593,0,-0.0137725178812924,0,0,0.150100342049566,0,0,0,0,-0.0770835370753185,0,0
