,X600519.SH,X000858.SZ,X600809.SH,X000568.SZ,X002415.SZ,X002304.SZ,X600690.SH,X600276.SH,X002475.SZ,X600104.SH,X300014.SZ,X002129.SZ,X000625.SZ,X000651.SZ,X300124.SZ,X600031.SH,X002371.SZ,X000725.SZ,X003816.SZ,X000596.SZ,X002049.SZ,X000063.SZ,X002241.SZ,X600089.SH,X000338.SZ,X600703.SH,X002179.SZ,X000661.SZ,X600522.SH,X002074.SZ,X601877.SH,X300142.SZ,X002180.SZ,X600884.SH,X000733.SZ,X600741.SH,X600460.SH,X000100.SZ,X600702.SH,X000799.SZ,X000157.SZ,X601799.SH,X002176.SZ,X002236.SZ,X600584.SH,X600563.SH,X000800.SZ,X600779.SH,X002007.SZ,X002414.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.289299919971894,0,0,0,0,0.0116454993425373,0,0,0,0,0,0,0,0.051202351594726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0687582030079048,0,0.0342320351501025,0,0,0,0,0.0229334227241643,0,0,0,0,0,0.0115791613305745,-0.0177703986308587,0,0,0,0,0,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0.495376785978237,0,0,0,0,0,0,0,0,0,0,0,0,0.0129837371865912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.176705022880257,0,0,0,0.0265650946157082,0,0,0.00575668960537562,0,0.0990748568580081,0,0,0,-0.00438647957200702,0.0317786599673764,0,0,0,0,0,0
X600809.SH,0,0.299268454547358,0,0.284166604836746,0.0199106529328527,0.0403774291654803,0,0,0,0,0.0466276263215425,0,0,0,0,0,0,0,0,0.0930541350492226,0,0,0,0,0,0,0.0304736322629432,0,0,0.151708582288286,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0.041222568838322,0,0,0,0,0.230303619075647,0,0,0,0,0,0,0,0
X000568.SZ,0,0.231568995046545,0,0,0,0.0958702313510223,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100891701061297,0,0,0,0.00861990193511647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.332851547336826,0.0448424514962733,0,0,0,0,0,-0.0334927214157204,0,0,-0.0178675364835347,0,0,-0.0166899324784401,0,0,0,0,-0.0335202651677168,0,0
X002415.SZ,0,0,0,0.0269932289448684,0,0.459970794501856,0,0,0,0,0,0,-0.180355642196138,0,0.102818057877246,0,0.00613789653677565,0,0,0.0513219385126562,0,0,0.0394382089987944,0,0,0,0,0,0,0,0,0,0,0,-0.0657189637973783,0,0,0,0,-1.73472347597681e-18,0,0,0,0.715666262495557,0,0,0,0,0,0,0,0.0803099049125527,0.13197396829973,0,0,0,0,0,0
X002304.SZ,0,0,0.186189755446196,0.059762533540951,0.0363590632732163,0,0.0411820211020114,0.14441089255469,0,0,0,0,-0.00915771142750144,0,0,0,0.114603042471692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0905352092167976,0,0,0,0,0,0,0,0,0,0.00645748748707047,0,0,0,0,0,0,0,-0.0333523704559086,0,0
X600690.SH,0,0,0.0133494002850279,0,0,0.0567681007109105,0,0,0,0,0,0,-0.0216531655026778,0.0397786810366111,0.111487195205526,0,0,0,0,0,0,0,0,-0.127152365508587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0947110435763273,0,0,0,0,0,0.127542058180665,0,0,-0.0222872815862516,0,0.0392136924657181,0,-0.00825027464684842,0,0,0,0,-0.0637764708883381,0,0
X600276.SH,0,0,0,0,0,0,0.337009921246294,0,0,0,0,0,0.113054494946507,0,0,0,0,0,0,0,0,0,0,0,0,0.0263419218751976,0,0,0,0,0.0303356136998583,0,0,0,0,0,0,0,0.117008939558769,0,0,0,0,0,0,0.0938221970648216,0.0226490765895039,0.294561550847062,0,0,0,0.0481977342895999,0.0231351082346945,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0771518927207386,0,0,0,0,0,0.248437469982925,0,0,0.0157219723450765,0,0,0,0,0,0,0,0,0,0,0,0,-1.38777878078145e-17,0.188746443928715,0,0.0152876883743047,0,0.111975308711991,0,0,0,0,0,0,0,-0.0205812583900988,0,0,0,0,0.0441058472744348,0,0
X600104.SH,0,0,0,0,-0.000607225639242609,0,0,0,0,0,0,0,0.113444250501695,0,0,-0.0104882473321038,0,0,0,0,0,0,0,0,0,0,0,0,-5.42101086242752e-20,0,0,0.0208195377283777,0,0,0,0.189207293596245,0,0,-8.67361737988404e-19,0,0,0.0873788064786372,0,0,0,0,0.0748995805613237,0,0,0,0.0570746487436213,0,0.00552397358410429,0,0,0,0.0199182813866113,0,0
X300014.SZ,0,0,0,0,0,0,0.166332542328425,0.0394070284793071,0,0,0,0,0.0824795373813442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0911926950174098,0.120638550058848,0.438048784728574,0,0,0,0,0,0,0,0.0189317212829655,0,0,0.0389543715294836,0,0,0,0,0,0,0,0,0,-0.0167085840387452,-0.12834758191783,0,0,0,0,0,0
X002129.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.00152124171057866,0,0,0,0,0,0,0,0,0,0,0,0,0.175140541913835,0.118002389717872,0,0,0,0,-0.258065382503407,0.00370426515194123,0.261990656874685,0,0,0,0,0,0,0,0,0.200337147610983,0,0,0,0,6.93889390390723e-18,0,0,0,0.0197735952508324,0,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.115012034571714,0,0,0,0,-0.204325020317173,0,0,-0.00642070593666768,0,0.394089989902197,0,0,0,0,0,0,0,0,0.310239140594785,0.00322256191812362,0.367871886339622,0,0,0,0,0,0,0,0,0,0,0.284020514816983,-0.308740069806601,0.0230905321266693,0,0,-0.00218447970362083,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0,0,-0.0246241088721523,0,0.0452856526575042,0.00537751130892689,0,0,0,-3.46944695195361e-18,0,0,0.114443278505267,0.0807375166540228,0.0243622672933825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0874648937388182,0,0,0,0,0.0064765560288359,0.20310145690889,0,0,0.0126351035288051,0,0
X300124.SZ,0,0,0,0,0.0791177510416342,0,0,0,0,0,0.0854546957997787,0.0286884375478486,0,0,0,0,0,0,0,0,0,0,0,0.333257835252471,0,0.0638496848217828,0,0,0.0478475924249561,0.161819227950625,0,0,0,0,0,0,0,0,0,0.0409095643428901,0,0,0,0,0,0.00246205177547963,0,0,0,0,0,0.00944859027585122,0,0,0,0,0.0740156489954191,0,0
X600031.SH,0,0,0,0,0,0,0,0.093904550447189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0365186935191978,0,0,0,0,0,0,0.156717206887452,0,0,0,0.0879463174170899,0,0,0,0,0.0543347988140093,0,0,0,0,0,0,0,0,0.204080522576405,0,0,0,0.0275310538652959,0,0,0,0,0,0,0
