,X600519.SH,X000858.SZ,X600276.SH,X002475.SZ,X002415.SZ,X600690.SH,X600809.SH,X000651.SZ,X002371.SZ,X000568.SZ,X600104.SH,X003816.SZ,X300124.SZ,X000725.SZ,X000063.SZ,X600031.SH,X000625.SZ,X002304.SZ,X000338.SZ,X000596.SZ,X300014.SZ,X000100.SZ,X002241.SZ,X002179.SZ,X600418.SH,X002463.SZ,X000977.SZ,X600584.SH,X600089.SH,X600703.SH,X000157.SZ,X600372.SH,X002028.SZ,X002236.SZ,X002049.SZ,X600183.SH,X600741.SH,X000066.SZ,X600522.SH,X600066.SH,X600839.SH,X601877.SH,X600460.SH,X002456.SZ,X002156.SZ,X600487.SH,X000661.SZ,X000800.SZ,X002085.SZ,X002074.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.209270608201838,0,0,0,0,0.153542081098582,-0.0131950284494676,0,0,0,0,0,0,0,0,0,0.190504511356826,0,0,0,0,0,0,0.0115327881908933,0,2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0,0.00801605505814163,0,0,0,0,-0.0018655414588901,-0.0203096136710775,0,0,0,0,0,0,0,-0.0205678031386294,0,0,0,0,-0.0658785404407664,0,0
X000858.SZ,0.482683942262257,0,0,0,0,0,0.0893852892703893,0,0,0.258805250407143,0.0651917681036367,0,0,0,0,0,0,0,0,0.00531921601472137,0,0,0,0,0,0,0,0,0,0,0.076146854633269,0,0,0,0,0,0,0,0,0.117502190209334,0.0247385631532815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0.0329709589390386,0,0,0,0,0,0,0,0,0,0.173804887953841,0.0491871784674016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0361504947884561,1.73472347597681e-18,0.352794059751691,-0.0233701868513116,0,0,0,0,0,0,0,0.0458757426893169,0,0,0.117387795313581,0,0,0,0,-0.133880809105947,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0524034365541009,0,0,0,0,0,0,0,0.0615619140024437,0,0.403013388822336,0,0,0.0546057087875011,0,0,0,0,0,0,0,0,0,0.16520283956697,0,-0.00192464609283127,0,0,0.0509807472387369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0106362933385513,0,0
X002415.SZ,0,0,0,0,0,0.074337733383845,0.113143974656666,0,0,0,0,0,0.0445167243263775,0,0,0.0315935874147905,0,0,0,0,0.240533473339023,0,0,0,0,0.0250994545463773,0,0.0133276126821959,0,0,0,0,0,0,0,0,0,0.0278848646878294,0,0,0,0,0,0,0,0,0,0,0.0257714799279533,0,0,0,0,0,0,0,-0.0565901707220705,0,0
X600690.SH,0,0,0,0.131751760491639,0,0,0.0298753391509137,0.340832658404388,0,0,0,0,0,0,0,0.178902999682336,0,0,0,0.000725640191794523,0,0,0,0,-0.0303602684949482,0,0,0,0,0,0,0,0,0,0,0,0,-0.0180475593676284,0,0,0,0,0,0.0720732779649658,0,0,0,0,-0.0159438785056736,-0.0604053983764686,0,-0.00321718598411417,0,0,0,0,0.0319814240337687,0,0
X600809.SH,0,0,0,0,0,0,0,0,0,0.499193022650895,0,0,0,0,0,0,0,0,0,0.374281320196306,0.0111627386665393,0,0,0,0,0,0,-0.02559741810414,0,0,0,0,0,0,0,0,0,-0.00651590658552659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0.276534584124744,0,0,0,0,0.0342222378625661,0,0,0,0,0,0,0.179784999489205,0,0,0,0,0,0,-0.081511625460133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.208562245727214,0,-0.012420130712018,-0.0140831808329977,0,-0.0144416435916551,0,0,0,0,0,0,-0.0423994828305996,0,0,0,0,0,0,0
X002371.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.383865166621997,0,0,0,0,0,0,0,0,0,0,0,0.00958386771854911,0,0.365198456848678,0,0,0,0,0,0,0,0.0446047033997163,0,0,0,0,0,0,0,-4.33680868994202e-19,-0.123689805196927,0.0343473234900352,0,0,0,0.141717514316795,0,0,0.0151402011981749,0,0,0,0,-0.0064593589236135,0,0
X000568.SZ,0,0.467968985204268,0,0,0,0,0.133712470112768,0,0,0,0,0,0.00919631345266431,0,0,0,0,0,0,0.223664509691601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0428137419393845,0,0,0,0,-0.0172150202090612,0,0
