,X600519.SH,X000858.SZ,X600276.SH,X000651.SZ,X002475.SZ,X002415.SZ,X600104.SH,X000063.SZ,X000661.SZ,X000725.SZ,X002304.SZ,X600031.SH,X003816.SZ,X000568.SZ,X600809.SH,X600690.SH,X000338.SZ,X600703.SH,X002007.SZ,X002241.SZ,X300142.SZ,X002371.SZ,X000100.SZ,X300014.SZ,X000596.SZ,X600183.SH,X600741.SH,X300003.SZ,X300124.SZ,X002129.SZ,X000977.SZ,X002236.SZ,X601877.SH,X000625.SZ,X000800.SZ,X000157.SZ,X600584.SH,X300136.SZ,X002456.SZ,X002463.SZ,X002414.SZ,X002179.SZ,X002049.SZ,X000066.SZ,X600118.SH,X002185.SZ,X002180.SZ,X002008.SZ,X600522.SH,X600498.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0999140376300619,0.161924838341121,0,0,0,0,0,0,0,0.0800542538599008,0,0,0.0430236808879349,0,0.0594412006215851,0,0,0,0,0,0,0,0.0690101661827638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0143247011276102,0,0,0,0,0,0,0,0,-0.00185882643313086,0.00425025071677205,0,0,0,0,0,0
X000858.SZ,0,0,0.0282970649916285,0,0,0,0,0,0,0,0.0122341832916091,0,0,0.37758714125384,0,0,0,0.083102978398653,0,0.0245675607142137,0.118167820372437,0,0,0,0,0,0,0,0,0.0884611464692415,0.0256033064603543,0,0,0,0,0,0,0,0,0,0,0,0,0.0121906432859949,0,0,0,0,0,0,0,-0.0115803637568368,0.0169770207372638,0,0,0,0,0,0
X600276.SH,0.027173741309703,0.126302064975857,0,0,0,0,0,0,0.29865244345437,0,0.0353049130370912,0,0,0,0,0,0,0,0,0,0.10266075949566,0.0524588040341424,0,0,0,0.176191973994463,0,0.0490037463149051,0,-0.0794957094051767,0,0,0,0,0,0,0,0,0,0,0,0,0.092918736602001,0,0,0,0,0,-0.0355640544788526,0,-0.00765004857238639,-0.0266360731527465,0,0,0,0,0,0,0
X000651.SZ,0,0.147552752685963,0,0,0,0.0724050539758457,0,0,0,0,0,0.0871007166918689,0,0,0,0.26590046042627,0,0,0,0,0,-0.0347850136716552,0.0596694125742699,0.0665339231739491,0,0,0.00481469429164525,0,0,-0.0768810844354419,0,0,0,0,0,0,0,0,0,0,0,0,0.0756163491063894,-3.46944695195361e-18,0,0,0,0,0,0,0.0166438669377373,0.00414584644125111,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.135087158992594,0,0,0,0.192561038923754,0,-6.93889390390723e-18,0,0.063629346389774,0.0148331346058547,0.0826331951953166,0,0,0,0.115376129727888,0,0,0,0,0,0,0,0,0,0,0,0,0.286024446934258,0,0.0780652611870285,6.93889390390723e-18,0,0,0,0,-0.0383758724287051,0,-0.039138615881235,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0.119480410796205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.324069415769497,0,0,0,-0.0344288775755577,0.00470336652329133,0,0,0,0,0,0,0,0.0569100442799169,0,0,0,0,0.320710264419966,0,0.0143947101140979,-0.00964145023773814,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00475639720080739,0,0,0,0,0,0,0.0649449598226409,0.0763804917422219,0,0,0,0,0,0.457296176585039,0,0,0,0,0,0,0.083377457033342,0,0,0.0502012666801659,0,0,0,0.024798471423169,0,0,-0.0333239861412488,0.00468073043489842,0,0,0,0,0,0,0
X000063.SZ,0,0.040774331460118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12599872337297,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0.0416753792461078,0.0100647756607813,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0.121228603086873,0,0.155191172289392,0,0.0136495964888255,-0.0340084187420551,0,0,0,0,0,0
X000661.SZ,0,0,0.340840290309082,0,0,0,0.144433865471444,0,0,0,0,0,0,0,0,0,0,0,0,-0.0574764212498749,0,0.105490103812352,0,0,0,0,0,0,0,0,0,0,0,0.0183689722015875,0,0,0,0,0,0,0.137562574381634,0,0,0.0100147397268653,0,0,-0.112902921226728,0,0,0,0.0172774096058309,0,-0.00306988459079605,0,0,0,0,0,0
X000725.SZ,0,0,0,0,-0.0627801585659227,0,0,0,0,0,0,0,0,0,-0.00983952475646374,0,0.0718681478270652,0,0,0,0,0,0.402481099231627,0,0,0,0.189268039935597,0,0,-0.0522191384793464,0,0.00451564068033603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0977233188689205,0,0,0.00425680273156582,0.00635690994495684,0,0,0,0,0,0
X002304.SZ,0,0.274273233031017,3.46944695195361e-18,0,0.103514374428242,0,0,0,0,0,0,0,0,0.000542894630632933,0,0.0715370103652816,0,0.0498627229581696,0,0,0.0451621840219631,0,0,0,0,0,0.098029560268257,0,0,-0.0478048912048943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0112948308210951,0,0,0,0,0,0,0
X600031.SH,0,0,0,0.0658248753818181,0,0,0,0,0,0,0.0480836984832435,0,0,0,0.0011201192372038,0,0,0,0,0,0,0,0,0.0971240922680359,0.0682845910778144,0,0,0.0230612443561162,0.0343595996408135,0,0,0,0,0,0,0.374555609637457,-0.149323926031046,0,0,0,0,0,0,0,0,0,0,0.107130123196824,0,0.03309035436119,0,-0.0180320593412404,0.0164562672740433,0,0,0,0,0,0
X003816.SZ,0,0,0,0,-0.0431791174526776,0,0,0,0,0.131799523181312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0204186004867906,0,0,0,0,0,0,0,0,0,-0.0115744447522901,0,0,0,0,0,-0.0154401746073906,0,0,0,0,0.115541797574199,0,0,0,-0.00206042025107785,-5.42101086242752e-20,0,0,0,0,0,0
X000568.SZ,0,0.473813496978916,0,0.0908799559423797,0,0,0,0,0,0,0,0,0,0,0.294113476050837,0,0,0.0225185053867256,0,0,0,0,0.0488123531744454,0,0,0,0,0,0,-0.13910747083865,-0.0302401619530848,0.088705343873588,0,0.0332321627702082,0.0594544721676521,0,0,0,0,0,0,0,0.0640098370288464,0,0,0,0.0263267220920255,0,0,0,0,0,-0.00164646138570288,0,0,0,0,0,0
X600809.SH,0,0.200072496622434,0,0,0,0,0,0,0,0,-0.123928652383314,0,0,0.459725054733589,0,-0.0956735221689179,0,0,0,0,0,0,0,0,0,0,0.0244531850215382,0,0.0172915012601752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0116437845770849,0,-0.0375374167652847,0,0,-0.00214955679632277,-0.00772488304600089,0,0,0,0,0,0
X600690.SH,0,0.160708065723755,0,0.233174359851844,0,0,0,0,0,0,0.194422387135127,0,0,0,0,0,0,0,0,0,0,0,0,0.136486364933448,0.0601361227511892,0,0,0,0,0,0,0,0,-0.104616709400492,0,0,0,0,0,0,0,0,0,0.0288037313237425,0,0,0,0,0,0,0,0.00499419763558271,0.00858128689523024,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0,0,0,0,0,0.0574541160702314,0.200293572847617,0,0,0,0.0778904653762908,0,0,0.0133803492345008,0,0,0,0,0,0,0,0,0.0049692412687319,0,0,0,0,0,0,0,0,0,0,0,0.0823598446625527,0,0,0,0,0.0549867148460343,0,0,0,0,0.118818686220663,0.0423808127975922,0,0.00337170781494911,-0.00125429748664403,0,0,0,0,0,0
X600703.SH,0,0.0667057931324871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0272285591563784,0,0,0.0637044512766386,0.0267372156037931,0.146918126992505,0.314932557155193,0,0,0,0,0,0,0.0799627188108456,0,0,0,0,0,0,0.181343605405564,0,0,0,0.154712151538167,0,0,0,0,0,0,0,0,0,0,0.00977289951705998,0.012015446405921,0,0,0,0,0,0
X002007.SZ,0,0,0.391396379561917,0,0.0821166840808544,0,0,0,0.131324340733929,0,0,-0.201548693738459,0,0,0,0,0,0,0,0.0574468305932995,0.282740112563724,0,0,0,0,-0.0601388883622117,0,0.0736065723643434,0,0,0.14136274610683,0,0,0,0,-0.128383805029057,0,0,0,0,0,-0.136890775110097,0.138532395792092,0,0,0,-0.459280730975267,0,0.12127203069399,0,-0.0534194000774656,0,-0.00481571683717864,0,0,0,0,0,0
X002241.SZ,0,0,0,0,0.247472105023437,0,0,0,0,0,0,0,0,0,0,0,0,0.198151595077028,0,0,0,0,0.0106529569697964,0,0,0.101953302106656,0,0,0,0,0,0,0,0,0,0,0.078572861726568,0,0.290220713979379,0,0,0,0,0,0,0.173029032069964,0,0,0,0,0.0879924888717822,-0.0269935685780902,0.0198813408426672,0,0,0,0,0,0
X300142.SZ,0,0.0347930543154999,0,0,0,0,0,-0.356759830924396,0.0577839616444261,0,0,0,0,0.23782721495284,0.048109322086307,0,0,0,0.149158793740242,0,0,0.0496401930380672,0,0,0,0,0,0.0261249639663939,0,0,0,0,0,0,0,0,0,0,0,0,0.255860618243588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002371.SZ,0,0,0,0,0,0,-0.00327017870931426,0,0,0,0,0,0,0,0,0,0,0,0.12381147549996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0803573738714134,0.464399175871735,0.350889752753774,0,0,0,0,0,0,0.100922316723252,0.0268938476311727,0,0,0,0,-0.178823422049207,0.016073720528978,-0.0182753055833634,0,0,0,0,0,0
X000100.SZ,0,0,0,0,0,0,0,0,0,0.42083118277735,0,0,0,0,0,0,0,0.00564389954227848,0,0.205947225271137,0,0,0,0.0703869530654531,0,0,0,0,0,0,-0.0614833814743181,0,0,0.0397740969611939,0,0,0,0,0,0,0,0,0,0,0,0.0813925287366549,0.0987990642560235,0,0,0,0,0.0247762408746153,-0.00301248015902626,0,0,0,0,0,0
X300014.SZ,0,0,0,0,0.220089203105903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0574382987353254,0,0,0,0,0,0,0,0.0755545310191366,0,0,0,0,0,0,0.109299706339218,0,0,0,0,0,0.200739708833899,0,0,0,0.157810695142749,0,0,0.134079692759239,0,-0.0185938331497311,0,0,0,0,0,0,0
X000596.SZ,0,0,0,0,0.138519368600839,0,0,0,0,0,0,0,0,0,0.190796038492192,0,0,0,0,0,0.0984323969740635,0,0,0.11091265533564,0,0,0.00645216656269214,0,0.0970292359233327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0223112692553862,0,0,0,0,0,0.00858422217429136,0.00689493980024394,0,0,0,0,0,0
X600183.SH,0,0,0,0,0.0718998162388624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.128919296646457,0,0,0,0.0596374195065062,0,0,0,0,0,0,0.0522071787711764,0,0,0,0,0,0,0,-3.46944695195361e-18,0.417067567553248,0,0,0,0,0,0.177676521006303,0,0,0,0,0,-0.0008668534898929,0,0,0,0,0,0,0
