,X600519.SH,X600104.SH,X002415.SZ,X000858.SZ,X000651.SZ,X600276.SH,X002304.SZ,X000725.SZ,X600690.SH,X000063.SZ,X000338.SZ,X002475.SZ,X600031.SH,X000568.SZ,X600741.SH,X601877.SH,X600703.SH,X600271.SH,X002236.SZ,X000100.SZ,X300124.SZ,X002008.SZ,X600809.SH,X300003.SZ,X000625.SZ,X000596.SZ,X600487.SH,X000661.SZ,X600498.SH,X002456.SZ,X000050.SZ,X002007.SZ,X002179.SZ,X000157.SZ,X300142.SZ,X300146.SZ,X600066.SH,X600522.SH,X600177.SH,X600776.SH,X600089.SH,X002129.SZ,X002180.SZ,X600566.SH,X002241.SZ,X600867.SH,X600372.SH,X002506.SZ,X000977.SZ,X600118.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,4.31701636235092e-05,0.246468487979122,0,0.0822737616275072,0.132179762323035,-0.00911154833999358,0,0,0,0.0178470498976406,0,0,0,0,-0.0519560212100671,0,0,0,0,0,0,0,0,0,0,0,0.0359410354090377,0,0,0,0,0,0,0.0689601861917652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0243088448501249,0.0337027236969682,0,0,0,0,0,0
X600104.SH,0,0,0,0.121390460042553,0,0,0,0,0.123266654371012,0,0,0,0.0398428353940968,0,0.218691575802592,0,0,0,0.0852035064498798,0,0,0,0,0,0,0,0,0,0,0,-0.0156959816264101,0,0,0,0,0,0,0,0,0,0,0,0,0.226176604796406,0,0,0,0,0,0,0,0.0057791565213043,-0.0469299506529888,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0.201799256198528,0,0,0,0,0,0,0.56430109702281,-0.0295200560801303,0,0,0.148067696783012,0.0374556043433156,0,0,0,0,0,0,0,-0.158116286036543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0436470566208408,0.046155065825116,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0.0257535571648893,0.103590338044305,0,0,0,0,0,0,0.349599184698299,0,0,0,0,0.0581081618942564,0,0,0.0241032036516658,0.0344389511030599,0.0125895791638492,0,0,0,0.0192429693731273,0,0,0,0,0,0,0,0,0,0,0,0.0039083751809822,0,0,0,0,0,0,0,0,0,0,0,-0.000776217371564699,-0.00513141684188286,0,0,0,0,0,0
X000651.SZ,0,0.102856302111389,0,0,0,0,0,0,0.112331798963622,0,0,0,0,0,0.102248043316735,0,0,0,0.102415059552289,0,0,0,0,0,0,0,0,0,0,0,-0.0282505553760458,0,0.0768034189724898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600276.SH,0.138961988718811,0,0,0,0,0,0.243984433436021,0,0,0,0,-0.132908099908334,0,0,0,0,0.360722741196452,0,0,0,-0.17199862948551,0,0,0.441832306729051,0,0,0,0.00836466662265296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11514882240394,0,0.00714017332317239,0,0,0,0,0,0.0111961445540482,0.0861302271616748,0,0,0,0,0,0
X002304.SZ,0,0.0316052114483552,0,0.0202881039579493,0,0,0,0,0,0,0,0,0,0.242751077755309,0,0,0,0,0,0,0.133603711948511,0,0,0.139917773936608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0966408660429237,0,0,0,0,0,0,0,0,0,-0.00759066530350448,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0.0902534584340647,0,0,0,0,0,0.151571816368577,0,0,0.0392927879598316,0.0759471784668026,0,0,0,0,0,0,0,0,0,0.0510509411469645,0.137808752614353,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0.00278153455652112,0,0.0141731320193332,0,0,0,0,-0.0684989601537133,0.00623600058129399,0.0033054579514708,0,0,0,-0.0189862595618171,0,0
X600690.SH,0,0.21664246449703,0,0,0.120176095039372,0.0335269376682565,0.161171211042939,0,0,0,0.00806837746980017,0,0,0,0,0,0,0,0,0,0,0,0.0405008686439353,0,0,0,0,0,0,0,-0.0551432832050269,0,0.0771516997209243,0,0,0,0,0,0,0,0,0.0428648865525909,0.114748233244234,0,0,0,0,0,0.15143476312517,0,0,-0.00358974660107062,-0.0096353491088176,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0028001941122287,0.0710760755197546,0,0,0,0,0,0,0,0,0.27232176738613,0,0.199313555252949,0.0329116504236362,0.0330722704321672,0,0,0,0,0,0,0.125679199401924,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0120822682626407,-0.0149490591679083,0,0,0,0.130100630443941,0,0
