,X600519.SH,X000858.SZ,X000568.SZ,X600809.SH,X002415.SZ,X600276.SH,X600690.SH,X002304.SZ,X002475.SZ,X000651.SZ,X300124.SZ,X600104.SH,X003816.SZ,X000063.SZ,X000596.SZ,X000725.SZ,X600031.SH,X002371.SZ,X000625.SZ,X000338.SZ,X002129.SZ,X300014.SZ,X002179.SZ,X600703.SH,X002049.SZ,X000100.SZ,X600089.SH,X600372.SH,X002236.SZ,X000157.SZ,X600741.SH,X000977.SZ,X600584.SH,X000661.SZ,X002241.SZ,X601877.SH,X600522.SH,X000733.SZ,X600702.SH,X601799.SH,X002074.SZ,X000800.SZ,X002007.SZ,X002028.SZ,X300142.SZ,X002180.SZ,X002463.SZ,X600183.SH,X600460.SH,X000066.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.00441829339131847,0.147463274417721,0,0,0,0,0,0.0793703750336547,0.0113252736415124,0,0,0,0,0,0,0,0,0,0,0,0.0529642245752152,0,0,0,0,0,0,-0.0354677648286589,0,0,-0.0540382730023187,0,0,0,0.0598040120009961,0,0,0.176153061808705,0,0,0,0,0,0,0,0,0,0,0,0,-0.0215065345933527,0.0207731163720136,0,0,0,0,0,0
X000858.SZ,0,0,0.455851641306047,0,0,0,0,0,-0.0334059669399523,0,0,0,0,0,0,0,0,0,0.132175472211747,0,0,0,0,0,0,0,0,0,-0.082209839064689,0,0,0,0,0,0,0,0,0,0.0776763927046846,-0.152215401063063,0,0,0,0,0.108634352507464,0.145257694682439,0,0,0.0502374865542686,0,-0.0193242990643474,-0.00321468894678383,0,0,0,0,0,0,0
X000568.SZ,0.334463018855005,0.0335290796455922,0,0,0.10304219513494,0.0227786132202845,0,0,0,0,-0.0350912470396573,0,0,0,0.252831124809325,0,0,0.0963573030365183,0,0,-0.0223649856793512,0,0,0,0,0,0,0,-0.052092939908705,0,0,0,0,0,0,0,0,0,0.215162591949987,-0.0312519873403221,0,0,0,-0.159897067314152,0,0,0.0304806769269004,0,0,0,0,0,0,0,0,0,0,0,0
X600809.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.195449887040691,0,0,0,0,0.144070633488827,-0.083142423689809,0,0.0468505869073356,0,0,0.00599669445620618,0,0,0.0419841212403408,0.0520689436791892,0,0,0,0.0920645760381489,0,0,0,0,0.0246477416670104,0.482305570698869,0,0,0,0,0,0,-0.0989845419833103,0.0820933980052976,0,0,0,0,0.0158560366748254,0.00289218195362936,0,0,0,0,0,0
X002415.SZ,0,0,0.0896541596025468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00836680648075322,0,0,0,0,0,0,0,0,0.00996506809702929,0,0.291512043755232,0,0,0,0,0,0,0,0,0,0.192863860229008,0,0,0.00733237505046299,0,0,0,0.0229480522842712,0,0,0,0.0107925016975534,0,0,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0482448748750055,0,0,0,-0.104544185377155,-0.274035246657054,0,0,0,0,0,-0.181355918879661,0,0,0,-0.308553513159453,0,0,0.0313689307560765,0.0784060025309459,0.507855941331543,0,0,0,0,0,0.0967170276461165,0,0,0,0.196265476428201,0,0,0.0202148602646788,0.21078203131082,0,0,0,0,-0.0105112442523349,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0,0,0.0443874959601047,0,0,0,0.00156773240845569,0,0,0.119906247237109,0,0,0,0.0376272595842442,0,0,0,0.027274755282553,0,0,0,0,0,0,0.00360115517849084,0,0,0,0,0,0,0.0857797274981476,0,0,0,0.0677027521735167,0,0.0128728412291296,0,0.00504784093348909,0,0.0299269289102993,0,0,0,0,0,0,0,0,0,0
X002304.SZ,0,0.417020266154035,0.0336423720023424,0.128281931416409,0,0,0,0,-0.019937836658231,0,0,0,0,0,0.0297317424556739,0,0,0,0.0352994603147897,0,0,0,0,0,0,0,0,-0.0020121328174387,0,0,0,0,-0.0142757915589823,0,0,0,0,0,0.0484837995786414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.167965313891192,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.455365040022792,0,0,0,0,0.172354219745486,0,0,-0.0259536574058373,0,0,0.127710395846632,0,0,0,0.0488067326824814,0,0.0284096974373909,0,0,0,0,0,0,0.0760252980817654,0,0,0,0,0,0.0303108421119471,0,0,-3.46944695195361e-18,-0.0717173171253814,0,0,0,-0.120236483294606,0.172701710050357,0,0,0,0,0,0
X000651.SZ,0,0.0361761005253687,0,0,-0.0441727157159265,0.0606726476271416,0.289163216023703,0,0.0703751371193823,0,0,0,0,0,0,0,0.0382160827438583,0,0.0947115304192538,0,0,0,0,0,0,0,0,0,-0.113653042995254,0,0,-0.00360869584070795,0,0,0,0,0,0,0,0,0,0,0,0,0,0.088266227649351,0,0,0,0,0,0,0,0,0,0,0,0,0
