,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X600276.SH,X600690.SH,X002304.SZ,X000568.SZ,X000651.SZ,X002475.SZ,X600104.SH,X000725.SZ,X600031.SH,X300014.SZ,X300124.SZ,X002371.SZ,X000338.SZ,X002129.SZ,X600703.SH,X002241.SZ,X000625.SZ,X000063.SZ,X002049.SZ,X601877.SH,X003816.SZ,X300142.SZ,X000596.SZ,X002179.SZ,X000661.SZ,X000100.SZ,X600089.SH,X600741.SH,X600460.SH,X002236.SZ,X002074.SZ,X000157.SZ,X000799.SZ,X002414.SZ,X600702.SH,X600584.SH,X000733.SZ,X600884.SH,X600779.SH,X601799.SH,X600183.SH,X002007.SZ,X000800.SZ,X002008.SZ,X300003.SZ,X002176.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.219814385505616,0,0.0868744439766145,0,0.00441385126466643,0,0.153957157414812,0,0,0,0,0,-3.46944695195361e-18,0.038960387817529,0,0,0.0777700848627842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.062203811579545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0.111843535256583,0,0,0.220134499013198,0,0,0,0,0.0200526565746962,0,0,0,0,0.134974380638464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0177397799728267,0,0,0,0.0805977679286163,-0.075224679964622,0.0661125383358996,0,0,-0.0130413515827523,0.177205932126792,0,0,0,0,0,0,0,0,0,-0.0201503200967784,0,0,0,0,0,0
X002415.SZ,0,0.0118178436191743,0,0,0,0.0249295840614007,0,0,0,0,0,0,0.0476229430302494,0.112852244741402,0,0,0,0,0.134386255940194,0,0,0,0,0,0,0,0.025535796868126,0,0.0183781990573913,0,0,0,0,0,0,0,0,0,0,0,0.0750414559496163,0.0896125596933105,0,0.125481958661179,0,0.0680140413228146,0,0,0,0,0,0,0,0,0,0,0,0,0
X600809.SH,0,0,0,0,0,0,0.116856944523893,0.213301863960393,0,0,0,0,0,-0.0957769550803197,0.025384559005471,0,0,-0.139746392990443,0,0,-0.0561163774826215,0,0,0,0,0,0.0699043756689623,0,0,0,0,0,0,0,0,0,0.469519782688431,0,0.107207537480554,0,0,0,0.00624795008217644,0,0,0,0,0,0,0.0221845579224142,0,-0.042903302846852,0.0541986586152628,0,0,0,0,0,0
X600276.SH,0,0.254712845084161,0,0,0,0,0,0,0,-0.110767541096282,0,0,0,0.199661611704437,0.320323921900374,0,0,0,0,-0.0111855572948903,0,0,-0.367473911473913,0,0,0,0,0,0.113232432357992,0,-0.0326362051163805,0,0,0,0,0,0,0,0,0,0,0.032797015140188,0,0,-0.0311244997567972,0,0,0,0,0,0,0.0154741022104475,0,0,0,0,0,0,0
X600690.SH,0,0.00572875451933851,0,0,0.106634212951417,0,0.19077227065516,0.155700956407296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0295546696903963,0,0,0.111818160832158,0,0,0,0,0,0,0.275492562821174,0,0,0.0171663073503145,0,0,0,0,0,0,0,0,0,0,-0.0225830735523449,0,-0.0231675365843516,0.00671933081957419,0,0,0,0,0,0
X002304.SZ,0,0,0,0.280987044478592,0,0,0,0.437559150377741,0,0,0,0,0,-0.0920980451995215,0,0,0,0,0.12243310974539,0,0,0,0,0,0,0.0276977695633753,0,0.036892673561764,0,0,0,0,0,0,0,0,0,0,0,0.104877788445116,0,0,0,0,0,0.138722863457469,0,0,0,0.0677683300753453,0,-0.0630989490089765,0.00754720266559466,0,0,0,0,0,0
X000568.SZ,0,0.440783687593429,0,0.0984583818200332,0,0,0.0904329019231986,0,0,0,-0.177074078402579,0,0,0.00241894238483054,0,-0.0415006905216007,0,0,0,0,0,0,0,0,0,0,0.136128688942056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0801229860423594,0,0,0,0,0,0,0,0,-0.00061866016087651,0.0211594985179155,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0.0409646378739724,0,0,0,0,0,0,0,0,0,0,0,0.0323761831671273,8.67361737988404e-19,0,0,0,0.16310207315072,0,0,0,0,0,0,0.0506607675846942,0,0,0,-0.04084595769099,0,0,0.00607361139444207,0,0,0,0,0,0,0.0449297435975837,-0.114471403529481,0,0,0,0,0,0,0,-0.0509847944659777,0.106839748105968,0,0,0,-0.0408226975056855,0,0
X002475.SZ,0,0,0,0.0559140592021139,0,0,0,0,0,0,0,0,0,0,0,0.104625298529534,0,0,0,0.193861994566916,0.0546214978707191,0,0.133686079934989,-0.149145960748426,0,0,-0.0254696437885605,0,0,0,-0.177348826268213,0,0.112577032171545,0,0,0,0,0,0,0,0,0,0,0.113334858265687,0,0.0417110321473388,0,-0.0281034305784462,0,0,0,0,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0113069924096393,0,0,0,0,0,0.0229734927266917,0,0.12005070603386,0,0,0.0241551032215534,0,0.108164931805569,0,0.0586683079481643,0,0,0,0.0580531903335263,0,0,0,0,0.0498416597204238,0,0,0,-0.148008989419214,0,0,0,0,0,0,0,0,0,0,-0.00664630141132527,-0.0359495137406348,0,0,0,0,0,0
X000725.SZ,0,0,0,0,-0.00931453102950036,0,0,0,0,0,0,0,0,-0.00351635932777582,0,0,0,-0.0302754508107896,0,0,0,0,0,0,0,0,0,0,0,0.312628533226713,0,0,0,0,0,0,0,0,0.04287617967618,0,0,0,-0.0422167710042657,0,0,0,0.182617017423084,0,0,0.00199069092084556,0,-0.00478143895288775,-0.0325862852374913,0,0,0,0,0,0
