,X600519.SH,X000858.SZ,X000568.SZ,X002415.SZ,X600809.SH,X600276.SH,X002304.SZ,X600690.SH,X002475.SZ,X000651.SZ,X300124.SZ,X600104.SH,X600031.SH,X000725.SZ,X000063.SZ,X300014.SZ,X000596.SZ,X003816.SZ,X002129.SZ,X000625.SZ,X002371.SZ,X000338.SZ,X600703.SH,X002179.SZ,X002049.SZ,X600089.SH,X000661.SZ,X000100.SZ,X002180.SZ,X002241.SZ,X600702.SH,X601877.SH,X300142.SZ,X000157.SZ,X600741.SH,X000977.SZ,X600522.SH,X000733.SZ,X600584.SH,X002074.SZ,X000799.SZ,X600460.SH,X002236.SZ,X000066.SZ,X300003.SZ,X600183.SH,X601799.SH,X600884.SH,X002007.SZ,X000800.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.060350346742421,0,1.73472347597681e-18,0.167042594491792,0,0.245992524240832,0,0.0373114314837799,0,0,0,0,0,0.0442778868431856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00694055577577174,0,0,0,0,-0.104915730606507,0,0.0144002714364818,0,0,0,0.0947265469910041,0,0,0,0,0.0751287597318675,0,0,0,0,0,0.00772377714592149,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0.0593268874184419,0.12993002123518,0,0.617805357649535,0.0159420116794315,0,0.202673627640698,0,0,0.0994441503810758,0,0,0,0.0109201928824469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0111256154148613,0,0,0,0,0.0127297269725884,0,-0.0226897107863115,0,0,0,0,0,0,0
X000568.SZ,0,0.490661373886861,0,0,0,0,0.325720654483122,0.0274536198734576,0,0,0,0,0,0,0,0,0,0,0,0,0.0599816900525701,0,0,0,-0.151131175681747,0,0,0,0,0,0,0,0,0,0,-0.0638853395446275,-0.117133110999383,-0.0427933812808451,0,0,0,0,0,0,0,0.255818492155672,-0.0216123478572366,-0.0789438887716595,0,0,0,0,-0.00746600109559862,0,0,0,0,0,0
X002415.SZ,0,0.297529544642448,0,0,0,0,0,0,0.0532501917939859,0,0,0,0,0,0,0.0525590814433802,0,0,0,0,0.198021963418356,0,0,0,0,0,0,0,0,0,-0.19297670026166,-0.0885815024070119,0,0,0,0,-0.056819233671195,0,0.0259091780101272,0,0,0,0.15226364509615,0.014392597560918,0,0,0,0,-0.0593602525608515,0,0,0.0220425022637225,-0.0370041385632968,0,0,0,0,0,0
X600809.SH,0,0,0.213743486077949,0.168321525573038,0,0,0.14450639897977,0.109107943827824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0495559954341845,0,0,0,0,0,0,0,0,0.25817915142778,0,0,-0.0873724233132231,0,-0.0131309930075486,0.006380515871275,0,0,0,0,0.0030876203503776,0,0,0,0,0,0,0
X600276.SH,0,0,0.130827683323905,0,0,0,0,0,0,0,0,0,0,0,0,-0.00216590100472613,0,0,0,0,0,0,0,0,0,0,0.0765226447808287,0,0.0468765596824594,0,0,-0.184709677675035,0.026398724421693,0,0.231028124060498,0,0,0.0109183258436705,0.0207979484314898,0,0,0.00753940387397528,0,0.124467022310915,0,0,0,0,0,0,0,-0.04283812959088,0.0360691986254324,0,0,0,0,0,0
X002304.SZ,0,0.320479357315501,0.351408364778578,0,0,0,0,0,0,0,0,0,0.0337760459324877,0,0,0,0.232186519218571,0,0,0,0,0,0,0,0,0,0,0,0,-0.0413948253694198,0,-0.00686214976722302,-0.0614845116120156,0,0,0,-0.0210605897768971,0,0,0,0,0,0,-0.0399064988567392,-0.0646253113208231,0,-0.0432529565387056,0,0,0,-0.0110898233658881,-0.0220820165449717,0.0194268965070224,0,0,0,0,0,0
X600690.SH,0,0,0.176543064490163,0,0.0156526760557759,0,0,0,0,0,0,0,0.0994618150998939,0,0,0,0.0614950075890178,0,0,0.0855150051137957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0265162340196809,0,0,0,0,0.0161468789659334,0,0,0,0,0,0,0,0,0,0,0.00216105811082463,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0.344598336769285,0,0,0,0,0.237558433569369,0,0,0.220023578333883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.147721270605669,0.0724670473247421,0,0,0,0,0,0,0,0,0,0,0.110394714237482,0,0.513292594238168,-0.0173074704698684,-0.0041585583157643,0,0,0,0,0,0
X000651.SZ,0,0.192726276562698,0,0,0,0,0,0.215060926824324,0.0073916575691736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0444126560092965,0.0407779476122425,0,0,0,0,0,0,0,0,0,0,0,-0.0396388622040223,0.0352997388593385,-0.00114987548792309,0,0,0,0,0,-0.0098440778745307,0,0,0,0,0,0
