,X600519.SH,X600104.SH,X002415.SZ,X600276.SH,X000651.SZ,X000858.SZ,X002304.SZ,X000725.SZ,X600690.SH,X000063.SZ,X002475.SZ,X600031.SH,X600703.SH,X000338.SZ,X000568.SZ,X600741.SH,X300003.SZ,X601877.SH,X600271.SH,X300124.SZ,X002236.SZ,X002008.SZ,X600498.SH,X002456.SZ,X600487.SH,X002007.SZ,X000100.SZ,X000661.SZ,X000625.SZ,X600566.SH,X300146.SZ,X002179.SZ,X600867.SH,X600809.SH,X000596.SZ,X002180.SZ,X000157.SZ,X300142.SZ,X600177.SH,X002294.SZ,X300136.SZ,X600089.SH,X600066.SH,X002506.SZ,X000977.SZ,X002241.SZ,X600372.SH,X600522.SH,X000981.SZ,X000050.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0.758580428500082,0.0186608931808157,0,0,0,0.0614441068285519,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0596076011298183,0.00150210608127391,0,0.0372254843626481,0,0,0,0,0,0,0,0,0,0,0,0,-0.0113609268607661,0,0,0,0,0,0,0,0,0,0,0.0469474682442389,-0.0254604974904461,0,0,0,0,0,0
X600104.SH,0,0,0.0515756514009607,0,0,0,0,0,0,0,0,0,0,0,0,0.280488978466328,0,0,0,0,0.104685206968412,0,0.154368545428684,0,0,0,0,0.0144234165520858,0,0,0,0,0,0.208800600094608,0,0,0,0,0,0,0,0,0,0,0.0957446028472992,0,0,0,0,-4.33680868994202e-19,-0.158698985983284,0,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.595506871746526,0.113841172982002,0.141513336981446,0,0,0,0,-0.0327518186931594,0.0583463368646614,0,0,-0.129090825970669,0,0,0,0.0652419848255538,0,0,0,0,0,0,0,0,0,0,-0.0462613959101629,0,0,0,0.211957412718463,-0.00552676776048638,0.116072264010258,0,0,0,0.104132654280524,0,0
X600276.SH,0,0.0587882404952608,0.133177464845932,0,0,0,0,0,0,0.0107964830471208,0.0131396546532855,0,0,0,0.0316468150725608,0,0.395403208006426,0,0,0,0.0103094486284198,0,0,0,0,0,0,0,0,0.0442431413490008,0,0,0.0415632122894148,0,0,0.0248097937832729,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0897883860317341,0,-2.16840434497101e-19,0.0212409649867348,0,0,0,0,0,0
X000651.SZ,0.158657443863037,0,0,0,0,0.140749499369914,0,0,0,0,0,0,0,0,0.183281927058861,0,0.0821778496893722,0,0,0.0665007819328947,0,0,0,0,0,0,0,0,0,0,0.0241507453160324,0,0.067404459884688,0,0,0,0,0.0232053740443138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000858.SZ,0.0484836475935195,0.0141461446794102,0,0,0,0,0.187289319315773,0,0,0,0,0,0,0,0.0849283801164492,0,0,0,-0.00579413729767168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.292267708435009,0.201662585857161,0,0,0,0,0,0,0,0.0878855738137035,0,0,0,0,0,0,0,0,0.0192714375586665,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0.367737370388326,0,0,0,0,0,0,0,0,0.439683940950238,0,0,0,0,0,0,0,0.0260872455390695,0,0,0,0,0.0270086915145401,0,0,0.073710953905513,0,0.0535072455666522,0.182054475938565,0.0315383545691129,-0.110365759177151,0,0,0,0,0,0,-0.015989090450023,0,0,0,0,0,0,0,0.00172858766438037,0,0.0434840163066157,0,0,0,0,0,0
X000725.SZ,0,0,0,0.0459181875302992,0,0,0,0,0,0,0,0,0,0,0,0,0.0486114826899022,0,0.0894514951419075,0,0,0,0.246148471905828,0,0.128923445217706,0,0.262828945359897,0.0807167515002922,0,0,0,0,0,0,0,0.0526115965087872,0,0,0,0,0.00235486922724843,0,0,0.0012189418520489,-2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0.152828159527783,0.0697932465741888,0,0,0,0,0,0,0,0,0,0,0,0,0.162927203274995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0552635153062451,0,0.219431748627674,0,0.297315711740948,0,0,0,0,0,0,-0.0243643084062453,-0.0175705983139461,0,0,0,0,0,0
X000063.SZ,0,0,0.181033446390805,0,0,0,0,0,0,0,0.244098737594325,0,0.10736155195661,0,0,0,-0.0259651523075869,0,0,0,0,0,0.0559484013037987,0.182752196728851,0.209701305331022,0,0,0,0,0,0,0,0,0,0,0.0619907445077988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00995201206913934,-0.0698235817164863,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.151633884083638,0,0,0,0,-0.0251021996136377,0,0.641644976883155,0,0,0,0.217691618872916,0,0,0,0,0,-0.101983063485479,0,0,0,0,0,0,0.0459907688229192,0,0,0,0.209183141993504,0,0,0,0,0,-0.0470369450315245,0.0202078544779698,0.0768737583767313,0,0,0,0,0,0
X600031.SH,0,0,0,0.0311876091939606,0,0,0,0,0,0,-0.00104897817097964,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0426612096777348,0,0,0,0,0,0.125175355654541,0,0.0621185653644534,0,0.075191046659346,0,0,0.300677435505041,0,0,0,0,0,0,0,0,0.254426354224553,0,0.0451521458356162,0,0,-0.0262745723184253,0.0370937086940499,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.275322936193144,0,0,0.09849499006584,0.0869469399419189,0,0,-0.0399437016327076,0,0,0.236048582845339,0.248444709305095,0,0,0,0,0,0,0,0,0,0,0,0,-0.160573923817904,0,0,0,0.234364035027931,0,0,-0.0328224754237231,-0.00292955950523962,0,0,0,0,0,0
