,X600519.SH,X000858.SZ,X002415.SZ,X000568.SZ,X600276.SH,X600809.SH,X002475.SZ,X600690.SH,X000651.SZ,X002304.SZ,X600104.SH,X300124.SZ,X000625.SZ,X000725.SZ,X003816.SZ,X000596.SZ,X000063.SZ,X000338.SZ,X002371.SZ,X600031.SH,X300014.SZ,X002179.SZ,X000100.SZ,X002129.SZ,X600703.SH,X600089.SH,X600372.SH,X002236.SZ,X000661.SZ,X002049.SZ,X002241.SZ,X600584.SH,X000157.SZ,X600741.SH,X000977.SZ,X601877.SH,X600522.SH,X000800.SZ,X002180.SZ,X002007.SZ,X002074.SZ,X601799.SH,X600183.SH,X002463.SZ,X600418.SH,X300142.SZ,X000733.SZ,X002028.SZ,X000066.SZ,X600702.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.28274812466829,0,0.111392011507407,0,0,0,0,0.0466170410983241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0116717027810429,0,0,0,0,0,0,0,0,0,0,0.0145164014541175,0.0827292075520813,0,0,0,0,0,0.167529779931162,0,0,0,-0.0111581066024067,0,0,0,0,0,0,0
X000858.SZ,0.119498941144303,0,0,0.0478203094065697,0,0,0,0,0,0,0,0,0.0565210431477688,0,0,0,-0.0486882369331626,0,0,0,0,0,0,0,0,0,0,0,0.0383141968919389,-0.15306129257705,0,0,0,0,0,0,0,0,0,0,0,-0.124599818000894,0.063815245416685,0,0,0.108470042265104,0,0,0,0.276225775422558,0,-0.00779521221757217,-0.00918596625541599,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0622632864869737,0,0.021089521250898,0,0,0,0,0,0,0,0,0,0.162740327943031,0,0,0,0.119392198736984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100169745695918,0.00405358142907097,0,0,0,0,0,0,0
X000568.SZ,0.53191446749219,0,0,0,-0.0200607544044363,0.292447827386925,0,0,0,0,0,0.210648331529297,0,0,0,0.177022182831569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00297453794208109,-0.0212635325769207,0,0,0,0.0150654592469325,0,0,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0.0439535246061623,0,0.276869272924509,0,0,0,0,0,0,0,0,0,0,-0.0403425314638367,0,0,0,0,0,0,0,0,0.215531813377851,0,0,0,0,0,-0.0597385373928424,0,0,0,0.116799291344021,0,0,0,0,-0.0611439252696938,0,0,0,0,0,0,0,-0.00223213029282392,0,0,0,0,0,0,0
X600809.SH,0.272945946758722,0,0,0.289768129286165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0149250310289225,0,0,0,0,0,0,0,0,0.00795107295113716,0,0,0,0,0,0,0,0,0,0,0,0,-0.0456630214154242,0.0134838668751507,0,0.0432371193310839,0,0,0.152339061132301,0,0,0,0,0.0305405393932233,-0.0568887120820567,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0196200255922734,0,0,0,0,0,0,0,0,0.123784649774939,0,0.0669555331223576,0,0.105600047476812,0,0,0,0,0,0,0.00820941243143134,0,0,0,0,0.17437741719551,0.0733121916298723,0,0,0,0,0,0,-0.020562711555907,0,0,0,0,-0.156214956081452,0,0
X600690.SH,0.0128132053100933,0,0,0.0746111123227172,0,0.0251498810565824,0,0,0.238222565647882,0,0,0,0.00146619809467486,0,0,0,-0.00750887890582532,0.156619215661091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0705897063874899,0.0441708136049718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0.106226657695964,0,0,0,0,0,0,0.107200403975439,0,0,0,0,0,0.141979847271923,0,0,0,0,0,0,-0.111427612862406,0,0,-0.000222833415972083,0.149419922605671,-0.0218920354162541,0,0,0,0,0,0,0.104569529001383,0,0,0,0,0.0973970439950762,0,0,0,0.0396940288594725,0,0,-0.147979584216519,0,0,0.0298099157924756,-0.0744762369987369,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0.176395676173552,0,0,0,0,0,0,0.0947581946889236,0,0,0,0.0981822452670528,0,0,0,0.155102293622535,0,0,0,0,0,0,0,0,0,0,-0.0730187122747707,0,0,0,0,0,0,0,0,0,0,0,0,-0.0533535621673007,0,0,0,0,0.166096686188538,0,0,-0.0269142673897581,0,0,0,0,0,0
