,X600519.SH,X000858.SZ,X002415.SZ,X000568.SZ,X600276.SH,X600809.SH,X002475.SZ,X600690.SH,X000651.SZ,X002304.SZ,X600104.SH,X000625.SZ,X300124.SZ,X000725.SZ,X003816.SZ,X000596.SZ,X002371.SZ,X000063.SZ,X000338.SZ,X600031.SH,X300014.SZ,X002179.SZ,X000100.SZ,X002129.SZ,X600703.SH,X600089.SH,X002236.SZ,X002049.SZ,X600372.SH,X002241.SZ,X000661.SZ,X000157.SZ,X600584.SH,X600741.SH,X000977.SZ,X601877.SH,X600522.SH,X000800.SZ,X002007.SZ,X002074.SZ,X600183.SH,X002463.SZ,X601799.SH,X600418.SH,X000066.SZ,X000733.SZ,X002180.SZ,X300142.SZ,X002028.SZ,X600702.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.300496874653084,0,0.10969190089404,0.0117319699653057,0,0,0,0.0201275147724832,0.00698934836536571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0172698988143224,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0.0726393676362263,0,0,0,0,0,0.149226350956763,0,0,-0.00923449719019067,0,0,0,0,0,0,0
X000858.SZ,0.0840363613991265,0,0,0,0,0,0,0,0,0,0,0.139517668097438,0,0,0,0.0806529641175545,0,-0.0420410988572116,0,0,0,0,0,0,0,0,0,-0.172650209162999,0,0,0.066513730976747,0,0,0,0,0,0,0,0,0,0,0,-0.094003576588834,0,0,0,0.108546230548291,0.0042895124255428,0,0.243307733750173,0,0,-0.0250430463684149,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.182185978216372,0,0,0,0,0,0,0,0,0,0.103066823698083,0,0,0,0,0,0,0,0.116658897265136,0,0,0,0,0,0,0.0209174458007799,0,0,0,0,0,-0.00460553041286306,0.0465489643921697,0,0.10475497022837,0.0091376069971955,-0.0187499009067911,0,0,0,-0.0785115929439484,0,0
X000568.SZ,0.45928263236855,0,0,0,0,0.345041300084872,0,0,0,0,0,0,0.110768353774017,0,0,0.201007410969722,0,0,0,0,0,0,0,0,-0.0131674029954512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00911942972566338,0,0,0,0,0,0,0,0,0.0115169139851348,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0.0525852977907549,0,0.26581726760502,0,0,0,0,0,0,0,0,-0.00903015785466807,0,-0.0577859032422053,0,0,0,0,0,0,0,0,0,0,0.181159092147374,0,0,0,-0.0682264949981653,0,0,0,0,0,0,0,0.020345148567374,4.33680868994202e-19,0,0,0.11295974653824,0,0,0,0,8.67361737988404e-19,-0.00208331461803733,0,0,0,0,0,0
X600809.SH,0.25243674427427,0,0,0.348663683193197,0,0,0.0104297325808295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102194711584683,0,0,0,0.0269811083219436,0,0,0,0.024779518140609,0,0,0,0,-0.108595448079889,0,0,0.0565074802659967,0,0,0.092569361889336,0,0,0,0,0,0.0154743704948547,-0.0374264304472787,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0.00807865723232347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0701199398534444,0,0,0,0,0,0,0,-0.0318883890019646,0,0,0,0,0,0,0.334888835618877,0,0.0654918843265117,0.259204950660637,0,0.0275233866174256,0,0,0,0,-0.0402254413044846,0.0445019206329415,0,0,0,-0.188741766179565,0,0
X600690.SH,0.0210864716639411,0,0,0,0,0.00928070653891759,0,0,0.0446012259143977,0,0,0.0461315167987428,0,0,0,0.133059862491316,0,0,0.172035362956983,0,0,0,0,0,0,0,0,0,0,0,0.0103089909715284,0,0,0,-0.027817665261806,0,0,0,0,0,0.0715867285296271,0.0654189447011161,0,0,0,0,0,0,0,0,0,0.00431188788713971,0.00474817260788746,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0.246751591580494,0,0.0599557327928563,0,0,0,0,0,0,0,0,0,0,0,0.00179745296103239,0,0,0,0,8.67361737988404e-19,-0.00131040599765488,0,-0.103696772388101,-0.081181386640986,0,0,0,0.195077318053084,0,0,0,0,0.0924523184915837,0,0,0,0,0,0,0,-0.110528455053241,0,0,0.022494383540037,0,0,0,0.0427587756517816,-0.0847243131548535,0.0539811006331529,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0909857898115584,0,0,0,0,0,0.0697011854902476,0,0,0.124895965370017,0,0,0,0,0,0,0,0,0,0,0,-0.0907832529986602,0,0.0380669513947639,0,0,0,0,0,0,0,0,-0.0138989950804636,0,0,0,0,0,0.250774708036783,0,-0.00706695746801117,-0.0162604400561549,-0.0195296372899107,0,0,0,0,0
X600104.SH,0.0914914378779393,0,0,0,0,0,0,0.166137806557847,0,0,0,0.0775207349091954,0.0348455534691203,0,0,0,0,0,0.147589694991148,0,0,0,0,0,0,0,0,0,0,0,0,0.0621341209523746,-0.0804280062831242,0.0402082514826979,0,0,0,0.0647754951491064,0,0.0240102864748268,0,0,0,0.0533258687398466,0,-0.0496230852675228,0,0,0,0,0.0130603280417768,0,0,-0.0237555397183793,0,0,0,0,0
X000625.SZ,0,0.210267547047119,0,0,0,0,0,0,0,0,0,0,0,-0.0637442516295497,0,0,0,0,0,0,0,0,0,0,0,0.0753890992334758,0,0,0,0,0,0,-0.0655959094227311,0.304256404443257,0.035961138007462,0.645040882792708,-0.0317413950310463,0,0,0,0,0,0,0.329384240239769,0,0,0,0,0,0,0,0,0.00861262392387697,-0.207985262585722,0,0,0,0,0
