,X600519.SH,X000858.SZ,X002415.SZ,X600276.SH,X600809.SH,X000568.SZ,X002475.SZ,X600690.SH,X000651.SZ,X003816.SZ,X600104.SH,X300124.SZ,X002304.SZ,X000625.SZ,X000725.SZ,X000338.SZ,X002371.SZ,X000063.SZ,X600031.SH,X000596.SZ,X300014.SZ,X000100.SZ,X600089.SH,X002179.SZ,X600703.SH,X002241.SZ,X002129.SZ,X600372.SH,X000157.SZ,X000661.SZ,X002236.SZ,X600741.SH,X002049.SZ,X600584.SH,X601877.SH,X000977.SZ,X002028.SZ,X002463.SZ,X600183.SH,X600522.SH,X000800.SZ,X002007.SZ,X002074.SZ,X300142.SZ,X600460.SH,X601799.SH,X002223.SZ,X600066.SH,X002294.SZ,X000921.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0.0827362224682415,0.361721542033588,0,0.0338665624157522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.171586395280228,0,0,0,0.000637642067026246,0,0,0,0,0.0602924771277525,0,0.0197641696513704,-0.00315357281910277,0,0,-0.00575521327289674,0,0,0,0,0,0,0
X000858.SZ,0.122708218848827,0,0,0,0,0.393739004301535,0,0.0971362592107518,0,0,0,0,0,-0.0271501284111464,0,0,0,0,0.0809844207948009,0,0.0160527428908294,0,0,0,0,0,0.0897806604321146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0764995199190881,0,0,0,-0.0133669995603482,0,0.00194491820933156,0,-0.00596333590754191,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0.166187956834221,0,-0.0106034310764836,0,0,0,0,0,0.321972557388827,0,0,0,0.0874456517186566,0,0.107545034596998,0,0,0,0,0,0,0,0,0,0.00197076839595564,0.0453669199892495,0,0,0,0,0,0,0,0,0,0,-0.0319230352569929,0,0.0228909793446625,0,0,0,0,0,0,-0.0302021158278724,0,0
X600276.SH,0,0,0,0,0,0,0,0,-0.00306802194910285,0,0,0,0,0.0822806435493371,0,0.0292117493902762,0,0,0,0,0,0,0,0,0,0,0,0,0,0.305687855206637,0.0552253457355521,0,0,0,0,-0.0694282942230348,0,0,0,0,0,0,0,0,0,0,0.0384769016029793,0.139895604927913,0.0907380829609154,0,0,-0.0280012083530286,0,0,0,0,-0.105553776101359,0,0
X600809.SH,0.155772290919148,0,0,0,0,0.416555345808184,0,0,0,0,0,0,0,0,0,0,0,0,0,0.316073376363086,0.0545920543627075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0209308742425755,0,-0.0205255059352614,-0.0754568509039019,0,0,0,0,0,0,0,0,0,0,0.0016624713860963,0,0,0,0,0,0,0
X000568.SZ,0,0.571997558307391,-0.0598069351902033,-0.0230854125813769,0.332796194968112,0,0,0,0,0,0,0,0.12161292394122,0.0169267032965461,0,0,0,0,0,0,0,0,0,-0.0895613315225221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0541444915154913,0,0,0,0,0.139222092222368,0,0,0,0.0602833448769003,0,0,0,0.00163224273244146,-1.0842021724855e-19,0,0,0,-0.0706719409279178,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0165593322060584,0,0,0,0,0,0.130610769565356,0,0,0,0.00803516063482737,0,0,0,0.161285900767944,0,-0.103417443992392,0,0,0.157085148155868,0.290154119545544,0.0299908824422862,0,0,0,0,0,0,0,0,0,0,-0.0337184253057135,0.00792902393077512,0,0,0,0,0,0
X600690.SH,0,0.0391294164830578,0,0,0.00670651370451942,0.284531475872867,0,0,0.0150898763288989,0,0,0,0,0,0,0.0609129520148874,0,0,0,0,0,0,0,0,0,-0.00952276138173939,0,0,0,0.0395476351356561,-0.0456967252974655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0249230614725914,0,0,0,0,0,0
X000651.SZ,0,0,0,0.0450209033237471,0,0,0,0,0,0,0,0,0,0.0624600874631816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0975651822038995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.132376953025016,0,0,0,0.410144790228506,0,0.00217834749616922,0,0,0,0,0,0,0
X003816.SZ,0,0,-0.0231354652005183,0,0,0,0,0,0,0,0,0,0,0,0,0.161813972946653,0,0,0,0,-0.04572822681693,0,0,-0.104506195887728,0,-0.0583655198445801,0,0,0.070235580935782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0710220351760427,-0.00728055239226987,0.00302754593211365,0,0,0,0.0927920198576525,0,0
X600104.SH,0.227105946143629,0,0,-0.0207245399182961,0,0.0954485216608785,0,0,0,0,0,0.164911621761595,0,0.0921049398838361,-0.0973365771547349,0,0,0,0,-0.0289874004099518,0,0,0,0,-0.0297355650901762,0,0,0,0.139756613892821,0,0,0,0,0,0,0,0,0,0,0,0.00938504013841744,0,0,0,0,0,0,0,-0.0384001447440683,0.0915246206663536,0,-0.00806114004632552,0.0324884125480502,0,0,0,-0.0508774544861635,0,0
X300124.SZ,0,0,0.0457218316638529,0,0,0,0,0,0,0,0,0,0,0.120057916366174,0,0,0,0,0,0,-0.299352841428623,0,0,0,0,0.188804060492365,-0.104572385660457,0,0,0,0,0,0,0,0,0.0739419246050668,0,0,0,0,0,0,-0.0345750618040001,0.32107684478736,0,0,0,-0.112138045444718,0,0,0,0.00204450866411663,0,0,0,0,-0.0247655742598942,0,0
X002304.SZ,0,0,0,0,0.114724135654511,0.363917051218362,0,0,0,0,0,0,0,0.0602558467116665,0,0,0.0331669039500903,0,0.116352133378969,0,0.0557875492488637,0,0,0.117570800004779,-0.0685378836792488,0,0,0,0,0,0,0,0,0,0,0.083897311134852,0,0,-0.0235348728107478,0,0,0,0,0,0,0,0,0.0264188162775382,0,0,0,-0.010388755678635,-0.00491945247735381,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0.0958447437217048,0.0532793923411361,0,0,0,0,0,0,0,0,0,0.334036630441212,0,0,0,0,0.165801034460468,0,0,0,0,0,0.145559330287932,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0476384445267143,0,0,0,-0.398661777595304,0,0,0,0.000659498608070384,0,0,0.00723776548788687,-0.0196674138432612,0,0,0,0,0,0
X000725.SZ,-0.229391574788886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0460740337375377,0,0,0,0.821845293466251,0,0.189075066094451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0791448756195236,0,0,0,-0.0253803545748076,0.0097670387046417,0,0,0,-0.122925346729383,0,0
X000338.SZ,0,0,0,0.0744476819233781,0,0,0.192874030961187,0.165173478884574,0,0,0,0,0,0.291696240387799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0110542052526216,-0.247495387530489,0,0,0,0,0,0,0,0,0,0.0054314721828734,0,0,0,0,0,0,0,0,0,0.141055301477659,-0.00181841525679515,0.0392804542820494,0,0,0,0,0,0
X002371.SZ,0,0,0,0,0,0,0.133580040217192,0,0,0,0,0,0,0.0875071762413259,0,0,0,0.185437990635479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.286810901581339,0,0,0,0,-0.00255544855487893,0,0,0,0,0,0,0,0,0,-0.0474406678478624,0,0,0,0.0338952371466279,-0.0067199525499034,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.154488391420477,0,0,0,0,0,0,0,0,-0.168987437905423,0.398066809628066,0,0.245368593294251,0,0.127358984200656,0,0,-0.0423012018669335,0,0,0.129094140448179,0,0,0,0,0,0,-0.0688666842852172,0,0,0,-0.050537696048763,0,0,0,0,0.0888342467395817,0,0
X600031.SH,0,0,0,-0.130938258658822,0,0,0.107040168064082,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142156167091852,0,0,-0.00880431414108037,0,0,0.00450766085435561,0,0,0,0,0,0,0,0,0.0937193435995415,0,0,0,0.072908141317716,0.196405905916933,0,0,0,0,0,0,0,0,0,0,-0.026272518583856,0.0433374518802861,0,0,0,-0.00184745531623631,0,0
X000596.SZ,0,0,0,0,0.329586041303594,0.0754939807405238,0,0,0,0,0,0,0,0.0834618846858679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.164421419559834,-0.0267077672620352,0,0,0.19397565414024,0,0,0,0,0,-0.0655722436827979,0,0,0,0,0,0,0,0,0,0,0,0.00122485468898579,0,0,0,0,-0.113471895879175,0,0
