,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X000725.SZ,X600276.SH,X002304.SZ,X000063.SZ,X600690.SH,X600703.SH,X002236.SZ,X000568.SZ,X600741.SH,X000625.SZ,X002475.SZ,X600031.SH,X002241.SZ,X000338.SZ,X002456.SZ,X600066.SH,X601877.SH,X000100.SZ,X002508.SZ,X300124.SZ,X002008.SZ,X300003.SZ,X300136.SZ,X600089.SH,X002085.SZ,X600177.SH,X600271.SH,X600522.SH,X002294.SZ,X000157.SZ,X600487.SH,X600118.SH,X000981.SZ,X600699.SH,X600867.SH,X600566.SH,X000050.SZ,X600372.SH,X300115.SZ,X600809.SH,X002074.SZ,X000559.SZ,X002007.SZ,X000066.SZ,X000623.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.0192232566587815,0,0,0,0.0174248092181094,0,0,0,0,0.202779278179708,0,0,0,0,0,0,0,0,0,0,0.0600473957842374,0,0,0,0,0.123691909333803,0.082446198762569,0,-0.0592340242388799,0,0,0,0.104012947344648,0,0,0,0,0,0,0,0.0728713823360403,0.286510059881463,0,0,0,0,0,0,-0.00223931570869438,-0.0155399946712449,0,0,0,0,0,0
X600104.SH,0,0,0,0.215433796335005,0,-0.0161791959266238,0,0.0188528004543039,0,0,0,0,0,0.40129986550158,0.157552447420699,0,0,0,0,0,0,0.0063766856020295,0,0,0,0,0,-0.105686413617905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0797278179403531,0,0,0,0,-0.158209543314418,0,-0.117089887101626,0.0331262466647134,-2.16840434497101e-19,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0.0423912502342355,0,0,0,0,0,0.451547239750486,0.0475977946159196,0.086890817229391,0,0.00943432220118322,0,0,0,0,0,0,0,0.322661365105852,0,0,0,0.0720874599943499,0,0,0,0,0,0,0,0,0,0,-0.125151457686143,0,0,0,-0.0758818032992077,0,0,0,0,0,-0.0113467711202153,0,0,-0.026912499156912,0.0474852385621846,0,0,0,0,0,0
X000651.SZ,0,0.0450227909532063,0,0,0.193964984670228,0.0324614086814257,0,0,0,0.046482647479649,0,0,0,0,0.124645186758191,0,0,0,0,0,0.149367089893054,0,0,0.0785430778326207,0.144981311481527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0570299548995668,-0.0137007154892912,0,0,0,0,0,0,0,0,0,-0.000516264522559748,0,0,0,0,0,0,0
X000858.SZ,0,0,0.0406850982500585,0.0951513472635959,0,0,0,0,0,0,0,0,0.732532593236096,0,0,0,0,0,0,0,0,0.0365965286015968,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0621062625985938,0,0,0,0,0,0,0,0.00419137095392195,0,0,0,0,0,0
X000725.SZ,0,0,0.0668075775104231,0,0,0,0,0,0.179661293373988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.270131393485196,0.346310213237415,0,0.589139786620828,0,0,0,0,0,0,0,0,0,0.0830758776260129,0,0,0,-0.0461214697006874,0,0,0,0,0,0,0.0581794959812604,0,0,0,0,0,0
X600276.SH,0,0.0183507121872863,0.0762360473185267,0,0,0,0,0,-0.0344368862743678,0,0,0,0,0.186387645494146,0,0,0,0,-0.0922708104213478,0,0,0,0,0,0,0,0.152741135385994,0,0,0,0,-0.061466411474064,0,0,0,0,0,0,0,0,0,-0.0487036915724489,-0.0606955767176337,0,0,0,-0.107719614632968,0,0,0,0,0.0135355113605203,0,0,0,0,0,0,0
X002304.SZ,0.109410274043309,0.111966745636311,0,0,0.337085083979326,0,0,0,0,0.0335722503473844,0,0,0,0,0,0,0,0,0,0,0.100475580084303,0.0419837328079168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0992322073075725,0.201797042562948,0,0,0,0,0,0,0,-0.0281495950755784,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0.0288476353987138,0.0791348020568341,0,0.119635745423763,0,0,0,0,0.0932828004584174,0,0,0,0,0,0,0.204444559213885,0.207895538450252,0,0.0829149965457252,0,0,0,0,0,0.0131259260685874,0,0,0,0,0,0,0,0.102040047631376,0,0,0,0,0,0,-0.145448365607165,0,0,-0.0178338337023976,0,0,0,0,-0.0390801214216991,0,0
X600690.SH,0,0.101895247562122,0,0.360165807361969,0,0,0,0,0,0,0,0.0892677755898489,0,0.235644741486717,0,0,0,0,0,0,0,0,0,0,-0.0335316062901662,0,0,-0.0927879829822535,0,0,0,0,0,0.253198831893451,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00958800985150175,-0.0994543857427444,0,0,0.0192892309027156,-0.00522373235043121,0,0,0,0,0,0
