,X600519.SH,X600104.SH,X002415.SZ,X600276.SH,X000858.SZ,X000651.SZ,X002304.SZ,X000725.SZ,X600690.SH,X000063.SZ,X600031.SH,X002475.SZ,X600741.SH,X600703.SH,X000338.SZ,X000568.SZ,X300003.SZ,X600271.SH,X601877.SH,X002236.SZ,X600487.SH,X300124.SZ,X002008.SZ,X600809.SH,X002456.SZ,X000661.SZ,X000596.SZ,X000100.SZ,X600867.SH,X002179.SZ,X000977.SZ,X002007.SZ,X300142.SZ,X000625.SZ,X600566.SH,X600066.SH,X600498.SH,X002294.SZ,X300136.SZ,X000157.SZ,X002241.SZ,X002180.SZ,X300146.SZ,X600522.SH,X600177.SH,X600089.SH,X000869.SZ,X600372.SH,X002506.SZ,X000050.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0.321552269321795,0.0228753115107591,0,0,0,0,0,0,0,0,0,0.0675654832718424,0.112294452791627,0,0,0,0,0.0430912480828261,0,1.73472347597681e-18,0,0,0,0,0.000100954572478441,0,0,0,0.074284490986773,0,0,0.035057922413951,0,0,0,0,0.042067504918107,0.0192815225675675,0,0,0,0,0,0,0,0,0,0.00126923021136549,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.522236931630353,0,0,0.221544928851853,-0.0283585919197549,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0.0216953942853168,0,0,0,-0.0611992751928453,0,0,0,-0.0190507855830787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00507518907971674,-3.46944695195361e-18,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0.0383746260538636,0,0,0,0.0542351246719375,0,0,0,0,0.115688181832873,0,0.0540891250641155,0,0.160456300926653,0,0,0.19100459537266,0,0,0,0,0,0,0,0.103616020537022,-0.00626142227823128,0,0,0,0,0,0,0,0,0,0,-0.0164490204340135,0,0,0,0,0,0,0,0.103771110333263,0.0139776426007036,0.0392003979790031,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,-0.00914317729785561,0,0,0,0,0,0,0.0907890567152978,1.73472347597681e-18,0,0,0,0,0,0,0,0.137805019645427,0,0,0,0,0,0.000532416642211969,0,0,0.0539394200711388,0,0,0.513335319384416,0,0,0,0,0.153438151054548,0,0,0,0,0,0,0,0.049202435814376,0.0316692917390471,0.048924521906029,0,0,0,0,0,0
X000858.SZ,0.245814236039095,0.0188269419476143,0,0,0,0.0288693970302285,0.152124277859661,0,0.136840548485259,0,0,0,0,0,0,0.180643013404673,0,0,0,0,0,0,0,0,0,0,0.164577232160778,0,0,0,0,0,0.084328461740651,0,0,0,0,0.0373385807663598,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0051768757327004,0,0,0,0,0,0,0
X000651.SZ,0.317839550646048,0,0,0,0,0,0,0,0,0,0,0,0,0.0218649104467445,0,0.250217286774499,0,0,0,0,0,0.06842069893338,0.175355757278127,0,0,0,0,0,0.0393817325736905,0,0,-0.0378798032189628,0,0,0,0.0418339009299643,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0.00238680841215597,0,0,0,0.00301124886757879,0.00469877948230971,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0.318581076831449,0,0,0,0,0,-0.0809180467319201,0.132337938689809,-0.256480568781957,0,0,0.49909401187657,0.196795453357455,0,0,0,0,0,0,0.171274341452474,0,-0.0785820505941062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0709593746106181,0,0,0,0,0.0256247473908565,-0.0768789790960184,0,0,0,-0.00483109689450399,0.00607622090032114,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.225830265537686,0,0.0945634703378035,0,0.132031722680423,0,0,0,0,0,-0.0885455541164729,0.334409025391005,0,0,0.104231373020576,0,0,0,0,0,0.0752515209741385,0,0,0,0,0.0308125169956666,0,0.217387882006773,0,0,0,0.0864236724199386,0,0,0,0.00547874045363768,0.0244339342725928,0,0,0,0,0,0
X600690.SH,0,0,0,0,0.409518333415718,0,0,0,0,-0.124416138601417,0,0.229965083635016,0,0,0,0,0,0,0,0.111294719733919,0,0,0,0,0.0359183563198911,0,0,0,0.131761550464877,0,0,0,0,0,0.00435305727514107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0157208054123338,0.00686011738489532,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0.207622534290378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0409028790287252,-0.0522092531696678,0,0,0,0,0,0
