,X600519.SH,X600104.SH,X000858.SZ,X000651.SZ,X002415.SZ,X600276.SH,X002304.SZ,X000725.SZ,X600690.SH,X000063.SZ,X000338.SZ,X600741.SH,X600031.SH,X000568.SZ,X600703.SH,X002475.SZ,X300003.SZ,X600271.SH,X601877.SH,X300124.SZ,X600487.SH,X002008.SZ,X000661.SZ,X000596.SZ,X002236.SZ,X600809.SH,X000100.SZ,X002007.SZ,X002456.SZ,X600867.SH,X000625.SZ,X002179.SZ,X300142.SZ,X600566.SH,X600066.SH,X600498.SH,X300146.SZ,X000977.SZ,X000157.SZ,X002294.SZ,X002180.SZ,X600177.SH,X600089.SH,X600522.SH,X002241.SZ,X002506.SZ,X300136.SZ,X000869.SZ,X000050.SZ,X600372.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0123364210122712,0.316561939130018,0,0,0,0,0,0,0,0,0,0,0.0110560827807724,0,-8.67361737988404e-19,0.193770011447584,0,0,0.00648495449242573,0,0,0,0,0,0.132302578003469,0,0,0,0,0,0,0,0,0,0.0325116400856427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00544163981636758,0.00274790064652841,0,0,0,0,0,0
X600104.SH,0,0,0,0,0.00192742579951073,0.380918892441063,0,0,0,0,0,0.204832891175338,0,0,0,0,0,0,0,0,0,0,0,0,0.165156671680087,0.205421627326645,0,0,0,0.0267674429259724,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0822759755413564,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0
X000858.SZ,0.0846499545373363,0.114426273628777,0,0,0,0,0.160754059341751,0,0,0,0,0,0,0.290585974895829,0,0,0,0,0.0435424807128982,0,0,0.038163348778284,0.00887191817759446,0.140752374673194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00280956489952745,0.0130208564091474,0,0,0,0,0,0
X000651.SZ,0.142224795333888,0,0,0,0,0,0,0,0,0,0,0,0,0.286656723295568,0,0,0,0,0,0.121379816156603,0,0.0855340263739606,0,0.0618855455202154,0,0.0226949946397415,0,-0.0339263733149535,0,0.0506109491879674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0107312341092147,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0.0611407769402824,0,0,0,0.103727603544972,-0.0850355598174824,0,0,0,0,0,0,0,0,0,0,0.317291144669348,0,0.112746539856203,0.401157845938462,1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0.0463340890457399,0,0.0236451544844339,0,0,0,0,0,0,0,0,0,0,0,-0.132806930751507,0,-0.0194953439909983,0.0142299449689149,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0.0315453933969356,0,0,0,0,0,0,0,0,0.0397390845869232,0.448512929655198,0,0,0,0,0,0.156087082680808,0,0.0490763392891057,0,0,0,0,0,0,0,0,0,0,0,0.192834617669356,0,0,0.154807173736844,0,0,0,0,0,0,0,0,0,0,0,0.00251251449314932,0.0134027708151588,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0.126542043160294,0,0,0,0.135965325738495,0,0,0,0.651529630445457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0125600808415635,0.0131769090164891,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0572234878127634,0,0,0,0.110666506720466,0,0,0,0.047275571352638,0,0.0343456006464552,-0.0135325502525296,0,0,0.359388372994868,0,0,0,0,0,0,0.0192058369135385,0,0.159314897380428,0,-5.42101086242752e-20,0,0,0.0395774733870394,0,0,0.234803036117087,0,0.0964150907279906,0,0,0,0.158951071210071,0,0,0.022766735121526,0,0,0,0,0,0
X600690.SH,0,0,0,0,0.220937775278762,0,0,0,0,0,0,0.179149497285898,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0.09435334388528,0,0,0,0,0,0,-0.0276557171478614,-0.00079073210032747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00651722408007717,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0.125357657996703,0,0,0,0,0,0,0,0.13486545891415,0.427987914766169,0,0,0,0,0.203913601864801,0,0,0,0,0.0619220623524176,0,-0.081841071836574,0.00612156016612866,0,0,0,0,0,0,0,-0.0488689799330136,0,0,0,0,0,0,0.275314253132883,0,0,0,0,0,0,0,0.00637873333008713,-0.0312337681459588,0,0,0,0,0,0
X000338.SZ,0,0.0592160548414572,0,0.435430081069076,0,0,0,0,0,0,0,0,0,0,0,-0.0739535908446192,0,0,0,0.0202944518780831,0,0,0,0.0775708822836831,0,0.156275534150765,0,0,0,0,0,0,-0.0733097300751015,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0.00267247875778425,0.0766533281559076,0,0,0,0.107461711271643,0,0.00170395351864128,-0.00272993069052954,0,0,0,0,0,0
X600741.SH,0,0.00243822965017945,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0516640621944169,0.0355954585624175,0,0,0,0,0.25187202797645,0,0,0.125512604886677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0286733777730471,0.0231777332558609,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,-0.0102765446485593,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0.00480060093226581,0.0147109817448601,0,0.104644550541661,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0.11727490777503,0.039246800408245,0,0,0,0,0,0,0,0,0,0,0,0.152079850638469,0.0583097199055023,0.018164053313586,0.0584494966024614,0,0,0,0,0,0
