,X600519.SH,X000858.SZ,X600276.SH,X000651.SZ,X002415.SZ,X600104.SH,X002475.SZ,X003816.SZ,X002304.SZ,X000063.SZ,X000725.SZ,X000568.SZ,X600031.SH,X600690.SH,X000338.SZ,X000661.SZ,X600809.SH,X600741.SH,X600703.SH,X002241.SZ,X300003.SZ,X000596.SZ,X002236.SZ,X600183.SH,X002007.SZ,X601877.SH,X300142.SZ,X000157.SZ,X000100.SZ,X000066.SZ,X300124.SZ,X002179.SZ,X300136.SZ,X000977.SZ,X000625.SZ,X002008.SZ,X002463.SZ,X600271.SH,X300014.SZ,X600177.SH,X002371.SZ,X002506.SZ,X600066.SH,X002456.SZ,X002129.SZ,X600498.SH,X002180.SZ,X600584.SH,X600867.SH,X002508.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.00281232652022882,0,0,0,0,0.0642842772524055,0,0,0,0,0.590036623237257,0,0,0,0,0,0,0,0.0396346770840407,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0236025450665753,0,0,-0.00777539045207862,0,-0.0591873459398577,0,0,0,0,0,0,0,0.0542822531629349,0,0,-0.040702193601027,0,0,0.00561596359509161,0,0,0,0,0,0
X000858.SZ,0.0232786198253995,0,0,0,0,0,0.0720927252367638,0,0,0,0,0.561851451417592,0,0,0,0,0.102156629088967,0,0.0350553269444243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0132768014991073,0,0,0.0332118834686975,0,0,0,0,0,0,0,0,0,0,0,0,-0.0207761625553394,0,0
X600276.SH,0,0.00650438732113125,0,0,0,0,0,0,0.0625572482283614,0,0,0.198739186126499,0,0.0277723667223352,0,0.101275518432941,0,0,0,0,0.00640131480889398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0718501906381767,0,0.108606990048951,-0.0616243553842178,0,0,0,0,0,0,0,0.0124520109376504,0,0,0,0,0,-0.00270188176064683,0,0,0,0.0338410322574776,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0.0968106763099751,0,0,0,0.0385656079515314,0,0,0,0,0,0,0,0,0.166434048848791,0,0,0,0,0,0,0.0465969355025202,0,0,-3.46944695195361e-18,0,-0.17723437683671,0,-0.0497622526590062,0,0,0,0,0,0,0,0.0601860503070868,0,0,0,-3.46944695195361e-18,0.195062558506637,0,0.00830983760584091,-0.0337359142334051,0,0,0,0.0735616415881742,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0314869178571866,0,0,0,0,0,0,0,0,0,0,0.521498942052087,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0265206687353757,0,0,0,0,0,0,0,0,0,0,0,0,0.0332544619758499,0,5.42101086242752e-20,-0.00290597573806665,0,0,0,-0.0543968652803168,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0.11191557883018,0,0,0,0,0,0.0349347719216934,0.175458875180859,0.0173528112218845,0,0,0,0,-0.0322916928859461,0,0.0475577777171196,0,0,0,0,0,0,0,0.0223927113680829,0,0,0.031915114642557,0,0,0,0,0,0,0,0,0,-0.0221143305043742,0.0277610961311211,0,0.0104229391249555,0,0,0,0,0,0,0,0,0
X002475.SZ,3.46944695195361e-18,0.136850479060937,0,0,0,0,0,0,0.0379079376837858,0,0,0,0.0454683151276864,0,0.367673611194465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.178946338694633,0,0,0.257954686140169,-0.0458229159260739,0,0.17024160747104,0,0,-0.0164104756416693,0,0,0,0,0.0747915217283136,0,0,-0.040922465471022,0,0,0,0,0,0.0204323505049284,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0.129535698014278,0,0,0,0,0.0850656895539867,0.217279494680309,0,0,0,0.154075767092989,0,0,0,0,-0.0896227760557816,0,0,0,-0.271806454698583,0,-0.116991338667771,0,0,0,0,0,0,0,0,-0.0457224246360901,0,-0.0229096954407904,0,0,0,0,0,0,0.0753711070212281,0,0,0,0.0725919002033775,0,0,0,0,0.165652767161594,0,0
X002304.SZ,0.299356534135827,0,0.0591516162996782,0,0,0,0,0.110565119217204,0,0,0,0,0,0.0288258612511278,0,0,0,0,0.0318309439896157,0,0,0.0519266565621989,0,0.0541481651195553,0,0,0,0,0,0,0,0,0,0.0194648524822854,0,0,0,0,-0.0193099771062394,0,-0.0298464383768439,0,0,0,0,0,0,0,0.0235936217690958,0,0,4.33680868994202e-19,0.0198305872912738,0,0,0,0.00681208119177623,0,0
X000063.SZ,0,0,0,0.196095590486165,0,0,0.0892555569436814,0,0,0,0,0.0651627752211013,0,0,0,0,0.130663675221892,0.139224556516487,0.146975890433033,0,0,0,0,0,0,0,0,0,0,0.0653202637213474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0167414800191913,0.0520356483225809,0,-8.67361737988404e-19,0,0,0,0,-0.0632621338739534,0,0
