,X600104.SH,X600519.SH,X002415.SZ,X000651.SZ,X000725.SZ,X000625.SZ,X002304.SZ,X000858.SZ,X000063.SZ,X600031.SH,X600690.SH,X600276.SH,X000338.SZ,X600372.SH,X000157.SZ,X600741.SH,X002241.SZ,X000100.SZ,X600703.SH,X600066.SH,X600089.SH,X600271.SH,X000550.SZ,X600118.SH,X601877.SH,X002236.SZ,X000581.SZ,X000800.SZ,X002475.SZ,X600582.SH,X000568.SZ,X000623.SZ,X600177.SH,X300124.SZ,X000559.SZ,X000977.SZ,X600060.SH,X002294.SZ,X000050.SZ,X002129.SZ,X000400.SZ,X000869.SZ,X600839.SH,X002456.SZ,X002292.SZ,X002465.SZ,X300003.SZ,X002007.SZ,X600312.SH,X300146.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600104.SH,0,0,0,0,0,0.144726867207523,0,0,0,0.0966815880365913,0,0,0,0,0,0.553061566911192,0,0,0,0,0,0,0,0,0,0,0,0.0544350241745898,0,0,0,0.0636140491799317,0,0,0,0,0,0,0,0,0,0,0.102433217447798,0,0,0,0,0,0.0942355062043123,0,0,0,0.00632484022086275,-0.168226663267313,0,0,0,0,0
X600519.SH,0,0,0,0,0,-0.0345507308952829,0.00269258414996709,0.0170285862535859,0,0,0.171383736678445,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0.0390597821597414,0,0.0241079517913289,0,-0.0577842693104646,0,0,0,0.103704026660942,0,0,0,0.0340600286996427,0,0,0,0,0.158670604727974,0,0,0,0,0,0,0,0,0,-0.012990017785477,-0.00475971575259024,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0.282164829742717,0.0634737847366848,0,0,0,0,0,0,0,0,0,0,0,0,0.0587066935211451,0,0,0.034655764194563,0,0,0.180151398785834,0,0,0.0762372487056175,0,0,-3.46944695195361e-18,-0.047221909742664,0,0,0,0,0.0683133014692195,0,0,0.0684660294330032,0,0,0,0,0,0,0,0,0,0,-2.16840434497101e-19,0.0013034462329242,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0.226204555181964,0.25418825145958,0,0,0,0,0,0,0.0811511828663891,0,0,0,0,0,0,0,0,0.050504056256121,0,0,0,0,0,0,0,0,0,0,0,0.0730678616710211,0,0.0102979131573268,0,0,0,0,0,0,0,0,0,0,0,0.131966336168574,0,0.0932960815109383,0,0,-0.0123004530046118,0,0,0,0,0,0
X000725.SZ,0,0,0,0.0140095506135798,0,0,0,0,0,0,0,0,0.0298633250979957,0.0731565821799993,0,0,0,0.156446520636928,0,0,0,0.0860342747835361,0,0.061709495969425,0,0,0,0.0704230761699753,0,0,0.18958127271117,0.0351229618859973,0.159929696530096,0,0,0,0,0,0,0,0,0,0.124627017176952,0,0,0.102586299871864,0,0,0,0,0,0,-0.00560120716422101,0,0.0509912441625058,0,0,0,0
X000625.SZ,0.523516853591453,0,0,0,-8.67361737988404e-19,0,0,0,0.0204382497164457,0,0,0,0,0,0,0.193075434811459,0,0,-0.0154709986265517,0,0,0,0.0543164493572546,0,0,0,0,0,-0.0152721197978514,0,0,0.0675607815366536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00700850033869059,0,0.0368274610275211,0,0,0,0
X002304.SZ,0,0,0,0.0268769693351598,0,0,0,0.145878952697942,0,3.46944695195361e-18,0,0,0,0,-2.77555756156289e-17,0,0,0,0,0.00366545893964471,0,0,0.0923856150286202,0,0,0,0.104267635484819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22248521451129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0.104090397838771,0.0248438134771224,0.0599809123905794,0,0.249671817470075,0,0.0778952514763959,0,0,0,0,0,0,-5.42101086242752e-20,0.0374969509950549,0,0,0,0,0.0012417194037646,0,0,0,0,0.0159337289627647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0203362195793647,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0.113311573046883,0,0,0.0423883689654102,0,0.108076039949123,0,0,0,0.114025565007918,0,0,0,0,0.0413419903744195,0,0,0.110655744253213,0,0,0,0,0,0.2282130054445,0.0773003503642204,0,0,0,0,0,0,0,0,0,0,0,0.00857003237456091,0,0,0,0,0,4.33680868994202e-19,-0.00645754495471542,0,0,0,0,0,0
X600031.SH,0.109149710613527,0,0,0,0,0,0,0,0,0,0,0,0,0,0.805547814978629,0,0,0.0166390239712563,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0316494176008211,0.0395449061233477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0230613222930016,-0.00295145984943132,0,0,0,0,0,0
