,X600519.SH,X000858.SZ,X000568.SZ,X600809.SH,X002415.SZ,X600276.SH,X600690.SH,X002475.SZ,X000651.SZ,X002304.SZ,X300124.SZ,X600104.SH,X003816.SZ,X000063.SZ,X000596.SZ,X000725.SZ,X600031.SH,X000625.SZ,X002371.SZ,X000338.SZ,X300014.SZ,X002129.SZ,X002179.SZ,X600703.SH,X000100.SZ,X002049.SZ,X600089.SH,X600372.SH,X002236.SZ,X000157.SZ,X600741.SH,X000661.SZ,X002241.SZ,X600584.SH,X000977.SZ,X601877.SH,X600522.SH,X600702.SH,X000733.SZ,X601799.SH,X002074.SZ,X000800.SZ,X002007.SZ,X300142.SZ,X002028.SZ,X002463.SZ,X600183.SH,X002180.SZ,X600460.SH,X002223.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0.278472760676612,0,0,0,0,0.0330820145235557,0,0,0,0.210086720087954,0,0,0,0,0,0,0,0,0,0,0,-0.0846321953399175,0,0,0,0,0,0,0,0,0,0,0.0398748363785736,0,0,0.0340674802751731,0,0,0,0,0,0,0,0,0.0110359260660394,0,0,-0.031755541661688,0,-0.00184739140643508,0,0.0353841767468567,0,0,0,0,0
X000858.SZ,0,0,0.187418233457427,0,0,0,0,0,0,0,0,0,0,0,0.0740700630143683,0,0,0.0805027465917721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0306071368085288,0,0,0,0,-0.156420113700969,0,0,0,0.269584874089568,0,4.33680868994202e-19,0.0662427311004573,0.00819433422957163,0,0,-0.0146515593511119,0,0.000669877585136801,0,0,0,0,0,0
X000568.SZ,0.384793042223102,0.0808514150555323,0,0,0.0566617671661399,0,0,0,0,0,-0.0187723836054978,0,0,0,0.271613461244731,0,0,0,0.0735136065436176,0,0,-0.0410163952335907,0,0,0,0,0,0,-0.0429758545719847,0,0,0,0,0,0,0,0,0.210397580202508,0,-0.0190022507440927,0,0,0,0,-0.0942962637531174,0.0419816687048679,-0.0332117411270593,0,0,0,0,0,0,0,0,0,0,0,0
X600809.SH,0,0,0.187009312741633,0,0.024693268534933,0,0,0,0,0,0,0,0,-0.159663544450378,0,0,-6.93889390390723e-18,0.0246202164050414,0,0,0.0963464003980905,0,0,0,0,0,0,0,0.053492201728684,0,0,0,0,0,0,0,0,0.419481309167471,0,0,0,0,0,0,0,0.0921806968916871,0,-0.0647577301974106,0,-0.187897917772059,0,0,0,0,0,0,0,0,0
X002415.SZ,0,0,0.0184743238021754,0,0,-0.01835192409006,0,0,0,0,0,0,0,0,0,0,0,0,0.0373687671463047,0,0,0,0,0,0,0,0.0409796814992449,0,0.268945606919388,0,0.025079566830699,0,0,0,0.00517361465619736,0,0,0.25223070063079,0,0,0,0,0,0,0,0,0,0.0311470585810492,0,0,0,0.0242555725022862,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,-0.092349316388407,0,0,0,0,0,0,0,0,0.0146950105907465,0,0,0,-0.312163640906163,-0.0618342342837388,0,0,0,0,0,0,-0.0595430739104741,0,0,-0.30981519836596,0,0,0.584584614504422,0,0,0,0,0,0,0,0.0950465202742699,0,0,0,0,0.19330592781275,0.117082999154009,0.176689170836841,0,0,0,0,-0.0248910721827376,0,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0,0.0402721354603731,0.0456122849295136,0,0,0,0,0,0,0.0952096828594005,0,0,0.016375413638726,0,0,0,0,0,0.0543664840332465,0,0,0,0.0040960584729353,0.0442707491503249,0,0,0,0.016646083614397,0,0,0.0281051864794309,0,0,0,0,0.0886341821284776,0.0179252998156565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.434245027802637,0,0,0,0.116227356400686,0,0,0,-0.0758695478840801,0,0,-0.0435465269417703,0.116417341502403,0,0,0.0355757628889893,0,0.10684511877708,0,0,0,0,0,0,0,0.0315515538040781,0,0,0,0,0,0.0488799854865348,0.00797517079166944,0,-3.46944695195361e-18,0,0,0,-0.14818635605087,0.212758120170889,0,0,0,0,0,0
X000651.SZ,0,0.00771385505325702,0,0,-3.46944695195361e-18,0,0.169926272583535,0.0583678891851931,0,0,0,0,0,0,0,0,0.000214140639819063,0.158639191729011,0,0,0,0,0,0,0,0,0.255898398642886,0,-0.103765519870755,0,0,0,0,0,-0.00556591160527249,0,0,0,0,0,0,0,0,0,0,0,0,0.046595149367826,0,0,0.072812314616769,-0.027013745206324,0,0,0,0,0,0,0
X002304.SZ,0,0.422486410481163,0.0400614173221444,0.134272881824816,0,0,0,-0.0227401199778892,0,0,0,0,0,0.00418683657338589,0.0209461689730266,0,0,0.0446247062197956,0,0,0,0,0,0,0,0,0,-0.00476814560079221,0,0,0,0,0,-0.0196034854180031,0,0,0,0.0411926835446642,0,0,0,0,0,0,0,0,0,0.0193390066240365,0,0,0,0,0,-0.162552897247282,0,0,0,0,0
X300124.SZ,0,0,0,0,0,0.0883814772098971,0,0.0668471928581182,0.0931683770238637,0,0,0,0,0,0,0.0266875181185343,0,0,0,0,0.0573453414525898,0,0,0.119133523355865,0,0,0,0,0,0.143448758431298,0,0,0,0,-0.119141823358887,0,0,0.0400981309952461,0.285816115800731,0,0,0,0,0,0,-3.46944695195361e-18,0,0.11591010485137,0,0,0,0,-0.0757905556391768,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0.0420680545939448,0,0,0.0792908329288419,0,0,0,0,0,0,0.0959759248590294,0,0.238702384577595,0,0,0,0,0,0,0,0,0,0.117235363721568,0.0842135802979494,0,0,0,0,0,-0.134035706181261,0,0,0,0.0369064445612515,0,0,0,0,0,0,0,0,-0.0914046922219958,0,-0.0211047564446277,0,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0.00331300932649238,0,0,0,0,0,0,0.0468705002096413,0,0,0,0.163294810630585,0,0,-0.113150819090934,0,0,0,0.0287539006835138,0,0,-0.181599660208707,0,0,0,0,0,0,0,-0.118328814269259,0.0149271588841884,0.10827265721312,0,0.0849656285604367,0,0,0,0,0,0,0,0.0887480122877067,0,-0.0816476202372456,0,0,0,0.0118310590652306,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.265363091198991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.176565865996648,0,0,0.165906178615729,0,0,0.169446581034267,0,-0.258596421393687,0,0,0,0,0,0.138742874500796,0,0.0828067428205154,0,0.32597940905874,0,-0.0517796293159442,6.93889390390723e-18,0,0,0,0,0,0
X000596.SZ,0,0,0.414298439931619,0,0,0.0310775527368781,0,0,0,0,0.0568122289407382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0169322264452161,0,0,0.0198902981668949,0,0,0,0,0,0.0589711983463912,0,0,0,0,0,0,0,0,-0.0193417719635314,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0.0807165909920716,0,0,0.213566008334784,0,0,0,0.171143929763734,0,0,0,0.0532070083679115,0,0,-0.0868317306929,0,0,0,0,0,0,0,0,0,0,0,0.0891902267377666,0,0,0,0,0,0.0305850191218461,0,0,0,0,0,0.0650161032315477,0.0183591604379667,0,0,0,0,-0.00537888854373228,-0.0401989949755793,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0,0.0755909649757532,0,0,0,0,0,0,0.105798678611655,0,0.0267963626728676,0,0,0,0,0.238138783387394,0,0,0,0,0,0,0,0,0,-0.00233126051484818,0,0,0.0559852520204171,0,0,0,0.077705722015286,0,-0.0753090496784127,0,-8.67361737988404e-19,0,-0.0441922277784473,0,0,0,-0.0356442063124248,0,0,0,0,0,0,0
X000625.SZ,0,0.193937062915355,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,-0.268673241270885,0,0,0,0,0,-0.176236151333486,0,0,-0.13463469519618,0,0,0,0,0,0,0.686216446686773,-0.00408626539963976,0,0,0,0.52298256508731,0,0,0,0.0212193972963838,0,0.24779166880603,0,0,0,0,0.165414059579279,0.108566235008511,0,-0.0165200572343683,0,0,0,-0.09255050937648,0,0,0,0,0
X002371.SZ,0,0,0,-0.124269313798743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.250037042152238,0,0.449277652091853,0,0,0,0.102459294929384,0,0,0,0,0,0,0,0,0.0368876092369201,0,0,0,-0.0484741623645689,-0.107039325505967,0,0,0,0,0,0,-0.119865509746171,0,0.98882413344397,0,0,-3.46944695195361e-18,-0.00858241318367577,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0,0,0.0898982714622552,0.0591482084911091,0.120339470982236,0,0,0.21805207488545,0,0,0,0,0.299879021275929,0,-0.0357651636345511,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0.0328947021907601,0,0,0,-0.0172398152508178,0,0,0,0,0,0,0,0.0759504659801602,0,0,0,-0.0123889706433731,-0.028279709540453,0,0,0,0,0,0,0
X300014.SZ,0,0,0,0.0758856913260996,0.0107349512640053,0,0.148943370308806,0,0,0,0.105343876888417,0,0,0,0,0,0,0,0,0,0,0,0,0.0561192108320983,0,0.139423019022578,0,0,0,0,0,0,0.0304451709192228,0,0,0,0,0,0,0,0.308193513324713,0,0,0.0302411226463448,0,0,0,0.00931902435442964,0,0,0,0.0673982400344273,-0.00899900586932766,0,0,0,0,0,0
X002129.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0750522934527229,-0.115410739479935,0,0,0.291086061417774,0,0,0,0,0.0785058816330341,0.0510940311459087,0,-0.0658806045042537,0,0,0,0,0,0,0,0,0,0,0,0.0666489529904528,0,0,0,0,0,0,0,0.351149095848611,0,0,-2.16840434497101e-19,-0.0215019957216017,0.030981274748029,0,0,0,0,0
X002179.SZ,0,0,0,0,0,0,0,0,0,0,-0.0936095421930332,0,0,0,0,0,0,-0.0614895792042278,1.73472347597681e-18,0,0,-0.0113388696642412,0,0,0,0,0,0,0,0,0,0,0,0,-0.103301065607667,0,0,0,0.346854229674281,-0.0162024324233523,0,0,0,0,-0.0561459947526817,0,-0.0535456866019337,0,0,0,0,0,-0.0314929319899763,0.0311009111340571,0,0,0,0,0
X600703.SH,0,0,0,0,0,-0.0220232411953975,0,0,0,0,0.111412986075466,0,-0.0149333058288804,0,0,0.0878776266213886,0,-0.129330979827095,0,0,0.165865977500383,0,-0.0172063973365222,0,0,-0.00850583714041705,0,0,0,0,0,0,0.560583587481996,0,0.244652592208933,0,0,0.0907395120396841,0,0,0,0,-0.526490943547681,0,0,0.0574648861636037,0,0,0,0.196497817164783,0,0,-0.0471129534956789,0,0,0,0,0,0
X000100.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.332982486623584,0,0,0,0.0845640934266873,0,0.187312034798997,-0.104417948499913,0,0,0,0,0,0,0,0,0,0,0,0.0443473288978366,0,0,0,0,0,0,0,0.0644824474280652,0,0,0.119985717839685,0,0,0,0,0.0295759240974788,-0.0879578591398057,0.0525538318091446,0,0,0,0,0,0
X002049.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0113088354658182,0,0,0,0,0.0651008617793871,0,0.000554319933143243,0.0689979249443099,0,0,0,0,0,0,0,0,0,0,0.381596213660644,0,0,0,0,0.0879983896995254,0,0,0,0,0,0,0,0,0.111975892625528,0,0,0,0,0,0.00516976922613093,0,0,0,0,0,0
X600089.SH,0,0,0,0,0,0,0,0,0,0,-0.0951454045952855,0,0,0,0,0,0,0.0794042676073582,0,0.331737115161179,0.0609452101613645,0.13728119614469,0,0,0,0,0,0,0.100580370022857,0,0,0,0,-0.081268534904997,0,0,-0.0212266521974959,0,0,0.0918753857608127,0,0,0,0,0,0,0,0.158178725673268,0,0,0,-0.0226093898991873,-0.0460342015667459,0,0,0,0,0,0
