,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X600276.SH,X000568.SZ,X600690.SH,X002475.SZ,X000651.SZ,X003816.SZ,X000625.SZ,X600104.SH,X002371.SZ,X300124.SZ,X002304.SZ,X000725.SZ,X000338.SZ,X000596.SZ,X000063.SZ,X600031.SH,X000100.SZ,X300014.SZ,X600089.SH,X002179.SZ,X000157.SZ,X002236.SZ,X600703.SH,X000977.SZ,X002463.SZ,X002241.SZ,X600372.SH,X002049.SZ,X600741.SH,X600584.SH,X000661.SZ,X600522.SH,X002129.SZ,X002028.SZ,X601877.SH,X600066.SH,X600183.SH,X000800.SZ,X601799.SH,X000921.SZ,X600418.SH,X002007.SZ,X002074.SZ,X002156.SZ,X000988.SZ,X002223.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.188364568015379,0.112164323587421,0.0398775455063676,0,0.135567657645057,0,0,0,0,0,0,0,0,0,0.100948460259781,0,0,0,0.0444815315049472,0,0,0,0,0,-0.0868252821509533,0,0,0,0,0,0.0803772694267991,0,0,0.00578957240897097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00975457473795192,0.0109097259133573,0,0,0,0,0,0
X000858.SZ,0,0,0,0.0504624967323554,0.0602596384089638,0.343020091368934,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0.0554864186946433,0,0,0,0,0.0419329386910145,0,0,0,0,0,0,0,8.470329472543e-22,0,0.0205076525786429,0,0,0.0289996031004001,0,0,-0.0146326960261691,0,0,0,0,0,0,0,0.018001550434795,0,0,0.0750742642143469,-0.0125510125488996,-1.73472347597681e-18,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0.186255180783027,0,0.0335066090143706,0.0680065237406235,0,0,0,0,0,0,0,0,-0.0655498515319044,0.0723465348426232,0,0.144642916774165,0,0,0,0,0,0,0,0,0,-0.0148760147530526,0,0,0,-0.0354106408709125,0.0210929995448979,0.0734283882935998,0,0,0,0,0,0,0,0,0,-0.0279651778909468,0,0,0,0,0,0,0
X600809.SH,0,0,0,0,0,0.114884978029379,0,0,0,0.0324402477982882,0,0,0,0.115308855779208,0.328042408400213,0,0,0.129249177936547,0,0,0,0.146334803735974,0,0,0,0.00352445417601481,0,0,0,0,0.0781063235630363,0,0,0,0,0,0,0,0,0,0,0,0.00210983038878404,0,0,0,0,-0.135534758035041,0,0,0,-0.0281728059570655,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0832967287086141,0,0,0,0.220373751944268,0,0,0,0,0.128575280474647,0,0,0.137995439697863,0.198608491307497,0.0577210159474397,0,0,0,0,0,0,0.0523372280919834,0,0,0,0,0,0,0,-0.0399842961796528,-0.00672654488486419,0,0,0,0,0,0,0
X000568.SZ,0,0.59562941110109,0,0,0,0,0,-0.0569598494992602,0,0,0,0,0,0,0,0,0,0.0138675304382597,0,0,0.139237882604876,0,0,0,0,-3.46944695195361e-18,0,0,-0.0284420911838815,0,0,0,0,0,0,0,0.116121511695069,0,0,0,0,0,0,-0.0361583077168586,0,0,0,-0.000606553633254967,0,0,0,-0.0103671735538802,0,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0,0.22134772422898,0,-0.0230308537966923,0,0,0,0.106095591590855,0,0,0,0,0,-0.0666922797002022,0,0,0.119602867940518,0.0726302353981697,0,0,0,-0.124044590111189,0,0,0,0,0,0,0,0.0339323401650629,0,0,0,0.0342749711726242,0,-0.00115814142353753,0.156354507215474,0,0,0,0,0,0,0,-0.0177131078833747,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0.0673800922791356,0,0,0,0,0,0.0235546834366912,0,0,0,0,0,0,0,0,0,0,0,0,0.251305072884994,0,0,0,-0.15905502285626,-0.0766650040971324,0.51965427601666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.071013578810519,0,0,0.170978305464504,-0.0221172289599104,0,0,-0.0231795817304818,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0.0952295259074726,0,0,0,0,0,0,0.0103629241753364,0,0,0.140071411158787,0.377930930068198,0,0,0,0,0,0,0,0,0,0.160985218848115,0,0,0,-0.135669208888361,0,0,0,0,0,0,0,0,0,0,0.0561279072315196,0.145378749570751,-0.062219726259594,-0.200096041547503,0,-0.134333346172285,0.143527983698552,-0.116996508789669,0,0.0560740606124364,0.0834612394411166,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,-0.0225792646841682,0,0,0,0,0,0,0,0,0,0,0,0,0.204122111795896,0,0.161391601748523,0,0,-0.35497360236793,0,0,0.00874136107393836,0,0,0,0,0,0,0,0,0,0,0.274078454420964,0,0.150880961003101,-0.0175841023772278,0.229919396250695,-0.187106562195044,0,0.0190323147831808,0.016773757370521,0,0,0.0341212291971576,-0.047764765856862,0,0,0,0,0,0,0
X000625.SZ,0,0,0,0.0824380198943462,0.161049603273575,0,0,0,0,0,0,0,0,0.013995247602904,0,0,0,0,0,0,0,0.0653524444512846,0,0,0,0,0,0,0,0.101833377532271,0,0,0,0,0,0,0,0,0,0,0.0523191474213828,0,0,0,0.488717931465258,0,0,0,0,0,0,0.0224269151830332,0,0,0,0,0,0,0
X600104.SH,0,0.00399271376455553,0,0.091610009390571,0,0,0,0,0.0471647665344437,0,1.73472347597681e-18,0,0.0346815083626115,0,0,0,0,0,0.0569649261358411,0,0,0,0,0.0171939863359362,0,0,0,0,0,0,0,0.0226615643181194,0,0.0457460687413171,0,0,0,0,0,-0.0149581407444309,0,0,0,0.0204437583297388,0,0,0,0,0,0,0,-0.00596371908971824,0,0,0,0,0,0,0
X002371.SZ,0,0,0,0,0,0.0352567334100925,0,0,0,0,0,0,0,0,0,0,0,0,0.23162576552709,0,0,0,0,0,0,0,0,0.011762167209732,0,0,0,0,0,0,0,0,0.280066606721303,0,0,0,0,0,0,0.0890065071391951,0,0,0,0,0.0405617130470217,0,0,8.67361737988404e-19,0.0122250526310832,0,0,0,0,0,0
