,X600519.SH,X000858.SZ,X600276.SH,X000651.SZ,X002415.SZ,X600104.SH,X002475.SZ,X003816.SZ,X002304.SZ,X000063.SZ,X000568.SZ,X000725.SZ,X600031.SH,X600690.SH,X000338.SZ,X600809.SH,X000661.SZ,X600741.SH,X600703.SH,X002241.SZ,X300003.SZ,X000596.SZ,X002236.SZ,X002007.SZ,X600183.SH,X601877.SH,X300142.SZ,X000157.SZ,X000100.SZ,X000066.SZ,X300124.SZ,X002179.SZ,X000625.SZ,X300014.SZ,X000977.SZ,X300136.SZ,X600271.SH,X002463.SZ,X002008.SZ,X600177.SH,X002456.SZ,X002371.SZ,X002506.SZ,X600066.SH,X600584.SH,X002180.SZ,X600498.SH,X600867.SH,X002129.SZ,X600487.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0,0.177935426598885,0,0,0,0.526124603411673,0,0,0,0,-1.0842021724855e-19,0,0,0,0,0.0052237203650413,0.0709607494251904,0,0,0,0,0,0,0,0,0,0,0,-0.0223205739012712,0,0,0,0,0,0,0,0,0,0,0,0.011947343395441,0,0,0,0,0,-0.0227632056809607,0.0259553465032329,0,0,0,-3.46944695195361e-18,0,0
X000858.SZ,0.00222264518483933,0,0,0,0,0,0.0699776942111323,0,0,0.0183685477490301,0.569333826452065,0,0,0,0,0.0666295017834385,0,0,0.0175108332649207,0,0.0203385082075786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0339964076161514,0.0183423234198611,0,0,0,0,0,0,0,0,0,-5.42101086242752e-20,0,0,0,0,-0.0251194331331789,0,0
X600276.SH,0,0,0,0,0,0,0,0,0.0329122864367228,0,0.217499170205432,0,0,0.0437520984958722,0,0,0.142664456356602,0,0,0,0.03843163737193,0,0,0,0,0,0,0,0,0,0,0,0,-0.0266259640237973,0,0,0,0,0.0534601721983672,0,0,0,0,0,0,0.0275835051876462,0,0,0,0,0,0,-0.0182869319668979,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,-0.182451871637352,0,0,0,0.233730152437431,0,0,0,0,0,0,0,0,0,0,-0.00244046922548602,0.129585345097295,0,0,0,0,0,0,-0.0504530181459102,0,0,0,0,-0.0809450988584584,0,0,0,0,0,0,0,0.0500181181642922,0,0,0.172146809984523,0.171742840172822,0.18005025236895,0,-0.0215624773699779,0,0,0,0.0792399972048342,0,0
X002415.SZ,0,0.00480478679971432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.515473848339151,0,0,0.136685608959837,0,0,0,-0.000240475997342865,0.0178684562543928,0,0,0,0,0,0,0,0,0,-0.0177732083960612,-0.00742550966422663,0,0,-0.0192986611507779,0,0,0,0,0,0,0.0508718182642067,-0.0629741527952395,0,0,0,-0.0254417086637846,0,0
X600104.SH,0,0,0,0,-0.00342979543260205,0,0,0,0,0,0,0.0715396576684617,0,0,0,0.0803681965269292,0,0.173682591114718,0.0440017182085008,0,0,0,0,0,0,0.0613793180442952,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0.00402601455120262,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00446543417715631,0.00173543097631156,0,0,0,3.46944695195361e-18,0,0
X002475.SZ,0.0476681151637749,0,0,0,0,0,0,0,0.185499864111553,0,0,0,0.10844735895817,-3.46944695195361e-18,0.0527098519553809,0.123688369562298,0,0,0,0,0,0,0,0,0,0,0,0,0,0.224045566499591,0,0,0,0,-0.125907262054089,0.151447010891282,0,0,0.349211207289332,0,1.73472347597681e-18,0,0,0,0,-0.132731307236911,0,0,0,0,0,0,0,0,0,0,-0.0114774384537999,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0.206011533838186,0,0,0,0,0.0501052758594426,0.219952022270771,0,0,0,0.256793606372984,0,0,0,0,0,0,0.187776493700256,0,-0.217858884265551,0,-0.0951775045051296,0,0,0,-0.0347407127800879,0,0,0,0,0,0,0,-0.109817418276902,0,0,0,0,0,0,0,0,0,0.0692666084271687,0.0341205078246959,0,0,0,0.136421242107688,0,0
X002304.SZ,0.228840336944845,0.0367434449936109,0,0,0,0,0.00413496677384612,0.136865164023171,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105947957997578,0,0,0.0407120505727086,0.0725079378338078,0,0.0111258537957374,0,0,0,0,0,-0.0162477886455452,0,0,0,0,0,0,0,-0.0215058928573664,0,0,0,0,0,0.111267636242088,0,0,0,-0.00170867957044756,0.0298474393164425,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0.126332851457658,0,0,0,0,0,0.0260112337365325,0,0,0,0,0,0.219121701246421,0,0.111998296417694,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00498998674801536,0,0.169785320975596,0,0,0,0,0,0,0,0,0,0,0,0.038613528195234,0,0.12410150207786,0,4.33680868994202e-19,-0.00269693004330273,0,0,0,0,0,0
X000568.SZ,0.256135503084349,0.567805698064946,0,0,0,0,0,0,0,0.0471651078484545,0,0,0,0,0,0,0,0,0,-0.00788633050103057,0,0,-0.0850876872371946,0,0,0,0,0,0,0.0111048275695182,0,0.0210976411507887,0.0271468539323549,0.0140719029197952,0,0,0,0,-0.138423335319978,0,-0.0172376976609166,0.0305180793169585,0,0.0385031770427806,0,0.0562895309024042,0,0,0,0,0,0,0.00736710212500154,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00736383197417571,0,0,0,0,0,0,0,0,0,0.135001862123771,0.0359943081519387,0,0,0,0,0,0.0403084781954018,0,0,0.0553309107948268,0,0,0,0,0,0.115399637574514,0,0.0337203602099225,0,0,0.0915137639538985,0,0.0114703483507315,0.0277256492485798,0,0,0,0.0100188821971473,0,0
