,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X600276.SH,X002304.SZ,X000725.SZ,X000625.SZ,X000063.SZ,X600690.SH,X600741.SH,X600703.SH,X000568.SZ,X600066.SH,X002475.SZ,X002241.SZ,X600031.SH,X002236.SZ,X000100.SZ,X002456.SZ,X600271.SH,X002085.SZ,X000338.SZ,X600118.SH,X600177.SH,X002292.SZ,X000157.SZ,X002180.SZ,X002007.SZ,X000559.SZ,X600372.SH,X600867.SH,X300124.SZ,X300003.SZ,X002294.SZ,X002506.SZ,X002074.SZ,X002426.SZ,X600498.SH,X600089.SH,X601877.SH,X600522.SH,X002508.SZ,X600566.SH,X002465.SZ,X000981.SZ,X000050.SZ,X000869.SZ,X300115.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0.155315651999968,0,0,0,0,0,0,0,0,0.036201260766663,0,0.0288762024620269,0.0164795952966,0,0,0,0.034497727648319,0,0,0,0,0.160405273058297,0,0,0,0,0,0,0.105658216793066,0,0,0,0,0,0,0,0,0,0.15060991675741,0,-0.0839640494191303,0,0,0,0,0.0339058856446449,0,0.0874280147968711,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0411710854088342,0,0.0183924773111117,0,0,0,0,0,-0.0353349542049502,0,0,0.338244629773157,0,0,0.0816484349377555,-0.00576102917518432,0,0,0,0.0790655133763827,0,0,0,0,0,0.0973876253889429,0,0,0,0,0,0,0.150129492388439,0,0,0,0,0.0171591405378624,-0.0226603440911574,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,-0.243879766706188,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0227133638453629,0.0595488631355895,0,0.308821913416751,0,0,0.0384916509434977,0,0,-0.0698925624224371,0,0,0,0,0,0,0.0732725107122761,0,0,0,0,0.478551686095725,0,0,0.05809744514529,0,0.0583275911096413,0.0471608264214987,0,-0.0214734017893992,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0636886621455407,0,0,0.0222763944506294,0,0.0661164112599248,0,0,-0.121820046782973,0.0176568720385183,0,0,0,0,0.0713613269972275,0,0,0,0,0,0,0,0,0,0.0994362205634961,0,0,0,0.111828208331326,0,0,0.0189180833616477,0.172945216516989,0,0,0,0,0,-0.0735418132823452,0.0766108197772562,-0.0301985206587085,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.423091068949689,0,0,0,0,0,0,0,0,0.0242167595812115,0,0,0,0,0,0,0.153962127201396,0,0,0,0,0,0,0,0.029627549856603,0,0.149196471693075,0,0,0,0,0,0,0,0,0,0,0,0,0.00742744560711993,0,0,0,0,0,0
X600276.SH,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0290703273696089,0,0,0,0,0,0,0,0.116105642115648,0,0,-0.181820892765367,0,0,0,0.290587174109797,0,0.0851115201259384,0,0.0515841582142678,0,0.0510967614865665,0,0,0.0860594064007194,0,0,-0.0727288682442935,0,0,0,-0.0520109001444476,-0.0330261934466119,0,0,0,0,0,0
X002304.SZ,0.0700494962832995,0,0,0,0,0,0,0,0,0,0,0,-0.0222941504654233,0.0948499521517593,0,0,0,0,0,0,0,0,0.0816413613231034,0,0,0,0,0,0,0.00940071847742497,0.0792438920457886,0,0,0,0,0,0,0,0,0,0,-0.0105886323363152,0.189801718411748,0,0,0,0,0,0.0449700964438707,0.0413089199576005,0,0,0.00957493351509853,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0256901579539362,0,0,0,0.0124020279983471,0,0,0,0.0454817501428654,0,0.033602887000055,0,0,0,0.0257741625713296,0,0,0,0,0,0,0,0,0,0,0,0,0.13319445205531,0,0,0,-0.0603187103032836,0,0,0,0,0,0.0348813785173307,0,-0.108425878947473,-0.0065041505984003,0,0,0,0,0,0
X000625.SZ,-0.0513111448017608,0,0,0.0281515196082189,0,0,0,0,0,0,0,0.060808316484798,0,0,0.061453697200811,0.034849675891267,0,0,0,0,-0.0302320213439066,0,0.0584732967465338,0,0,0,0,0,0,0.0154785263205039,0.101545636631569,0,0,0,0,0,0,0,0.109409806545828,0,0,0,0,0.142363935093098,0,0,0.045797677050436,0,0,0.0837783199396011,0,0.088929141925773,-0.0270806295604687,0,0,0,0,0,0
X000063.SZ,0,0,0.0503537456961657,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0.037048861305503,0.0942451992514663,0,0,0,0,0.0904088354122472,0.0495596189330608,0,0,0,0,0,0,0.0935361527635402,0,0,0,0,0,0.0758226085083621,0,0,0.129082344169057,0,0.0337131670401743,0.122452233398318,0,0,0,0,0.0218585200211758,0,0,0,0.0186696186076774,0,0,0,0,0,0,0
X600690.SH,0,0,0,0,0.147949679327361,0,0,0,0,0,0,0,0,0.0907010978074608,0,0,0.0960127564484333,0.0905566350211807,0,0,0,0,0,0,0,0,0,0,0,0.0695960390233163,0,0,0,0,0,0,0,0,0,0.0695447052266447,0.0670035827863559,0.189117079053517,0.0545422775819355,0,0,0,-0.111920443134242,0,0,-0.0346468148249293,0,0,0,0,0,0,0,0,0
