,X600519.SH,X000858.SZ,X002475.SZ,X600276.SH,X002415.SZ,X600690.SH,X000651.SZ,X600104.SH,X600809.SH,X003816.SZ,X002371.SZ,X000063.SZ,X000568.SZ,X000725.SZ,X300124.SZ,X600031.SH,X000625.SZ,X002304.SZ,X000338.SZ,X300014.SZ,X000100.SZ,X000596.SZ,X002241.SZ,X002179.SZ,X600418.SH,X000977.SZ,X002463.SZ,X600584.SH,X600089.SH,X000157.SZ,X600703.SH,X600372.SH,X600183.SH,X600066.SH,X002028.SZ,X600741.SH,X002049.SZ,X002236.SZ,X601877.SH,X600522.SH,X000066.SZ,X002156.SZ,X600839.SH,X000988.SZ,X600460.SH,X600487.SH,X002281.SZ,X600177.SH,X000661.SZ,X000800.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.153377012888825,0,0,0,0,0,0,0.0797735242155747,0,0,0,0,0,0,0,0,0.354901367964277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00845702912811237,0,0,0,0,0,0,0.00705664987654982,0.00264081040262831,0,0,0,-0.0326943035891901,0,0
X000858.SZ,0,0,0,0,0,0,0,0.0645059133379646,0.271533078251859,0,0,0,0.104509404339944,0,0,0,0.0298618035958132,0.28855927268224,0,0,0,0,0,0,0,-0.016327026826907,0,0,0,0.123139576357939,0,0,0,0.0911335182952256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00150703176333811,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0.0401229185096683,0.137356914226648,0,0,0,0,0,0,0,0.121787729699257,0,0,0,0,0.0348618180569369,0,0,0.278659119436936,0,0.0500819319488463,0,0.0306799164718834,0,0,0,0,0,0.15705138285576,0,0,0,0,0,0,0,-0.0105814773908057,-0.0117423009796306,0.0527611547736215,0,0,0,0,0,0,0,0,0,0.0221676710818119,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0.151690804729828,0,0.0113841504840898,0,0,0,0,0,0,0,0,0,0.0427478790356901,0,0.199270025303253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.126293225776999,0,0,0,0,0,0,0,0,0,0,0,0.027696701881639,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.132169755399715,0,0,0,0,0.203099177969419,0,0,0.0397408281409489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0227849718895596,0.0280894517808809,0,0,0,0,0,0,0.00731466471782332,0,0,0,0.0072171732175224,0,0,0,-0.0544176904800832,0,0
X600690.SH,0,0,0.318736150626308,0,0,0,0.201524525607042,-0.181169395085581,0,0.0516220329726711,0,0,0.103377057272769,0,0.0162109297568459,0,0,0,0,0,0,0,0,0,-0.0128614887984257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0149122764170894,0,-0.0208487908049096,0.0213680075686459,0,0,0,0,0,0,0,0,0.00361402477304174,8.67361737988404e-19,0,0,0,0,0,0
X000651.SZ,0,0,0.160316491240518,0,0,0,0,0,0,0,0,0,0,0,0.127002186400759,0,0,0.0170596857622878,0,0,0,0,0,0,-0.169163525507839,0,0,0,0,0,0,0,0,0.21503389126999,0,0,0,0,0,0,0,-0.0245152675154215,0,0,-0.0169726619699052,0,0,0,0,0,0,0,0.0258016460534335,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0.0237555339181394,0,0,0,0,0,0,0,0.0205288898373479,0,0,0,0,0,0,0,0.29674413849127,0,-0.0349670059657764,0,0,0,0,0,0,0,0,1.33960026712429,-0.348088345653464,0,0,0,-0.171347638038296,0,0,0,-0.17951395086042,0,0,0,0.135001848235841,0,0,0.0849080279588872,0.00907305471781296,0,0,0,0.0516955566422061,0,0
X600809.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.524788662102046,0,0,0,0,0,0,0,0,0.238012531575626,0.00790925576951866,0,0,0,0,0,0.0954176819112966,0,0,0,0.089791343720746,0,0,0,0,0,0,0,-0.0260332457708428,0,0,0,0,0,0,0,0,0,0,0,-0.0134339243709367,0,0,0,0.00927014824471466,0,0
X003816.SZ,0,0.128555989448088,0,0,0,0,0,0,0,0,0,0,0,0,0.0841746891617646,0,0.0350251133960781,0,0,0,0,0,0.0173336003154892,0,0,0,0,0,0,0,0,0,0,0.046576830577357,0,0,0,0,0,0,0.0416415657791752,0,0.0791784345462125,0,0,0,0,0,0,0,0,-0.0307099082944322,0,0,0,0,-0.0466814993232991,0,0
