,X600519.SH,X000858.SZ,X600276.SH,X000651.SZ,X002415.SZ,X600104.SH,X002304.SZ,X000725.SZ,X002475.SZ,X000568.SZ,X000063.SZ,X600031.SH,X600690.SH,X000338.SZ,X600741.SH,X600809.SH,X000596.SZ,X000661.SZ,X600183.SH,X002236.SZ,X002007.SZ,X601877.SH,X002241.SZ,X300003.SZ,X000100.SZ,X600703.SH,X000157.SZ,X300142.SZ,X002179.SZ,X600271.SH,X000625.SZ,X300124.SZ,X600867.SH,X002008.SZ,X300014.SZ,X600498.SH,X002463.SZ,X002129.SZ,X000977.SZ,X002506.SZ,X300136.SZ,X300146.SZ,X600177.SH,X002049.SZ,X600066.SH,X000050.SZ,X000066.SZ,X002371.SZ,X600487.SH,X600118.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.344124808048273,0,0.058735138696765,0,0,0,0,0.0656554640674997,0,0,0,0,0,0,0,0,0,-0.00589186202795212,0.0693155476620527,0,0,0,0,0,0.00716127728360272,0,0,0,0,0,-0.0222644072786437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00940839587447036,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0.130276648503802,0.340534654041782,0.053899398493206,0,0,0,-0.0288758828765543,0,0,0,0,0.0505890758000329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.106188526044865,0,0,0,0,0,0,0,0,0,0,0.127625382035596,0,0,0,-0.0142222844619042,0.0158546171703938,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0.0371127959684566,0.0223739936627214,0,0,0,0,0,0,0,0.258842478872757,0.0780105248498203,0,0,0,0,0,0,0,0,0.212715882844186,0,0,0,0,0.13457175998951,0,0.0429556252392033,0,-0.0607465876758267,0,0,0,0,0,0,0.0911212975315937,0,0,-0.0497200075045458,0,0,0,0,-0.00425105587227948,-0.0170290712603955,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0.100031723536804,0,0.195525204524247,0,0,0,0,0,0.0813805988760862,0.154093914422097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0650057097898226,0,0.0181087374951952,-3.46944695195361e-18,0,0,0,0,-0.00212832339611568,0,0,0,0,0,0
X002415.SZ,0,0.15598787577945,0,0,0,0,0,0,0.154671271270575,0,0,0,0,0,0,0,0,0.10764996698865,0,0.179960219064927,0,0,0.193182151466665,0,0,0,0,0,0,0,0,0,-0.0329952760566809,0,0,0,0.0338912959510655,0.0430916060994569,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.42101086242752e-20,0.00735717847891774,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0.269015247539529,0,0,0.0426735566288617,-0.080734538053534,-0.0171460698838594,0,0,0,0,0,0,0.0561189424380157,0.0122834843528682,0,0,0,0,-0.0306138920771609,0,0.0479334654048274,0,0,0,0,0,0,0.083342264190417,0,0,0.0420655490509737,0,0,0,0,0,-0.139006971041034,-0.0176476953108365,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0.00505750956256447,0,0,0,0,0.277824707025276,0,0,0,0,0.143383959804667,0.252884795681355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00780444910135542,0.0272180007654258,0,0,0.0660147003420233,-0.00435058264652683,0,0,0,0,0,0,0,0.038051809097637,-0.0790525313893312,0,0,0,0.0792187941552932,-0.0307406274999354,0.0715115248348416,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0.0526917203922542,0.0285727442369617,0,0,0,0,0,0,0,0,0,0.0261363547319776,0,0,0,0,0.0910715285096342,0.161188135479885,0,0,0,0,0,0,0,0,-0.0323288904455489,0,0.0446858979815938,0,0,0,0,0,0,0,0,0.266824398195274,0,0,0,0,0,-0.0443040310917358,0.0568815029725943,0,0,0,0,0,0
X002475.SZ,0.136670890145543,0.24297905231667,0,0.110212009183973,0,0,0,0,0,0,0,0.175628652591986,0,0,0.0404681802726872,0,0,0,-0.0102834597562513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18015823054152,0,0,0,0,0,0,0,0,0,0.293688367138573,0,0,0,0,0,0,0,0.0297925407869389,-0.0391467749476806,0,0,0,0,0,0
X000568.SZ,0,0.630858146361043,0,0,0,0,0,0,0,0,0.00758940870327903,0.0589770504518904,0,0,0,0,0.217228454504328,0.0960920725476675,0.0419062223171134,0,0,0,-0.122531756481732,0,0,-0.0607615256275184,0,0,0,0,3.46944695195361e-18,0,0,0.0547914678873383,0.0136247840660152,0,0,0,0,0,0,0,0,0,0,0,0.0335128256331226,0,0,0,0,0,-0.00540617520444088,0,0,0,0,0,0
