,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X600276.SH,X002304.SZ,X000725.SZ,X000625.SZ,X000063.SZ,X600690.SH,X600741.SH,X600703.SH,X600066.SH,X000568.SZ,X002241.SZ,X002475.SZ,X600031.SH,X002236.SZ,X000100.SZ,X002456.SZ,X600271.SH,X002085.SZ,X000338.SZ,X600118.SH,X600177.SH,X002292.SZ,X000559.SZ,X000157.SZ,X002180.SZ,X002007.SZ,X600867.SH,X600372.SH,X300003.SZ,X300124.SZ,X002294.SZ,X002074.SZ,X002506.SZ,X002426.SZ,X600522.SH,X600498.SH,X600089.SH,X601877.SH,X002508.SZ,X002465.SZ,X000050.SZ,X000869.SZ,X600566.SH,X300115.SZ,X000981.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0130125745187935,0.119768044604383,0,0,0,0,0.00676377915800597,0,0,0,0,0.296869063697353,0,0,0,0,0.0542495523897034,0,0,0,0,0,0,0,0,0.0715398299511542,3.46944695195361e-18,0,0,0,0,0,0,0,0.0641220199034954,0,0,0.0778098092881341,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0.0371129327703587,0.0656773154720614,0,0.008582342445612,0,0,0,0,0,0,0,0,-0.00609966202302097,0,0,0.285289666940574,0,0,0,0.00213333989460089,-0.036759212443414,0,0,0,0.102215114157538,0,0,0,0,0,0.117148663778818,0,0,0,0,0,0,0,0,0.144100176431134,0,0.0237877843914194,-0.0447897684689644,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,-0.218351550907029,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0803765447577948,0.117602712145587,0,0.317890948965095,0,0,0,0.0722281900624372,0,0,-0.238574034409848,0,0,0,0,0,0.020482971377502,0,0,0,-0.00988515393041013,0.403388601086178,0,0,0.0771711763852368,0,0.081910775896099,0.0466129767397231,0,0,-0.0128889625309272,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0667769031381459,0.0115942160132425,0,0,0,0,0,-0.0712953292615541,0.0380270580564078,0,0,0,0,-4.33680868994202e-19,0.110745531047182,0,0,0,0,0,0,0,0.0963833701970955,0,0,0,0,0,0.118153330599933,0,0.201948458828876,0,0,0.0174655268950778,0,0,0,-0.0904798824864552,0.0842248719907182,-0.102702294226515,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0,0,0.0335746981118051,0,0,0,0.40970072317575,0,0,0,0,0,-0.0103407946226131,0,0,0,0,0,0,0,0,0,0.147016850804887,0,0,0,0,0,0.077041156076441,0,0,0,0.128675480879128,0,0,0,0,0,0.0249528144989839,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0
X600276.SH,0.0575487299405747,0,0,0,0,0,0,0,-0.0114938296689108,0,0,0,0,0,0,0,0,0,0,0,0.0330085930694631,0,0,0,0,0,0,0,0,0.107274292865539,0,0,-0.169618683223338,0,0,0.269344163097467,0.0717129391526174,0,0,0,0.0273088235544218,0,0.069688828075839,0,0,-0.0898405771680957,0,0.0799658251254298,0,0,0,-0.0572747401873869,-0.0403661888247719,0,0,0,0,0,0
X002304.SZ,0.215815783124826,0,0,-0.0444952992498103,0,0,0,0,0.0665452310306243,0,0,0,0,0,0.0327085367033041,0,0,0,0,0,0,0,0,0,0,0,0,0.0697307713257884,0,0.0994283291184172,-0.0179728086554485,0,0,0,0,0,0,0,0,0.110677262753242,0,0,-0.0283332440511252,0,0,0,0.11776941838133,0.0435645766927772,0.0650262478946508,0,0,0,0.0478217449106866,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.063860038022391,0,0.175682994741665,0,0,0.148040633296413,0,0,0,0,0,0,0,0,0.00892723175983984,0,0,0.00164171482575766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0558059249751257,0,0,-0.10887993522761,-0.00544170047145717,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,0,0,0,0,0,0.119422081556288,-0.0294580642950169,0,0,0,0.0146102777486156,0,0,0,-0.0472683941796911,0,0,0,0.110180345594825,0,0,0,0,0,0,0,0,0,0,0,0,0,0.089541970859729,0,0,0,-0.0352582147343284,0.217625062042102,0,0,0,0,0.0963737728022173,0.0309799397346809,0,0.0412899649741524,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0.0931689357806379,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0277039516422361,0,0.125506708850974,0,0,0,0.073509880511441,0.0804780195769143,0,0,0,0,0,0,0,0,0,0,0.0281379471987439,0.0275465297234814,0.247966938644043,0,0,0,0,0,0,0,0.0146332373617468,0.0266005556897239,0,0,0.0114371420189533,0,0,0,0,0,0
