,X600519.SH,X000858.SZ,X000568.SZ,X002415.SZ,X600809.SH,X600276.SH,X600690.SH,X002475.SZ,X000651.SZ,X002304.SZ,X300124.SZ,X600104.SH,X000063.SZ,X003816.SZ,X000725.SZ,X000596.SZ,X600031.SH,X000625.SZ,X002371.SZ,X000338.SZ,X300014.SZ,X002129.SZ,X002179.SZ,X600703.SH,X000100.SZ,X002049.SZ,X600089.SH,X600372.SH,X002236.SZ,X000157.SZ,X600741.SH,X000977.SZ,X000661.SZ,X600584.SH,X002241.SZ,X601877.SH,X600522.SH,X600702.SH,X000733.SZ,X002463.SZ,X601799.SH,X002074.SZ,X000800.SZ,X002007.SZ,X300142.SZ,X002028.SZ,X002180.SZ,X600183.SH,X600460.SH,X000066.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0.32039793170378,0.0127024359325516,0,0,0,0.0276828291422804,0,0,0,0.229696008496362,0,0,0,0,0,0,0,0,0,0,0,-0.120672145897083,0,0,0,0,0,0,0,0.0207868869750206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0463810103196217,0,0,0,0,0,0.0316095339880062,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.302939226421817,0,0.183412871118148,0,0,0,0,0,0,0.0142566862355131,0,0,0,-8.67361737988404e-19,0,0,0.0252967061119964,0,0,0,0,0,0,0,0.000740178194357004,-0.171069521019505,0,0,0,0.225566137198645,0,0.0090599576105102,0,0,0,0,0,0.0114745283738306,0,0,0,0,0,0
X000568.SZ,0.345353217161219,0.186800623230407,0,0,0.0724914269761062,0.00932440503619089,0,0,0,0,0,0,0,0,0,0.296536120429139,0,0,0.0483940883505764,0,0,0,0,0,0,0,0,0,-0.0258275216713687,0,0,0,0,0,0,0,0,0.109777324596572,0,0.0386991950839989,0,0,0,0,0,-0.131988236841412,0,-0.0940871012245691,0,0,0,0.0121027933383091,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,-0.0891924715292554,0,0,0,0,0,0,0.0759818479524587,0,0,0,0,0.065838393290999,0.132457411048474,0,0.0443970302282906,0,0,0,0,0,0,0,0.140101336274005,0,0,0.0233230689610259,0,0,0,0,0,0.186903890142775,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00668044411900341,0,0,0,0,0,0,0
X600809.SH,0,0,0.396853821278281,0,0,0,0,0,0,0,0,0,-0.11819198532921,0,0,0,0,0,0,0,0.1484786937802,0,0,0,0,0.0596873346201557,0,0,0,0,0.0428900935979035,0,0,0,0,0,0,0.312553654952946,0.0679082394737832,0.0158829532669578,-0.128599758474169,0,0,0,0,0,-0.0327894372282801,0,0,0,0,-0.00600495785565179,0,0,0,0,0,0,0
X600276.SH,0,0,0,-0.147414850985436,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.304860252554108,-0.0632922434481044,0,0,0,0,0,0,-0.0300316037686342,0,0,-0.308270271432762,0,0,0,0.603365049975848,0,0,0,0,0,0,0.154071881221377,0.0751813038183442,0,0,0,0,0.236536234008177,0,0.0929151468849864,0,0,0,-0.0288568249297938,0,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.00192513267981962,0,0,0,0.0357154047763682,0,0,0,0,0,0,0,0,0.0442439667399761,0,0,0,0,0,0.0220866204397394,0,0,0,0,0,0.0726410260185366,0,0.0301006776364786,0,0,0,0.120260215883509,0.0146535846694115,0,0,0,0,0,0,-0.0140795973379658,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0.10733179486204,0,0,0,0,0,0,0,0.274319254792943,0,0,0,0,0.0612695474225947,0,0,0,0,0,0,0,0.0644750056170375,0,0,0.0429075883355597,0,0.0872612356000019,0,0,0,0,0,0,0,0,0.087213079007078,0,0,0,0,0,0,0.0725483258520221,0,0,0,0,-0.0832685751361371,0.131555878303353,0,0,0,0,0,0
X000651.SZ,0,0,0,-0.0836526704709541,0,0.00539594847738479,0.248170721542854,0.0582820574935734,0,0,0,0,0,0,0,0,0,0.191720773866187,0,0,0,0,0,0,0,0,0.0818809004064151,0,-0.103420163305779,0,0,0,0,0,0,0,0,0,0,0,0.0174980098044353,0,0,0,0,0,0.0387228241065295,0,0,0,0,-0.00943737655133579,0,0,0,0,0,0,0
X002304.SZ,0,0.439304592479217,0.0206725856154941,0,0.157953835024769,0,0,-0.0104913085279824,0,0,0,0,0,0,0,0,0,0.0269680439787196,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00803459546254626,0,-0.0141852819620149,0,0,0,0.0438532610870541,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00169510129978151,0,-0.13988006916585,0,0,0,0,0
