,X600519.SH,X000858.SZ,X600809.SH,X002415.SZ,X000568.SZ,X600276.SH,X600690.SH,X002304.SZ,X002475.SZ,X300124.SZ,X000651.SZ,X600104.SH,X300014.SZ,X003816.SZ,X000725.SZ,X000625.SZ,X600031.SH,X000596.SZ,X002129.SZ,X000063.SZ,X002371.SZ,X002049.SZ,X000338.SZ,X002179.SZ,X600703.SH,X600089.SH,X002180.SZ,X000661.SZ,X300142.SZ,X002241.SZ,X601877.SH,X600741.SH,X000733.SZ,X000100.SZ,X002074.SZ,X600522.SH,X600702.SH,X600460.SH,X000157.SZ,X600584.SH,X600884.SH,X000799.SZ,X000800.SZ,X300003.SZ,X600487.SH,X000066.SZ,X002414.SZ,X002236.SZ,X601799.SH,X002007.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.479560850853035,0.0738915361811991,0,0.120287881069405,0,0,0,0,0,0,0,0.0155376323735623,0,0,0,0,0,0,0,0,-0.0816745696842378,0,0,0,0,0,0,0,0,0,0,-0.0975334825930863,0,0.170516703628174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0111717867576117,0.0151491670657499,0,0,0,0,0,0
X000858.SZ,0.241063353404026,0,0,0,0.343930572866434,0.079201428053464,0,0,0,0,0.113918779069583,0,-0.0339327832828248,0,0,0,0,0,0,0,0,0.0173007063568688,0,0,0,0,0,0,0,0,0,0,0,0.066223995694706,0,0,0.100182959153094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0179992568952531,0,0,0,0,0,0,0
X600809.SH,0.359621591360462,0,0,0,0.452396832702292,0,0,0,0,0,0,0,0.0294145025973476,0,0,0,0.0663703233531133,0,0,0,0,-0.0856101896653753,0,0,0,0,0,0,0,0,0,0,-0.0795623272643264,0,0,0,0.0596104278083131,-0.0107361557329729,0,0,0,0.0439913781852718,-0.0499863820290201,0,0,0,0,0,0,0,0,0.0018167210147009,0,-0.0890915246814121,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0.128108570890884,0,0,0,0,0,0,0,0,0,0.199369778809773,0,0,0,0,0,0,0,0,0,0,0,0,0.063095908392962,0,0,0,0,0,0,0,0,0,0,0,0,0.190978562034568,0,-0.0748776187084109,-0.00432128076148514,0.0840758328534502,0,0,0,0.118643964701358,0.0622730414626299,-0.00674277637062869,-0.0152680192591026,0,0,0,0,0,0
X000568.SZ,0.556931336008889,0.103036360444227,0.584341289691601,0,0,0,0.122831701975197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.168652365668614,0.019767312073438,0,0,0,0,0,0,0,0.0537226677401497,0,0,0,-0.105371364135107,0,0,0.0416622012416049,-0.00221567588115099,0,0,0,0,0,0,0,-0.0174711689530854,0.00758415916160939,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,-0.0976897871500528,0,0,0,0,-0.0186442624124057,0,0,0,0,0,0,0,0,0,0,0,-0.052885688624769,0,0.151491736333827,0,0,0,0,0,0,0,0,0,0,0,0,0.167746365499197,0,0.210804586899135,-0.117824445805268,0,0,0.00160323137612369,0,0,0,-0.00582938872584175,-0.00984634325361446,0,0,0,0,0,0
X600690.SH,0,0,0,0,0.285674594023405,0,0,0,0,0,0.242939094028396,0,-0.0407900941866529,0,0,0,0,0,0.113267603557629,0,0,0,0,0,0,0,-0.050195887386589,0,0,0.0510938823245721,0,0,0,0,0,0.0297515299241689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000402861957988477,-0.0435511117183709,0,0,0,0,0,0
X002304.SZ,0,0,0,0.103390299155839,0.420747180627412,0,0,0,0,0,0,0,0,0,0,0.0411808624415462,0.00207782791234992,0.0247876350717488,0.0135811317178869,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.107880968135526,0,0,0,0,0,0,0,-0.0808510329711548,0,-0.0675908605773817,0,0,0,0,-0.00702219622009521,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0.0623326444354818,0,0.105030068602653,0,1.73472347597681e-18,0,0,0.204896025401448,0,0,0,0,0,0,0,0.0347065648077007,0,0,0,0,0,0.0815538763999626,0.179490264585075,0.144150402039758,0.197608559894519,0,0,0,0,0.0286515810035017,0,0,0,0,0,0,0,0,0,-0.100604539269286,0,0.034972401050475,0,0,-0.0925303559595804,0,-0.0111420425717409,0,0,0,0,0,0,0
X300124.SZ,0,0,-0.00882993169799707,0,0,0,0,0,0.451446198862385,0,-0.283834747648095,0,0,0,0,0.0199743663120645,0,-0.221331474264851,0,0,-0.0926710155953794,0,0,0,-0.0546355921924983,0.0781718233428366,-0.0397816839066412,0,0,0,0.26785469831939,0,0,0.0801982823942863,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0135546137065961,0.0116910805280016,0,0,0,0,0,0
