,X600519.SH,X000858.SZ,X600809.SH,X000568.SZ,X002415.SZ,X002304.SZ,X600276.SH,X600690.SH,X002475.SZ,X300014.SZ,X600104.SH,X000651.SZ,X002129.SZ,X000625.SZ,X300124.SZ,X600031.SH,X000725.SZ,X002371.SZ,X003816.SZ,X002049.SZ,X000596.SZ,X000063.SZ,X002241.SZ,X000338.SZ,X600089.SH,X002179.SZ,X600703.SH,X600522.SH,X000661.SZ,X601877.SH,X002180.SZ,X002074.SZ,X300142.SZ,X600884.SH,X600741.SH,X600460.SH,X000733.SZ,X000100.SZ,X600702.SH,X000799.SZ,X000157.SZ,X601799.SH,X600563.SH,X002236.SZ,X002176.SZ,X600584.SH,X000800.SZ,X600487.SH,X600779.SH,X002007.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.283845244188266,0,0.0457665714801066,0,0,0,0,0,0.0186371439358591,0,-0.0153494860279626,0,0,0,0.05079730553339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0708505486958804,0,0,0,0.0966158305216036,0,0,0,0,0,0.0535715176954735,0,0,0,0,0,0.0163428834739541,0,0,1.16348937713798e-05,0,0,0,0,-0.011348617850863,0,0
X000858.SZ,0,0,0,0.464388857531629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0102689034950155,0.0136813702434071,0,0,0,0,0.0787704352291269,0.0965809254133949,0,0,0.0448803251520784,0,0.00804552501950616,0,0,0,0.116891225630363,0,0,0,0.0136760602789597,0,0,0,0,0,0
X600809.SH,0,0,0,0.526344375912818,0,0.116088085603075,0,0,0,0.0223560211654629,0,0,0,-0.026181463097978,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0.00341152018353536,0,0,0,0,0,0.0458968888451935,0,0,0,0.0291809802174176,0,0,0.0815114552822097,0,0,0,0,0,-0.207293159595336,0,0,0,0,0,0.0739980889651979,0.0118917741008912,0,0,0,0,0,0,0
X000568.SZ,0,0.12151302170992,0.0895795721703727,0,0,0.0171219731591133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.041711440096754,0,0,0,0.0168245024217639,0,0,0.0166935726994356,0,0,0,0,0,0,0,0,0,0,0.396189385269979,0,0,0,0,0,0,0,0,0,0,0,0,-0.0183035699703548,0,0.000218884216412374,0,0,-0.0291161047396225,0,0
X002415.SZ,0,0,0.101272452065559,0,0,0.455753618558247,0,0,0,0,0,0,0,-0.164049820736182,0.113006699752588,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.726554494952983,-0.046304901015625,0,0,0,0,0,0,0.109039358326073,0.0372149677059219,0,0,0,0,0,0
X002304.SZ,0,0,0.136311996268826,0.0770901743314834,0.010324501850666,0,0.0780199824054819,0.0156433402153381,0,0,0,0,0,0,0,0,0,0.134306685850934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.147389006120398,0,0,0,0,0,0,0,-0.000559055057348782,0,0,0,0,0,0,0,0,0,-0.0271986411147644,0,0
X600276.SH,0,0,0,0,0,0,0,0.241688573022961,0.0299782695009306,0,0,0,0,0.137322712240356,-0.031474784897377,0,0,0,0,0,0,0,0,0,0,0,0.0432949306240083,0,0,0.0670599780752296,0,1.73472347597681e-18,0.107212331084045,0,0,0,0,0,0.104220967688655,0,0,0,0.0643220080525984,0,0,0.00462884907434216,0.00329583130384195,0,0.307423321187337,0,0,0.0348168795958414,0.100501236443648,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.140800135459518,0,0,0.0177920777861822,0,0,0,0,0,0.0094129072879313,0,0,0,0,0,0,0,0,0,0,0,0.0291068874703176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0.0263191216061248,0,0,0,0,0,0,0,0.144988997175105,0,0,0,0,0.10867379180824,0,0,0,0.0332193894602737,0.125614588411593,0,0,0,0,0,0,0,0,0,0,0.0962049872568807,0,0,0.116157942284474,0,0.139328507629996,0,0,0,0,0,0,0,-0.0623922744271943,0,0,0,0,0,0,0
X300014.SZ,0,0,0,0,0,0,0,0,0.0751717177275433,0,0,0,0,0,0,0,0,0.113877095382631,0,0,0,0,0,0,0,0,0,0.148293728920503,0,0.276735660144104,0,0.0651119887762582,0,0.0425036603983534,0,0,0,0,0.0532805191143041,0,0,0.117370376253146,0,0,8.67361737988404e-19,0,0,0,0,0,0,-0.00593990131282382,0,0,0,0,0,0,0
