,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X600276.SH,X000725.SZ,X002304.SZ,X000063.SZ,X600690.SH,X600703.SH,X002236.SZ,X600741.SH,X000625.SZ,X000568.SZ,X002475.SZ,X600031.SH,X002241.SZ,X000338.SZ,X600066.SH,X002456.SZ,X000100.SZ,X601877.SH,X002508.SZ,X300124.SZ,X002008.SZ,X300003.SZ,X002085.SZ,X300136.SZ,X600177.SH,X600089.SH,X002294.SZ,X000157.SZ,X600271.SH,X600522.SH,X600487.SH,X600118.SH,X000981.SZ,X600566.SH,X600867.SH,X600699.SH,X600809.SH,X300115.SZ,X002074.SZ,X000050.SZ,X000559.SZ,X600372.SH,X000623.SZ,X002007.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0,0,0.0171408279076604,0,0,0.0260919828031238,0,0,0,0.251117155481868,0,0,0,0,0,0,0,0,0.0392775498828336,0,0,0,0.0943926908178913,0,0,0.128881769855489,0,0,0,0,0.118118094859826,0,0,0,0,0,0.230350071097783,0.0385849327156269,0,0,0,0,0,0,0,0,-0.0232582261387547,0,0,0,0,0,0
X600104.SH,0,0,0,0.267029105232432,-0.0852197051601833,0,0,0.0263272312498087,0,0.038339365909534,0,0,0.409491644832837,0.0958160005704459,0,0,0,-0.00116703489861073,0,0,0,0,0.0463283353383218,0,0,0,0,0,-0.113834425267009,0,0,0,0,-0.094343024873244,0,-0.0256527387817094,0,0,0,0,0,0,-0.0894338928187118,0,0,0,0,0,0,-0.15397288947202,0.034713204927131,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0.0369716645980696,0,0.00204062261094668,0,0,0.442996366755685,0.0949256594483017,0,0.0366909683013602,0,0,0,0,0,0,0,0,0.31782999635601,0,0,0,0,0.0811702662860759,0,0,0,0,0,0,0,0,0,0,0,-0.137159029465257,0,0,0,0,0,-0.0577214778424763,0,0,0,-0.024846254191696,0.0456513574792148,0,0,0,0,0,0
X000651.SZ,0.0231020135102377,0.0547902097234748,-8.67361737988404e-19,0,0.178440155207645,0,0.0267175772853247,0,0,0.138425353415882,0,0,0,0.123240260999364,0,-0.0578816138336449,0,0,0,0.0816855488738549,0,0,0,0.0869098701597838,0.21100849164564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0248889385125366,0,0,0,0,0,0.00291712605833874,-0.00995295959322829,0,0,0,0,0,0
X000858.SZ,0,0,0.072503181263087,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0.699862470378684,0,0,0,0,0,0,0,0.0175481038161929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103595978272388,0,0,0,0,0,0,0,0,-0.00386858250301544,0,0,0,0,0,0,0
X600276.SH,0,0.103215312874496,0.0578836926924858,0,0.0357705961369445,0,0,0,-0.0185245543859829,0,0,0,0.0821015527881836,0,0,0,0,0,-0.104196980643795,0,0,0,0,0,0,0,0.111485702160666,0,0,0,0,0,0,-0.0754307437469217,0,0,0,0,0,0,0,0,0,0,-0.0238523891812056,-0.165230695344371,-0.083478085360086,0,0,0,0.00793382627538207,-0.00189872086598232,0,0,0,0,0,0
X000725.SZ,0,0,0.230862349288726,0,0,0,0,0,0.1371616676309,0,0,-0.147361948100431,0,0,0.0579379480014649,0,0,0,0,0,0,0,0,0,0,0,0,0.309823155071594,0,0,0.194152802017404,0,0,0.592531653272088,0,0,0,0,0,0,0,0,0,-0.00813620725842791,0.106275286815571,0,0,0,0,0,0.00365572748199992,0.0128221764588565,0,0,0,0,0,0
X002304.SZ,0.189951451297754,0.194566524913448,0,0,0.288837023444781,0,0,0,0,0.077566961591617,0,0,0,0,0,-0.0120967154030573,0,0,0.0726244023565639,0,0,0,0.0443117675549355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.198414576425185,-0.0934385704308371,0,0,0,0,0,-0.128766927534367,0,0,-0.0157121645547847,0,0,0,-0.0515050612077763,0,0
X000063.SZ,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0.217730151363808,0,0,0,0.0391146156382599,0,0,0.172554334163322,0,0,0,0,0,0,0.239756522159063,0.0148115485752776,0,0,0.0439203845430574,0,0,0,0,0,0,0.0947883138399765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0449156089562029,0.0609058826564687,0,0,0,0,0,0
X600690.SH,0,0.193889250152144,0,0.382538242735761,0,0,0,0,0,0,0,0.0632518065308964,0.151670047696068,0,0,0,0,0,-0.0181226001625945,0,0,0,0,0,0,0,0,0.015092330159836,-0.0723368326876032,0,0,0.278981704207721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0450288295433397,0,0.0203861945465624,-0.0246877920681333,0,0,0,0,0,0
