,X600519.SH,X000858.SZ,X600809.SH,X600690.SH,X002415.SZ,X600276.SH,X000568.SZ,X000651.SZ,X002475.SZ,X003816.SZ,X600104.SH,X300124.SZ,X000725.SZ,X000338.SZ,X002371.SZ,X600031.SH,X000625.SZ,X002304.SZ,X000596.SZ,X000063.SZ,X000100.SZ,X300014.SZ,X000157.SZ,X002179.SZ,X600089.SH,X600066.SH,X600703.SH,X002463.SZ,X000921.SZ,X600372.SH,X002236.SZ,X002241.SZ,X002028.SZ,X000977.SZ,X600741.SH,X600522.SH,X002049.SZ,X600183.SH,X000661.SZ,X600584.SH,X601877.SH,X002129.SZ,X000800.SZ,X002223.SZ,X601799.SH,X002180.SZ,X600487.SH,X600060.SH,X600566.SH,X600177.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0.0891624310864461,0,0,0,0.218990048689205,0,5.42101086242752e-20,-0.0339453824041791,0,0,0,0,0,0,0.0183176604892947,0.0411375927589571,0.0310633652388927,0,0,0,0,0,0,0.0239776591076316,0,0.00235489157787589,0,0,0,0,0.00596636174998328,0,0,0,0,0,0,0.0494379339091087,0,0,0,0,0,-0.0136591711994783,0,0,0,0,0,-0.0179848729964531,-0.00104782168157692,-0.00914684722062365,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0.428080445476658,0,0,0,0,0,0,0,0,0,0,0.236957513475245,0.0564305403308087,0,0,0.00311815740968424,-0.0390748059511794,0,0,0,0,0.0509835358407882,0,0,0,0,-0.00378715059652973,0,0,0,0,0.0185511009002317,0,0,0,0.0535769363380556,0,0,0,0,0,0,0,0,0,-0.0136349434721351,-0.0146094447746134,0,0,0,0,0,0
X600809.SH,0.0701692015310997,0,0,0,0,0,0.33903478346374,0,0,0,0,0,0,-0.108956567600199,0.0900172761817659,-0.0156625299958364,0,0,0.0516075655032052,0,0,0,-0.0193636728023719,0,0,0.128389690035995,0,-0.095587617658651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0823882732779,0,0,0,0,0,-0.0892547108471132,0.0268961381962568,0,-6.93889390390723e-18,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0.167585477836423,0,0,0,0,0,0,0,0,0,0.105312403097789,0,0,0,0,0,0.0165878322445869,0,-0.014020530056204,0,-0.124610007289442,0.199509055085808,0,0,0,0,0,0,0.0319550224848171,0,0.0690487398734456,0,0,0,0,-0.0324513631149809,0,0,0,0,0.0438007584635366,0.0352017733999548,0,0,-0.0123238287506977,0,-0.069548723036422,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0.0728071525623625,0,0.0755884058980841,0,0,0,0,0,0,0,0,0.0986176227065403,0,0,0,0,0,0,-0.0213718213952128,0,0,0,0,0,0.149525081099262,0,0,0,0,0,0.0772086428336416,0,0,0.0372298974415049,0,0,0.111760571380592,0,0,0,0,0,0,0,0,-0.00510136670670289,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0120625098989792,0,0.127245087005848,0,0,0,0,0,0,0,0,0,0,0,0.149693073909913,0,0,0,0.23365241420679,0,0.0298327045620056,0,0,0,0,0,0,0.213417464915564,0,0,0.0106558062342136,0,0,0,0,0,0,0
X000568.SZ,0,0.795132139957375,0.188342300628546,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0298888986696058,0,0,0,0.0849917021339662,0.144460225093507,0,0,0.0588143180705077,0,0,-0.138714060547719,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0449636346902916,0,0,0,0,-0.00882114284303681,0,0,0,0,0,0.0403867555631817,0,0,0,0,0,0
X000651.SZ,0,0,0,0.293377503142306,0,-0.047641998591686,0.0930871870216398,0,0,0,0,0.202849770939513,0,0.077432466559817,0,0,-0.108242144328327,0,0.0193644713515638,0,0.0583742521618657,0,0,0,0.192127854647481,0,0,0,0.140296398331402,0,0,0,0,0,0,0,0,0.0160146360828559,-0.0995258141098957,0,-0.185112699015774,0,0,0,0,0,0,0,0,0,0,0,-0.00596355087321102,0.052517194103992,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,-0.0144570884686216,0,0,0,-0.0590196494940164,0,0,0,0,0.02036498291254,0,-0.0847592953069282,0,8.67361737988404e-19,0.347440968809446,0,0,0.210456980861244,-0.0532919665173658,0,0,0,0.268129741524617,0,0,0,0,0,0.0478293218387296,0,0.0172581823797835,0,0,0,0,0.216749673640896,0,0,0,0,0,0,-1.73472347597681e-18,0.0346849588951304,-0.271825349624625,0,0,0,0,0
X003816.SZ,0,0,0,0,0,-0.076444680928823,-0.0696825876083764,0,-0.0365767011641728,0,0,0,0,0,0,0,0,-0.238339112849745,0,0.302768608003725,0,0.149637577867841,0.103829825545785,0,0,4.33680868994202e-19,0,0,0.0683119750180249,0,-0.0909922535187246,0,0,0,0,0.104827418952614,0,0,-0.104238921951989,0,0,-0.307110408628809,0,0,0,0.00740452712114569,0,0,0.276647942061323,0,0.108770125760576,-0.0625130613877054,-0.0589200309511631,0,0,0,0,0,0
