,X600519.SH,X000858.SZ,X002415.SZ,X000568.SZ,X600276.SH,X600809.SH,X002304.SZ,X600690.SH,X000651.SZ,X002475.SZ,X600104.SH,X003816.SZ,X002371.SZ,X300124.SZ,X000725.SZ,X000063.SZ,X000596.SZ,X600031.SH,X300014.SZ,X002129.SZ,X000625.SZ,X000338.SZ,X600089.SH,X002179.SZ,X600703.SH,X002049.SZ,X002236.SZ,X600372.SH,X000100.SZ,X000661.SZ,X002241.SZ,X601877.SH,X000157.SZ,X600702.SH,X600741.SH,X002180.SZ,X000977.SZ,X002074.SZ,X600522.SH,X600460.SH,X600584.SH,X300142.SZ,X000733.SZ,X300003.SZ,X000800.SZ,X002007.SZ,X002463.SZ,X300146.SZ,X002294.SZ,X000066.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.394317531053042,0,0,0,0.164701661634666,0,0,0,0,0,0,0.0199098538686994,0,0,0,-4.33680868994202e-19,0,0.174669492695646,0,0,0,0,0,0,0,0,0,0,0,-0.066504481235846,0,0,0.0296052806266248,0,0,0.0103538642119817,0,0.0671554208140353,0,0,0,0,0,0,0,0,0.10953740743211,0,0,0,-0.00487032785157004,0.0189114737152913,0,0,0,0,0,0
X000858.SZ,0.0665648640753957,0,0,0.131018655179204,0,0.065399539090537,0.00574390258630004,0,0,0,0,0,0,0,0,0,0.0940804287924049,0.0755111936372247,0,0,0,0,0,0,0,0,0.0055080735380352,0,0,0,0,0,0,0,0,0,-0.00627364874032675,0,0,0,0,0,0,0,0.0184057948460939,0,0,0.0077736150830352,0,0,0,-0.0365894707933829,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,-0.159022280016913,0,0,0.0152058430268237,0,0,0.18294845018678,0,0,0,0,0,0,0,0.151418234546271,0,0,0,0,0,0,0,0,0.316558727807008,0,0.0010487143074648,0,0,0,0,0,0,0.226281678909064,0.111124127844067,0,0,0,0.0631437276967092,0,0.0424277568957389,0,0,0,0,0,0,0
X000568.SZ,0,0.564705012323266,0,0,0,0,0.0734196595243419,0,0.0252914832424939,0,0,0,0.0552845883176604,0,0,0,0,0,0,0,0,0,0,0,0,-0.00703041634297389,0.0683762932736711,0,0,0,0,0,0.0107025772970815,0.185963750900246,0,0,0,0,0,0,-0.126734264097526,0,0,0,0.0228807052007732,0,0,0,0,0,0,-0.0235843285921645,0,0,0,0,0,0,0
X600276.SH,0,0,0.0371913312293769,0,0,0.0970314930729411,0,0.113235765996214,0,0,0,0,0.0153821467917025,0,0,-0.0377621390561562,0,0.188192108617332,0,0,0,0,0,0,0,0,0.014551312320027,0,0,0,0,0,0.00947561347253732,0,0,0,0,0,0,0,0,0,0,0,0,0.516939595198686,0,0,0,0,0,0.00263613319828677,-0.00495004214735054,0,0,0,0,0,0
X600809.SH,0,0.364102157098539,0,0,0,0,0.224073215264465,0,0.162423006284404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0385124061598726,0,0,0,-0.0232192795870472,0,0.0388340743007468,0,0,0,0,0,0.0724145983026243,0,0,0,-0.0198876941018565,0,0,0,0,0,0,0,0,0,0,0,-0.0370619743369339,-0.0170182505148585,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0.248206566764279,0,0.094297294634192,0,0,0,0,0,0,0,-0.0409220176553471,0,0,0,0,0,0,0,0,0,0,-0.0436442609560407,0,0,0,0,-0.0552291216354678,0,0.15283713465714,0,0,0,0,0,0,0,0,0,0,0,-0.0189626364234694,0,0,-0.00563418616305034,0,0,0,0.00537890262362467,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0.0759592020336362,0,0,0,0,0,0,0.235062571578661,0,0,-0.356477994383147,0.0849668954181817,0,0.0722691463928061,0,0,0,0,0,0,-0.0908802001403205,0,0.0356210153316228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0153994756625657,0,0,0,0,0,-0.112867422983256,0.000977396673017525,0.112134875282127,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0.0767620080290553,0.439797525351098,0,0.0967191953822081,0,0,0.0627739483424402,-0.213048162617107,0.255182466151797,0,0,0,-0.488149733616393,0,0,0,0,0,0.0837381064790712,0,0,0,-0.101979553524933,0,0.0102407163812824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00733662296531754,0,0,-0.0644127896498643,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.215632260952406,0,0,0,0,0,0,0,0,0,0,0.116109681333366,0,0,0,0,0,0.111237168853869,0,0,0.0446853806844431,0.094672309871235,0,0,0,0,0,0,-0.157609797742439,0,0,0,0,0.0381469101971163,0,0,0,0,0,0
