,X600519.SH,X000858.SZ,X000568.SZ,X002415.SZ,X600809.SH,X600276.SH,X600690.SH,X002475.SZ,X002304.SZ,X000651.SZ,X300124.SZ,X600104.SH,X003816.SZ,X000063.SZ,X000725.SZ,X000596.SZ,X002371.SZ,X600031.SH,X000625.SZ,X000338.SZ,X002129.SZ,X300014.SZ,X002179.SZ,X002049.SZ,X600703.SH,X000100.SZ,X600372.SH,X600089.SH,X002236.SZ,X000157.SZ,X600741.SH,X600584.SH,X000661.SZ,X002241.SZ,X000977.SZ,X601877.SH,X600522.SH,X000733.SZ,X600702.SH,X601799.SH,X002074.SZ,X000800.SZ,X002028.SZ,X002007.SZ,X002180.SZ,X002463.SZ,X300142.SZ,X600460.SH,X600183.SH,X000066.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0684055944822741,0.210656238198142,0,0.0195623955076478,0,0,0,0,0,0,0,-0.0231038586060505,0,0,0,0,0,0.00128483802287873,0,0,0.155094185879092,0,-3.46944695195361e-18,0,0,0,0,-0.0054072264537353,0,0,0,0,0,-0.0459275247495939,0,0,0,0.0979630805904511,0,0,0,0,0,0,0,0,0,0,0,0,-0.0765743389650582,0.0958733094470259,0,0,0,0,0,0
X000858.SZ,0,0,0.460612845706102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0872454863381787,0,0,0,0,0,0,0,0,0,-0.0927062307956551,0,0,0,0,0,0,0,0,0,0.0478959543271109,-0.120555867525706,0,0,0,0,0.158693810103196,0,0.136301162516238,0,0,0,-0.0601986895144413,-0.0291593317102287,0.0230424704727162,0,0,0,0,0,0
X000568.SZ,0.230704716753359,0.223446804936948,0,0.0734334790629196,0,0,0,0,0,0,0,0,0,0,0,0.331111190740739,0.0830706204575971,0,-0.0257390537638936,0,0,0,0,0,0,0,0,0,-0.0464636537565674,0,0,0,0,0,0,0,0,0,0.162334711886608,0,0,0,-0.105171826427208,0,0,0.0380422149643882,0,0,-0.0578197822049994,0,0,0.021247432258828,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0.213474550675056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0306607241437119,0,0,0,0.0724627645942275,0.304758815259988,0,0,0,0,0.0398378240821667,-0.00799898497960845,0,0,0,0,-0.100837473575133,0,0,0,0,0.0166536914289172,0,0,0.153205531462955,0,0,0,0,0,0,0,0,0,0,0
X600809.SH,0,0,0,0.0496258806467539,0,0,0,0,0,0,0,0,0,-0.183198312491979,0,0,0,0,0.0913816502518772,0,0,0.161044903093145,0,0,0,0,0.0879949393493928,0,0.0300643625564814,0,0,0,0,0,0.00126639509202199,0,0,0.0283460407618635,0.357810689570406,-0.0851945701144824,0,0,0,0,0,0,0,0,0,0,0,0,0.0332170471330165,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.102975913259664,0,-0.186648062186009,0,0,0,0,-0.182258368306109,0,0,0,0,-0.298642552380148,0,0,0.0142446946712541,0.587415498238576,0,0.254008840087822,0,0,0,0,0.119273947618083,0,0,0,0,0,0,0,0,0,0,0,-0.0231011611780527,-0.026209239438658,0,0,0,0,0,0
X600690.SH,0,0.10753384542054,0,0,0,0,0,0,0,0.133701289567043,0,0,0,0,0,0,0.027462740556697,0.145081807562579,0,0,0.129489229047038,0,0,0.0402131473114494,0,0,0,0,0,0,0,0,0,0,0.0188036399068846,0.0375660235635407,-0.0220420962198921,0,0.0188243654532624,0,0,0,0,0,0,-0.0279047585353545,0,0,0,0,-0.117951379738169,0,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.299105718857874,0,0,0.0412360305931508,0,0.122320121704748,0,0,0,0,0.12284722065059,0,0,0,0,0.0591864668049535,0,0,0,0,0,-1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0.0424363269328803,0,0,0,0,0,-0.089386952539782,0.147469978772943,0,0,0,0,0,0
X002304.SZ,0,0.48267451980454,0.0100127130769561,0,0.0928447954501451,0,0,-0.0243706419237305,0,0,-8.67361737988404e-19,0,0,0,0,0.0320805630668198,0,0,0.0414827932733664,0,0,0.00623521185486815,0,0,0,0,0,0,0,0,0,-0.0103902206206008,0,0,0,0,0,0,0.0554467756319032,0,0,0,0,0,0,0,0,0,0,0,0,0.00505159982974726,0,-0.14342852906873,0,0,0,0,0
X000651.SZ,0,0.102483595797602,0,0,0,0,0.280281203807876,0.119165187619902,0,0,0,0,0,0,0,0,0,0.0241155065425863,0.135234913569012,0,0,0,0,0,0,0,0,0,-0.121057413663842,0,0,0,0,0,0,0,0,0.0545890964963521,-3.46944695195361e-18,0,0,0,0,0,0.0266052555344521,0,0,0,0,0,0,0,0.00050636822066322,0,0,0,0,0,0
