,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X600276.SH,X000725.SZ,X002304.SZ,X000063.SZ,X600690.SH,X000568.SZ,X600703.SH,X000625.SZ,X600031.SH,X002236.SZ,X600741.SH,X002475.SZ,X002241.SZ,X000338.SZ,X002456.SZ,X600066.SH,X000100.SZ,X601877.SH,X300124.SZ,X600089.SH,X600809.SH,X000157.SZ,X600177.SH,X002085.SZ,X002508.SZ,X600487.SH,X300003.SZ,X002008.SZ,X300136.SZ,X600271.SH,X600522.SH,X002294.SZ,X600118.SH,X000050.SZ,X000981.SZ,X600372.SH,X600867.SH,X002074.SZ,X600699.SH,X000559.SZ,X300115.SZ,X002007.SZ,X600566.SH,X000596.SZ,X000066.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0.0544305801057648,0,0.0879053206084844,0,0.122104172827485,0.128096801958485,0,0,0.223980000369437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0918539034930975,0,0,0.0183733954487225,0,-0.0247572332476933,0,-0.00613013047685518,0,0,0,0,0,0,0,0,0,-0.0914133455916162,0,0,0,0,0,0,0,0,0,-0.0108083106620817,0,0,0,0,0,0
X600104.SH,0,0,0,0.128848212397604,0,0,0,0,0,0.153570100680164,0,0,0.0879161077959414,0,0,0.447590829373792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0157776637616769,0,-0.0436786990908018,0,0,0,0,0,0,0,0,0,-0.176397565134989,0,0,0.0192102407083652,0,-0.0260757854653682,-0.0886125568138219,0.0305748855345664,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0.262666361993782,0.278951356682852,0,0,0,0.100970080680183,0.0464522503487161,0.151859557109138,0,0,0,0,0,0,0,0,0,0,0,0,0.137440941567771,0,0,0.0418194823047531,0,0,0,0,0,0,0,0,0,0,-0.121431836816874,0,0,0,0,0,0,0,0,0.0455082846490564,0,0,0,0,0,0
X000651.SZ,0,0.115519922978513,0,0,0.256162153582239,0,0,0,0,0.116551749375407,0,0,0,0.0251890122011504,0.127617882053305,0,0,0,0,0,0,0,0,0,-0.0338449146715081,-0.13455272562594,0,0,0,0.0168081524002111,0,0,0,0,0,0,0,0,-0.0571452129466351,0,0,0,0,0,0,0,0,0,0,0,0.0457984658697151,-0.00510049810226188,-0.0141506718811593,0,0,0,0,0,0
X000858.SZ,0,0,0,0.2007328447548,0,0,0,0.0993575175702653,0,0,0.513722038731612,0,0,0,0.00471054812163401,0,0,0,0.00303751201586454,0,0,0,0,0,0,0.0299035156244804,0,0,0,0.0507842671339391,0,0.029597204212476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0796223579032081,0,0,0,0.0253412481645809,0,0,0,0,0,0
X600276.SH,0,0.0668268180465303,0.0761000507994984,0,0.386499644205549,0,0,0.0386161631863419,0,0,0,0,0,0,0.0126756909266211,0,0,0,-0.0879776032336081,0,0,0,-0.0528226597676473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0279070215291148,0,-0.0703970450474455,-0.0290601820126778,0.0854689517042727,0,0,0,0,0,0,0,-0.177882717555868,0.0137667671020204,0.0133228445043782,0,0,0,0,0,0
X000725.SZ,0,0,0.178064608342836,0,0,0,0,0,0.0227116276205271,0,0,0,0,0,0,0,0,0,0.0938222125841521,0,-0.195635018281836,0,0,0,0,0.0343612513342096,0,0,0.155420325384746,-0.0302495965631517,0,0,0,0,0,0,0.179732797952983,0,0.265424079714492,0,0,0,-0.11412028528285,0,0.0333427139582905,-0.20603798664102,0,0,0,0,0,0,-0.00834384633476256,0,0,0,0,0,0
X002304.SZ,0,0.0444390129949914,0,0,0.438084747791706,0,0,0,-0.0173197422691138,0,0.032869228913062,0.0990441427740768,0,0,0,0,0,0,0,-0.156998849516514,0.119180709945046,0,0,0,0,0,0,0,0,0,0,0,-0.0465118535789506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101113106996561,0,0,-0.00797274576956716,-1.73472347597681e-18,0,0,0,0,0,0
X000063.SZ,0,0,0.15343544573163,0,0,0,0,0,0,0,0,0.167206618609401,0,0,0.114230107627073,0,0,0.129258944347302,0,0,0,0,0,0.035280281967251,0,0,0,0,0,0,0.127300066028347,0,0.0265205328771732,0,0,0,0,0,0,0,0.0899261097617432,0,0,0,0,0,0,0,0,0,0,-0.0489931880972415,0.0208999966921741,0,0,0,0,0,0
X600690.SH,0,0.111559814912811,0,0.335005288674605,0,0,0,0,0,0,0,0.0280802101009647,0.0476589486427007,0,0.0791513217169834,0.215876163279866,0,0,-0.0435981953431593,0,0,0,0,0,0,0,0,0,0.0403322045616632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.213590644722465,0,-0.0303571605657569,0,0.0179781913143496,-0.00307558377587263,0,0,0,0,0,0
X000568.SZ,0,0,0.00539657925231259,0,0.493311925516591,0,0,0,0,0,0,0,0,0,0,0,0.0726709608573284,0.0530936683678337,0,0.00642604596962472,0,0,0,0,0,0,0,0,0,0.0490101186089452,0,0,0,0.0421968841605286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0
X600703.SH,0,0,0,0,3.46944695195361e-18,0,0,0.331643046518981,0.172435832213873,0,0,0,0,0.100070013118182,0,0.0768272790741307,0,0.454009004846151,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.172415385108404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.32114662244115,0,0.00313069801760387,0.0742810625704354,0,0,0,0,0,0
X000625.SZ,0,0.211201571192437,0,0,0,0,0,0,0,0.268746833266678,0,0,0,0.108586724118107,0,0,0,-0.117018944066145,0,0,0,0,0,-0.140298755693827,0,0.0273503633565706,0,0,0,0,0,0,0,-0.0578545080239723,0,0,0,0,-0.0561566760977372,0,0,0,0.0846914182575378,0,0,0,0,0,0,0,0,-0.019758313887283,0,0,0,0,0.0595447651780132,0,0
X600031.SH,0,0,-0.181411700849531,0,0.136785046916164,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00234000361807208,0,0.047744924654805,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0296548009887244,0,0,0,0.13012089499799,0,0,0.196703904464893,0,0,0,-0.000352440127370188,0,0.106652253970398,0,0,0.0164146162408978,-0.0222788960447418,0,0,0,0,-0.18152422941639,0,0
