,X600519.SH,X000858.SZ,X000568.SZ,X002415.SZ,X600809.SH,X600276.SH,X002475.SZ,X600690.SH,X002304.SZ,X000651.SZ,X300124.SZ,X600104.SH,X000063.SZ,X003816.SZ,X000725.SZ,X000596.SZ,X002371.SZ,X600031.SH,X000625.SZ,X000338.SZ,X002129.SZ,X300014.SZ,X002179.SZ,X002049.SZ,X600703.SH,X600089.SH,X000100.SZ,X600372.SH,X002236.SZ,X600741.SH,X000661.SZ,X000157.SZ,X601877.SH,X000977.SZ,X600584.SH,X002241.SZ,X600522.SH,X000733.SZ,X600702.SH,X002074.SZ,X601799.SH,X000800.SZ,X002180.SZ,X002463.SZ,X002028.SZ,X002007.SZ,X300142.SZ,X600460.SH,X600487.SH,X000066.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.375397317901315,0,0,0.040859643552557,0.0446054350134495,0,0,0,0.0901890188479764,0.0720808437005003,0,-0.0260233833091429,0,0,0,0,0,0,0,0.0516127350942742,0,0,0,0,0,0,0,0,0,0,0,0,-0.0356443134555332,0,0,0,0,0.0587050242663409,0,0,0,0,-0.00544780798867595,0.0102066123998861,0,0,0,0,0.0030624982451833,0,-0.0117718708907293,0,0,0,0,0,0,0
X000858.SZ,0,0,0.493717479747154,0,0,-0.00340964260819499,0,0,0,0,0,0,0,0,0,0,0,0,0.0729837271831064,0,0,0,0,0,-0.0307492092200946,0,0,0,-0.0189289639105899,0,0,0,0,0,0,0,0,0,0,0,-0.0751488842066563,0,0.121392282822035,-0.0529968185061637,0,0,0.123135586968117,0,0,0,0,-0.0596271745005015,0.118504111036402,0,0,0,0,0,0
X000568.SZ,0,0.721347048196189,0,0,0,0.091891082992287,0,0,0,0,-0.00173106429880417,0,0,0,0,0.215187018073113,0.0950900767585166,0,0,0,0,0,0,-0.0626807734600136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102319906244452,0,0,0,-0.0200071688926459,0,-0.176350255657735,0,0,0,0,0,0,0.0413561120979322,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0.279092680381036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.233121061434453,0,0,0,0.455823627175924,0,0,0,0,0,0,0,-0.214742903527223,0,0,0,-0.0724217912109282,0,0,-0.0454752159454263,0,-0.155385009166709,0,0,0,0,0,-0.0115303533632835,-8.67361737988404e-19,0,0,0,0,0,0
X600809.SH,0,0,0.0449732491635691,0.0381565677013322,0,0,-0.0932705419528172,0,0,0,0,0,-0.128761626637033,0,0,0,0,0.153504495822072,0.0166086458456726,0,0,0,0,0,0,0,0,0,0.0691019644748976,0,0,0,0,0,0,0,0,0,0.27745263332408,0,0,0,0,0,0,0,0,0.0245914355440646,0.0589940269293864,0,0,0.0514362624057815,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0.0855335582914892,0,-0.0495466984845358,0,0,0,0.056509945744625,0,0,0,-0.152648838614843,0,-0.306336203247335,0,0,0,0,0,-0.49430738088701,0,0,0,-0.169866133780039,0,0.6149108817925,0,0,0.109885839679491,0,0,0,0,0,-0.0781913943825502,0.0280507594489093,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0.0415812734496033,0,0,0,0,0,0,0.155400633247757,0,0,0,0,0,0,0,-0.00365894075854773,0,0,0,0,0.125176887163882,0.0811467597349441,0,0,0,0.0290830930204583,0,0,0,0,0,0.280118022973315,0.499306276177744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0318711924721166,-0.0604823357277458,0,0,0,0,0,0
X600690.SH,0,0.100575929200963,0,0,0,0,0.0262518234686921,0,0,0.0689379266317919,0,0,0,0,0,0,0.0417152734835589,0.176646974006871,0,0,0.0992464008670391,0,0,0,0,0,0,0,0,0,0,0,0,0.0309960992099963,0,0,0,0,0.0488121225438243,0,0,0,0,0,0,0,0,0,-0.0621947172278015,0,0,0,0.00597931355284738,0,0,0,0,0,0
X002304.SZ,0,0.300100482149361,0.266160053151282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0400344839455728,0,0,0,0,0,0,0,0,-0.0150262609994696,0,0,0,0,0,0.00282874470792645,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0.0293962712163649,0,0,0,0,0,0,0,-0.0184935730379973,0,0,0,0,0,0,0
X000651.SZ,0.104854159860688,0,0,-0.0636526260778576,0,-3.46944695195361e-18,0.0560816906686285,0.277150345247006,0,0,0,0,0,0,0,0,0,0,0.0738205657091377,0,0,0,0,0,0,0,0,0,-0.0335890946613066,0,0,0,0,0,0,-0.0329694937777031,0,0.017937707623263,0,0,0.0415319865183354,0,0.00388422518547893,-0.0331269800374963,0,0,0,0,0,0,0,0,0.0598945009510045,0,0,0,0,0,0
