,X600519.SH,X600104.SH,X002415.SZ,X000725.SZ,X000651.SZ,X000858.SZ,X600276.SH,X002304.SZ,X000625.SZ,X000063.SZ,X600690.SH,X600703.SH,X000559.SZ,X600031.SH,X600271.SH,X000100.SZ,X600118.SH,X600066.SH,X600372.SH,X000157.SZ,X002292.SZ,X600741.SH,X002241.SZ,X002236.SZ,X002475.SZ,X600089.SH,X000338.SZ,X300124.SZ,X002465.SZ,X600839.SH,X002074.SZ,X000568.SZ,X600177.SH,X002129.SZ,X002276.SZ,X300003.SZ,X002294.SZ,X000800.SZ,X002085.SZ,X600867.SH,X600498.SH,X000869.SZ,X002506.SZ,X000977.SZ,X600582.SH,X002180.SZ,X002008.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.132322363901942,0,0,0,0,0.0807980065694799,0.379407485365446,0,0,0,0,0,0,0,0,0,0.0474903172810519,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.77555756156289e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0175517939684858,0,0.0240391537996403,0,0,0,0,0
X600104.SH,0,0,0,0.0189607703101435,0,0,0,0.123302023284001,0.38739286447692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.213972989719329,0,0,0,0,0,0,0.0265284061705787,0,0.0193034394765751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,-0.0140167485903524,0,0,0,0,0,0.0292124162850176,-0.15444762194875,0,0,0,0,0,0,0.182394857958222,0,0.169981752243172,0,-1.73472347597681e-18,0,0,0.0997560440839003,0,0,0,0,0,0,0,0,0,0,-0.134240086164679,0,0.0243155897489318,0,0.063204441030575,0,0,0,0,0,0.0543723695885039,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.183531186267748,0.050749823366833,0,0.13089514270823,0,0,0,0,0,0,0.0631090743353883,0,0.0991127746109842,0,0,0,0,0,0,0,0,0.0469648662956288,0,0,0.10700816489458,0,0.0653912871454085,0,0,0,0,0,0,0,0,0,-0.0153356946503046,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.408293083325641,0,0,0,0,0,0,0,0,0.016631407387456,0,0,0,0,0,0,0.135573137353184,0,0,0,0,0,0.00718568225992328,0.100173438491683,0,0,0,0,0,0.0212609412900158,0.041593005407262,0,0,-0.0427632034752836,0,0,0,0,0,0,0
X000858.SZ,0,0.00613564820369002,0,0,0,0,0.197879902556931,0.181476973772497,0,0,0,0,0,0,0,0,0,0,0,0,0,0.196181404306922,0,-0.17915914975276,0,0,0,0.0717910719489872,0,0,-0.137181144932406,0,0,0,0,0,0,0.0252695029481369,0,0,0,0.0791688710257606,0,0,0,0,0,0,-0.0127222828962872,-0.063322195428863,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0.0204177083586762,0,0,0,0.067587782523797,0,0,0,0,0,0,0.0150672337866043,0,0,0.0807467348618329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3758782013642,0,0.0899815890887755,0,0,0,0,0,0,0,0,0,2.16840434497101e-19,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0,0,0.158292525123399,0,0,0,0,0,0,0,0,0,0,0,0,0.246434954746917,0,0,0,0,0,0,0,0,-0.0216156045110849,0.350230593055601,0,0,0.0362320654362306,0,0,-0.00883735337902925,-0.0182452948803294,0,0,0.116343727786489,0,0,0,0,0,0,-0.00104184725908642,0.0202719707858142,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,0,0,0,0,0.0894962039312984,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0.197302223360458,0.111263637755197,0,0,0,0.0942166965697787,0,0,0,0,0.0986644450217715,0,0.0808211211844881,0,0,0.0733252232412992,0,0,0,0,0,0.00167130731097122,0,0,0,0,0,0,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0.229665140020425,0.0878741038348353,0,0.0361421365496413,0,0.21231583874407,0,0,0,0,0.000752301871950863,0.0494721462368638,0,0,0.084044860156123,0,0,0,0,0,0,0,0.00340510050413881,0,0,0,0,0,0,0.0242023100498296,0,0,0.0122476265766209,0,0,0.117369502487405,0,0,0,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0,0.182863392439483,0,0,0,0.0407413882707107,0,0,0,0,0,0,0.116465171499767,0,0.267278603310363,0.0118572715670279,0,0,0.0221970946795355,0,0,0,0,0,0,0,0,0.0263437207033919,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0314084184511004,0,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.202865776419971,0,0,0,0,0,0,0,0.211776195136646,0,0,0,0.0196090648154914,0,0,0,0,0,0,0,0,0,0.0479540165469954,0,0.292897275897791,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000559.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.161688043849952,0,0,0,0.162035299984701,0,0,0,0.153322621102193,0,0,0.0608446097580661,0,0.0674621760263633,0,0,0,0.131567348551889,0,0,0,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.151107136190747,0,0,0.368960049670329,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00911530417152133,0,0,0,0.0357472481358602,-2.16840434497101e-19,0,0,0,0,0.00623926425148436,0,0,0.237779669207188,0,0,0,0,0,0,0,0,0
X600271.SH,0,0,0,0,0,0,0,0,0,0.0647072081419879,0,0,1.38777878078145e-17,0,0,0,0,0,0.141250862318205,0,0,0,0.265056266098217,0,0,0,0,0,0,0,0,0,0,0.0738919869470618,0,0,0,0.144551051163818,0.0301619837492033,0,0,0,0,0.0876516048724041,0,0,0.130043233279171,0,0.0159817451903477,0,0,0,0,0,0,0
X000100.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0924631299374977,0,0.397938971096127,0,0,0,0,0.043489641528019,0,0,0,0.0363423548374383,0,0,0,0,0,0,0.125880156834058,0.0481484997182191,0,0,0,0,0.0219284052599226,0,0.00880963290298737,0.0460368195932547,0,-0.013165969132303,0.00933764165077792,-0.12586440671584,0,0,0,0,0
X600118.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.407623375008436,0,0,0,0,0,0,0,0,0,0.290813782971318,0.117283895809749,0,0,0,0,0,0,0,0.181013485219647,0.0518432975042827,0,0,0,0,0.134202892664847,0,0,0,0,0,0,0,0,0,0,0,0
X600066.SH,0,0.136339440242057,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0261063821533476,0,0,0,0,0,0.0364615086160311,0,0,0.234514807343504,0,0,0,0,0,0.0713232616930957,0,0,0,0,-2.16840434497101e-19,0,0.0495274747867094,0,0,0,0,0.0707532281307071,0,0,0,0,0,-0.0111178255818807,0,0,0,0,0,0,0
X600372.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.302303544139146,0,0,0,0,0,0,0,0,0,0,0.36354995859988,0,0,0,0,0,0.0571874459269265,0,0,0,0.0765935203561686,0,0,0,0,0.0537264792784203,0,0,0,0,0,-0.0274908790972941,0,0,0,0,0,0,0
X000157.SZ,0,0,0,0,0.120092753392274,0,0,0,0,0,0,-0.0318467962777043,0,0.167894147947725,0,0,0,0,0,0,0,0.150153620101367,0,0,0.12143644707871,0,0,0,0,0,0.0472742150279435,0,0,0.109814029317818,0.0147084630259365,0,0.0214475425675839,0.22980681218614,0,0,0,0,0,0,0,0,0,0,-0.00612838908058841,0.0494005809462497,0,0,0,0,0,0
X002292.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.34262421613898,0,0,0,0.0872489248416907,0,0,0,0,0,0,0,0,0,0,-0.0804597164953285,0,0.0308926294277277,0,0,0,0,0,0,0,0.162966763213117,0,0.168084347035288,0,0.129382049925353,0,0,0,0,0,0.167901369486645,0.141857423791689,0.49828932199839,-0.0823308894337266,0,0,0,0
X600741.SH,0,0,0,0,0,0,0,0.354149876731972,0.106778751104405,0,0,0,0,0,0,0.170829923191562,0.0530546255331381,0,0,0,0.0182567138242163,0,0,0,0.203088552957146,0,0,0,0,0,0,0,0,0,0,0.00876406038777117,0,0.0907501238385066,0,0,0,0,0,0,0,0,0,0,0,0.000384704684840358,0,0,0,0,0,0
X002241.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.271474083822256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0190106510061817,0,0.218200769273118,0,0,0,0.202997079956008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002236.SZ,0,0,0,0,0,0,0.154907591836661,0.0701295287037033,0,0,0,0.105509391167132,0,0,0.0820364924976022,0.021772508356992,0,0,0,0,0,0,0,0,0.25264375272148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00361490628649455,0,0,0,0,0,0.068082890150312,0,-0.00870955515096986,-0.048929954489244,0,0,0,0,0,0
X002475.SZ,0,0.122469037732907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0184410699951507,0,0,0,0,0,0,0,0,0.60682408828507,0,0,0,0.0361373659922768,0,0,0,0,0,0,0,-0.192740457021691,0,0,0,0,0,0.00488433900606054,0,0,0.00624380368917229,0,0,0,0,0,0,0
X600089.SH,0,0,0,0,0,0,0,0,0,0.429608734924257,0,0,0.0759936543823731,0.018590435769782,0.0347271014603649,0,0.0174369288348777,0,0,0,0,0,0,0,0,0,0.0597711261052209,0,0,0,0,0.0200648281078923,0.00255744140248611,0.0264286806267047,0,0,0,0,0,0,0,0,0,0,0,0,0.116662502197141,0,0,0,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0017928425431709,0,0,0.0879915457098921,0.319057070429458,0,0.0301625452245106,0.0565101997384788,0,0,0,0,0.0927962192913399,0,0,0,0,0,0,0,0,0,0.0826286647607363,0,0,0,0,0,0,0,0,0.166064338792939,0,-0.0201741175564365,0.0466021005312451,0,0,0,0,0,0
X300124.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.18900237970238,0,0,0,0,0,0.0149059603747837,0,0,0,0,0,0,0,0.307628864296576,0,0.109556821686644,0.0618564475276719,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0256637846127205,0,0,0.0942709679280983,0,-0.0543917317304469,0,0,0,0,0,0,0
X002465.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.317633362484739,0,0,0,0,0,0,0,0,0,0,0.0561482213777582,0,0.0398916997941381,0.0467269114802218,0,0,0,0,0,0,0,0,0,0,0,0.0744561025224995,0,0,0.0351504360707679,0.175720718542467,0,-0.0459414983472859,0,0,0,0,0,0,0
X600839.SH,0,-0.0707100209749402,0,0,0,0,0,0,0,-0.0684159822600144,0,0,0,0,0,0,0.273310895318659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0236881960642359,0,0,0,0,0.0158862712646647,0,0,0,0.167879550520494,0,0,0,0,0,-0.0880283418831317,0,0,0,0,0,0,0
X002074.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.315700954835798,0.0193676998330495,0,0,0,0.028130510194424,0,0.00989895412917013,0.147439790432628,0,0,0,0,0,0,0,0.140955332404072,0,0,0,0,0,0.0783694060199902,0,0,0,0,0.0119195407251175,0,0,0,0,0,0,0,0,-0.0215940864793273,0.117857359366681,0,0,0,0,0,0
X000568.SZ,0,0,0,0,0,0,0,0.354193346693566,0,0,0,0,0.096010651162349,0,0,0,0.061656144946217,0,0,0.252487472882331,0,0.0371945370148031,0,0,0.0114181187660004,0.0164023188232647,0.0771682140150041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0223368644293402,0,0,0,0,0,0
X600177.SH,0,0,0,0,0,0,0,0,0.0219321383692113,0,0,0.040789270090461,0,0,0,0,0,0,0,0.439878500321298,0,0,0,0,0,0,0,-0.047764457622001,-2.16840434497101e-19,0,0.0255501671725029,0,0,0,0.0198556049455794,0.0846191638816837,0,0,0,0.0534569922848002,0,0,0.0235928643236438,0,0,0.0571715234277968,0,0,-0.0449637927129073,0.0233064978347945,0,0,0,0,0,0
X002129.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.261835567159041,0,0,0,0,0,0,0,0,0,0,0,0.0037298155147243,0,0,0,0,0,0,0.209166405545453,0,0,0.0106191446246412,0,0,0.0241300268749539,0.344085848440479,0,0,0,-0.0254440083523414,-0.0243669271633719,0,0,0,0,0,0
X002276.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0488371248204878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.071972826888679,0,0,0.180486087864679,-0.0931377460787579,0,0,0.284007990508788,0,0,0.271916643638312,0,0,0,0,0,0
X300003.SZ,0,0,0,0,0,0,0,0,0,0,0,0.209446144797944,0.0337663094503082,0,0,0,0,0,0,0,0,0,0.321213942683291,0,0,0,0,0.0555650030570651,0,0,0,0,0,0,0,0,0,0.203986935011857,0,0,0,0,0,0,0,0,0,0,-0.00854508514182208,0,0,0,0,0,0,0
X002294.SZ,0,0,0,0,0,0,0,0,0.0896954534942596,0,0.129536624187021,0,0.0208795380121303,0,0,0.0780066108308902,0,0,0,0.102652930983635,0,0.172811161031125,0,0,0.0619438973075508,0,0,0.142876797342388,0,0,0,0,0,0,0,0,0,0.0499452480456817,0,0,0,0,0,0,0,0,0,0,-0.00693572130794249,0,0,0,0,0,0,0
