,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X600276.SH,X000725.SZ,X002304.SZ,X000063.SZ,X600703.SH,X600690.SH,X000568.SZ,X002236.SZ,X002241.SZ,X000625.SZ,X002475.SZ,X600741.SH,X000338.SZ,X600031.SH,X002456.SZ,X600066.SH,X300124.SZ,X000100.SZ,X600809.SH,X601877.SH,X002008.SZ,X300136.SZ,X002085.SZ,X002508.SZ,X600487.SH,X300003.SZ,X600089.SH,X600271.SH,X600522.SH,X600177.SH,X000157.SZ,X600699.SH,X600118.SH,X600867.SH,X002294.SZ,X000050.SZ,X300115.SZ,X000559.SZ,X002074.SZ,X000981.SZ,X600372.SH,X600498.SH,X600566.SH,X600884.SH,X002180.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0.219736446970449,0,0,0,0.0159954735034506,0.0325633061542692,0,0.0759790579492984,0,0,0,0,0,0,0,0,0,0.0125312826788673,0,0.012817342220198,0,0,0,0,0.0949319534766372,0,0,0,0,0,0,0,0,0,0,0.0446929110723082,0,0,0,0,0,0,0,0,0,0.0467185100734044,0,0.00959992986623495,-0.0224266426669088,0,0,0,0,0,0
X600104.SH,0,0,0.085947491453198,0,0,0,0.0354300453249662,0,0,0.044733768841749,0,0,0.0240206677328997,0,0,0.0382603927845674,0.303973506183511,0,0,-0.0131422880764296,0,0,-0.121331641014234,0,0,0,0,0,0,0,0,-0.081055776378019,0,0,0,0,0,0,0,-0.146141686439486,0,0.0143833857107901,0,0,0,0,0,0,0.0432599363179198,0,0.0468494736267639,-0.011283793721605,0.0254221936624234,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0.0473376479438837,0,0.161639800870949,0.00223326817248979,0.177962087440331,0,0,0,0.01219854606763,0,0,0,0,0,0,0.0809944954947728,0,0,0,0,0.0442734046817537,0,0.119467951693546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0207264080651077,0,0,0,0.0251647093036832,0.00301161237638449,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0.164811667660277,0,0,0,0,0,0.263487927864136,0,0.0666279678311046,0,0,0,0,0,0.0452361029381673,0,0,0,0,-0.0226741376220573,0,0,0,-0.00536089602857001,0.12934692524262,0,0,0,-0.00914914378230829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0292407480997531,0,0.00524560733412305,0.0106074143536179,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0,0,0,0.556917659486632,0.0436228566571777,0,0,0,0,0,0,0,0,0,0,0.0285116756747476,0,-0.000763625865564992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0257382577424894,0,0,-0.00259175336528076,0.00619120835427641,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0.125686156329944,0,0.126691924182669,-6.93889390390723e-18,0,0,0,0,0,0,0,0,-0.020512781105284,0,0,-0.21654573801114,-0.0329735673739266,0,0,0,0,0,0,0,0,0,0,-0.03807159884907,0,0,0,0.0153865363319071,0.0171462700416977,0,0,0,0,0.107535390712446,0,0,0,0,0.0154688886181348,-0.0102309980553614,0,0,0,0,0,0
X000725.SZ,0,0,0.255179358449334,0,0,0,0,-0.0765638808289452,0,0.0166135549579287,0,0.0565732328760991,0,0,0,0,2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0105414397497334,0,0.0625313180110679,0,0,0.106990684282997,0.226686481640194,0,0.139875377442884,0,-0.0299636023291383,-0.012883541545813,0.0257515193582561,-0.1466031937969,0,0,0,0,0
X002304.SZ,0,0,0,0,0.100355070960317,0,0,0,0,0.00744247778441437,0,0.171624745057295,0,0,0,0,0.16260586284889,0,0.224914346901844,-0.105897573504907,0,0,-0.0677594533574752,0,0,-0.0686554688707248,0,0,0.0292347111567785,0,0,0,0,0,0,0,0,0,-0.0965073873295559,0,0.0041137391059314,0.135768048008568,0,0,0,0,0,0,0,-0.0394210938288458,0,0,0.000804813186948434,0,0,0,0,0,0
X000063.SZ,0,0,0.129919472455959,0,0,0,0,0,0,0.1857217026051,0,0,0.244398160391634,0,0,0,0,0,0,0,0,0,0,0.073507126419001,0.0133364808981866,0,0,0.0474186692718251,0,0.259736467564146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0110846539731116,0.0117196667331217,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0.0798831406153774,0,0,0,0,0.0515657796919078,0.0255630170888802,0,0,0.271849035070439,0,0,0,0,0.404254802196641,0,0,0,0,0,0.0356862057606442,0,0,-0.301005713891949,0,0,0,0,0,0,0,0,0.100768412053069,0,0,0,0,0,0,0,0,-0.162621317958526,0,-0.152544182714194,0.0170810917610338,0.00648439571325041,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0,0,0,0,0.209401711347146,0.138057229805519,0,0,0,0.0553548442958677,0,0,0,0,0,0,0,0,0.0271910702813742,0.0947250565577363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00846863982491534,0,0,0,0,0,0,0
X000568.SZ,0.128041354743748,0,0,0,0.357521443315008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0896298702160375,0,-0.0442885082943827,0.227149563495134,0,0,-3.46944695195361e-18,0,0.0972093773927654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0243615427572054,0,0,0,-0.0286768627655069,-0.0465389540678886,0,0,0,0,0
X002236.SZ,0,0,0.298871804918321,0,0.112640859203236,0,0,0,0.10297637011601,0.0885251928825327,0,0,0,0,0,0,-0.00208164170892837,0,0,0.0780130592870534,0,0,0,0,0,0.0592595907027381,0,0,0,0,0,0,0,0,0,0,0,0,-0.229758541014779,0.0377451013327945,0.0169012753841243,0.307414184525054,0,-0.153958487126151,0,-8.67361737988404e-19,0.0521649460815088,0,0,0,0,-0.00979705336940432,0.00481870963810813,0,0,0,0,0,0
X002241.SZ,0,0,0.182005575006019,0,0,0,0,0,0,0.0230205780043037,0,0,0,0,0,0.134489612353428,0.159802987407522,0,-0.0112063676973333,0.393084470296164,0,0.259363782072555,0,-0.148562565715693,0,0.0712151302986934,0,0.0984308975852426,0,0,0,0,0,0,0,0,0.112719543537937,0,0,0,0,0,-0.164138683508623,0,0,0,0,0,-0.0296848494701497,0,0,0.0205897213783322,-0.0452214816279211,-0.0361112999421029,0,0,0,0,0
X000625.SZ,0,0,0,0,0.00818706926118676,0,0,0,0.0479763500869983,0,0,0,0,0,0,0,0,0,0.13165783607618,0,0,0,0,0,0,-0.00858120601099947,0,0,0,0,0,0,0,0,0.163886344702792,0,0,0,0,0,0.0968808004453461,0.0756936573254975,0,0,0,0.0941486707060541,0,0,0.0235105688281766,0,0,-0.00564143109089795,0.0134583167062637,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0.0440461046996734,0.17378605761409,0,0,0,0,0,0,0,0,-0.0516935465841356,0,0,0,0,0,0,0.0900171658030532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.141451728061261,0.210998706928697,0,0,0,0,-0.0493874190453362,0,0.0107078701329845,0,0,0.00493424470600217,-0.0548095207722159,0,0,0,0,0,0
X600741.SH,0,0.447895395245778,0,0,0,0,0,0,0,0.0578446649867561,0,0,0,0,0,0,0,0,0,0,0,0,-0.201689398044729,0,0,0.00988963586223025,0.113787194474521,0,0,0,0,0,0,0,0,0,0.0893355184882051,0,0,0,0,0,0,0.0528189017126543,0,0,0,0,0,0,0,0.00495304272563334,0.0225049493977199,0,0,0,0,0,0
X000338.SZ,0,0,0,-0.0721107668534718,0,0,0,0,0.091447326436084,0,0,0,0,0.0339164528985529,0,0,0,0,0.0474628705258705,0,0,0,0,0,0.252391390285835,0,0,0,0,0,0,0,0,0,0,0,0.111921294696337,0,0,0,0,0,0,0,0,0,0,0,0.122612471100789,0.249553254043153,0,-0.0315204041777428,0.0486983764029608,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0.0808716785577479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.195681924242409,0,0,0,0,0,0.326342255898732,0,0,0,0,0.196484559119966,-0.218647147524659,0,0.186981407472782,0,0,0,0.153754885839223,0,0,0,-0.0301552404504632,-0.00613858051830848,0,0,0,0,0,0
X002456.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.156303026894594,0.174001068879221,0,0,0.0525554241573495,0,-0.068525746237252,0,0,0.0197433183240862,0,0,0,0.0463778289880599,0,0,-0.115553592664478,0.216071828276996,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0.0785180452695059,0.00995170329856235,0,0,0,0,0,0,0,0,0,-0.00884838724959286,0.0341058398768063,0.0774875403430973,0,0,0,0,0
X600066.SH,0,0,0.0081742955994714,0,0,0,0,0,-0.179327549348209,0,0.0947043238386822,0,0,0,0,0,0,0,0.0374807933917828,0,0,0.177099333106135,0,0.0551175392765235,0,0,0,0,-0.1533409030575,0,0,0,0,0,0,0,0,0,0,0,0,-0.00489676051569875,0,0,0,0,0,0.0877006466977048,-0.00559342044823228,-0.071456088094262,-0.0803651749124808,0.00401013994884448,0,0,0,0,0,0,0
X300124.SZ,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0.190071645129412,0,0,0,0,0,0,0.0452188772771606,0,0,0.120256327886407,0,0.280846659051979,0,0,0,0,0,0,0.0671441757347458,0,0,0,0,0,0,0,0,-0.0235971998176259,0,0,-0.0321823359864198,0,0,0.0774968389279143,0,0.0928271583458162,0,0,-0.00849938683342559,0,0,0,0,0,0
