,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X000725.SZ,X600276.SH,X002304.SZ,X000625.SZ,X000063.SZ,X600690.SH,X600703.SH,X600741.SH,X600031.SH,X000568.SZ,X600066.SH,X000100.SZ,X002475.SZ,X000338.SZ,X002241.SZ,X600118.SH,X002236.SZ,X600271.SH,X601877.SH,X600177.SH,X002085.SZ,X000157.SZ,X600372.SH,X002456.SZ,X002007.SZ,X300124.SZ,X002294.SZ,X300003.SZ,X600699.SH,X000559.SZ,X600089.SH,X600867.SH,X002292.SZ,X600522.SH,X002180.SZ,X002508.SZ,X002074.SZ,X002426.SZ,X600498.SH,X002506.SZ,X002465.SZ,X000623.SZ,X000536.SZ,X000981.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0.0754444169510507,0,0,0.100418771347309,0.0497597885385854,0,0,0,0,0.124272544929603,0,0,0.0552209721961785,0.0891435268180355,0,0,0.038309517089305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,-0.117608246101926,0,1.03988343267158,-0.0227412367320526,0,0,0,0,0,0,0,0,0,0,0,-0.0620445165661773,0,0,0.0183283339597772,0,-0.132724230799052,0,0,0,0,0,0,0,0,0,0,0,0,0.0108605456991727,0,0,-0.034344006440933,0,0,1.73472347597681e-18,-0.00613754897728899,0,0.0278005905761369,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0.024202380727088,0,0.124124836583547,-0.0588494010111949,0,0,0,0,0.121470486521483,0,0,0.00991769961876177,0,0,0,0,0.120665784007731,0,0,0,0,0.131378589714984,0,0,0,0,0.181515668896579,0,0,0,-0.0298993771282793,-0.0126810131359504,0,0,0,0,0,-0.0557238862760445,0,-0.0211603234054044,0.0140864481374818,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0.512156555754225,1.17850636414083,0,0,0,0,0,0,-0.0590951429210993,0,0,0,0,0,0,0,-0.0499637028550009,0,0,-0.0110371740440492,0,-0.116497339681039,0,0,0,0,0,0,0,0,0.237526085081453,0,0,0,0,0,0,0.189226972293833,0,0,-1.73472347597681e-18,0.014412471642791,0.0263833978326843,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0.264969652044776,0,0,0,0.0285340062390799,0.0524578694205993,0.324542193177758,0.0848027326259698,0,0,0,0,0,0,0,0.120677761425851,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000405387305170137,0.00681396924487332,0,0,0,0,0,0
X000725.SZ,0,0,0,0.12886086629645,0,0,0,0,0,0,0,0,0,0.0219126948353976,0.0347641644733795,0,0,0,0.0413246407509242,0.04191045647289,0,0,0,0,0,0,0,0,0,0.049259144029073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.138734786496028,0.0107579948611562,0,0.32753019239595,0,-0.0237796763207824,0.0194964419550903,0,0,0,0,0,0
X600276.SH,0,0,0.017719583098416,0,0.0771840098243919,0,0,0,0,0,0,0.175543566665532,0,0,0.10908281443648,0,0,0.0737472419461097,-0.0346861916984201,-0.0686351833852907,0,0,0,0,0,-0.0274412581616133,0,0,0,0,0.0440410983677199,0,0,-0.0391998648495883,0,0,0,-0.0239856349567229,0,0,0,0,0,0,0,0,0,0,0.169316719080627,0,0,0.0126149414435558,0,0,0,0,0,0
X002304.SZ,0,0.0645999009875667,0,0,0,0,0,0,0,0,0,0,0.347689212079874,0,0.10020623102762,0,0,0,0.0530331125477468,0.00375562877516553,0,0,0,0,0,0,0,0,0.0592745871932331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0428190289233027,4.33680868994202e-19,0.00595018673027411,0,0,0,0,0,0
X000625.SZ,0,0.181732624256163,0,0.128490605564131,0.127226896586179,0.0249843220602275,0,0.0410624362143948,0,0,0,0,0,0.118686007140845,0,0,0,0,0,0,0,0,0,0.0606948497478076,0,0,0,0,0,0,0,0,0,-0.0139535828069214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00078409406414721,-0.0122066426152755,0,0,0,0,0,0
X000063.SZ,0.00099456887977533,0,-0.129690640235063,0.213419724318538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.335828995927987,0,-0.0641661908115794,0,0,0.0670755374364113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0490041005589471,-0.00230858422368637,0,0,0,0,0,0,0.0661017152977169,-0.156831329578374,0.029368500815753,0,0.0805529579121229,-0.0789007784315072,0,0,0,0,0,0
