,X600519.SH,X600104.SH,X002415.SZ,X000858.SZ,X000651.SZ,X600276.SH,X002304.SZ,X000725.SZ,X000063.SZ,X600690.SH,X000568.SZ,X600703.SH,X600741.SH,X002475.SZ,X002236.SZ,X600031.SH,X300003.SZ,X000338.SZ,X601877.SH,X300124.SZ,X002008.SZ,X600809.SH,X002456.SZ,X600867.SH,X000625.SZ,X600271.SH,X600066.SH,X600487.SH,X000100.SZ,X000981.SZ,X002294.SZ,X600566.SH,X002241.SZ,X000596.SZ,X002508.SZ,X300142.SZ,X000661.SZ,X300136.SZ,X002049.SZ,X000157.SZ,X002180.SZ,X000050.SZ,X000977.SZ,X002179.SZ,X002038.SZ,X600522.SH,X600089.SH,X002129.SZ,X600177.SH,X600498.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.391059603017927,0,0.0420015396162063,0.0578689481005228,0,0,0.0740150180833732,0,0,0.0214328677608904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00464728542231454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0110140239484786,0.0151573115133957,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.145148050422643,0,0,0,0,0,0.240262388028783,0,0,0,-0.106984956873438,0,0,0,0,0.0968199996706718,0,0,0,0,0,0,-0.0442417896737223,0,0,0,-0.150876773396303,0,0,0,0,0,0,0,0,-0.0757553004739661,0,0,0,-0.0258365926180748,-0.0102288225915333,0,0,0,0,0,0
X002415.SZ,0.186837805749654,0,0,0,0.0441922378502688,0,0,0,0,0,0,0,0,0,0.130897045413546,0,0.0336697064366418,0,0,0,0,0,0,0,0,0,0,0.332678372055358,0,0,0,0.0882985064038394,0.187219655286955,0,0.00696117193295205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0198541237608288,0,-0.0209288815326076,0,0,0,0,0
X000858.SZ,0.194904545920531,0,0,0,0.192281772251734,0,0,0,0,0,0.565547130735934,0,0,0,0.00834517732739935,0,0,0.0204054186627039,0,0,0,0,0,-0.0981331726800062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0752860577754756,0,0,0,0,0,0,0,0,0,0,0.00700547507421444,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0.300149780176762,0,0,0,0,0,0.421817346621818,0,0.0443414328755475,0,0,0,0,0,0,0.0909964892163697,0,-0.0129625749096638,0,0.108324727019373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.039653342876671,0,-0.0781154457931151,0,0,0.257554474500052,0,0,0,0,0,0.00686118604659508,0.0435864875886026,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0.0464562424375826,0,0,0,0.0475304381011937,0,0,0,0,0.0475394051051681,0.340239125092742,0,0,0,0,0.150120935979707,0,0,0,0,0,0,0,0,0,0.0238673991371137,0,0,0,0,0.145862206594644,0,0,0,0,0,0,0,0.067595332049981,0,0,0,0,0,0,-0.0649991149581119,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0.090578944187571,0,0.0658292580452124,0,0,0,0.251194639752753,0.121241542513767,0,0.231435459190874,0,0.0132337490650362,0.0408912012107214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24191804566127,0.235572853531417,0,0,-0.0804950007874211,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026667572925176,-0.013563977796892,0,0,0,0,0,0
X000725.SZ,0,0,0.0216137455849799,0,0,0,0,0,0.198726495871512,0,0,0,0.0102235870315655,0,0.133679641077702,0,0.050902188525089,0.110249122501917,0,0,0,0,0,0,0,0,0,0,0.512004088946169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0479919137040611,-0.0869477602972679,0,0.055442085174407,0,-0.00605445019706241,0.0762438234076348,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0.514798632274897,0,0,0,0,0,0,0,0,0,0,-0.0356641397294657,0,0,0,0,0,0,0,0,0,0.180919024240272,0,0,0.352608921155743,0,0,0,0,0,0,0,0,0,0,0.00760766804609446,0,0,0,0,0.208910424080767,0,0.0682866182804483,0,0.0153980782846706,0.029045627944766,0,0,0,0,0,0
X600690.SH,0,0,0,0.264144746870873,0.258627190466194,0,0.17484322922153,0,0,0,0,0,0.0456651505620731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0261496009975888,0,0,0,0,0,0,0,0,-0.114529359780396,-0.0230888201652309,0,0,-0.0125384474446627,0,0,0,-0.00677685696937272,-0.010081444960216,0,0,0,0,0,0
