,X600519.SH,X600104.SH,X002415.SZ,X000858.SZ,X600276.SH,X000651.SZ,X002304.SZ,X000725.SZ,X600690.SH,X000568.SZ,X600741.SH,X600703.SH,X000063.SZ,X002475.SZ,X000338.SZ,X600031.SH,X002236.SZ,X300003.SZ,X002008.SZ,X300124.SZ,X600809.SH,X600867.SH,X601877.SH,X002456.SZ,X600066.SH,X600271.SH,X000625.SZ,X000596.SZ,X600487.SH,X002294.SZ,X000100.SZ,X600566.SH,X000661.SZ,X002508.SZ,X002241.SZ,X300142.SZ,X000981.SZ,X000157.SZ,X002038.SZ,X002179.SZ,X002007.SZ,X002180.SZ,X000050.SZ,X600177.SH,X300136.SZ,X000869.SZ,X002049.SZ,X600522.SH,X600498.SH,X000977.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0.0456002505305227,0.246184169872174,0,0,0,0,0.164295813682998,0,0,0,0,0,0.0304917739953406,0,0,0,0,0,0.170460496381769,0,0,0,0,0,0,0,0,0,0,0.0643958220972873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0311749234098291,0,0.0388213783136046,0,0,-0.00891702319160465,-0.00615324089719277,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0.385207233500806,0,0,0,0,0.0388368724239663,0,0,0,0,0,0,-0.0510350011636227,0,0,0,0,0,0.126208150297578,0,0,0,0.086231705966982,0,0,0,0,0,-0.0380544301479946,0,0,-0.0389546226294965,0,0,0,0,-0.129482995752988,0,0,0,0,5.42101086242752e-20,-0.0121594427679164,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0.0741487968223987,0,0,0,0.000129313898725537,0,0,0,0,0,0.258528193744586,0,0,0,0,0,0.0886852913706534,0,0,0,0,0,0.0634976327405068,0.0380275517620501,0,0.31924668350784,-0.227003358513848,0.162049001770295,0.192680045094463,0,-0.126925311811199,0,0,0,0,0,0,0,0,0,0,0,0,-0.0398228648624878,0,-0.0189135499817545,-0.0444706074500705,0,0,0,0,0,0
X000858.SZ,0.108869454646489,0,0,0,0,0.1926581932192,0.0437747609480301,0,0.101752856314199,0.0448172249205234,0.0740542156482257,0,0,0,0,0,0.141145620658765,0,0,0,0.174365367608488,0,0,0,0,0,0,0.00314899821376064,0,-0.0636217212929678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0152094380740531,0,0,0,0,0,0
X600276.SH,0,0,0,0.0254046311091868,0,0,0,0,0,0.163971652432276,0,0,0,0,0,0,0,0.167371247018196,0,0,0.0518646645488769,0,0,0,0,-0.0774417273730954,0,-0.0424484255200383,0,0.171712272356645,0,0.244395998014535,0.151793929174805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0556079691473485,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0.529738735486971,0,0,0,0,0,0,0,0.0635607898835226,0,0.188440148610851,0,0,0.101869343892386,0,0,0,0,0,0,0.0999886801587159,0,0,0,0,0,0,0,0,-0.0350391475510528,0,0,-0.12478003713789,0,0,0,0,0,-0.00583835230252621,0,0,0,0,0,0.0601536257436675,0,-0.153536146901369,0,0,0.0619210704474472,0,0,0,0,0,0
X002304.SZ,0,0,0.142645517193,0.129208841554099,0,0,0,0,0.0329004289951962,0,0.0476878648078748,0,0,0,0,0,0,0,0,0.0897139699014629,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0388547586786373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0446997832758492,-0.0503025713392278,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0379575015269813,0,0,0,0,0,0,0,0,0,0,0,0,0,0.341868113223668,0,0,0,0,0,0,-0.178500282834413,0,0,0.233003299339753,0,0,-4.33680868994202e-19,0.0920082845468921,0,0,0.0175838378853925,0.0689637646081942,0,0,0,0,0,0
X600690.SH,0,0,0,0.446888633793436,0,0,0.0566481217400069,0,0,0,0.108131754820246,0,0,0,-0.0229282548024298,0,0,0,0,0,0.0861734220912198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00614001581043643,0,0,-0.0172867909492132,-0.0128577532668349,0,0,0,0,0,0
X000568.SZ,0,0,0,0.0495103192659976,0.120858962173796,0.0838521200908612,0.211196333966208,0,0.083938377674663,0,0,0.0199020785068296,0,0.0119618821306817,0,0,0,0.0845730030739427,0,0,0,0,0,0,0,0,0,0.2104676633969,0,0,0,0,0,0,0,-0.189785340729511,0,0,0,0,0,0,0,0,0,0,0,0,0.11209182479934,0,0,0,-0.0104049960561793,0,0,0,0,0,0
