,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X600276.SH,X002304.SZ,X000725.SZ,X000625.SZ,X600690.SH,X000063.SZ,X600703.SH,X600066.SH,X600741.SH,X002241.SZ,X002236.SZ,X000568.SZ,X600031.SH,X000100.SZ,X600271.SH,X002456.SZ,X002475.SZ,X600118.SH,X600177.SH,X002292.SZ,X000338.SZ,X000157.SZ,X002180.SZ,X002007.SZ,X000559.SZ,X600372.SH,X300003.SZ,X600867.SH,X601877.SH,X002506.SZ,X600498.SH,X002085.SZ,X300124.SZ,X002074.SZ,X002294.SZ,X600522.SH,X002508.SZ,X002426.SZ,X600089.SH,X000977.SZ,X000050.SZ,X600418.SH,X002249.SZ,X600487.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0191353363902812,0.0558233388740496,0,1.73472347597681e-18,0,0.139186241523168,0,0.105447691800692,0.0598033156207528,0,0,0,0,0.00446926798061526,0,0.064060204520328,0,0,0,0,0,0,0,0,0,0,0,0.142690053515274,0,0,0,0,0,0,0,0,0,0.0558301090139812,0,0.0266978055958019,0,-0.0182361358242128,0,0,0,0,0,0,0,0.133021249837843,0.00946528044003619,0,0,0,0,0,0
X600104.SH,0.0385208331224752,0,0.0674157383223052,0,0,0,0,0,0.333758865205627,0.0131591121435662,0,0,0,0.263444560276433,0.0497399601547112,0,0,0,0,0,-0.123930389232381,0,0,0.0431813219918439,0,0,0,0.0171924428829202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0952901841193389,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0484867619944711,0,0,0,0,0.06840123794199,0,0,0,0,0,0.0370960779973204,0.0923986528560653,0,0,0,0,0.0279694043850468,0,0.0862855307399641,0,0,0,0.331185081219701,0,0,0,0,0,0,0,-0.109099665168777,-0.0366200552863902,0,-0.0115987855753495,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.129750176007421,0,0,0,0,0,0,0,0,0.0235711429589936,0,0,0,0,0.106930497661681,0,0,0,-0.0479502542762373,0.0516469052143044,0,0.0983580733968824,0,0,0,-0.0182617255306617,0,-0.0261132018203098,-0.000870925608574229,0,0,-0.102346312243307,0.133474944550649,0,0,0,0,0,0
X000858.SZ,0,0,0.0208539652147831,0,0,0,0,0,0,0.141478556406667,0,0,0,0.0809405300500301,0,0,0.551066699530859,0,0,0,0,0,0,0,0,0,0,0.0324268131547056,0.022847118377351,0,0,0,0,0,0,0,0,0,0,0,0,0.068495470432655,0,0,0,0,0.119005423335703,0,0,0,0,0,0,0,0,0,0,0
X600276.SH,0.169444070269841,0,0.101075875971363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0632609897425365,0,0,-0.0280177345370571,0,0,0.151381218143291,0,0.0317568494309657,0,0,-3.46944695195361e-18,0,0,0,0,0,-0.0227709049918169,-0.12935438534601,0.0391683644661389,0,-0.0151829049161339,0,-0.0646398085236637,-0.0398619262672704,0,0,0,0,0,0
X002304.SZ,0.0576938848410538,0,0,-0.0127978559268221,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0.0360222914491003,0,0.297858891802512,0,0,0,0,0,0,0,0.0141467222706776,0,0,0.0844780466679849,0,0,0.140243206716446,0,0,0,0,-0.0841051852298066,0,0,0,0,0.114149495295151,0.0184842551007259,-0.0194034742847097,0,0,0,0,0,0,0,0.0152651572788382,0.07013398727063,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0.172693042784005,0,0,0,0,0.0454208140146938,0.132817253352522,0,0,0,0,0,0,0,0.0365966799827591,0,0,-0.0168698899531963,0,0.0933470663695645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00728682841257511,0,-0.0860022143620129,0,0,0,0,0,0,0
X000625.SZ,0,0.0858889926612807,0,0,0,0,0,0,0,0,0,0,0.00940282295074703,0.144765875480448,-0.00804976499707568,0.0808215290850353,0.0145987741559579,0,0,0,-0.0413780769146698,0,0,0,0,0,0,0,0,0,0.111831279023083,0,0,-0.00260951604216081,0,0,0,0,0,0,0.0302244733012163,0.0477322784069576,0.0646386890447586,0,0,0,0,0,0.0237589085208756,0,0,0,0,0,0,0,0,0
X600690.SH,0,0,0,0,0.125731250778144,0,0,0,0,0,0,0,0,0.0489684110318486,0.0250406174136337,0,0,0,0,0,0,0,0,0,0,0,0,0,0.194901837581619,0,0,0,0,0,0,0.0345874445221114,0,0,0,0,0,0.00918022600916724,0,0,0,0,0,0,0,0,0,0.0542388537264538,0,0,0,0,0,0
