,X600519.SH,X600104.SH,X002415.SZ,X000858.SZ,X000651.SZ,X000725.SZ,X600276.SH,X002304.SZ,X000063.SZ,X600690.SH,X600703.SH,X000568.SZ,X600741.SH,X002475.SZ,X002236.SZ,X600031.SH,X000625.SZ,X000338.SZ,X002456.SZ,X600487.SH,X002008.SZ,X002241.SZ,X600066.SH,X601877.SH,X300136.SZ,X000100.SZ,X600809.SH,X300124.SZ,X600522.SH,X002508.SZ,X300003.SZ,X002294.SZ,X600271.SH,X600867.SH,X002085.SZ,X600089.SH,X000981.SZ,X600498.SH,X002129.SZ,X000596.SZ,X600177.SH,X600699.SH,X000157.SZ,X600584.SH,X000661.SZ,X002049.SZ,X600118.SH,X300142.SZ,X000050.SZ,X002179.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.248097340046778,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0.158194863005241,-0.077948158742173,0,0,0,0.012256293630244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0773707352047684,-0.000442988343768449,0,0,0.178177629777502,0,0,-0.0378380423146126,0.0708593708729047,0,0,0,0,0,0
X600104.SH,0,0,0,0,0.121205456803759,0,0,0,0,0,0,0,0.40782748330674,0.0412509029945437,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0.0790391200605906,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0941305516413682,0,0,0,-0.0463351105036167,0.0551954326105352,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0.0446395862305507,0,0,0.013234487957019,0.117788426496362,0,0,0,0,0.159996570911964,0.336010893483812,0,0,0.0159182455315619,0,0.0734953518639262,0,0.0899748553217031,0,0.0450985942073543,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0.0563246931883548,0,0,0,0,0,0,-0.0216731711899608,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0.135092959882876,0,0,0,0.225916884584573,0,0,0,0,0,0,0,0.0323950691480802,0.0548551763704884,0,0,0.0104019216084679,0,0,0.288795386133052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.16840434497101e-19,0.00669544017555613,0,0,0,0,0,0
X000651.SZ,0,0.181714912514536,0,0.0900754293783721,0,0,0,0,0.0283870373370649,0,0,0,0,0,0,0,0,0,0,0.00994315818706238,0,0,0,0,0,0,0,0,0.0985058791435342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0710558675255532,0,0,0,0.000564792451795198,0.0104985977945522,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0.47209481767281,0,0,0,0,0,0,0.0297388641850436,0,0.003458916562544,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0.137275809751278,0,0,0.285674437278668,0,0,0,0,0,0.358488243520658,0,0,0,0,0,0,0,0,0.20941795685631,0,0,0,0.0266402448430726,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0.162222686261684,0,0,0,0,0.0994182808307663,0,0,0,0.0834007603656125,0,0,0,-0.175572357543333,0,0,0,0,0,0,0,0.0440536047172027,0.137983724571094,0,0,0,0.0616210463504057,0,0,0,0,0,0,0,0,0,-0.0182451591348006,0,0,0,-0.105889754802076,0,0.140175346349552,0,0,0,8.67361737988404e-19,0.00952360750853894,0,0,0,0,0,0
X002304.SZ,0.196185040578323,-0.0144645389834998,0,0.114042866530045,0,0,0,0,0,0,0,0.328710369369049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0576062252541603,0,0,0,0,0,0,0,0.0943612956437876,0,0,0,0,0,0,0,0,0,0.105406686966156,-0.0257753129533711,0,0,0,0,0,-0.047086003848823,0.0436255250577111,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0.451160478234154,0,-0.0220261591594727,0,0,0,0,-0.00648269180718817,0,0.184753903123411,0,0,0,0,0,0,0,0,0,0,0,0,0,0.336785778291952,0,0,0,0,0,0,0,0,0.0602555244085826,0,0,0,0,0,0.128823901561188,0,0.158915053836536,0,0,-0.0437496609299631,0,0,-0.00182263100646533,0,0,0,0,0,0,0
X600690.SH,0,0.00990846086915383,0,0,0.100801505262738,0,0,0.110719213443664,0,0,0.0615039555996017,0,0,0,0.0966805135166389,-0.148940172173583,0,0,0,0,0.119944450946992,0.133100906027822,0,0,0,0.100516675886696,0,0,0.226060654346377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.166513888183159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
