,X600519.SH,X600104.SH,X002415.SZ,X000858.SZ,X000651.SZ,X600276.SH,X000725.SZ,X002304.SZ,X000063.SZ,X600690.SH,X600703.SH,X000568.SZ,X600741.SH,X002475.SZ,X600031.SH,X000338.SZ,X002236.SZ,X000625.SZ,X002008.SZ,X600487.SH,X601877.SH,X002456.SZ,X002241.SZ,X000100.SZ,X600066.SH,X600809.SH,X300136.SZ,X002508.SZ,X300124.SZ,X300003.SZ,X002294.SZ,X600522.SH,X600867.SH,X600271.SH,X600089.SH,X000157.SZ,X000981.SZ,X002085.SZ,X000596.SZ,X600177.SH,X600699.SH,X600498.SH,X600566.SH,X300142.SZ,X000661.SZ,X002179.SZ,X600118.SH,X002129.SZ,X000050.SZ,X002049.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,-0.072431796577183,0,0.553716706626987,0,0.253245507021529,0,0.10965890913319,0,0,0,0,0,0,0,0,-0.118244855940583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0359432295989719,0,0,0.046784427784279,0,0,-0.0273130784896703,0.0463154866941558,0,0,0,0,0,0
X600104.SH,0,0,0,0,0.191348339071674,0,0,0.0617984660709644,0,0,0,0,0.180967422563026,0.0638096483673815,0,0,0,0,0,0,0,0,0,0.0842752099640067,0,0,0,0,0,-8.67361737988404e-19,0,0,0.144342673142361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0266706134518225,0.0302620051508877,0,0,0,0,0,0
X002415.SZ,0,0.0543050063075959,0,0,0,0,0,0,0,0,0.0884941911829665,0,0.00591794007170621,0.00694433158011765,0.0764943626494156,0,0.046109000782487,0,0.249329278143847,0.265792966407692,0.0925166081523088,0,0,0,0,0,0,-5.42101086242752e-20,0.0288279436716148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0775836926838626,0,0,0,0,0.0105454253107573,0,-0.00103689420624614,-0.0132585926588223,0,0,0,0,0,0
X000858.SZ,0.0783024296349385,0,0,0,0.0315100384807585,0,0,0.080424102391384,0,0,0,0.301195626333864,0,0,0,0,0,0,0.00582458911958465,0,0,0,0,0,0,0.301370837191148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13228454435474,0,0,0.00313396989671539,0,0,0,0,0,0,0
X000651.SZ,0,0.101400168679637,0,0.223118387515974,0,0,0,0.0792100213086711,0.0199012075600606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0.0556695943030424,0.138081548290654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00260968460499845,0.0244775907532659,0,0,0,0,0,0
X600276.SH,0.0638001776428969,0,0,0,0,0,0,0.0135575887749464,0,0.131694191117828,0.279284873519216,0,0,0,0,0,0,0,0,0,0,-0.0511407199013534,0,0,0,0,0,0,0.0913846829929913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0671334583435206,0,0,0,0,0,-0.0937488271286557,0,-0.0232608039874847,0.0601726806198113,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0.468699318019045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.149422804659689,0,0,0.307437753810282,0.0655734960828707,0,0.0872657220738579,0.0429426623694498,0,0,0,0,0,0.120709902499091,0,0,0,0,0,0,-0.0354629529183225,0,0,0.261850408898926,0,0,-0.0481774304690214,0.122503284068975,0,0,0,0,0,0
X002304.SZ,0.245341103854818,0,0,0.225347343438182,0,0,0,0,0,0,0,0.146606895008997,0.059611736328636,0,0,0,0,0,0,0,0,0,-0.0308862966158603,0,0,0,0,0.0651910071864189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0830624751280061,0,0,0,0,0,0,-0.0108354085543065,0.0178425940499333,0,0,0,0,0,0
X000063.SZ,0,0,0,-0.0718241992804724,0,0,0.279485283009502,0,0,0,0,0,0,0,0,0,0.225579989284732,0,0.103583502266774,0,-8.67361737988404e-19,-0.00494010852399823,0,-0.0477320983615099,0,0,0,0,0,0,0,0.218678981736926,0,0.0701359703720271,0,0,0,0,0,0,0,0.360001720589667,0,0,0,0,0,0,0,0.23021501336381,0,-0.017109476033287,0.0240214024204876,0,0,0,0,0,0
X600690.SH,0,0.167454450017415,0,-1.73472347597681e-18,0.0237477233201599,0,0,0.052167977227842,0,0,0,0.222379622205451,0.190052199631406,0,0,0,0,0,0.11588945784366,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0528339157873112,0,0,0,0,0,0.0917757334291858,0,0,0,0,0,0,0.075128816519032,0,0,0,-0.0510910492008098,0,-0.00917800485059606,0,0,0,0,0,0,0
