,X600519.SH,X600104.SH,X002415.SZ,X000858.SZ,X000651.SZ,X000725.SZ,X600276.SH,X002304.SZ,X000063.SZ,X600690.SH,X600703.SH,X000568.SZ,X002475.SZ,X600741.SH,X002236.SZ,X600031.SH,X000625.SZ,X000338.SZ,X002456.SZ,X002241.SZ,X002008.SZ,X600487.SH,X300136.SZ,X601877.SH,X000100.SZ,X600066.SH,X600522.SH,X300124.SZ,X600809.SH,X002508.SZ,X300003.SZ,X002294.SZ,X600271.SH,X600867.SH,X002085.SZ,X600089.SH,X000981.SZ,X600498.SH,X600177.SH,X600699.SH,X000157.SZ,X600584.SH,X600118.SH,X000596.SZ,X300142.SZ,X600566.SH,X000050.SZ,X002180.SZ,X000661.SZ,X002179.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.568497650579822,0,0,0.156466931724246,0.0373255151047196,0,0,0,0,0,0,0,0,0,0,0,-0.103778044774547,0,0,0,0.0283444473222191,0,-0.0139289442090117,0.0395759593990616,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,-0.0554024791919316,0.0298317780534071,0,0,0.0172076043147319,0.158900238810965,0,0,3.46944695195361e-18,0,-0.0308678771809422,0.0482156969538479,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0806733428288664,0,0,0,0,0,0.0482550658703518,0,0.0774536032097575,0,0,0,0.170671071761638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.117553643739027,0,0,0.0794624881699986,0,0,0.118316572506834,0,0,0,-0.0247856372576881,0.0172412732213872,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0.0183495563137809,0,0.0290109957776659,0,0.157892669758186,0,0,0,0,0,0.342033743591581,0.130492492076974,0,0,0.0339001598040406,0,0,0.074471795574102,0,0.0355237436212213,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0.0331606985414459,0,0,0,0,0,0,0.157705930763597,0,0,-0.0203596568335444,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0.152822243926793,0,0,0,0.151133143832756,0,0,0,0,0,0,0,0,0.0341237838555254,0.0562109370827136,0,0.0129212150567594,0,0,0,0,0.309790419258324,0,0,0,0,0,0,0,0,0,0,0.0429605272624406,0,0,0,0.00834301921621485,0,0,0,0,0,0,0,0,0.00467047427449914,0,0,0,0,0,0
X000651.SZ,0,0.10719305520227,0,0.137917409433025,0,0,0,0,0,0.0151162251280992,0,0.00622500276575418,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17441525591156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.091289743074549,0,0,0.103272089273433,0,0,0,0.0181748779062014,-0.00797077556634222,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0.347172577979968,0,0,0,0.0479803052594784,0,0,0.0215543922616135,0,0,0,0,0,0,0.0498635092381964,0.210598751039813,0,0,0,0,0,0,0,0,0,0.26832290346715,0,0,0,0,0,0,0,0,0,0.139061986912357,0,0,0.10065213054096,0,0,0,0,0,0.0571378175380614,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0.0460281846302655,0,0,0,0,0.116003161430182,0,0.0058040949740421,0,0.236969922146886,0,0,0,-0.235606005800253,0,0,0,0,0,0,0,0,0.132731986367364,0.130644443121093,0,0.0115225242478015,0.0334887162928698,0,0,0,0,0,0,0,-0.0606384487999313,0,0,0,0,0.0404145473791578,0,0,0,0,0,0,0,0.0186799069383595,0,0,0,0,0,0
X002304.SZ,0.271948222071034,-0.0879015631971256,0,0,0,0,0,0,0,0,0,0.276653923830207,0,0,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0.0996542295412842,0,0,0,0,0,0,0,0,0,0.0253312617841503,0,0,0,0.0745273926493439,0,0,-0.0460986777284743,0.0640497631257268,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0.382352601887866,0,-0.0787763729550903,0,0,0,0,0,-0.0827653299619706,0,0,0,0,0,0,0,0,0,0,0,0.0512266719576658,0.170795044813915,0,0,0,0,0,0,0,0,0,0,0.0240004085156519,0,0,0,0.483068217802274,0,0,0,0,0,0,0,0,0,0,0.0164007769826218,0,0,0,0,0,0
X600690.SH,0,0.00990846086915458,0,0,0.100801505262739,0,0,0.110719213443663,0,0,0.0615039555996025,0,0,0,0.096680513516638,-0.148940172173583,0,0,0,0.133100906027824,0.119944450946992,0,0,0,0.100516675886695,0,0.226060654346376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.166513888183159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
